,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,352.73",-8.88%,$61.0b,$9.6b,-12.50%,41.33%,0.16,-0.0048%,+0.0020%,$123.1m,2022-09-14 05:16:38.649480
1,Ethereum-ETH,"$1,616.23",-5.89%,$45.1b,$7.2b,-4.00%,30.78%,0.16,-0.1375%,-0.1874%,$111.7m,2022-09-14 05:16:38.649480
2,Ethereum Classic-ETC,$37.25,-2.66%,$2.7b,$444.7m,-2.34%,1.91%,0.17,-0.0083%,+0.0033%,$10.2m,2022-09-14 05:16:38.649480
3,Solana-SOL,$33.73,-12.03%,$2.6b,$405.6m,-18.02%,1.74%,0.15,-0.0158%,-0.0095%,$6.7m,2022-09-14 05:16:38.649480
4,Litecoin-LTC,$59.97,-2.55%,$1.3b,$222.8m,+5.74%,0.96%,0.18,+0.0059%,+0.0065%,$3.7m,2022-09-14 05:16:38.649480
5,LUNA2-LUNA2,$4.35,+5.20%,$1.1b,$33.8m,-6.51%,0.15%,0.03,-0.0002%,-0.0015%,$2.0m,2022-09-14 05:16:38.649480
6,Reef-REEF,$0.0050,+0.08%,$1.1b,$24.4m,+1.42%,0.11%,0.02,+0.0812%,-0.1216%,$2.5m,2022-09-14 05:16:38.649480
7,Cardano-ADA,$0.4733,-5.02%,$976.8m,$264.6m,-9.89%,1.14%,0.27,-0.0088%,+0.0001%,$2.1m,2022-09-14 05:16:38.649480
8,Ravencoin-RVN,$0.0662,-0.84%,$952.6m,$58.0m,-13.50%,0.25%,0.06,-0.0013%,-0.0079%,$2.6m,2022-09-14 05:16:38.649480
9,EOS-EOS,$1.49,-9.80%,$896.2m,$161.9m,-13.21%,0.70%,0.18,-0.0204%,-0.0347%,$2.4m,2022-09-14 05:16:38.649480
10,Binance Coin-BNB,$280.99,-4.10%,$890.7m,$245.8m,-9.40%,1.06%,0.28,-0.0161%,-0.0254%,$716.6k,2022-09-14 05:16:38.649480
11,Cosmos-ATOM,$14.30,-9.11%,$883.6m,$125.2m,-17.96%,0.54%,0.14,-0.0148%,-0.0084%,$2.2m,2022-09-14 05:16:38.649480
12,Polygon-MATIC,$0.8658,-7.78%,$855.0m,$175.0m,-17.12%,0.75%,0.20,+0.0024%,-0.0030%,$2.4m,2022-09-14 05:16:38.649480
13,ApeCoin-APE,$5.22,-8.25%,$819.5m,$82.4m,-13.51%,0.35%,0.10,+0.0163%,+0.0182%,$1.9m,2022-09-14 05:16:38.649480
14,Avalanche-AVAX,$19.25,-10.17%,$790.2m,$131.3m,-11.70%,0.56%,0.17,-0.0161%,-0.0236%,$2.1m,2022-09-14 05:16:38.649480
15,Ripple-XRP,$0.3365,-5.29%,$741.3m,$320.3m,-6.51%,1.38%,0.43,-0.0046%,-0.0057%,$1.3m,2022-09-14 05:16:38.649480
16,1000LUNC-1000LUNC,$0.3450,+7.51%,$721.3m,$33.0m,+39.22%,0.14%,0.05,-0.0631%,-0.0594%,$1.9m,2022-09-14 05:16:38.649480
17,Terra-LUNA,$4.36,+5.29%,$694.1m,$16.6m,-6.25%,0.07%,0.02,+0.0104%,-0.0017%,$3.2m,2022-09-14 05:16:38.649480
18,NEAR Protocol-NEAR,$4.52,-9.66%,$632.2m,$102.9m,-20.34%,0.44%,0.16,-0.0077%,-0.0126%,$1.5m,2022-09-14 05:16:38.649480
19,Chiliz-CHZ,$0.1975,-2.04%,$606.4m,$72.6m,-1.86%,0.31%,0.12,+0.0064%,+0.0038%,$1.1m,2022-09-14 05:16:38.649480
20,Optimism-OP,$1.22,-3.19%,$511.9m,$59.3m,-9.43%,0.26%,0.12,+0.0095%,+0.0000%,$1.3m,2022-09-14 05:16:38.649480
21,Polkadot-DOT,$7.20,-5.41%,$497.9m,$254.5m,-5.33%,1.10%,0.51,-0.0021%,-0.0048%,$1.2m,2022-09-14 05:16:38.649480
22,Dogecoin-DOGE,$0.0606,-4.60%,$489.9m,$117.6m,-5.21%,0.51%,0.24,+0.0045%,+0.0117%,$1.5m,2022-09-14 05:16:38.649480
23,Filecoin-FIL,$5.95,-7.76%,$460.3m,$107.0m,-9.19%,0.46%,0.23,-0.0131%,-0.0176%,$1.8m,2022-09-14 05:16:38.649480
24,Chainlink-LINK,$7.25,-6.14%,$414.3m,$105.1m,-9.91%,0.45%,0.25,-0.0056%,-0.0017%,$1.6m,2022-09-14 05:16:38.649480
25,Terra Classic-LUNC,$0.0003,+6.70%,$401.3m,$48.9m,+28.46%,0.21%,0.12,-0.0591%,-0.0543%,$1.6m,2022-09-14 05:16:38.649480
26,STEPN-GMT,$0.6752,-8.88%,$377.5m,$98.1m,-9.82%,0.42%,0.26,-0.0006%,+0.0034%,$965.9k,2022-09-14 05:16:38.649480
27,Bitcoin Cash-BCH,$120.16,-6.67%,$369.3m,$164.6m,-6.96%,0.71%,0.45,-0.0244%,-0.0096%,$1.4m,2022-09-14 05:16:38.649480
28,Curve DAO Token-CRV,$1.09,-3.18%,$299.7m,$55.0m,-8.50%,0.24%,0.18,-0.0281%,+0.0006%,$771.3k,2022-09-14 05:16:38.649480
29,1000SHIB-1000SHIB,$0.0123,-4.06%,$272.0m,$40.6m,-8.71%,0.17%,0.15,+0.0023%,+0.0072%,$808.3k,2022-09-14 05:16:38.649480
30,The Sandbox-SAND,$0.8937,-6.43%,$245.2m,$67.5m,-6.98%,0.29%,0.28,-0.0027%,-0.0006%,$513.5k,2022-09-14 05:16:38.649480
31,Axie Infinity-AXS,$14.21,-6.02%,$224.0m,$78.7m,-2.41%,0.34%,0.35,-0.0075%,-0.0271%,$712.0k,2022-09-14 05:16:38.649480
32,Fantom-FTM,$0.2523,-6.34%,$181.4m,$44.4m,-6.24%,0.19%,0.24,+0.0068%,+0.0053%,$399.2k,2022-09-14 05:16:38.649480
33,Helium-HNT,$4.63,-10.61%,$167.4m,$22.7m,+5.13%,0.10%,0.14,+0.0068%,+0.0066%,$533.9k,2022-09-14 05:16:38.649480
34,Kyber Network Crystal-KNC,$1.93,+3.50%,$165.5m,$25.1m,+27.64%,0.11%,0.15,+0.0080%,-0.0168%,$250.1k,2022-09-14 05:16:38.649480
35,Aave-AAVE,$84.99,-6.76%,$163.2m,$42.0m,-8.65%,0.18%,0.26,+0.0038%,+0.0032%,$223.1k,2022-09-14 05:16:38.649480
36,Uniswap-UNI,$6.19,-7.12%,$147.3m,$45.7m,-11.16%,0.20%,0.31,-0.0132%,+0.0039%,$286.8k,2022-09-14 05:16:38.649480
37,Waves-WAVES,$4.44,-7.34%,$143.8m,$47.1m,-11.45%,0.20%,0.33,+0.0009%,+0.0062%,$413.4k,2022-09-14 05:16:38.649480
38,Unifi Protocol DAO-UNFI,$7.29,-10.42%,$143.4m,$17.6m,+0.02%,0.08%,0.12,+0.0078%,+0.0050%,$378.5k,2022-09-14 05:16:38.649480
39,Ethereum Name Service-ENS,$14.77,-0.40%,$131.1m,$24.6m,-3.49%,0.11%,0.19,+0.0069%,-0.0014%,$239.3k,2022-09-14 05:16:38.649480
40,SHIBA INU-SHIB,$0.0000,-3.91%,$129.7m,$21.4m,-8.17%,0.09%,0.17,+0.0049%,+0.0057%,$646.5k,2022-09-14 05:16:38.649480
41,Decentraland-MANA,$0.7416,-6.13%,$127.3m,$39.1m,-3.80%,0.17%,0.31,+0.0037%,+0.0071%,$427.9k,2022-09-14 05:16:38.649480
42,Gala-GALA,$0.0486,-4.60%,$123.4m,$33.1m,-3.80%,0.14%,0.27,+0.0005%,-0.0020%,$349.3k,2022-09-14 05:16:38.649480
43,Stargate Finance-STG,$0.6544,+0.52%,$122.6m,$14.6m,+2.40%,0.06%,0.12,+0.0068%,+0.0072%,$227.8k,2022-09-14 05:16:38.649480
44,dYdX-DYDX,$1.41,-11.43%,$113.5m,$33.6m,-1.17%,0.14%,0.30,+0.0078%,+0.0120%,$318.6k,2022-09-14 05:16:38.649480
45,Tellor-TRB,$15.83,-5.13%,$113.0m,$30.2m,-9.69%,0.13%,0.27,-0.0749%,-0.1057%,$306.2k,2022-09-14 05:16:38.649480
46,Tron-TRX,$0.0612,-3.70%,$107.8m,$136.7m,-1.61%,0.59%,1.27,-0.0484%,-0.0358%,$251.9k,2022-09-14 05:16:38.649480
47,THORChain-RUNE,$1.82,-6.68%,$104.0m,$21.7m,-5.83%,0.09%,0.21,+0.0062%,+0.0071%,$255.8k,2022-09-14 05:16:38.649480
48,Injective Protocol-INJ,$1.72,-7.27%,$102.3m,$4.4m,-32.33%,0.02%,0.04,+0.0091%,+0.0091%,$607.0k,2022-09-14 05:16:38.649480
49,FTX Token-FTT,$26.14,-8.34%,$102.1m,$70.2m,-9.75%,0.30%,0.69,+0.0028%,+0.0049%,$766.7k,2022-09-14 05:16:38.649480
50,THETA-THETA,$1.11,-5.70%,$97.5m,$21.8m,-4.16%,0.09%,0.22,-0.0111%,+0.0144%,$348.7k,2022-09-14 05:16:38.649480
51,Compound-COMP,$52.56,-5.75%,$95.5m,$25.0m,-3.94%,0.11%,0.26,-0.0075%,-0.0025%,$296.7k,2022-09-14 05:16:38.649480
52,Monero-XMR,$147.81,-9.41%,$92.2m,$42.2m,-16.93%,0.18%,0.46,-0.0599%,+0.0036%,$225.7k,2022-09-14 05:16:38.649480
53,The Graph-GRT,$0.1113,-9.45%,$91.9m,$23.8m,-13.71%,0.10%,0.26,-0.0084%,-0.0009%,$239.7k,2022-09-14 05:16:38.649480
54,SushiSwap-SUSHI,$1.21,-4.24%,$90.4m,$27.6m,-4.73%,0.12%,0.31,-0.0031%,+0.0160%,$251.2k,2022-09-14 05:16:38.649480
55,yearn.finance-YFI,"$9,288.20",-5.16%,$84.7m,$31.6m,-1.87%,0.14%,0.37,-0.0052%,-0.0022%,$258.7k,2022-09-14 05:16:38.649480
56,ConstitutionDAO-PEOPLE,$0.0208,-7.03%,$84.3m,$23.0m,-7.02%,0.10%,0.27,+0.0032%,-0.0026%,$289.9k,2022-09-14 05:16:38.649480
57,Tezos-XTZ,$1.55,-6.53%,$82.5m,$27.3m,-10.64%,0.12%,0.33,-0.0006%,+0.0078%,$443.1k,2022-09-14 05:16:38.649480
58,1000XEC-1000XEC,$0.0460,-2.56%,$81.5m,$5.2m,-1.77%,0.02%,0.06,+0.0028%,+0.0098%,$193.9k,2022-09-14 05:16:38.649480
59,Algorand-ALGO,$0.3011,-5.78%,$77.3m,$29.0m,-9.11%,0.12%,0.38,+0.0165%,-0.0011%,$175.5k,2022-09-14 05:16:38.649480
60,Synthetix Network Token-SNX,$2.76,-6.42%,$75.6m,$29.2m,-5.42%,0.13%,0.39,-0.0350%,-0.0382%,$165.0k,2022-09-14 05:16:38.649480
61,Flow (Dapper labs)-FLOW,$1.87,-9.89%,$71.4m,$22.7m,-5.93%,0.10%,0.32,+0.0029%,-0.0039%,$342.9k,2022-09-14 05:16:38.649480
62,Hedera-HBAR,$0.0649,-5.61%,$71.3m,$13.0m,-25.28%,0.06%,0.18,+0.0077%,+0.0081%,$336.7k,2022-09-14 05:16:38.649480
63,Project Galaxy-GAL,$2.80,-4.02%,$70.3m,$14.1m,-14.78%,0.06%,0.20,+0.0024%,+0.0062%,$423.2k,2022-09-14 05:16:38.649480
64,iExec RLC-RLC,$1.27,-10.10%,$70.1m,$6.4m,-8.73%,0.03%,0.09,-0.0260%,+0.0100%,$167.7k,2022-09-14 05:16:38.649480
65,Stellar Lumens-XLM,$0.1048,-7.28%,$66.1m,$36.5m,-9.01%,0.16%,0.55,-0.0125%,-0.0117%,$113.6k,2022-09-14 05:16:38.649480
66,ZCash-ZEC,$60.01,-3.92%,$63.9m,$21.1m,-3.04%,0.09%,0.33,-0.0074%,-0.0085%,$195.9k,2022-09-14 05:16:38.649480
67,BinaryX-BNX,$159.27,+1.51%,$63.8m,$35.7m,+7.24%,0.15%,0.56,+0.0050%,+0.0100%,$370.4k,2022-09-14 05:16:38.649480
68,Zilliqa-ZIL,$0.0348,-6.69%,$60.8m,$21.6m,-7.71%,0.09%,0.36,+0.0042%,+0.0104%,$77.0k,2022-09-14 05:16:38.649480
69,Elrond-EGLD,$49.65,-3.66%,$57.5m,$15.2m,-2.70%,0.07%,0.26,-0.0069%,+0.0051%,$156.5k,2022-09-14 05:16:38.649480
70,1inch-1INCH,$0.6075,-6.70%,$53.6m,$19.6m,-5.62%,0.08%,0.37,-0.0205%,+0.0106%,$167.9k,2022-09-14 05:16:38.649480
71,IOST-IOST,$0.0128,-9.58%,$51.8m,$11.8m,-13.91%,0.05%,0.23,-0.0526%,-0.0339%,$149.2k,2022-09-14 05:16:38.649480
72,Lido DAO Token-LDO,$1.87,-5.19%,$51.6m,$17.8m,-6.15%,0.08%,0.35,-0.0005%,-0.0002%,$77.9k,2022-09-14 05:16:38.649480
73,Harmony-ONE,$0.0211,-8.20%,$49.8m,$14.4m,-13.73%,0.06%,0.29,+0.0049%,+0.0028%,$180.4k,2022-09-14 05:16:38.649480
74,NEM-XEM,$0.0429,-7.09%,$49.5m,$7.8m,-12.15%,0.03%,0.16,-0.0057%,+0.0197%,$95.6k,2022-09-14 05:16:38.649480
75,VeChain-VET,$0.0239,-5.92%,$48.8m,$16.7m,-5.85%,0.07%,0.34,-0.0438%,-0.0393%,$172.2k,2022-09-14 05:16:38.649480
76,Enjin Coin-ENJ,$0.5038,-6.26%,$47.3m,$13.9m,-7.01%,0.06%,0.29,-0.0061%,-0.0202%,$138.1k,2022-09-14 05:16:38.649480
77,Serum-SRM,$0.8273,-5.30%,$44.0m,$24.0m,-11.38%,0.10%,0.54,+0.0012%,+0.0107%,$108.5k,2022-09-14 05:16:38.649480
78,Dash-DASH,$44.65,-4.61%,$42.8m,$12.8m,-8.05%,0.05%,0.30,-0.0075%,+0.0237%,$142.0k,2022-09-14 05:16:38.649480
79,Jasmy-JASMY,$0.0086,-5.55%,$42.1m,$14.4m,-4.01%,0.06%,0.34,+0.0073%,+0.0077%,$158.8k,2022-09-14 05:16:38.649480
80,Audius-AUDIO,$0.2614,-8.26%,$41.5m,$8.7m,+4.45%,0.04%,0.21,+0.0002%,+0.0087%,$163.3k,2022-09-14 05:16:38.649480
81,Flamingo-FLM,$0.1109,-5.34%,$40.4m,$17.4m,-3.26%,0.07%,0.43,-0.0871%,-0.1352%,$91.0k,2022-09-14 05:16:38.649480
82,Tether-USDT,$1.00,-0.01%,$39.9m,$287.2m,+28.42%,1.24%,7.20,+0.0001%,+0.0000%,$2.8k,2022-09-14 05:16:38.649480
83,Kusama-KSM,$47.23,-7.28%,$38.4m,$14.9m,-4.17%,0.06%,0.39,+0.0008%,-0.0120%,$100.6k,2022-09-14 05:16:38.649480
84,Pundi X-PUNDIX,$0.7360,+15.83%,$38.2m,$3.2m,+105.13%,0.01%,0.08,-0.2555%,-0.2700%,$280.2k,2022-09-14 05:16:38.649480
85,Balancer-BAL,$6.56,-8.19%,$37.9m,$12.3m,-12.72%,0.05%,0.32,-0.0041%,-0.0012%,$130.4k,2022-09-14 05:16:38.649480
86,Oasis Network-ROSE,$0.0605,-5.33%,$37.8m,$11.8m,-8.82%,0.05%,0.31,+0.0064%,+0.0079%,$89.4k,2022-09-14 05:16:38.649480
87,OmiseGO-OMG,$1.81,-8.37%,$37.1m,$12.0m,-12.21%,0.05%,0.32,+0.0010%,+0.0059%,$83.0k,2022-09-14 05:16:38.649480
88,FOOTBALL-FOOTBALL,"$1,074.89",-1.96%,$36.9m,$8.9m,+13.73%,0.04%,0.24,+0.0467%,+0.1924%,$99.5k,2022-09-14 05:16:38.649480
89,Holo-HOT,$0.0021,-4.43%,$36.5m,$4.9m,-8.80%,0.02%,0.13,-0.0050%,-0.0017%,$130.9k,2022-09-14 05:16:38.649480
90,NEO-NEO,$9.09,-6.57%,$35.9m,$12.9m,-7.15%,0.06%,0.36,-0.0192%,-0.0007%,$67.6k,2022-09-14 05:16:38.649480
91,Celsius-CEL,$1.48,+2.87%,$35.1m,$22.5m,+6.43%,0.10%,0.64,-0.0373%,-0.0007%,$163.1k,2022-09-14 05:16:38.649480
92,Ankr-ANKR,$0.0346,-7.69%,$35.0m,$11.3m,-9.08%,0.05%,0.32,+0.0062%,+0.0012%,$158.2k,2022-09-14 05:16:38.649480
93,Loopring-LRC,$0.3358,-4.49%,$33.9m,$13.3m,-5.01%,0.06%,0.39,-0.0023%,-0.0022%,$31.7k,2022-09-14 05:16:38.649480
94,Wootrade-WOO,$0.1514,-7.36%,$31.1m,$4.3m,+9.29%,0.02%,0.14,+0.0100%,+0.0100%,$88.0k,2022-09-14 05:16:38.649480
95,Storj-STORJ,$0.5192,-6.90%,$30.6m,$10.0m,-11.52%,0.04%,0.33,+0.0055%,+0.0134%,$77.0k,2022-09-14 05:16:38.649480
96,Chromia-CHR,$0.1657,-8.33%,$30.3m,$7.5m,-3.60%,0.03%,0.25,-0.0077%,-0.0056%,$90.7k,2022-09-14 05:16:38.649480
97,Litentry-LIT,$0.6915,-6.74%,$30.2m,$4.9m,-6.05%,0.02%,0.16,+0.0100%,+0.0100%,$61.9k,2022-09-14 05:16:38.649480
