,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,588.48",+1.21%,$22.0b,$10.7b,+1.02%,41.93%,0.48,+0.0037%,+0.0007%,$41.6m,2022-09-11 12:16:35.425038
1,Ethereum-ETH,"$1,769.60",+2.44%,$17.6b,$7.8b,+1.88%,30.47%,0.44,-0.0165%,-0.0213%,$58.6m,2022-09-11 12:16:35.425038
2,LUNA2-LUNA2,$6.00,-5.49%,$1.6b,$39.8m,+14.34%,0.16%,0.02,-0.0273%,-0.0350%,$2.6m,2022-09-11 12:16:35.425038
3,Ethereum Classic-ETC,$38.61,-1.47%,$1.4b,$481.4m,-4.68%,1.89%,0.35,+0.0023%,+0.0044%,$4.6m,2022-09-11 12:16:35.425038
4,EOS-EOS,$1.74,-3.26%,$1.2b,$214.6m,-7.40%,0.84%,0.18,+0.0084%,+0.0132%,$2.1m,2022-09-11 12:16:35.425038
5,Terra-LUNA,$6.01,-5.04%,$966.3m,$26.1m,-2.81%,0.10%,0.03,-0.0498%,-0.0279%,$4.8m,2022-09-11 12:16:35.425038
6,Solana-SOL,$34.70,-0.31%,$789.0m,$399.2m,-2.72%,1.57%,0.51,+0.0032%,+0.0021%,$922.9k,2022-09-11 12:16:35.425038
7,Cardano-ADA,$0.5138,-0.12%,$759.8m,$314.5m,+0.90%,1.24%,0.41,+0.0002%,+0.0031%,$663.8k,2022-09-11 12:16:35.425038
8,ApeCoin-APE,$5.71,+13.62%,$638.9m,$108.8m,+49.60%,0.43%,0.17,+0.0122%,-0.0015%,$1.4m,2022-09-11 12:16:35.425038
9,Cosmos-ATOM,$15.69,-2.15%,$637.1m,$165.8m,-5.60%,0.65%,0.26,+0.0054%,+0.0074%,$1.2m,2022-09-11 12:16:35.425038
10,Litecoin-LTC,$62.53,-0.48%,$526.7m,$217.1m,+3.46%,0.85%,0.41,+0.0088%,+0.0072%,$615.8k,2022-09-11 12:16:35.425038
11,Chiliz-CHZ,$0.2164,+7.52%,$518.6m,$90.4m,+13.70%,0.36%,0.17,+0.0100%,+0.0132%,$571.4k,2022-09-11 12:16:35.425038
12,Helium-HNT,$5.30,-7.73%,$464.0m,$27.3m,-14.31%,0.11%,0.06,+0.0051%,-0.0043%,$652.4k,2022-09-11 12:16:35.425038
13,Ravencoin-RVN,$0.0515,-5.26%,$436.5m,$34.4m,-17.68%,0.14%,0.08,+0.0079%,+0.0163%,$936.4k,2022-09-11 12:16:35.425038
14,Optimism-OP,$1.37,-1.83%,$410.1m,$66.8m,-4.24%,0.26%,0.16,+0.0158%,+0.0084%,$627.2k,2022-09-11 12:16:35.425038
15,Binance Coin-BNB,$295.86,+0.33%,$402.3m,$283.3m,+0.46%,1.11%,0.70,+0.0074%,+0.0046%,$272.5k,2022-09-11 12:16:35.425038
16,1000LUNC-1000LUNC,$0.4371,+1.46%,$381.1m,$16.7m,+33.47%,0.07%,0.04,-0.0665%,-0.0695%,$877.2k,2022-09-11 12:16:35.425038
17,STEPN-GMT,$0.7608,+0.27%,$375.6m,$111.8m,-0.38%,0.44%,0.30,-0.0074%,-0.0039%,$923.6k,2022-09-11 12:16:35.425038
18,Chainlink-LINK,$7.95,+2.13%,$371.2m,$127.3m,+5.49%,0.50%,0.34,+0.0076%,+0.0089%,$391.1k,2022-09-11 12:16:35.425038
19,Ripple-XRP,$0.3549,-0.07%,$364.9m,$341.2m,+0.61%,1.34%,0.94,+0.0012%,+0.0006%,$470.1k,2022-09-11 12:16:35.425038
20,Avalanche-AVAX,$20.40,+0.00%,$359.7m,$134.8m,-2.62%,0.53%,0.37,+0.0109%,+0.0057%,$291.5k,2022-09-11 12:16:35.425038
