,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,094.33",+10.13%,$42.1b,$10.5b,+9.21%,41.79%,0.25,+0.0022%,+0.0039%,$117.2m,2022-09-09 14:17:24.083119
1,Ethereum-ETH,"$1,726.53",+6.08%,$36.0b,$7.6b,+4.73%,30.18%,0.21,-0.0040%,+0.0016%,$84.3m,2022-09-09 14:17:24.083119
2,Ethereum Classic-ETC,$39.18,+6.11%,$3.3b,$506.0m,+0.07%,2.01%,0.15,-0.0049%,+0.0105%,$11.1m,2022-09-09 14:17:24.083119
3,Solana-SOL,$35.26,+6.88%,$1.8b,$428.6m,+6.17%,1.71%,0.24,+0.0046%,+0.0075%,$3.2m,2022-09-09 14:17:24.083119
4,Cosmos-ATOM,$16.42,+24.42%,$1.8b,$189.7m,+21.88%,0.75%,0.11,-0.0182%,+0.0145%,$6.4m,2022-09-09 14:17:24.083119
5,EOS-EOS,$1.68,+3.39%,$1.3b,$205.1m,-10.72%,0.82%,0.16,+0.0076%,+0.0088%,$2.8m,2022-09-09 14:17:24.083119
6,Terra-LUNA,$5.89,+203.58%,$977.6m,$20.8m,+168.29%,0.08%,0.02,-0.0155%,-0.1273%,$14.8m,2022-09-09 14:17:24.083119
7,Cardano-ADA,$0.4961,+5.89%,$931.1m,$291.1m,+5.93%,1.16%,0.31,+0.0058%,+0.0086%,$1.2m,2022-09-09 14:17:24.083119
8,Ripple-XRP,$0.3503,+5.48%,$831.7m,$339.3m,+5.79%,1.35%,0.41,+0.0019%,+0.0018%,$1.2m,2022-09-09 14:17:24.083119
9,Binance Coin-BNB,$293.15,+5.11%,$713.3m,$284.6m,+1.82%,1.13%,0.40,+0.0135%,+0.0115%,$893.4k,2022-09-09 14:17:24.083119
10,Bitcoin Cash-BCH,$134.46,+5.91%,$685.5m,$211.2m,+4.89%,0.84%,0.31,-0.0017%,+0.0057%,$1.5m,2022-09-09 14:17:24.083119
11,NEAR Protocol-NEAR,$4.84,+7.58%,$599.3m,$123.9m,+2.47%,0.49%,0.21,+0.0038%,+0.0063%,$1.5m,2022-09-09 14:17:24.083119
12,Chainlink-LINK,$7.93,+9.11%,$573.0m,$131.1m,+15.04%,0.52%,0.23,+0.0104%,+0.0054%,$1.8m,2022-09-09 14:17:24.083119
13,Avalanche-AVAX,$20.27,+8.02%,$561.3m,$140.4m,+7.45%,0.56%,0.25,+0.0141%,+0.0083%,$688.1k,2022-09-09 14:17:24.083119
14,Polygon-MATIC,$0.8891,+7.10%,$559.7m,$197.1m,+5.23%,0.78%,0.35,+0.0052%,+0.0068%,$991.1k,2022-09-09 14:17:24.083119
15,Chiliz-CHZ,$0.2007,+7.61%,$541.2m,$81.8m,+7.60%,0.33%,0.15,+0.0103%,+0.0137%,$634.1k,2022-09-09 14:17:24.083119
16,ApeCoin-APE,$5.19,+17.06%,$524.1m,$79.9m,+27.69%,0.32%,0.15,-0.0017%,+0.0061%,$1.7m,2022-09-09 14:17:24.083119
17,1000SHIB-1000SHIB,$0.0131,+7.93%,$514.6m,$48.1m,+11.42%,0.19%,0.09,+0.0076%,+0.0100%,$1.5m,2022-09-09 14:17:24.083119
18,Polkadot-DOT,$7.83,+9.13%,$512.0m,$283.8m,+7.85%,1.13%,0.55,+0.0019%,-0.0101%,$962.2k,2022-09-09 14:17:24.083119
19,Litecoin-LTC,$61.16,+7.41%,$509.8m,$197.1m,+4.34%,0.78%,0.39,+0.0073%,+0.0042%,$1.1m,2022-09-09 14:17:24.083119
20,Filecoin-FIL,$6.31,+8.59%,$466.9m,$109.9m,+5.41%,0.44%,0.24,+0.0054%,+0.0060%,$765.4k,2022-09-09 14:17:24.083119
21,Ravencoin-RVN,$0.0449,+24.30%,$462.9m,$33.3m,+85.14%,0.13%,0.07,+0.0089%,+0.0106%,$1.2m,2022-09-09 14:17:24.083119
22,Optimism-OP,$1.31,+13.58%,$462.7m,$66.4m,+17.44%,0.26%,0.14,+0.0142%,+0.0135%,$1.3m,2022-09-09 14:17:24.083119
23,Dogecoin-DOGE,$0.0636,+5.37%,$447.9m,$120.9m,+0.71%,0.48%,0.27,+0.0069%,+0.0047%,$958.2k,2022-09-09 14:17:24.083119
24,STEPN-GMT,$0.7015,+9.21%,$360.2m,$106.6m,+3.13%,0.42%,0.30,+0.0089%,+0.0027%,$975.9k,2022-09-09 14:17:24.083119
25,Stargate Finance-STG,$0.8154,+6.63%,$349.1m,$27.2m,-0.74%,0.11%,0.08,+0.0070%,+0.0064%,$772.8k,2022-09-09 14:17:24.083119
26,Axie Infinity-AXS,$14.51,+7.93%,$344.7m,$84.2m,+9.80%,0.33%,0.24,-0.0118%,-0.0153%,$579.4k,2022-09-09 14:17:24.083119
27,LUNA2-LUNA2,n/a,n/a,$341.0m,$13.4m,+341.46%,0.05%,0.04,-0.2767%,-0.2767%,$2.3m,2022-09-09 14:17:24.083119
28,Helium-HNT,$4.80,-2.10%,$319.5m,$29.0m,-19.23%,0.12%,0.09,+0.0021%,-0.0013%,$453.0k,2022-09-09 14:17:24.083119
29,Curve DAO Token-CRV,$1.23,+7.80%,$309.5m,$66.8m,+9.49%,0.27%,0.22,-0.0031%,+0.0264%,$477.9k,2022-09-09 14:17:24.083119
30,Unifi Protocol DAO-UNFI,$8.20,+17.08%,$285.4m,$18.3m,+5.18%,0.07%,0.06,+0.0100%,+0.0100%,$372.6k,2022-09-09 14:17:24.083119
31,Terra Classic-LUNC,$0.0004,-10.78%,$280.2m,$31.1m,+100.71%,0.12%,0.11,-0.1260%,-0.0587%,$1.6m,2022-09-09 14:17:24.083119
32,The Sandbox-SAND,$0.9716,+7.82%,$267.1m,$77.5m,+7.30%,0.31%,0.29,+0.0037%,+0.0107%,$503.5k,2022-09-09 14:17:24.083119
33,yearn.finance-YFI,"$10,915.60",+18.53%,$209.3m,$48.1m,+34.82%,0.19%,0.23,+0.0017%,+0.0100%,$372.1k,2022-09-09 14:17:24.083119
34,Fantom-FTM,$0.2697,+7.89%,$201.7m,$49.2m,+4.38%,0.20%,0.24,+0.0101%,+0.0105%,$221.1k,2022-09-09 14:17:24.083119
35,SushiSwap-SUSHI,$1.35,+11.03%,$192.9m,$37.2m,+21.30%,0.15%,0.19,+0.0039%,+0.0167%,$370.2k,2022-09-09 14:17:24.083119
36,Ethereum Name Service-ENS,$15.96,+5.02%,$190.5m,$36.4m,+4.36%,0.15%,0.19,+0.0049%,+0.0102%,$415.1k,2022-09-09 14:17:24.083119
37,Tellor-TRB,$17.46,+7.54%,$168.5m,$40.1m,+5.41%,0.16%,0.24,+0.0072%,+0.0095%,$294.7k,2022-09-09 14:17:24.083119
38,Uniswap-UNI,$6.61,+8.81%,$158.2m,$49.6m,+11.17%,0.20%,0.31,-0.0017%,-0.0029%,$125.5k,2022-09-09 14:17:24.083119
39,SHIBA INU-SHIB,$0.0000,+7.25%,$153.9m,$21.2m,+5.10%,0.08%,0.14,+0.0079%,+0.0055%,$479.8k,2022-09-09 14:17:24.083119
40,Tron-TRX,$0.0631,+4.46%,$124.3m,$136.2m,-3.41%,0.54%,1.10,-0.0043%,+0.0021%,$186.2k,2022-09-09 14:17:24.083119
41,Aave-AAVE,$92.14,+5.35%,$120.6m,$48.0m,+7.66%,0.19%,0.40,+0.0029%,+0.0108%,$202.9k,2022-09-09 14:17:24.083119
