,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,663.07",+1.40%,$21.4b,$10.7b,+1.86%,42.03%,0.50,+0.0034%,+0.0046%,$43.3m,2022-09-11 09:16:23.599885
1,Ethereum-ETH,"$1,763.23",+2.57%,$17.1b,$7.7b,+1.89%,30.44%,0.45,-0.0140%,-0.0168%,$56.2m,2022-09-11 09:16:23.599885
2,LUNA2-LUNA2,$6.16,+6.87%,$1.9b,$38.4m,+50.05%,0.15%,0.02,-0.0280%,-0.0301%,$3.4m,2022-09-11 09:16:23.599885
3,Ethereum Classic-ETC,$38.83,-0.80%,$1.4b,$483.8m,-4.55%,1.90%,0.34,+0.0016%,+0.0001%,$4.8m,2022-09-11 09:16:23.599885
4,EOS-EOS,$1.76,+3.45%,$1.4b,$216.8m,+3.87%,0.85%,0.15,+0.0080%,+0.0056%,$3.1m,2022-09-11 09:16:23.599885
5,Terra-LUNA,$6.17,+7.28%,$1.2b,$25.7m,+6.43%,0.10%,0.02,-0.0440%,-0.0518%,$6.9m,2022-09-11 09:16:23.599885
6,Solana-SOL,$34.66,-0.02%,$808.8m,$397.7m,-3.26%,1.56%,0.49,+0.0031%,+0.0057%,$995.9k,2022-09-11 09:16:23.599885
7,Cardano-ADA,$0.5173,+0.79%,$761.2m,$313.8m,+0.67%,1.23%,0.41,+0.0016%,+0.0106%,$655.9k,2022-09-11 09:16:23.599885
8,Cosmos-ATOM,$15.88,-0.22%,$680.2m,$169.3m,-4.56%,0.67%,0.25,+0.0055%,+0.0097%,$1.2m,2022-09-11 09:16:23.599885
9,Helium-HNT,$5.25,+8.18%,$558.0m,$28.1m,+11.86%,0.11%,0.05,+0.0059%,+0.0049%,$1.0m,2022-09-11 09:16:23.599885
10,Litecoin-LTC,$63.06,+2.89%,$547.9m,$218.2m,+8.30%,0.86%,0.40,+0.0068%,+0.0052%,$771.9k,2022-09-11 09:16:23.599885
11,Ravencoin-RVN,$0.0521,+0.58%,$493.4m,$34.8m,-17.16%,0.14%,0.07,+0.0079%,+0.0131%,$1.2m,2022-09-11 09:16:23.599885
12,Chiliz-CHZ,$0.2146,+6.48%,$462.7m,$90.6m,+13.01%,0.36%,0.20,+0.0094%,+0.0126%,$519.1k,2022-09-11 09:16:23.599885
13,Optimism-OP,$1.37,-1.41%,$429.9m,$65.8m,-3.52%,0.26%,0.15,+0.0187%,+0.0156%,$654.9k,2022-09-11 09:16:23.599885
14,Binance Coin-BNB,$295.21,-0.06%,$406.1m,$281.2m,-0.83%,1.11%,0.69,+0.0045%,+0.0113%,$291.8k,2022-09-11 09:16:23.599885
15,1000LUNC-1000LUNC,$0.4416,+2.41%,$385.8m,$15.2m,+33.24%,0.06%,0.04,-0.0289%,-0.0282%,$1.1m,2022-09-11 09:16:23.599885
16,Avalanche-AVAX,$20.34,-0.46%,$370.7m,$134.1m,-4.25%,0.53%,0.36,+0.0100%,+0.0075%,$312.5k,2022-09-11 09:16:23.599885
17,Ripple-XRP,$0.3557,+0.22%,$367.5m,$342.1m,+1.12%,1.35%,0.93,-0.0015%,+0.0039%,$500.7k,2022-09-11 09:16:23.599885
18,Chainlink-LINK,$8.01,+3.13%,$361.7m,$128.1m,+6.56%,0.50%,0.35,+0.0047%,+0.0153%,$415.2k,2022-09-11 09:16:23.599885
19,Polygon-MATIC,$0.8951,+0.46%,$355.5m,$199.5m,+1.62%,0.78%,0.56,+0.0082%,+0.0075%,$727.3k,2022-09-11 09:16:23.599885
20,STEPN-GMT,$0.7420,-1.94%,$354.3m,$108.6m,-4.95%,0.43%,0.31,-0.0114%,-0.0014%,$721.4k,2022-09-11 09:16:23.599885
21,1000SHIB-1000SHIB,$0.0129,-0.68%,$305.4m,$45.5m,-2.92%,0.18%,0.15,+0.0029%,-0.0005%,$526.3k,2022-09-11 09:16:23.599885
22,Dogecoin-DOGE,$0.0639,-0.48%,$295.4m,$123.2m,-0.21%,0.48%,0.42,+0.0102%,+0.0102%,$367.7k,2022-09-11 09:16:23.599885
23,ApeCoin-APE,$5.25,+4.58%,$292.3m,$79.4m,+9.24%,0.31%,0.27,+0.0068%,+0.0146%,$623.6k,2022-09-11 09:16:23.599885
24,Filecoin-FIL,$6.30,-0.73%,$289.9m,$113.8m,+0.11%,0.45%,0.39,+0.0045%,+0.0070%,$364.1k,2022-09-11 09:16:23.599885
25,NEAR Protocol-NEAR,$4.73,-0.57%,$286.4m,$114.5m,-3.54%,0.45%,0.40,-0.0004%,+0.0026%,$467.2k,2022-09-11 09:16:23.599885
26,Polkadot-DOT,$7.72,-0.19%,$277.5m,$274.7m,-1.48%,1.08%,0.99,-0.0063%,-0.0129%,$198.1k,2022-09-11 09:16:23.599885
27,Curve DAO Token-CRV,$1.24,+3.81%,$249.6m,$71.1m,+10.82%,0.28%,0.28,-0.0133%,+0.0200%,$334.8k,2022-09-11 09:16:23.599885
28,The Sandbox-SAND,$0.9798,-3.14%,$234.5m,$77.6m,-6.10%,0.31%,0.33,+0.0039%,+0.0133%,$206.7k,2022-09-11 09:16:23.599885
29,Bitcoin Cash-BCH,$130.20,-1.67%,$234.2m,$190.5m,-5.73%,0.75%,0.81,-0.0019%,-0.0058%,$387.8k,2022-09-11 09:16:23.599885
