,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,476.59",-7.42%,$49.2b,$6.6b,-8.80%,29.60%,0.13,-0.0264%,+0.0000%,$128.7m,2022-09-16 04:16:25.334926
1,Bitcoin-BTC,"$19,808.01",-1.14%,$28.7b,$9.4b,-0.42%,42.12%,0.33,-0.0013%,+0.0054%,$33.6m,2022-09-16 04:16:25.334926
2,Ethereum Classic-ETC,$33.80,-6.09%,$5.9b,$402.5m,-8.42%,1.80%,0.07,-0.0268%,-0.0694%,$17.4m,2022-09-16 04:16:25.334926
3,Solana-SOL,$32.94,-0.43%,$1.6b,$389.4m,-1.22%,1.74%,0.24,+0.0094%,+0.0079%,$2.5m,2022-09-16 04:16:25.334926
4,Cosmos-ATOM,$15.13,+12.90%,$1.4b,$165.5m,+47.52%,0.74%,0.12,-0.0258%,-0.0162%,$2.2m,2022-09-16 04:16:25.334926
5,Ravencoin-RVN,$0.0553,-11.36%,$1.2b,$61.7m,-11.32%,0.28%,0.05,-0.0164%,+0.0055%,$2.6m,2022-09-16 04:16:25.334926
6,LUNA2-LUNA2,$2.84,-1.16%,$793.4m,$39.9m,-18.39%,0.18%,0.05,-0.0297%,-0.0279%,$1.1m,2022-09-16 04:16:25.334926
7,EOS-EOS,$1.43,+0.51%,$747.2m,$157.2m,-0.08%,0.70%,0.21,-0.0099%,-0.0105%,$1.8m,2022-09-16 04:16:25.334926
8,Ripple-XRP,$0.3275,-2.39%,$681.5m,$305.3m,-3.55%,1.36%,0.45,+0.0042%,+0.0052%,$1.3m,2022-09-16 04:16:25.334926
9,Cardano-ADA,$0.4689,+0.20%,$664.2m,$251.7m,-3.01%,1.13%,0.38,+0.0006%,+0.0046%,$824.6k,2022-09-16 04:16:25.334926
10,Binance Coin-BNB,$273.40,-0.56%,$634.5m,$255.7m,+4.75%,1.14%,0.40,-0.0085%,-0.0019%,$573.7k,2022-09-16 04:16:25.334926
11,Litecoin-LTC,$56.04,-5.01%,$605.3m,$180.2m,-15.80%,0.81%,0.30,-0.0071%,+0.0188%,$1.6m,2022-09-16 04:16:25.334926
12,Polygon-MATIC,$0.8238,-2.16%,$600.5m,$162.9m,-0.19%,0.73%,0.27,-0.0067%,+0.0020%,$1.1m,2022-09-16 04:16:25.334926
