,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,355.73",-7.85%,$60.1b,$9.7b,-11.83%,41.94%,0.16,-0.0036%,+0.0023%,$120.6m,2022-09-14 02:16:25.163327
1,Ethereum-ETH,"$1,587.05",-5.70%,$44.4b,$7.0b,-4.70%,30.36%,0.16,-0.1180%,-0.1293%,$111.3m,2022-09-14 02:16:25.163327
2,Solana-SOL,$33.51,-9.90%,$2.9b,$400.0m,-16.05%,1.73%,0.14,-0.0175%,-0.0156%,$7.4m,2022-09-14 02:16:25.163327
3,Ethereum Classic-ETC,$36.94,-2.22%,$2.4b,$429.9m,-3.53%,1.86%,0.18,-0.0088%,-0.0008%,$9.5m,2022-09-14 02:16:25.163327
4,Litecoin-LTC,$59.08,-2.62%,$1.2b,$219.5m,+5.93%,0.95%,0.18,+0.0057%,+0.0092%,$3.6m,2022-09-14 02:16:25.163327
5,LUNA2-LUNA2,$4.35,+4.02%,$1.2b,$31.6m,-10.92%,0.14%,0.03,+0.0009%,+0.0016%,$2.1m,2022-09-14 02:16:25.163327
6,Reef-REEF,$0.0049,+1.78%,$1.1b,$25.8m,+10.28%,0.11%,0.02,+0.0941%,-0.0118%,$2.6m,2022-09-14 02:16:25.163327
7,Cardano-ADA,$0.4695,-4.95%,$991.9m,$263.3m,-7.93%,1.14%,0.27,-0.0017%,+0.0024%,$2.1m,2022-09-14 02:16:25.163327
8,Polygon-MATIC,$0.8579,-6.25%,$912.1m,$173.3m,-15.28%,0.75%,0.19,+0.0031%,+0.0015%,$2.6m,2022-09-14 02:16:25.163327
9,Cosmos-ATOM,$14.11,-7.58%,$906.6m,$123.5m,-17.21%,0.53%,0.14,-0.0135%,-0.0065%,$2.3m,2022-09-14 02:16:25.163327
10,Ravencoin-RVN,$0.0616,-5.90%,$900.9m,$49.3m,-26.60%,0.21%,0.05,+0.0000%,-0.0042%,$2.4m,2022-09-14 02:16:25.163327
11,EOS-EOS,$1.48,-9.59%,$896.5m,$160.0m,-13.52%,0.69%,0.18,-0.0194%,-0.0350%,$2.5m,2022-09-14 02:16:25.163327
12,ApeCoin-APE,$5.16,-6.22%,$887.5m,$80.4m,-7.61%,0.35%,0.09,+0.0018%,+0.0174%,$2.0m,2022-09-14 02:16:25.163327
13,Binance Coin-BNB,$278.37,-3.74%,$883.1m,$242.3m,-10.22%,1.05%,0.27,-0.0134%,-0.0202%,$719.9k,2022-09-14 02:16:25.163327
14,Avalanche-AVAX,$19.09,-8.74%,$814.2m,$129.6m,-10.57%,0.56%,0.16,-0.0157%,-0.0321%,$2.0m,2022-09-14 02:16:25.163327
15,Ripple-XRP,$0.3340,-5.72%,$744.9m,$318.6m,-7.02%,1.38%,0.43,-0.0036%,-0.0028%,$1.3m,2022-09-14 02:16:25.163327
16,1000LUNC-1000LUNC,$0.3409,+9.09%,$726.1m,$32.0m,+41.10%,0.14%,0.04,-0.0898%,-0.0905%,$2.1m,2022-09-14 02:16:25.163327
17,Terra-LUNA,$4.35,+3.27%,$725.7m,$16.6m,-7.87%,0.07%,0.02,+0.0104%,-0.0009%,$3.3m,2022-09-14 02:16:25.163327
18,NEAR Protocol-NEAR,$4.47,-9.57%,$649.8m,$101.8m,-20.44%,0.44%,0.16,-0.0090%,-0.0114%,$1.5m,2022-09-14 02:16:25.163327
19,Chiliz-CHZ,$0.1952,-2.78%,$591.2m,$71.7m,-3.42%,0.31%,0.12,+0.0047%,+0.0033%,$1.1m,2022-09-14 02:16:25.163327
20,Optimism-OP,$1.20,-2.19%,$518.1m,$57.9m,-7.59%,0.25%,0.11,+0.0080%,+0.0074%,$1.2m,2022-09-14 02:16:25.163327
21,Polkadot-DOT,$7.15,-4.84%,$514.0m,$252.7m,-4.72%,1.09%,0.49,-0.0017%,-0.0014%,$1.2m,2022-09-14 02:16:25.163327
22,Dogecoin-DOGE,$0.0601,-4.49%,$493.9m,$116.8m,-4.87%,0.51%,0.24,+0.0038%,+0.0089%,$1.5m,2022-09-14 02:16:25.163327
23,Filecoin-FIL,$5.93,-6.92%,$473.4m,$107.6m,-6.97%,0.47%,0.23,-0.0132%,-0.0201%,$1.8m,2022-09-14 02:16:25.163327
24,STEPN-GMT,$0.6718,-7.32%,$412.5m,$97.2m,-8.36%,0.42%,0.24,-0.0024%,-0.0015%,$1.0m,2022-09-14 02:16:25.163327
25,Terra Classic-LUNC,$0.0003,+9.54%,$403.8m,$47.5m,+31.74%,0.21%,0.12,-0.0610%,-0.0670%,$1.7m,2022-09-14 02:16:25.163327
26,Chainlink-LINK,$7.12,-6.36%,$399.5m,$102.2m,-11.47%,0.44%,0.26,+0.0004%,+0.0032%,$1.6m,2022-09-14 02:16:25.163327
27,Bitcoin Cash-BCH,$119.30,-6.24%,$367.2m,$163.7m,-6.67%,0.71%,0.45,-0.0246%,-0.0091%,$1.4m,2022-09-14 02:16:25.163327
28,Curve DAO Token-CRV,$1.09,-2.35%,$299.6m,$54.5m,-7.87%,0.24%,0.18,-0.0268%,+0.0009%,$758.9k,2022-09-14 02:16:25.163327
29,1000SHIB-1000SHIB,$0.0123,-2.68%,$271.6m,$40.6m,-7.32%,0.18%,0.15,-0.0050%,-0.0067%,$799.0k,2022-09-14 02:16:25.163327
30,The Sandbox-SAND,$0.8867,-5.02%,$255.6m,$66.9m,-5.44%,0.29%,0.26,-0.0028%,-0.0006%,$516.0k,2022-09-14 02:16:25.163327
31,Axie Infinity-AXS,$14.20,-3.99%,$229.4m,$78.6m,+1.58%,0.34%,0.34,-0.0118%,-0.0427%,$767.7k,2022-09-14 02:16:25.163327
32,Aave-AAVE,$84.36,-6.41%,$207.6m,$41.1m,-8.78%,0.18%,0.20,+0.0042%,+0.0038%,$241.9k,2022-09-14 02:16:25.163327
33,Fantom-FTM,$0.2510,-5.17%,$184.2m,$43.8m,-5.27%,0.19%,0.24,+0.0067%,+0.0048%,$398.7k,2022-09-14 02:16:25.163327
34,Helium-HNT,$4.62,-12.70%,$174.6m,$21.5m,-1.86%,0.09%,0.12,+0.0068%,+0.0066%,$536.6k,2022-09-14 02:16:25.163327
