,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,292.76",+0.33%,$33.6b,$11.0b,+1.59%,43.22%,0.33,+0.0068%,+0.0109%,$34.9m,2022-09-13 08:16:29.488452
1,Ethereum-ETH,"$1,716.37",-2.26%,$26.7b,$7.5b,-2.10%,29.19%,0.28,-0.0525%,-0.0422%,$40.5m,2022-09-13 08:16:29.488452
2,Solana-SOL,$38.36,+7.74%,$2.8b,$499.9m,+24.32%,1.96%,0.18,-0.0068%,-0.0107%,$4.0m,2022-09-13 08:16:29.488452
3,Ethereum Classic-ETC,$38.17,-1.55%,$2.3b,$455.2m,-4.99%,1.78%,0.20,+0.0116%,+0.0063%,$6.8m,2022-09-13 08:16:29.488452
4,Ravencoin-RVN,$0.0617,+12.29%,$1.5b,$56.5m,+51.66%,0.22%,0.04,+0.0078%,+0.0149%,$3.3m,2022-09-13 08:16:29.488452
5,LUNA2-LUNA2,$4.26,-17.32%,$1.5b,$35.3m,+1.80%,0.14%,0.02,-0.0140%,-0.0153%,$2.5m,2022-09-13 08:16:29.488452
6,NEAR Protocol-NEAR,$5.05,+5.07%,$984.5m,$130.3m,+15.69%,0.51%,0.13,-0.0145%,-0.0160%,$1.7m,2022-09-13 08:16:29.488452
7,Polygon-MATIC,$0.9316,+4.44%,$894.9m,$209.6m,+10.48%,0.82%,0.23,+0.0036%,+0.0032%,$1.3m,2022-09-13 08:16:29.488452
8,Avalanche-AVAX,$21.65,+4.22%,$891.0m,$152.2m,+12.16%,0.60%,0.17,+0.0064%,+0.0089%,$1.1m,2022-09-13 08:16:29.488452
9,Terra-LUNA,$4.26,-17.25%,$874.5m,$19.0m,-8.66%,0.07%,0.02,+0.0132%,+0.0043%,$5.0m,2022-09-13 08:16:29.488452
10,Cardano-ADA,$0.5033,-1.37%,$796.2m,$295.9m,-0.80%,1.16%,0.37,+0.0104%,+0.0203%,$1.1m,2022-09-13 08:16:29.488452
11,Cosmos-ATOM,$15.97,+2.46%,$785.9m,$157.9m,+1.56%,0.62%,0.20,+0.0056%,-0.0016%,$1.0m,2022-09-13 08:16:29.488452
12,EOS-EOS,$1.66,-2.95%,$736.1m,$188.4m,-5.66%,0.74%,0.26,+0.0042%,+0.0051%,$1.6m,2022-09-13 08:16:29.488452
