,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,256.34",+2.72%,$41.8b,$11.1b,+1.84%,43.70%,0.27,+0.0037%,+0.0062%,$81.5m,2022-09-13 01:17:05.009855
1,Ethereum-ETH,"$1,691.28",-2.81%,$30.8b,$7.4b,-3.14%,29.13%,0.24,-0.0433%,-0.0588%,$56.8m,2022-09-13 01:17:05.009855
2,Ethereum Classic-ETC,$38.02,+1.01%,$2.6b,$450.5m,-1.78%,1.78%,0.17,-0.0077%,-0.0059%,$8.4m,2022-09-13 01:17:05.009855
3,Solana-SOL,$37.08,+6.89%,$2.6b,$465.0m,+19.35%,1.83%,0.18,+0.0034%,-0.0007%,$3.3m,2022-09-13 01:17:05.009855
4,LUNA2-LUNA2,$4.15,-25.48%,$1.5b,$35.1m,+0.10%,0.14%,0.02,-0.0070%,-0.0068%,$2.6m,2022-09-13 01:17:05.009855
5,Ravencoin-RVN,$0.0671,+30.87%,$1.4b,$70.0m,+117.73%,0.28%,0.05,-0.0156%,-0.0088%,$2.9m,2022-09-13 01:17:05.009855
6,NEAR Protocol-NEAR,$5.00,+4.57%,$1.0b,$128.0m,+12.66%,0.50%,0.13,-0.0011%,+0.0020%,$1.8m,2022-09-13 01:17:05.009855
7,Avalanche-AVAX,$21.02,+4.08%,$909.3m,$143.8m,+8.16%,0.57%,0.16,-0.0039%,-0.0038%,$1.3m,2022-09-13 01:17:05.009855
8,Terra-LUNA,$4.15,-25.77%,$875.3m,$17.6m,-19.87%,0.07%,0.02,-0.0145%,+0.0119%,$5.7m,2022-09-13 01:17:05.009855
9,Cardano-ADA,$0.4975,-0.94%,$857.3m,$288.9m,-4.04%,1.14%,0.34,-0.0032%,+0.0024%,$1.3m,2022-09-13 01:17:05.009855
10,Polygon-MATIC,$0.9226,+4.34%,$856.1m,$206.2m,+7.66%,0.81%,0.24,+0.0071%,+0.0044%,$1.3m,2022-09-13 01:17:05.009855
11,EOS-EOS,$1.64,-2.39%,$815.3m,$186.6m,-5.83%,0.74%,0.23,+0.0015%,-0.0033%,$1.7m,2022-09-13 01:17:05.009855
12,Cosmos-ATOM,$15.33,-0.49%,$799.6m,$149.8m,-5.46%,0.59%,0.19,+0.0012%,-0.0021%,$1.1m,2022-09-13 01:17:05.009855
13,Filecoin-FIL,$6.46,+0.89%,$675.5m,$116.5m,-1.91%,0.46%,0.17,-0.0050%,-0.0101%,$878.5k,2022-09-13 01:17:05.009855
14,Binance Coin-BNB,$290.22,-0.55%,$656.8m,$268.3m,-2.41%,1.06%,0.41,-0.0001%,-0.0068%,$412.8k,2022-09-13 01:17:05.009855
15,ApeCoin-APE,$5.41,-1.38%,$592.5m,$82.4m,-15.02%,0.32%,0.14,+0.0071%,+0.0077%,$1.7m,2022-09-13 01:17:05.009855
16,Reef-REEF,$0.0051,+35.07%,$571.8m,$24.5m,+398.02%,0.10%,0.04,-0.7643%,-1.0978%,$1.9m,2022-09-13 01:17:05.009855
17,Ripple-XRP,$0.3564,+1.41%,$561.7m,$346.5m,+3.56%,1.37%,0.62,-0.0057%,-0.0080%,$546.8k,2022-09-13 01:17:05.009855
18,Polkadot-DOT,$7.58,-0.33%,$537.5m,$267.2m,-0.80%,1.05%,0.50,-0.0064%,-0.0098%,$603.9k,2022-09-13 01:17:05.009855
19,1000LUNC-1000LUNC,$0.3154,-24.56%,$529.8m,$22.6m,+0.80%,0.09%,0.04,-0.0453%,-0.0470%,$1.6m,2022-09-13 01:17:05.009855
20,Optimism-OP,$1.25,-9.43%,$489.3m,$62.8m,-1.91%,0.25%,0.13,+0.0094%,+0.0150%,$1.2m,2022-09-13 01:17:05.009855
21,Litecoin-LTC,$60.87,-0.79%,$463.1m,$205.7m,-0.59%,0.81%,0.44,+0.0141%,+0.0061%,$499.1k,2022-09-13 01:17:05.009855
22,Chainlink-LINK,$7.63,-4.18%,$458.6m,$116.1m,-10.07%,0.46%,0.25,+0.0002%,-0.0058%,$1.0m,2022-09-13 01:17:05.009855
23,Chiliz-CHZ,$0.2000,-1.88%,$404.8m,$74.5m,-4.44%,0.29%,0.18,+0.0043%,+0.0071%,$617.5k,2022-09-13 01:17:05.009855
24,STEPN-GMT,$0.7321,+0.57%,$384.9m,$107.0m,+2.52%,0.42%,0.28,+0.0075%,+0.0058%,$721.7k,2022-09-13 01:17:05.009855
25,Dogecoin-DOGE,$0.0634,+0.51%,$383.2m,$123.2m,+1.04%,0.49%,0.32,+0.0104%,+0.0076%,$413.1k,2022-09-13 01:17:05.009855
26,Bitcoin Cash-BCH,$127.82,-0.69%,$282.8m,$177.0m,-3.90%,0.70%,0.63,-0.0083%,-0.0064%,$580.0k,2022-09-13 01:17:05.009855
27,1000SHIB-1000SHIB,$0.0127,-1.39%,$280.4m,$43.8m,-4.22%,0.17%,0.16,+0.0057%,+0.0073%,$879.9k,2022-09-13 01:17:05.009855
28,Terra Classic-LUNC,$0.0003,-24.91%,$277.7m,$36.1m,-21.59%,0.14%,0.13,-0.0063%,-0.0192%,$1.8m,2022-09-13 01:17:05.009855
29,Curve DAO Token-CRV,$1.12,-3.89%,$276.0m,$59.2m,-6.01%,0.23%,0.21,+0.0233%,-0.0107%,$393.4k,2022-09-13 01:17:05.009855
30,Helium-HNT,$5.23,+2.42%,$251.9m,$22.0m,-3.56%,0.09%,0.09,+0.0042%,+0.0010%,$635.4k,2022-09-13 01:17:05.009855
31,The Sandbox-SAND,$0.9434,-2.20%,$250.8m,$71.4m,-5.96%,0.28%,0.28,+0.0103%,-0.0028%,$295.9k,2022-09-13 01:17:05.009855
32,Fantom-FTM,$0.2654,-1.40%,$243.3m,$46.4m,-3.02%,0.18%,0.19,+0.0053%,+0.0071%,$367.5k,2022-09-13 01:17:05.009855
33,Uniswap-UNI,$6.57,+2.65%,$212.4m,$50.4m,+5.11%,0.20%,0.24,+0.0021%,+0.0014%,$163.9k,2022-09-13 01:17:05.009855
34,Axie Infinity-AXS,$15.20,-2.96%,$211.9m,$77.8m,-2.72%,0.31%,0.37,-0.0328%,-0.0342%,$304.8k,2022-09-13 01:17:05.009855
35,Aave-AAVE,$89.82,-0.10%,$188.5m,$45.3m,+2.97%,0.18%,0.24,+0.0024%,+0.0031%,$235.8k,2022-09-13 01:17:05.009855
36,Unifi Protocol DAO-UNFI,$8.01,+3.44%,$175.1m,$17.3m,+3.39%,0.07%,0.10,+0.0100%,+0.0100%,$265.8k,2022-09-13 01:17:05.009855
37,Hedera-HBAR,$0.0702,+10.37%,$150.1m,$17.7m,+111.11%,0.07%,0.12,-0.3022%,-0.2683%,$414.8k,2022-09-13 01:17:05.009855
38,The Graph-GRT,$0.1260,+8.23%,$144.9m,$28.5m,+18.83%,0.11%,0.20,-0.0007%,-0.0046%,$403.9k,2022-09-13 01:17:05.009855
39,Waves-WAVES,$4.77,-0.59%,$143.8m,$52.4m,-1.09%,0.21%,0.36,+0.0059%,+0.0040%,$218.2k,2022-09-13 01:17:05.009855
40,Stargate Finance-STG,$0.6355,-10.52%,$135.8m,$12.9m,-28.52%,0.05%,0.10,-0.0350%,-0.0376%,$312.5k,2022-09-13 01:17:05.009855
41,Decentraland-MANA,$0.7808,-1.70%,$127.2m,$40.9m,+3.24%,0.16%,0.32,+0.0050%,+0.0068%,$152.3k,2022-09-13 01:17:05.009855
42,Tellor-TRB,$16.45,+0.23%,$126.2m,$31.9m,-2.59%,0.13%,0.25,-0.2780%,-0.2041%,$169.9k,2022-09-13 01:17:05.009855
43,Tron-TRX,$0.0632,-0.94%,$124.8m,$138.9m,-2.40%,0.55%,1.11,-0.0097%,-0.0212%,$10.0k,2022-09-13 01:17:05.009855
44,SHIBA INU-SHIB,$0.0000,-1.27%,$114.3m,$23.2m,-1.11%,0.09%,0.20,+0.0003%,+0.0067%,$275.6k,2022-09-13 01:17:05.009855
45,Gala-GALA,$0.0507,-1.26%,$114.0m,$34.3m,+0.27%,0.14%,0.30,+0.0020%,+0.0024%,$148.2k,2022-09-13 01:17:05.009855
46,dYdX-DYDX,$1.55,-3.08%,$110.8m,$32.9m,-8.22%,0.13%,0.30,+0.0039%,+0.0058%,$283.0k,2022-09-13 01:17:05.009855
47,Ethereum Name Service-ENS,$14.98,-3.76%,$110.2m,$26.2m,-15.36%,0.10%,0.24,-0.0106%,-0.0165%,$101.6k,2022-09-13 01:17:05.009855
48,Monero-XMR,$163.04,+2.62%,$107.7m,$49.3m,+11.89%,0.19%,0.46,-0.2725%,-0.2829%,$164.8k,2022-09-13 01:17:05.009855
49,THETA-THETA,$1.17,+0.15%,$102.0m,$22.5m,-1.03%,0.09%,0.22,-0.0074%,-0.0078%,$106.9k,2022-09-13 01:17:05.009855
50,THORChain-RUNE,$1.93,-2.67%,$100.1m,$22.9m,-3.20%,0.09%,0.23,+0.0053%,+0.0038%,$229.8k,2022-09-13 01:17:05.009855
51,ConstitutionDAO-PEOPLE,$0.0225,-1.81%,$93.6m,$25.2m,-7.14%,0.10%,0.27,+0.0003%,+0.0036%,$145.5k,2022-09-13 01:17:05.009855
52,Kyber Network Crystal-KNC,$1.86,-5.20%,$92.4m,$20.8m,-20.43%,0.08%,0.22,-0.0056%,-0.0104%,$148.4k,2022-09-13 01:17:05.009855
53,SushiSwap-SUSHI,$1.25,-2.73%,$90.8m,$29.0m,-3.38%,0.11%,0.32,+0.0094%,-0.0178%,$74.0k,2022-09-13 01:17:05.009855
54,Injective Protocol-INJ,$1.81,-1.63%,$85.2m,$6.2m,-15.07%,0.02%,0.07,+0.0100%,+0.0100%,$206.4k,2022-09-13 01:17:05.009855
55,Flow (Dapper labs)-FLOW,$2.06,-0.07%,$85.1m,$23.9m,-0.54%,0.09%,0.28,+0.0045%,+0.0044%,$163.2k,2022-09-13 01:17:05.009855
56,Harmony-ONE,$0.0224,+4.90%,$82.0m,$15.7m,+7.92%,0.06%,0.19,+0.0022%,+0.0029%,$199.7k,2022-09-13 01:17:05.009855
57,Project Galaxy-GAL,$2.93,-3.43%,$70.5m,$16.1m,-10.71%,0.06%,0.23,-0.0077%,-0.0110%,$147.1k,2022-09-13 01:17:05.009855
58,Algorand-ALGO,$0.3180,-1.10%,$70.4m,$31.1m,-2.12%,0.12%,0.44,-0.0191%,+0.0062%,$37.9k,2022-09-13 01:17:05.009855
59,yearn.finance-YFI,"$9,609.62",-4.33%,$67.2m,$31.7m,-9.38%,0.13%,0.47,-0.0207%,-0.0400%,$111.0k,2022-09-13 01:17:05.009855
60,Synthetix Network Token-SNX,$2.92,-0.24%,$66.6m,$30.6m,-5.23%,0.12%,0.46,-0.0056%,-0.0066%,$81.5k,2022-09-13 01:17:05.009855
61,Tezos-XTZ,$1.63,-1.18%,$66.0m,$29.9m,-9.40%,0.12%,0.45,-0.0022%,-0.0017%,$190.8k,2022-09-13 01:17:05.009855
62,ZCash-ZEC,$61.94,-3.07%,$61.0m,$21.0m,-2.49%,0.08%,0.34,+0.0117%,-0.0031%,$97.4k,2022-09-13 01:17:05.009855
63,1inch-1INCH,$0.6514,-0.26%,$58.9m,$20.3m,-1.31%,0.08%,0.35,-0.0013%,-0.0135%,$57.1k,2022-09-13 01:17:05.009855
64,Enjin Coin-ENJ,$0.5342,-1.54%,$58.9m,$15.0m,-6.42%,0.06%,0.25,-0.0012%,+0.0007%,$101.7k,2022-09-13 01:17:05.009855
65,Serum-SRM,$0.8569,+1.69%,$58.7m,$26.6m,+1.37%,0.11%,0.45,-0.0023%,-0.0247%,$131.9k,2022-09-13 01:17:05.009855
66,FTX Token-FTT,$28.22,+1.93%,$57.9m,$75.4m,+8.15%,0.30%,1.30,+0.0071%,+0.0074%,$21.5k,2022-09-13 01:17:05.009855
67,Audius-AUDIO,$0.2847,+0.79%,$57.8m,$8.3m,-0.64%,0.03%,0.14,+0.0068%,+0.0074%,$83.6k,2022-09-13 01:17:05.009855
68,iExec RLC-RLC,$1.36,+4.45%,$56.5m,$6.6m,+8.14%,0.03%,0.12,-0.0376%,-0.0448%,$236.7k,2022-09-13 01:17:05.009855
69,Compound-COMP,$54.00,-0.87%,$55.4m,$25.2m,-13.20%,0.10%,0.46,-0.0161%,-0.0186%,$83.5k,2022-09-13 01:17:05.009855
70,Zilliqa-ZIL,$0.0371,+0.00%,$51.9m,$23.1m,+0.97%,0.09%,0.45,+0.0025%,-0.0026%,$37.8k,2022-09-13 01:17:05.009855
71,Celsius-CEL,$1.46,-7.32%,$51.5m,$20.6m,-16.73%,0.08%,0.40,-0.0786%,-0.1125%,$213.4k,2022-09-13 01:17:05.009855
72,Stellar Lumens-XLM,$0.1124,-0.92%,$51.2m,$40.0m,-4.90%,0.16%,0.78,-0.0013%,-0.0069%,$72.2k,2022-09-13 01:17:05.009855
73,Lido DAO Token-LDO,$1.96,-4.43%,$48.8m,$19.2m,-4.35%,0.08%,0.39,+0.0035%,+0.0038%,$46.1k,2022-09-13 01:17:05.009855
74,Balancer-BAL,$7.04,-5.50%,$48.8m,$13.9m,-3.30%,0.05%,0.28,-0.0375%,-0.0056%,$135.1k,2022-09-13 01:17:05.009855
75,Jasmy-JASMY,$0.0089,-4.01%,$46.8m,$14.8m,-1.81%,0.06%,0.32,+0.0050%,+0.0004%,$148.7k,2022-09-13 01:17:05.009855
76,Oasis Network-ROSE,$0.0636,-1.45%,$46.1m,$12.8m,-6.33%,0.05%,0.28,+0.0077%,+0.0082%,$131.9k,2022-09-13 01:17:05.009855
77,Elrond-EGLD,$50.91,-1.96%,$45.2m,$15.4m,-6.41%,0.06%,0.34,-0.0022%,+0.0011%,$85.0k,2022-09-13 01:17:05.009855
78,VeChain-VET,$0.0253,-0.74%,$45.1m,$17.6m,-1.43%,0.07%,0.39,+0.0069%,+0.0097%,$31.0k,2022-09-13 01:17:05.009855
79,Linear-LINA,$0.0084,-1.26%,$45.0m,$5.3m,+1.68%,0.02%,0.12,+0.0070%,+0.0076%,$192.2k,2022-09-13 01:17:05.009855
80,OmiseGO-OMG,$1.93,+0.69%,$44.7m,$13.1m,+2.20%,0.05%,0.29,+0.0065%,+0.0163%,$84.9k,2022-09-13 01:17:05.009855
81,Dash-DASH,$46.21,-3.28%,$43.7m,$13.8m,-5.79%,0.05%,0.31,+0.0089%,+0.0101%,$89.2k,2022-09-13 01:17:05.009855
82,1000XEC-1000XEC,$0.0457,+2.12%,$43.7m,$4.6m,-16.23%,0.02%,0.11,+0.0100%,+0.0100%,$40.5k,2022-09-13 01:17:05.009855
83,Immutable X-IMX,$0.8521,-0.57%,$42.9m,$9.0m,+0.75%,0.04%,0.21,-0.0003%,+0.0062%,$60.6k,2022-09-13 01:17:05.009855
