,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,637.82",+0.93%,$32.3b,$7.3b,+4.81%,30.89%,0.23,-0.0076%,-0.0105%,$48.5m,2022-09-09 02:17:21.322785
1,Bitcoin-BTC,"$19,368.14",+0.81%,$22.5b,$9.6b,+0.69%,40.50%,0.43,+0.0006%,+0.0013%,$21.6m,2022-09-09 02:17:21.322785
2,Ethereum Classic-ETC,$36.91,-0.32%,$3.2b,$496.9m,-1.26%,2.09%,0.16,-0.0092%,-0.0276%,$7.9m,2022-09-09 02:17:21.322785
3,EOS-EOS,$1.65,-0.66%,$1.5b,$215.0m,-15.02%,0.90%,0.14,+0.0069%,+0.0069%,$2.4m,2022-09-09 02:17:21.322785
4,Solana-SOL,$34.20,+5.32%,$1.5b,$415.4m,+8.26%,1.75%,0.28,+0.0032%,+0.0007%,$2.1m,2022-09-09 02:17:21.322785
5,Cosmos-ATOM,$13.79,+7.60%,$1.0b,$182.3m,+39.88%,0.77%,0.18,-0.0057%,-0.0209%,$1.4m,2022-09-09 02:17:21.322785
6,Cardano-ADA,$0.4841,+1.45%,$746.6m,$287.2m,+2.61%,1.21%,0.38,+0.0117%,+0.0074%,$716.0k,2022-09-09 02:17:21.322785
7,Helium-HNT,$4.79,-9.13%,$743.6m,$32.0m,-19.95%,0.13%,0.04,+0.0034%,+0.0046%,$1.0m,2022-09-09 02:17:21.322785
8,NEAR Protocol-NEAR,$4.64,+3.77%,$673.5m,$123.1m,+21.16%,0.52%,0.18,+0.0026%,+0.0002%,$1.3m,2022-09-09 02:17:21.322785
9,Ripple-XRP,$0.3424,+3.18%,$667.9m,$333.4m,+1.85%,1.40%,0.50,-0.0068%,-0.0049%,$834.4k,2022-09-09 02:17:21.322785
10,Binance Coin-BNB,$280.96,+0.38%,$615.1m,$281.8m,+0.99%,1.19%,0.46,+0.0026%,+0.0092%,$257.7k,2022-09-09 02:17:21.322785
11,Bitcoin Cash-BCH,$126.87,+7.64%,$589.3m,$206.6m,+23.03%,0.87%,0.35,-0.0007%,+0.0003%,$950.9k,2022-09-09 02:17:21.322785
12,Polygon-MATIC,$0.8478,+0.65%,$510.4m,$186.9m,-2.04%,0.79%,0.37,-0.0131%,-0.0120%,$555.4k,2022-09-09 02:17:21.322785
13,Avalanche-AVAX,$19.70,+4.08%,$499.9m,$137.4m,+5.97%,0.58%,0.27,+0.0061%,+0.0183%,$471.8k,2022-09-09 02:17:21.322785
14,Chainlink-LINK,$7.62,+8.15%,$450.1m,$122.0m,+16.48%,0.51%,0.27,+0.0047%,+0.0149%,$1.1m,2022-09-09 02:17:21.322785
15,Polkadot-DOT,$7.45,+3.36%,$443.9m,$274.5m,+3.51%,1.16%,0.62,-0.0001%,+0.0060%,$611.8k,2022-09-09 02:17:21.322785
16,Litecoin-LTC,$58.47,+2.96%,$440.0m,$193.5m,+1.10%,0.81%,0.44,-0.0037%,+0.0031%,$481.2k,2022-09-09 02:17:21.322785
17,Chiliz-CHZ,$0.1971,+2.55%,$434.0m,$85.6m,+13.84%,0.36%,0.20,+0.0045%,+0.0091%,$590.1k,2022-09-09 02:17:21.322785
18,Stargate Finance-STG,$0.7860,-3.70%,$321.6m,$30.4m,-17.18%,0.13%,0.09,+0.0022%,+0.0020%,$615.4k,2022-09-09 02:17:21.322785
19,Optimism-OP,$1.18,+1.46%,$305.7m,$59.6m,+1.65%,0.25%,0.20,+0.0102%,+0.0032%,$357.7k,2022-09-09 02:17:21.322785
20,Filecoin-FIL,$5.91,+0.78%,$288.8m,$105.7m,+3.16%,0.44%,0.37,+0.0064%,+0.0073%,$352.5k,2022-09-09 02:17:21.322785
21,Dogecoin-DOGE,$0.0614,+0.77%,$283.6m,$120.1m,+1.82%,0.51%,0.42,+0.0093%,+0.0110%,$359.3k,2022-09-09 02:17:21.322785
22,Curve DAO Token-CRV,$1.14,-1.81%,$260.1m,$58.7m,-7.83%,0.25%,0.23,+0.0205%,-0.0001%,$424.8k,2022-09-09 02:17:21.322785
23,STEPN-GMT,$0.6583,+1.14%,$227.1m,$104.7m,-0.16%,0.44%,0.46,+0.0041%,+0.0036%,$236.7k,2022-09-09 02:17:21.322785
24,Terra Classic-LUNC,$0.0005,+16.77%,$220.9m,$31.7m,+373.41%,0.13%,0.14,-0.2701%,-0.2142%,$936.7k,2022-09-09 02:17:21.322785
25,1000SHIB-1000SHIB,$0.0123,+0.55%,$219.7m,$43.0m,+1.51%,0.18%,0.20,+0.0097%,+0.0100%,$289.5k,2022-09-09 02:17:21.322785
26,ApeCoin-APE,$4.51,+1.76%,$207.1m,$62.8m,-1.34%,0.26%,0.30,-0.0016%,+0.0013%,$286.7k,2022-09-09 02:17:21.322785
27,Axie Infinity-AXS,$13.72,+0.94%,$206.7m,$78.6m,+0.26%,0.33%,0.38,-0.0219%,-0.0317%,$118.2k,2022-09-09 02:17:21.322785
28,The Sandbox-SAND,$0.9195,+1.97%,$191.4m,$72.1m,-0.47%,0.30%,0.38,+0.0052%,+0.0013%,$123.8k,2022-09-09 02:17:21.322785
29,Ethereum Name Service-ENS,$15.51,+4.78%,$174.5m,$37.6m,+26.10%,0.16%,0.22,+0.0095%,+0.0048%,$144.5k,2022-09-09 02:17:21.322785
30,SushiSwap-SUSHI,$1.30,+5.39%,$164.8m,$38.2m,+20.33%,0.16%,0.23,+0.0009%,-0.0025%,$252.9k,2022-09-09 02:17:21.322785
31,Fantom-FTM,$0.2545,-0.28%,$137.3m,$46.7m,-1.36%,0.20%,0.34,+0.0081%,+0.0080%,$52.1k,2022-09-09 02:17:21.322785
32,Tellor-TRB,$16.24,-3.88%,$126.7m,$39.0m,-5.33%,0.16%,0.31,-0.0186%,-0.0075%,$114.6k,2022-09-09 02:17:21.322785
33,Balancer-BAL,$7.29,+2.10%,$123.0m,$16.1m,+12.98%,0.07%,0.13,-0.0069%,+0.0013%,$218.5k,2022-09-09 02:17:21.322785
34,Uniswap-UNI,$6.20,+1.79%,$119.1m,$47.1m,+5.17%,0.20%,0.40,+0.0005%,-0.0102%,$26.6k,2022-09-09 02:17:21.322785
35,Ravencoin-RVN,$0.0376,+1.60%,$114.9m,$19.1m,+0.31%,0.08%,0.17,+0.0050%,+0.0096%,$222.8k,2022-09-09 02:17:21.322785
36,Tron-TRX,$0.0614,+1.07%,$112.3m,$142.3m,+1.14%,0.60%,1.27,-0.0134%,-0.0229%,$72.2k,2022-09-09 02:17:21.322785
37,Aave-AAVE,$89.26,+1.97%,$110.9m,$46.5m,+2.67%,0.20%,0.42,+0.0124%,+0.0012%,$54.7k,2022-09-09 02:17:21.322785
38,Terra-LUNA,$1.94,+0.24%,$108.0m,$7.5m,+16.52%,0.03%,0.07,-0.0198%,-0.0066%,$328.8k,2022-09-09 02:17:21.322785
39,dYdX-DYDX,$1.46,+0.41%,$94.9m,$35.8m,-3.91%,0.15%,0.38,+0.0063%,+0.0012%,$83.0k,2022-09-09 02:17:21.322785
40,Flow (Dapper labs)-FLOW,$1.96,+5.15%,$90.3m,$25.0m,+5.24%,0.11%,0.28,+0.0055%,+0.0058%,$70.4k,2022-09-09 02:17:21.322785
41,Unifi Protocol DAO-UNFI,$7.11,-1.64%,$88.4m,$17.1m,-2.82%,0.07%,0.19,+0.0100%,+0.0094%,$126.9k,2022-09-09 02:17:21.322785
42,Decentraland-MANA,$0.7784,+2.06%,$88.4m,$38.9m,+3.38%,0.16%,0.44,+0.0085%,+0.0081%,$66.1k,2022-09-09 02:17:21.322785
43,Gala-GALA,$0.0495,+1.66%,$85.6m,$33.7m,+1.81%,0.14%,0.39,+0.0055%,+0.0053%,$80.6k,2022-09-09 02:17:21.322785
44,Tezos-XTZ,$1.61,+7.98%,$80.6m,$32.1m,+18.94%,0.14%,0.40,+0.0084%,+0.0070%,$156.4k,2022-09-09 02:17:21.322785
45,iExec RLC-RLC,$1.22,-1.54%,$78.2m,$6.4m,-22.43%,0.03%,0.08,-0.0226%,-0.0376%,$181.1k,2022-09-09 02:17:21.322785
46,Waves-WAVES,$4.48,+1.76%,$77.8m,$50.3m,+3.42%,0.21%,0.65,+0.0080%,+0.0054%,$87.7k,2022-09-09 02:17:21.322785
47,ConstitutionDAO-PEOPLE,$0.0211,-0.35%,$74.4m,$24.3m,-1.91%,0.10%,0.33,+0.0088%,+0.0040%,$80.8k,2022-09-09 02:17:21.322785
48,THORChain-RUNE,$1.86,+1.66%,$73.4m,$22.3m,+9.99%,0.09%,0.30,+0.0091%,+0.0088%,$47.1k,2022-09-09 02:17:21.322785
49,yearn.finance-YFI,"$9,325.23",+0.03%,$70.3m,$35.7m,-1.46%,0.15%,0.51,+0.0042%,-0.0061%,$58.9k,2022-09-09 02:17:21.322785
50,Algorand-ALGO,$0.3141,+5.16%,$65.5m,$30.5m,+5.72%,0.13%,0.47,-0.0008%,+0.0089%,$46.8k,2022-09-09 02:17:21.322785
51,Kyber Network Crystal-KNC,$1.78,+2.71%,$63.1m,$21.2m,+6.63%,0.09%,0.34,+0.0056%,+0.0083%,$63.1k,2022-09-09 02:17:21.322785
52,Synthetix Network Token-SNX,$2.96,+0.20%,$63.1m,$31.9m,-0.97%,0.13%,0.51,-0.0060%,-0.0019%,$37.8k,2022-09-09 02:17:21.322785
53,Monero-XMR,$152.72,+2.76%,$60.5m,$42.1m,+4.75%,0.18%,0.70,-0.0014%,+0.0066%,$13.0k,2022-09-09 02:17:21.322785
54,ZCash-ZEC,$61.14,+2.74%,$59.2m,$20.5m,-0.63%,0.09%,0.35,+0.0031%,+0.0001%,$70.8k,2022-09-09 02:17:21.322785
55,THETA-THETA,$1.13,+1.81%,$57.3m,$22.4m,+1.42%,0.09%,0.39,+0.0050%,+0.0137%,$35.8k,2022-09-09 02:17:21.322785
56,Ankr-ANKR,$0.0360,+4.56%,$56.6m,$15.0m,+13.47%,0.06%,0.26,-0.0092%,+0.0027%,$122.9k,2022-09-09 02:17:21.322785
57,BakeryToken-BAKE,$0.2653,+0.93%,$55.9m,$5.1m,+24.39%,0.02%,0.09,+0.0100%,+0.0100%,$119.0k,2022-09-09 02:17:21.322785
58,Metal-MTL,$1.19,+1.04%,$50.4m,$6.3m,+5.46%,0.03%,0.13,-0.0224%,-0.0196%,$69.9k,2022-09-09 02:17:21.322785
59,NEO-NEO,$9.38,+5.33%,$48.7m,$16.0m,+27.08%,0.07%,0.33,+0.0092%,-0.0003%,$32.4k,2022-09-09 02:17:21.322785
60,Enjin Coin-ENJ,$0.5356,+2.78%,$48.2m,$15.4m,+6.13%,0.06%,0.32,+0.0060%,+0.0103%,$185.6k,2022-09-09 02:17:21.322785
61,BinaryX-BNX,$141.98,+2.78%,$47.8m,$31.6m,+8.55%,0.13%,0.66,+0.0069%,+0.0027%,$137.6k,2022-09-09 02:17:21.322785
62,Compound-COMP,$49.12,+1.11%,$47.0m,$23.4m,+1.73%,0.10%,0.50,-0.0112%,-0.0037%,$106.3k,2022-09-09 02:17:21.322785
63,1inch-1INCH,$0.6513,+1.85%,$45.7m,$21.2m,+5.16%,0.09%,0.47,+0.0032%,+0.0023%,$18.3k,2022-09-09 02:17:21.322785
64,Elrond-EGLD,$53.65,+4.90%,$45.4m,$16.6m,+10.45%,0.07%,0.37,+0.0111%,+0.0129%,$52.9k,2022-09-09 02:17:21.322785
65,Serum-SRM,$0.8276,+4.96%,$44.6m,$26.6m,+7.09%,0.11%,0.60,+0.0107%,+0.0002%,$34.9k,2022-09-09 02:17:21.322785
66,SHIBA INU-SHIB,$0.0000,+0.51%,$42.7m,$20.6m,+6.21%,0.09%,0.48,+0.0072%,+0.0104%,$115.1k,2022-09-09 02:17:21.322785
67,Project Galaxy-GAL,$2.54,+0.34%,$42.6m,$13.3m,-3.41%,0.06%,0.31,-0.0147%,-0.0093%,$21.9k,2022-09-09 02:17:21.322785
68,Anchor Protocol-ANC,$0.1088,+15.18%,$42.1m,$1.3m,+82.43%,0.01%,0.03,-0.0053%,+0.0015%,$179.7k,2022-09-09 02:17:21.322785
69,Zilliqa-ZIL,$0.0358,+3.14%,$40.9m,$22.1m,+1.19%,0.09%,0.54,+0.0037%,+0.0050%,$43.9k,2022-09-09 02:17:21.322785
70,Stellar Lumens-XLM,$0.1052,+3.10%,$40.2m,$37.8m,+0.54%,0.16%,0.94,+0.0026%,+0.0106%,$22.6k,2022-09-09 02:17:21.322785
71,Kava-KAVA,$1.67,+4.75%,$39.0m,$11.3m,+8.16%,0.05%,0.29,-0.0188%,-0.0051%,$17.2k,2022-09-09 02:17:21.322785
72,Spell Token-SPELL,$0.0013,+3.08%,$38.9m,$6.7m,+24.91%,0.03%,0.17,+0.0063%,+0.0069%,$118.8k,2022-09-09 02:17:21.322785
73,Ocean Protocol-OCEAN,$0.1752,-3.13%,$36.3m,$5.5m,-22.40%,0.02%,0.15,+0.0017%,+0.0001%,$96.2k,2022-09-09 02:17:21.322785
74,1000XEC-1000XEC,$0.0432,+3.64%,$35.0m,$5.5m,+12.33%,0.02%,0.16,+0.0100%,+0.0094%,$20.2k,2022-09-09 02:17:21.322785
75,VeChain-VET,$0.0244,+2.63%,$34.6m,$16.1m,+3.23%,0.07%,0.46,+0.0082%,+0.0087%,$16.6k,2022-09-09 02:17:21.322785
76,CertiK-CTK,$1.04,+0.14%,$34.5m,$8.9m,-20.96%,0.04%,0.26,+0.0046%,+0.0046%,$121.2k,2022-09-09 02:17:21.322785
77,Harmony-ONE,$0.0202,+1.46%,$34.1m,$14.6m,+0.91%,0.06%,0.43,+0.0044%,+0.0039%,$5.7k,2022-09-09 02:17:21.322785
78,Lido DAO Token-LDO,$1.90,-2.39%,$33.8m,$19.2m,+3.05%,0.08%,0.57,+0.0042%,+0.0052%,$36.4k,2022-09-09 02:17:21.322785
