,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,595.85",+0.50%,$22.2b,$10.7b,+0.23%,41.99%,0.48,+0.0020%,+0.0069%,$40.9m,2022-09-11 05:16:43.938527
1,Ethereum-ETH,"$1,764.97",+1.88%,$17.2b,$7.7b,+0.98%,30.37%,0.45,-0.0102%,-0.0087%,$58.2m,2022-09-11 05:16:43.938527
2,LUNA2-LUNA2,$6.03,-2.41%,$2.0b,$34.4m,+49.88%,0.14%,0.02,-0.0211%,-0.0184%,$3.8m,2022-09-11 05:16:43.938527
3,Ethereum Classic-ETC,$39.06,-1.55%,$1.5b,$490.5m,-5.78%,1.93%,0.33,+0.0045%,+0.0041%,$3.8m,2022-09-11 05:16:43.938527
4,EOS-EOS,$1.78,+7.51%,$1.4b,$219.3m,+9.61%,0.86%,0.16,+0.0085%,+0.0063%,$2.8m,2022-09-11 05:16:43.938527
5,Terra-LUNA,$6.09,-1.49%,$1.2b,$25.3m,-2.77%,0.10%,0.02,-0.0235%,-0.0381%,$7.5m,2022-09-11 05:16:43.938527
6,Solana-SOL,$34.77,-0.04%,$850.8m,$401.0m,-3.75%,1.58%,0.47,+0.0053%,+0.0019%,$1.0m,2022-09-11 05:16:43.938527
7,Cardano-ADA,$0.5131,-0.30%,$740.9m,$307.6m,-1.56%,1.21%,0.42,+0.0020%,+0.0034%,$479.4k,2022-09-11 05:16:43.938527
8,Cosmos-ATOM,$15.82,-0.75%,$700.5m,$169.5m,-5.62%,0.67%,0.24,+0.0067%,+0.0026%,$1.1m,2022-09-11 05:16:43.938527
9,Helium-HNT,$5.39,+13.07%,$550.5m,$27.9m,+9.80%,0.11%,0.05,+0.0066%,+0.0065%,$993.9k,2022-09-11 05:16:43.938527
10,Litecoin-LTC,$63.41,+3.13%,$545.7m,$220.5m,+8.18%,0.87%,0.40,+0.0038%,+0.0079%,$877.2k,2022-09-11 05:16:43.938527
11,Ravencoin-RVN,$0.0528,-1.94%,$519.7m,$37.4m,-14.38%,0.15%,0.07,+0.0119%,+0.0109%,$1.3m,2022-09-11 05:16:43.938527
12,Optimism-OP,$1.37,-1.04%,$485.2m,$66.4m,-5.60%,0.26%,0.14,+0.0185%,+0.0202%,$653.0k,2022-09-11 05:16:43.938527
13,Binance Coin-BNB,$295.30,+0.35%,$448.2m,$280.6m,-0.33%,1.11%,0.63,+0.0053%,+0.0015%,$297.5k,2022-09-11 05:16:43.938527
14,Ripple-XRP,$0.3561,+0.20%,$438.5m,$342.5m,+0.65%,1.35%,0.78,-0.0018%,-0.0057%,$554.0k,2022-09-11 05:16:43.938527
15,Polygon-MATIC,$0.8986,+1.06%,$420.7m,$200.2m,+1.89%,0.79%,0.48,+0.0062%,+0.0065%,$670.0k,2022-09-11 05:16:43.938527
16,1000LUNC-1000LUNC,$0.4608,+8.83%,$381.6m,$15.6m,+54.87%,0.06%,0.04,-0.1154%,-0.1256%,$1.1m,2022-09-11 05:16:43.938527
17,Avalanche-AVAX,$20.46,-1.07%,$380.9m,$136.6m,-4.70%,0.54%,0.36,+0.0096%,+0.0111%,$341.6k,2022-09-11 05:16:43.938527
18,Waves-WAVES,$5.06,+7.76%,$377.1m,$60.5m,+18.05%,0.24%,0.16,+0.0060%,+0.0093%,$790.6k,2022-09-11 05:16:43.938527
19,STEPN-GMT,$0.7635,-0.30%,$339.1m,$112.1m,-3.07%,0.44%,0.33,-0.0018%,-0.0092%,$652.9k,2022-09-11 05:16:43.938527
20,Filecoin-FIL,$6.35,+0.41%,$337.1m,$115.5m,+2.45%,0.46%,0.34,-0.0038%,+0.0051%,$393.7k,2022-09-11 05:16:43.938527
21,Dogecoin-DOGE,$0.0642,+0.24%,$328.1m,$125.1m,+1.87%,0.49%,0.38,+0.0115%,+0.0167%,$408.0k,2022-09-11 05:16:43.938527
22,Chainlink-LINK,$7.90,+2.18%,$325.9m,$124.5m,+3.96%,0.49%,0.38,+0.0036%,+0.0028%,$300.0k,2022-09-11 05:16:43.938527
23,Polkadot-DOT,$7.75,-0.38%,$316.2m,$275.5m,-2.68%,1.09%,0.87,-0.0073%,-0.0015%,$213.7k,2022-09-11 05:16:43.938527
24,1000SHIB-1000SHIB,$0.0130,-1.31%,$313.3m,$49.0m,+1.81%,0.19%,0.16,+0.0100%,+0.0100%,$488.5k,2022-09-11 05:16:43.938527
25,NEAR Protocol-NEAR,$4.75,-0.78%,$299.5m,$115.1m,-4.15%,0.45%,0.38,+0.0027%,-0.0033%,$495.3k,2022-09-11 05:16:43.938527
26,The Sandbox-SAND,$0.9843,+1.13%,$293.8m,$78.6m,+2.85%,0.31%,0.27,+0.0132%,+0.0056%,$276.0k,2022-09-11 05:16:43.938527
27,ApeCoin-APE,$5.12,+2.47%,$256.7m,$76.3m,+5.14%,0.30%,0.30,+0.0075%,+0.0119%,$359.2k,2022-09-11 05:16:43.938527
28,Curve DAO Token-CRV,$1.23,+2.48%,$249.4m,$68.3m,+4.83%,0.27%,0.27,+0.0154%,-0.0135%,$296.1k,2022-09-11 05:16:43.938527
29,Bitcoin Cash-BCH,$131.44,-2.08%,$240.1m,$194.9m,-4.73%,0.77%,0.81,-0.0023%,-0.0004%,$255.0k,2022-09-11 05:16:43.938527
30,Chiliz-CHZ,$0.2020,-0.07%,$230.4m,$79.3m,-2.08%,0.31%,0.34,+0.0101%,+0.0122%,$133.2k,2022-09-11 05:16:43.938527
31,Terra Classic-LUNC,$0.0005,+8.55%,$208.4m,$45.9m,+27.23%,0.18%,0.22,-0.0234%,-0.1083%,$632.6k,2022-09-11 05:16:43.938527
32,Kyber Network Crystal-KNC,$2.03,+8.35%,$178.8m,$30.2m,+43.65%,0.12%,0.17,-0.0068%,-0.0029%,$535.4k,2022-09-11 05:16:43.938527
33,Axie Infinity-AXS,$15.50,-0.35%,$146.8m,$83.4m,+1.77%,0.33%,0.57,-0.0210%,-0.0177%,$112.7k,2022-09-11 05:16:43.938527
34,Fantom-FTM,$0.2743,-0.08%,$143.6m,$49.8m,+0.64%,0.20%,0.35,+0.0083%,+0.0086%,$36.9k,2022-09-11 05:16:43.938527
35,Stargate Finance-STG,$0.7569,-4.55%,$125.9m,$19.0m,-19.13%,0.07%,0.15,+0.0064%,+0.0069%,$222.7k,2022-09-11 05:16:43.938527
