,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,269.02",+0.48%,$30.6b,$9.5b,-0.87%,40.94%,0.31,-0.0028%,-0.0033%,$46.7m,2022-09-14 23:16:25.833790
1,Ethereum-ETH,"$1,630.53",+3.47%,$28.7b,$7.2b,+5.61%,31.02%,0.25,-0.2115%,-0.3028%,$55.6m,2022-09-14 23:16:25.833790
2,Ethereum Classic-ETC,$38.81,+9.61%,$3.0b,$471.7m,+15.92%,2.03%,0.16,-0.0111%,-0.0033%,$7.8m,2022-09-14 23:16:25.833790
3,LUNA2-LUNA2,$2.92,-29.61%,$2.7b,$50.3m,+72.95%,0.22%,0.02,-0.3369%,-0.1741%,$4.1m,2022-09-14 23:16:25.833790
4,Ravencoin-RVN,$0.0731,+21.10%,$1.6b,$103.3m,+117.60%,0.44%,0.06,-0.0654%,-0.0418%,$3.1m,2022-09-14 23:16:25.833790
5,Solana-SOL,$34.03,+2.32%,$1.3b,$405.7m,+3.41%,1.74%,0.30,-0.0046%,+0.0013%,$2.4m,2022-09-14 23:16:25.833790
6,Terra-LUNA,$2.96,-28.33%,$1.2b,$23.2m,+74.23%,0.10%,0.02,-0.9155%,+0.0465%,$10.7m,2022-09-14 23:16:25.833790
7,Cardano-ADA,$0.4813,+3.45%,$726.5m,$265.2m,+2.12%,1.14%,0.37,+0.0014%,+0.0007%,$779.7k,2022-09-14 23:16:25.833790
8,1000LUNC-1000LUNC,$0.2969,-17.25%,$704.9m,$28.4m,-12.88%,0.12%,0.04,-0.0183%,-0.0238%,$1.7m,2022-09-14 23:16:25.833790
9,EOS-EOS,$1.47,-0.28%,$624.3m,$161.2m,+3.61%,0.69%,0.26,-0.0173%,-0.0158%,$1.0m,2022-09-14 23:16:25.833790
10,Reef-REEF,$0.0051,-10.09%,$580.4m,$27.1m,-29.00%,0.12%,0.05,-0.9117%,-0.8383%,$1.2m,2022-09-14 23:16:25.833790
11,Binance Coin-BNB,$278.91,+0.71%,$577.8m,$244.2m,+1.52%,1.05%,0.42,+0.0004%,-0.0027%,$599.4k,2022-09-14 23:16:25.833790
12,Litecoin-LTC,$59.98,+2.05%,$526.4m,$218.3m,+1.13%,0.94%,0.41,+0.0103%,+0.0126%,$636.3k,2022-09-14 23:16:25.833790
13,Cosmos-ATOM,$13.99,-0.27%,$517.9m,$117.9m,-2.98%,0.51%,0.23,+0.0085%,-0.0123%,$730.3k,2022-09-14 23:16:25.833790
14,Ripple-XRP,$0.3416,+2.61%,$517.5m,$318.7m,+0.71%,1.37%,0.62,-0.0076%,-0.0064%,$567.7k,2022-09-14 23:16:25.833790
15,Polygon-MATIC,$0.8601,+1.52%,$461.8m,$168.5m,-0.98%,0.72%,0.36,+0.0042%,+0.0038%,$560.5k,2022-09-14 23:16:25.833790
16,Avalanche-AVAX,$19.05,+0.90%,$443.9m,$129.2m,+1.01%,0.56%,0.29,-0.0100%,-0.0128%,$855.0k,2022-09-14 23:16:25.833790
17,ApeCoin-APE,$5.10,-2.12%,$392.2m,$78.5m,-2.45%,0.34%,0.20,+0.0143%,+0.0058%,$1.0m,2022-09-14 23:16:25.833790
18,Chainlink-LINK,$7.46,+5.61%,$379.3m,$107.9m,+5.03%,0.46%,0.28,+0.0086%,+0.0024%,$715.1k,2022-09-14 23:16:25.833790
19,NEAR Protocol-NEAR,$4.51,+1.98%,$375.0m,$102.2m,+3.31%,0.44%,0.27,-0.0018%,+0.0018%,$661.5k,2022-09-14 23:16:25.833790
20,Dogecoin-DOGE,$0.0612,+2.15%,$361.3m,$119.3m,+2.82%,0.51%,0.33,+0.0047%,-0.0006%,$539.1k,2022-09-14 23:16:25.833790
21,Tellor-TRB,$18.39,+20.57%,$358.3m,$36.8m,+26.44%,0.16%,0.10,-0.0821%,-0.0043%,$551.7k,2022-09-14 23:16:25.833790
22,Chiliz-CHZ,$0.1925,-0.96%,$348.4m,$68.6m,-3.98%,0.29%,0.20,-0.0001%,+0.0071%,$665.7k,2022-09-14 23:16:25.833790
23,Optimism-OP,$1.20,+1.98%,$338.6m,$54.8m,-1.41%,0.24%,0.16,+0.0063%,+0.0041%,$738.7k,2022-09-14 23:16:25.833790
24,Polkadot-DOT,$7.21,+1.92%,$331.5m,$253.1m,+1.69%,1.09%,0.76,-0.0028%,-0.0068%,$291.4k,2022-09-14 23:16:25.833790
25,Terra Classic-LUNC,$0.0003,-17.12%,$304.9m,$37.6m,-23.75%,0.16%,0.12,-0.0691%,-0.0019%,$1.5m,2022-09-14 23:16:25.833790
26,Filecoin-FIL,$5.96,+1.96%,$294.1m,$105.5m,+0.31%,0.45%,0.36,-0.0048%,-0.0015%,$610.1k,2022-09-14 23:16:25.833790
27,STEPN-GMT,$0.6812,+2.84%,$292.9m,$98.7m,+3.53%,0.42%,0.34,+0.0032%,+0.0052%,$769.7k,2022-09-14 23:16:25.833790
28,Curve DAO Token-CRV,$1.07,+0.87%,$251.4m,$53.9m,+0.57%,0.23%,0.21,-0.0055%,+0.0247%,$504.0k,2022-09-14 23:16:25.833790
29,1000SHIB-1000SHIB,$0.0122,+0.66%,$213.5m,$41.4m,+4.33%,0.18%,0.19,+0.0020%,-0.0049%,$739.1k,2022-09-14 23:16:25.833790
30,Bitcoin Cash-BCH,$120.15,+2.21%,$187.3m,$163.0m,+1.59%,0.70%,0.87,-0.0074%,-0.0129%,$617.1k,2022-09-14 23:16:25.833790
31,1000XEC-1000XEC,$0.0459,+5.49%,$181.1m,$5.3m,+21.03%,0.02%,0.03,+0.0100%,+0.0061%,$370.3k,2022-09-14 23:16:25.833790
32,The Sandbox-SAND,$0.8970,+1.93%,$150.8m,$66.5m,+1.11%,0.29%,0.44,+0.0032%,+0.0011%,$165.9k,2022-09-14 23:16:25.833790
33,Helium-HNT,$4.22,-6.15%,$143.4m,$22.6m,+22.37%,0.10%,0.16,+0.0034%,+0.0039%,$310.2k,2022-09-14 23:16:25.833790
34,Axie Infinity-AXS,$13.55,+0.72%,$141.0m,$77.9m,+1.13%,0.33%,0.55,-0.0166%,-0.0165%,$297.8k,2022-09-14 23:16:25.833790
35,Kyber Network Crystal-KNC,$1.93,-1.66%,$139.5m,$24.2m,-3.03%,0.10%,0.17,+0.0026%,-0.0166%,$205.3k,2022-09-14 23:16:25.833790
36,Ethereum Name Service-ENS,$14.68,+0.80%,$132.2m,$23.7m,-2.54%,0.10%,0.18,+0.0094%,+0.0057%,$146.4k,2022-09-14 23:16:25.833790
37,Stargate Finance-STG,$0.5996,-7.95%,$115.9m,$13.4m,-4.48%,0.06%,0.12,-0.0172%,+0.0053%,$415.9k,2022-09-14 23:16:25.833790
38,Aave-AAVE,$83.50,+0.43%,$112.6m,$43.4m,+7.78%,0.19%,0.39,+0.0030%,+0.0106%,$98.1k,2022-09-14 23:16:25.833790
39,Compound-COMP,$60.93,+12.47%,$107.7m,$32.2m,+22.97%,0.14%,0.30,-0.0061%,+0.0006%,$292.4k,2022-09-14 23:16:25.833790
40,Fantom-FTM,$0.2513,+1.22%,$107.1m,$43.7m,+0.58%,0.19%,0.41,+0.0053%,+0.0058%,$274.5k,2022-09-14 23:16:25.833790
41,Unifi Protocol DAO-UNFI,$7.10,-0.07%,$104.4m,$16.6m,+3.27%,0.07%,0.16,+0.0080%,+0.0068%,$186.0k,2022-09-14 23:16:25.833790
42,dYdX-DYDX,$1.38,-2.53%,$103.8m,$32.8m,+5.63%,0.14%,0.32,+0.0000%,+0.0065%,$185.5k,2022-09-14 23:16:25.833790
43,Uniswap-UNI,$6.19,+2.03%,$101.3m,$46.0m,+2.87%,0.20%,0.45,-0.0011%,+0.0085%,$86.2k,2022-09-14 23:16:25.833790
44,Decentraland-MANA,$0.7428,+1.46%,$100.1m,$39.5m,+2.73%,0.17%,0.39,+0.0005%,+0.0042%,$271.3k,2022-09-14 23:16:25.833790
45,Tron-TRX,$0.0615,+1.20%,$88.3m,$136.5m,+1.03%,0.59%,1.55,-0.0364%,-0.0128%,$47.7k,2022-09-14 23:16:25.833790
46,Celsius-CEL,$1.88,+27.41%,$88.0m,$28.5m,+29.56%,0.12%,0.32,+0.0080%,+0.0259%,$2.4m,2022-09-14 23:16:25.833790
47,Gala-GALA,$0.0487,+1.52%,$78.4m,$33.4m,+3.33%,0.14%,0.43,+0.0041%,+0.0065%,$80.6k,2022-09-14 23:16:25.833790
48,Waves-WAVES,$4.42,+0.97%,$76.1m,$45.9m,+1.57%,0.20%,0.60,+0.0054%,+0.0091%,$222.3k,2022-09-14 23:16:25.833790
49,SHIBA INU-SHIB,$0.0000,+0.52%,$72.9m,$21.4m,+2.58%,0.09%,0.29,+0.0015%,+0.0085%,$89.7k,2022-09-14 23:16:25.833790
50,Monero-XMR,$150.34,+2.64%,$72.3m,$41.6m,+2.96%,0.18%,0.58,-0.0115%,+0.0101%,$70.5k,2022-09-14 23:16:25.833790
51,THETA-THETA,$1.11,+1.90%,$71.0m,$22.2m,+3.24%,0.10%,0.31,-0.0206%,+0.0048%,$74.2k,2022-09-14 23:16:25.833790
52,THORChain-RUNE,$1.80,+1.21%,$68.6m,$21.4m,+0.88%,0.09%,0.31,+0.0060%,+0.0062%,$116.0k,2022-09-14 23:16:25.833790
53,yearn.finance-YFI,"$9,201.21",+1.74%,$59.8m,$30.5m,+0.55%,0.13%,0.51,-0.0137%,-0.0084%,$130.9k,2022-09-14 23:16:25.833790
54,SushiSwap-SUSHI,$1.20,+0.95%,$56.1m,$27.5m,+0.51%,0.12%,0.49,-0.0028%,+0.0034%,$64.7k,2022-09-14 23:16:25.833790
55,Tezos-XTZ,$1.60,+5.14%,$55.6m,$29.1m,+6.23%,0.12%,0.52,-0.0004%,+0.0118%,$58.2k,2022-09-14 23:16:25.833790
56,Flow (Dapper labs)-FLOW,$1.87,+0.55%,$55.0m,$21.8m,+2.29%,0.09%,0.40,-0.0046%,-0.0041%,$101.6k,2022-09-14 23:16:25.833790
