,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,092.19",+1.92%,$42.0b,$11.0b,+2.81%,43.34%,0.26,+0.0055%,+0.0042%,$86.4m,2022-09-12 16:16:32.961231
1,Ethereum-ETH,"$1,698.23",-4.18%,$30.4b,$7.5b,-3.62%,29.43%,0.25,-0.0304%,-0.0351%,$51.0m,2022-09-12 16:16:32.961231
2,Ethereum Classic-ETC,$37.46,-3.23%,$2.7b,$450.8m,-6.70%,1.77%,0.17,-0.0029%,-0.0203%,$10.5m,2022-09-12 16:16:32.961231
3,Solana-SOL,$37.05,+4.30%,$2.5b,$480.2m,+14.79%,1.89%,0.20,+0.0017%,-0.0039%,$3.7m,2022-09-12 16:16:32.961231
4,LUNA2-LUNA2,$3.89,-32.59%,$1.2b,$39.1m,+5.02%,0.15%,0.03,-0.0289%,-0.0298%,$1.9m,2022-09-12 16:16:32.961231
5,NEAR Protocol-NEAR,$4.98,+3.56%,$1.1b,$139.7m,+19.93%,0.55%,0.13,+0.0084%,+0.0061%,$2.2m,2022-09-12 16:16:32.961231
6,Cardano-ADA,$0.4975,-3.10%,$847.2m,$294.9m,-5.68%,1.16%,0.35,+0.0094%,-0.0068%,$1.2m,2022-09-12 16:16:32.961231
7,EOS-EOS,$1.64,-5.13%,$841.5m,$191.9m,-8.26%,0.75%,0.23,-0.0027%,-0.0017%,$2.2m,2022-09-12 16:16:32.961231
8,Avalanche-AVAX,$20.93,+1.57%,$809.1m,$145.3m,+5.22%,0.57%,0.18,+0.0153%,+0.0078%,$1.3m,2022-09-12 16:16:32.961231
9,Ravencoin-RVN,$0.0615,+16.86%,$787.7m,$57.1m,+66.44%,0.22%,0.07,+0.0038%,+0.0071%,$1.5m,2022-09-12 16:16:32.961231
10,Cosmos-ATOM,$15.09,-4.61%,$780.2m,$152.0m,-9.64%,0.60%,0.19,+0.0086%,+0.0143%,$1.4m,2022-09-12 16:16:32.961231
11,Terra-LUNA,$3.89,-32.06%,$739.4m,$18.4m,-22.03%,0.07%,0.02,-0.0082%,-0.0184%,$4.8m,2022-09-12 16:16:32.961231
12,ApeCoin-APE,$5.30,-6.72%,$712.2m,$83.4m,-23.96%,0.33%,0.12,+0.0083%,+0.0056%,$1.6m,2022-09-12 16:16:32.961231
13,Polygon-MATIC,$0.9033,+0.41%,$710.1m,$198.9m,+0.67%,0.78%,0.28,+0.0096%,+0.0091%,$1.2m,2022-09-12 16:16:32.961231
14,Filecoin-FIL,$6.39,-3.55%,$681.5m,$118.6m,-6.21%,0.47%,0.17,-0.0210%,-0.0101%,$1.8m,2022-09-12 16:16:32.961231
15,Binance Coin-BNB,$292.46,-0.80%,$610.0m,$277.1m,-2.05%,1.09%,0.45,+0.0114%,+0.0072%,$392.3k,2022-09-12 16:16:32.961231
16,Ripple-XRP,$0.3500,-1.68%,$576.0m,$338.3m,-1.16%,1.33%,0.59,+0.0028%,-0.0007%,$635.9k,2022-09-12 16:16:32.961231
17,Chainlink-LINK,$7.65,-3.28%,$524.3m,$121.0m,-3.67%,0.48%,0.23,+0.0040%,-0.0160%,$1.0m,2022-09-12 16:16:32.961231
18,Polkadot-DOT,$7.64,-1.68%,$518.4m,$272.5m,-0.78%,1.07%,0.53,+0.0019%,-0.0007%,$631.6k,2022-09-12 16:16:32.961231
19,Litecoin-LTC,$60.24,-4.44%,$487.4m,$205.6m,-5.74%,0.81%,0.42,+0.0037%,+0.0089%,$760.4k,2022-09-12 16:16:32.961231
20,Optimism-OP,$1.27,-11.00%,$480.1m,$61.9m,-12.14%,0.24%,0.13,+0.0099%,+0.0084%,$1.2m,2022-09-12 16:16:32.961231
21,1000LUNC-1000LUNC,$0.3187,-21.83%,$442.3m,$22.6m,+7.29%,0.09%,0.05,-0.0579%,-0.0588%,$1.1m,2022-09-12 16:16:32.961231
22,STEPN-GMT,$0.7192,-3.61%,$399.9m,$103.8m,-4.18%,0.41%,0.26,-0.0025%,-0.0047%,$963.7k,2022-09-12 16:16:32.961231
23,Dogecoin-DOGE,$0.0630,-2.21%,$387.7m,$123.6m,-1.35%,0.49%,0.32,+0.0058%,+0.0060%,$600.3k,2022-09-12 16:16:32.961231
24,Chiliz-CHZ,$0.1966,-5.98%,$372.2m,$73.7m,-9.07%,0.29%,0.20,+0.0028%,-0.0023%,$814.5k,2022-09-12 16:16:32.961231
