,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,640.92",+0.73%,$32.1b,$7.4b,+4.58%,30.85%,0.23,-0.0074%,-0.0096%,$48.2m,2022-09-09 03:18:28.868582
1,Bitcoin-BTC,"$19,422.42",+0.96%,$22.8b,$9.7b,+0.97%,40.63%,0.43,-0.0001%,-0.0002%,$22.0m,2022-09-09 03:18:28.868582
2,Ethereum Classic-ETC,$37.01,+0.27%,$3.2b,$499.7m,-1.42%,2.10%,0.16,-0.0089%,-0.0280%,$7.9m,2022-09-09 03:18:28.868582
3,Solana-SOL,$34.11,+5.05%,$1.5b,$414.2m,+8.08%,1.74%,0.28,+0.0038%,-0.0001%,$2.1m,2022-09-09 03:18:28.868582
4,EOS-EOS,$1.62,-1.65%,$1.5b,$210.5m,-16.28%,0.88%,0.14,+0.0069%,+0.0073%,$2.3m,2022-09-09 03:18:28.868582
5,Cosmos-ATOM,$13.83,+8.49%,$1.0b,$182.4m,+40.37%,0.77%,0.18,-0.0053%,-0.0218%,$1.4m,2022-09-09 03:18:28.868582
6,Cardano-ADA,$0.4824,+1.32%,$754.9m,$285.7m,+2.39%,1.20%,0.38,+0.0118%,+0.0049%,$717.8k,2022-09-09 03:18:28.868582
7,Helium-HNT,$4.75,-7.87%,$716.8m,$32.2m,-19.78%,0.14%,0.04,+0.0039%,+0.0040%,$969.5k,2022-09-09 03:18:28.868582
8,Ripple-XRP,$0.3417,+2.86%,$701.5m,$333.3m,+1.67%,1.40%,0.48,-0.0061%,-0.0034%,$914.4k,2022-09-09 03:18:28.868582
9,NEAR Protocol-NEAR,$4.63,+2.87%,$657.8m,$123.2m,+17.06%,0.52%,0.19,+0.0025%,+0.0002%,$1.3m,2022-09-09 03:18:28.868582
10,Binance Coin-BNB,$282.02,+0.85%,$610.3m,$283.2m,+1.02%,1.19%,0.46,+0.0030%,+0.0097%,$263.8k,2022-09-09 03:18:28.868582
11,Bitcoin Cash-BCH,$126.43,+7.04%,$597.7m,$204.4m,+21.49%,0.86%,0.34,-0.0007%,-0.0019%,$953.6k,2022-09-09 03:18:28.868582
12,Polygon-MATIC,$0.8464,+0.55%,$510.4m,$187.3m,-1.60%,0.79%,0.37,-0.0131%,-0.0117%,$561.3k,2022-09-09 03:18:28.868582
13,Avalanche-AVAX,$19.68,+3.69%,$503.8m,$136.7m,+5.16%,0.57%,0.27,+0.0059%,+0.0183%,$471.7k,2022-09-09 03:18:28.868582
14,Chainlink-LINK,$7.59,+7.47%,$454.7m,$121.8m,+16.06%,0.51%,0.27,+0.0049%,+0.0114%,$1.1m,2022-09-09 03:18:28.868582
15,Polkadot-DOT,$7.44,+3.41%,$447.1m,$274.6m,+3.55%,1.15%,0.61,+0.0002%,+0.0040%,$611.8k,2022-09-09 03:18:28.868582
16,Litecoin-LTC,$58.28,+2.15%,$442.2m,$191.5m,-0.29%,0.80%,0.43,-0.0036%,+0.0024%,$480.5k,2022-09-09 03:18:28.868582
17,Chiliz-CHZ,$0.1955,+0.39%,$437.6m,$84.8m,+9.87%,0.36%,0.19,+0.0052%,+0.0101%,$558.0k,2022-09-09 03:18:28.868582
18,Optimism-OP,$1.19,+1.74%,$307.9m,$59.8m,+2.07%,0.25%,0.19,+0.0097%,+0.0041%,$382.3k,2022-09-09 03:18:28.868582
19,Stargate Finance-STG,$0.7894,-1.94%,$302.6m,$30.5m,-15.81%,0.13%,0.10,+0.0056%,+0.0053%,$598.2k,2022-09-09 03:18:28.868582
20,Dogecoin-DOGE,$0.0620,+1.79%,$297.7m,$121.3m,+2.81%,0.51%,0.41,+0.0093%,+0.0109%,$476.9k,2022-09-09 03:18:28.868582
21,Filecoin-FIL,$5.90,+0.66%,$288.6m,$105.8m,+3.40%,0.44%,0.37,+0.0064%,+0.0089%,$352.8k,2022-09-09 03:18:28.868582
22,Curve DAO Token-CRV,$1.14,-1.35%,$259.0m,$58.8m,-7.54%,0.25%,0.23,+0.0206%,-0.0011%,$424.8k,2022-09-09 03:18:28.868582
23,STEPN-GMT,$0.6574,+0.64%,$227.3m,$104.8m,-0.61%,0.44%,0.46,+0.0043%,+0.0045%,$235.7k,2022-09-09 03:18:28.868582
24,Terra Classic-LUNC,$0.0005,+18.01%,$223.4m,$32.8m,+398.55%,0.14%,0.15,-0.2662%,-0.1905%,$945.3k,2022-09-09 03:18:28.868582
25,1000SHIB-1000SHIB,$0.0123,+0.15%,$220.6m,$43.2m,+1.03%,0.18%,0.20,+0.0097%,+0.0100%,$289.5k,2022-09-09 03:18:28.868582
26,Axie Infinity-AXS,$13.70,+0.84%,$207.0m,$78.7m,+0.48%,0.33%,0.38,-0.0207%,-0.0265%,$118.3k,2022-09-09 03:18:28.868582
27,ApeCoin-APE,$4.56,+1.87%,$199.0m,$64.4m,-0.80%,0.27%,0.32,-0.0007%,+0.0034%,$286.4k,2022-09-09 03:18:28.868582
28,The Sandbox-SAND,$0.9233,+1.97%,$191.5m,$72.2m,-0.92%,0.30%,0.38,+0.0057%,+0.0030%,$123.6k,2022-09-09 03:18:28.868582
29,Ethereum Name Service-ENS,$15.46,+5.16%,$175.3m,$36.9m,+23.99%,0.16%,0.21,+0.0094%,+0.0043%,$146.1k,2022-09-09 03:18:28.868582
30,SushiSwap-SUSHI,$1.30,+4.89%,$164.5m,$37.8m,+19.06%,0.16%,0.23,+0.0026%,-0.0018%,$252.9k,2022-09-09 03:18:28.868582
31,Fantom-FTM,$0.2546,-0.41%,$136.1m,$46.7m,-1.16%,0.20%,0.34,+0.0081%,+0.0086%,$54.8k,2022-09-09 03:18:28.868582
32,Tellor-TRB,$16.21,-4.04%,$127.1m,$38.9m,-5.55%,0.16%,0.31,-0.0186%,-0.0088%,$113.8k,2022-09-09 03:18:28.868582
33,Balancer-BAL,$7.30,+1.02%,$122.1m,$16.0m,+10.48%,0.07%,0.13,-0.0066%,+0.0013%,$216.8k,2022-09-09 03:18:28.868582
34,Uniswap-UNI,$6.22,+1.89%,$118.8m,$47.2m,+5.57%,0.20%,0.40,+0.0005%,-0.0072%,$26.7k,2022-09-09 03:18:28.868582
35,Ravencoin-RVN,$0.0377,+0.91%,$112.2m,$19.6m,-1.77%,0.08%,0.17,+0.0050%,+0.0126%,$221.2k,2022-09-09 03:18:28.868582
