,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,148.07",+1.82%,$41.9b,$11.1b,+1.04%,43.81%,0.26,+0.0037%,+0.0003%,$80.6m,2022-09-13 00:31:38.875696
1,Ethereum-ETH,"$1,678.45",-4.38%,$30.9b,$7.3b,-4.52%,28.98%,0.24,-0.0447%,-0.0641%,$57.3m,2022-09-13 00:31:38.875696
2,Ethereum Classic-ETC,$37.89,-0.33%,$2.6b,$449.7m,-3.02%,1.78%,0.17,-0.0084%,-0.0200%,$9.0m,2022-09-13 00:31:38.875696
3,Solana-SOL,$36.87,+5.70%,$2.5b,$468.5m,+20.02%,1.86%,0.18,+0.0026%,-0.0018%,$3.3m,2022-09-13 00:31:38.875696
4,LUNA2-LUNA2,$3.93,-31.80%,$1.4b,$32.7m,-9.54%,0.13%,0.02,-0.0019%,-0.0009%,$2.5m,2022-09-13 00:31:38.875696
5,Ravencoin-RVN,$0.0672,+29.56%,$1.3b,$71.7m,+119.13%,0.28%,0.05,-0.0171%,-0.0144%,$2.9m,2022-09-13 00:31:38.875696
6,NEAR Protocol-NEAR,$4.98,+2.79%,$994.2m,$127.2m,+11.12%,0.50%,0.13,-0.0022%,-0.0021%,$1.8m,2022-09-13 00:31:38.875696
7,Avalanche-AVAX,$20.95,+2.31%,$909.9m,$144.0m,+7.17%,0.57%,0.16,-0.0048%,-0.0130%,$1.2m,2022-09-13 00:31:38.875696
8,Cardano-ADA,$0.4959,-2.18%,$869.2m,$287.7m,-5.09%,1.14%,0.33,-0.0035%,-0.0019%,$1.3m,2022-09-13 00:31:38.875696
9,Terra-LUNA,$3.96,-31.18%,$864.5m,$15.8m,-32.63%,0.06%,0.02,-0.0145%,+0.0120%,$5.7m,2022-09-13 00:31:38.875696
10,Polygon-MATIC,$0.9182,+3.39%,$845.2m,$204.8m,+6.55%,0.81%,0.24,+0.0061%,+0.0001%,$1.3m,2022-09-13 00:31:38.875696
11,EOS-EOS,$1.63,-3.67%,$821.5m,$185.9m,-7.00%,0.74%,0.23,-0.0005%,-0.0091%,$1.8m,2022-09-13 00:31:38.875696
12,Cosmos-ATOM,$15.23,-2.03%,$807.3m,$148.9m,-6.32%,0.59%,0.18,-0.0011%,-0.0071%,$1.1m,2022-09-13 00:31:38.875696
13,Filecoin-FIL,$6.41,-0.93%,$670.1m,$116.2m,-3.36%,0.46%,0.17,-0.0050%,-0.0112%,$872.1k,2022-09-13 00:31:38.875696
14,Binance Coin-BNB,$289.29,-1.85%,$655.3m,$266.1m,-4.10%,1.05%,0.41,+0.0001%,-0.0065%,$419.0k,2022-09-13 00:31:38.875696
15,ApeCoin-APE,$5.40,-3.15%,$605.6m,$82.7m,-17.20%,0.33%,0.14,+0.0072%,+0.0074%,$1.7m,2022-09-13 00:31:38.875696
16,Ripple-XRP,$0.3565,+0.79%,$566.5m,$346.1m,+3.11%,1.37%,0.61,-0.0083%,-0.0132%,$561.6k,2022-09-13 00:31:38.875696
17,Reef-REEF,$0.0054,+39.58%,$544.4m,$25.0m,+405.49%,0.10%,0.05,-0.9391%,-1.3107%,$1.8m,2022-09-13 00:31:38.875696
18,Polkadot-DOT,$7.55,-1.57%,$535.2m,$267.1m,-1.38%,1.06%,0.50,-0.0069%,-0.0089%,$583.8k,2022-09-13 00:31:38.875696
19,1000LUNC-1000LUNC,$0.3016,-28.72%,$510.5m,$22.2m,+0.50%,0.09%,0.04,-0.0140%,-0.0119%,$1.5m,2022-09-13 00:31:38.875696
20,Optimism-OP,$1.24,-10.70%,$487.7m,$62.1m,-4.01%,0.25%,0.13,+0.0094%,+0.0151%,$1.2m,2022-09-13 00:31:38.875696
21,Chainlink-LINK,$7.62,-5.62%,$471.5m,$116.2m,-11.08%,0.46%,0.25,-0.0013%,-0.0107%,$997.8k,2022-09-13 00:31:38.875696
22,Litecoin-LTC,$60.36,-2.72%,$466.5m,$204.1m,-2.40%,0.81%,0.44,+0.0141%,+0.0016%,$671.6k,2022-09-13 00:31:38.875696
23,STEPN-GMT,$0.7291,-0.61%,$388.6m,$106.4m,+1.15%,0.42%,0.27,+0.0062%,+0.0023%,$726.5k,2022-09-13 00:31:38.875696
24,Dogecoin-DOGE,$0.0632,-0.44%,$384.2m,$122.7m,+0.38%,0.49%,0.32,+0.0104%,+0.0088%,$413.2k,2022-09-13 00:31:38.875696
25,Chiliz-CHZ,$0.2015,-2.46%,$358.6m,$73.9m,-5.94%,0.29%,0.21,+0.0014%,+0.0008%,$612.6k,2022-09-13 00:31:38.875696
26,Bitcoin Cash-BCH,$127.17,-1.89%,$285.7m,$176.0m,-4.96%,0.70%,0.62,-0.0098%,-0.0210%,$582.6k,2022-09-13 00:31:38.875696
27,1000SHIB-1000SHIB,$0.0127,-2.13%,$282.1m,$43.8m,-4.85%,0.17%,0.16,+0.0057%,+0.0060%,$850.1k,2022-09-13 00:31:38.875696
28,Curve DAO Token-CRV,$1.11,-5.39%,$271.6m,$58.6m,-6.72%,0.23%,0.22,+0.0245%,-0.0002%,$373.5k,2022-09-13 00:31:38.875696
29,Terra Classic-LUNC,$0.0003,-28.47%,$269.2m,$35.1m,-22.97%,0.14%,0.13,-0.0043%,+0.0004%,$1.8m,2022-09-13 00:31:38.875696
30,The Sandbox-SAND,$0.9435,-2.94%,$252.2m,$71.1m,-6.91%,0.28%,0.28,+0.0104%,-0.0002%,$285.0k,2022-09-13 00:31:38.875696
31,Fantom-FTM,$0.2649,-2.24%,$244.0m,$46.2m,-3.63%,0.18%,0.19,+0.0053%,+0.0053%,$366.8k,2022-09-13 00:31:38.875696
32,Helium-HNT,$5.18,+1.00%,$239.8m,$21.4m,-7.75%,0.08%,0.09,+0.0056%,+0.0016%,$559.0k,2022-09-13 00:31:38.875696
33,Uniswap-UNI,$6.51,+0.85%,$211.9m,$50.1m,+4.89%,0.20%,0.24,+0.0015%,-0.0111%,$158.2k,2022-09-13 00:31:38.875696
34,Axie Infinity-AXS,$15.21,-3.34%,$208.1m,$77.6m,-3.34%,0.31%,0.37,-0.0334%,-0.0337%,$293.3k,2022-09-13 00:31:38.875696
35,Aave-AAVE,$88.67,-2.18%,$181.6m,$45.1m,+1.92%,0.18%,0.25,+0.0009%,-0.0011%,$233.9k,2022-09-13 00:31:38.875696
36,Unifi Protocol DAO-UNFI,$8.08,+3.23%,$152.9m,$17.4m,+3.40%,0.07%,0.11,+0.0100%,+0.0100%,$224.3k,2022-09-13 00:31:38.875696
37,Waves-WAVES,$4.76,-1.91%,$151.6m,$52.6m,-3.93%,0.21%,0.35,+0.0060%,+0.0004%,$285.8k,2022-09-13 00:31:38.875696
38,The Graph-GRT,$0.1256,+7.31%,$143.6m,$28.5m,+18.56%,0.11%,0.20,-0.0008%,-0.0049%,$398.1k,2022-09-13 00:31:38.875696
39,Hedera-HBAR,$0.0710,+11.40%,$139.1m,$18.5m,+118.70%,0.07%,0.13,-0.3350%,-0.3297%,$392.8k,2022-09-13 00:31:38.875696
40,Stargate Finance-STG,$0.6292,-11.96%,$137.5m,$13.0m,-29.14%,0.05%,0.09,-0.0304%,-0.0302%,$320.6k,2022-09-13 00:31:38.875696
41,Tellor-TRB,$16.38,-0.76%,$127.8m,$31.6m,-2.54%,0.13%,0.25,-0.2926%,-0.2343%,$170.5k,2022-09-13 00:31:38.875696
42,Decentraland-MANA,$0.7797,-2.51%,$127.0m,$40.6m,+1.93%,0.16%,0.32,+0.0051%,+0.0069%,$146.8k,2022-09-13 00:31:38.875696
43,Tron-TRX,$0.0632,-1.45%,$126.2m,$138.8m,-3.29%,0.55%,1.10,-0.0087%,-0.0216%,$10.1k,2022-09-13 00:31:38.875696
44,dYdX-DYDX,$1.54,-4.79%,$115.4m,$32.7m,-9.62%,0.13%,0.28,+0.0037%,+0.0041%,$301.1k,2022-09-13 00:31:38.875696
45,Gala-GALA,$0.0504,-2.88%,$114.2m,$34.0m,-1.34%,0.13%,0.30,+0.0020%,+0.0012%,$150.4k,2022-09-13 00:31:38.875696
46,SHIBA INU-SHIB,$0.0000,-2.11%,$114.0m,$23.3m,-1.19%,0.09%,0.20,+0.0006%,+0.0048%,$270.7k,2022-09-13 00:31:38.875696
47,Ethereum Name Service-ENS,$14.86,-5.69%,$111.5m,$26.1m,-17.52%,0.10%,0.23,-0.0084%,-0.0220%,$106.3k,2022-09-13 00:31:38.875696
48,Monero-XMR,$162.80,+2.06%,$106.9m,$49.0m,+11.46%,0.19%,0.46,-0.2771%,-0.2914%,$164.8k,2022-09-13 00:31:38.875696
49,THETA-THETA,$1.16,-1.20%,$101.9m,$22.2m,-2.87%,0.09%,0.22,-0.0072%,-0.0097%,$110.3k,2022-09-13 00:31:38.875696
50,THORChain-RUNE,$1.92,-3.72%,$99.9m,$22.9m,-2.87%,0.09%,0.23,+0.0080%,+0.0068%,$222.7k,2022-09-13 00:31:38.875696
51,Kyber Network Crystal-KNC,$1.89,-5.17%,$93.8m,$21.4m,-21.56%,0.08%,0.23,-0.0160%,-0.0444%,$147.4k,2022-09-13 00:31:38.875696
52,ConstitutionDAO-PEOPLE,$0.0222,-3.93%,$93.8m,$24.9m,-9.53%,0.10%,0.27,-0.0016%,-0.0067%,$149.6k,2022-09-13 00:31:38.875696
53,SushiSwap-SUSHI,$1.24,-4.36%,$92.6m,$29.0m,-4.94%,0.11%,0.31,+0.0089%,-0.0115%,$81.9k,2022-09-13 00:31:38.875696
54,Injective Protocol-INJ,$1.79,-3.17%,$86.5m,$6.3m,-16.09%,0.03%,0.07,+0.0066%,+0.0066%,$206.4k,2022-09-13 00:31:38.875696
55,Flow (Dapper labs)-FLOW,$2.04,-2.39%,$85.0m,$23.7m,-2.91%,0.09%,0.28,+0.0042%,+0.0044%,$149.3k,2022-09-13 00:31:38.875696
56,Harmony-ONE,$0.0222,+2.98%,$81.1m,$15.7m,+7.64%,0.06%,0.19,+0.0025%,+0.0000%,$199.7k,2022-09-13 00:31:38.875696
57,Project Galaxy-GAL,$2.88,-6.07%,$71.7m,$15.8m,-14.07%,0.06%,0.22,-0.0077%,-0.0110%,$147.1k,2022-09-13 00:31:38.875696
58,Algorand-ALGO,$0.3180,-2.09%,$70.3m,$31.4m,-2.24%,0.12%,0.45,-0.0195%,-0.0078%,$30.4k,2022-09-13 00:31:38.875696
59,yearn.finance-YFI,"$9,546.69",-5.39%,$67.8m,$31.5m,-9.96%,0.13%,0.47,-0.0214%,-0.0442%,$110.4k,2022-09-13 00:31:38.875696
60,Synthetix Network Token-SNX,$2.90,-1.27%,$67.4m,$30.4m,-5.89%,0.12%,0.45,-0.0077%,+0.0002%,$81.5k,2022-09-13 00:31:38.875696
