,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,286.61",-9.55%,$60.5b,$9.6b,-13.57%,41.36%,0.16,-0.0050%,+0.0018%,$123.1m,2022-09-14 06:16:43.669243
1,Ethereum-ETH,"$1,612.63",-6.30%,$45.3b,$7.1b,-4.42%,30.78%,0.16,-0.1340%,-0.1836%,$111.6m,2022-09-14 06:16:43.669243
2,Ethereum Classic-ETC,$37.38,-2.25%,$2.7b,$442.6m,-2.81%,1.91%,0.16,-0.0086%,+0.0035%,$10.2m,2022-09-14 06:16:43.669243
3,Solana-SOL,$33.59,-13.03%,$2.6b,$404.8m,-18.70%,1.75%,0.16,-0.0161%,-0.0111%,$6.6m,2022-09-14 06:16:43.669243
4,Litecoin-LTC,$59.62,-3.30%,$1.3b,$220.6m,+4.51%,0.95%,0.18,+0.0061%,+0.0054%,$3.7m,2022-09-14 06:16:43.669243
5,LUNA2-LUNA2,$3.95,-9.37%,$1.2b,$37.1m,-1.54%,0.16%,0.03,-0.0009%,-0.0073%,$2.1m,2022-09-14 06:16:43.669243
6,Reef-REEF,$0.0050,+3.01%,$1.1b,$24.7m,+4.87%,0.11%,0.02,+0.0765%,-0.1486%,$2.5m,2022-09-14 06:16:43.669243
7,Cardano-ADA,$0.4745,-5.16%,$974.0m,$264.9m,-10.12%,1.14%,0.27,-0.0095%,-0.0009%,$2.2m,2022-09-14 06:16:43.669243
8,Ravencoin-RVN,$0.0672,+8.53%,$942.5m,$59.8m,-0.38%,0.26%,0.06,-0.0014%,-0.0094%,$2.5m,2022-09-14 06:16:43.669243
9,Binance Coin-BNB,$280.46,-4.43%,$896.9m,$246.3m,-9.54%,1.06%,0.27,-0.0161%,-0.0245%,$706.5k,2022-09-14 06:16:43.669243
10,EOS-EOS,$1.49,-10.19%,$892.9m,$161.5m,-13.84%,0.70%,0.18,-0.0201%,-0.0323%,$2.4m,2022-09-14 06:16:43.669243
11,Cosmos-ATOM,$14.32,-10.09%,$868.0m,$125.6m,-20.02%,0.54%,0.14,-0.0153%,-0.0087%,$2.2m,2022-09-14 06:16:43.669243
12,Polygon-MATIC,$0.8619,-7.67%,$846.6m,$173.1m,-17.45%,0.75%,0.20,+0.0024%,-0.0040%,$2.4m,2022-09-14 06:16:43.669243
13,ApeCoin-APE,$5.19,-8.37%,$808.6m,$81.8m,-13.01%,0.35%,0.10,+0.0162%,+0.0169%,$1.9m,2022-09-14 06:16:43.669243
14,Avalanche-AVAX,$19.16,-10.38%,$774.1m,$130.4m,-11.59%,0.56%,0.17,-0.0163%,-0.0243%,$2.1m,2022-09-14 06:16:43.669243
15,Ripple-XRP,$0.3373,-5.26%,$740.2m,$320.5m,-6.70%,1.38%,0.43,-0.0057%,-0.0090%,$1.4m,2022-09-14 06:16:43.669243
16,1000LUNC-1000LUNC,$0.3296,-1.05%,$729.9m,$32.1m,+29.84%,0.14%,0.04,-0.0624%,-0.0590%,$1.9m,2022-09-14 06:16:43.669243
17,Terra-LUNA,$3.95,-9.76%,$710.3m,$16.2m,-16.84%,0.07%,0.02,+0.0104%,-0.0012%,$3.4m,2022-09-14 06:16:43.669243
18,NEAR Protocol-NEAR,$4.50,-9.86%,$608.5m,$102.2m,-20.74%,0.44%,0.17,-0.0074%,-0.0118%,$1.4m,2022-09-14 06:16:43.669243
19,Chiliz-CHZ,$0.1961,-3.18%,$606.0m,$72.0m,-3.36%,0.31%,0.12,+0.0067%,+0.0046%,$1.1m,2022-09-14 06:16:43.669243
