,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,436.97",-4.23%,$30.9b,$6.5b,-1.35%,29.05%,0.21,+0.0007%,+0.0041%,$61.9m,2022-09-16 21:16:20.742529
1,Bitcoin-BTC,"$19,733.45",-0.58%,$24.0b,$9.5b,+0.54%,42.17%,0.39,+0.0022%,+0.0057%,$24.6m,2022-09-16 21:16:20.742529
2,Ethereum Classic-ETC,$34.26,-8.15%,$3.6b,$432.0m,-5.50%,1.93%,0.12,-0.1235%,-0.1268%,$10.1m,2022-09-16 21:16:20.742529
3,Cosmos-ATOM,$16.20,+5.78%,$1.6b,$197.5m,+24.53%,0.88%,0.12,-0.0070%,-0.0077%,$2.8m,2022-09-16 21:16:20.742529
4,Solana-SOL,$32.25,-3.82%,$1.1b,$386.0m,-1.09%,1.72%,0.34,+0.0107%,+0.0070%,$1.6m,2022-09-16 21:16:20.742529
5,1000LUNC-1000LUNC,$0.3187,+26.47%,$845.6m,$42.4m,+66.19%,0.19%,0.05,-0.0959%,-0.1090%,$1.8m,2022-09-16 21:16:20.742529
6,LUNA2-LUNA2,$3.19,+18.40%,$828.9m,$43.8m,+16.75%,0.20%,0.05,-0.1364%,-0.1730%,$1.5m,2022-09-16 21:16:20.742529
7,Ravencoin-RVN,$0.0517,-9.49%,$783.3m,$56.6m,-9.42%,0.25%,0.07,-0.0023%,-0.0072%,$1.8m,2022-09-16 21:16:20.742529
8,Chiliz-CHZ,$0.2097,+7.20%,$733.6m,$91.0m,+22.94%,0.41%,0.12,+0.0037%,+0.0110%,$841.7k,2022-09-16 21:16:20.742529
9,Ripple-XRP,$0.3450,+4.82%,$713.7m,$309.1m,+0.56%,1.38%,0.43,-0.0070%,-0.0003%,$1.7m,2022-09-16 21:16:20.742529
10,EOS-EOS,$1.42,-0.26%,$695.8m,$161.5m,+5.40%,0.72%,0.23,-0.0067%,-0.0184%,$1.7m,2022-09-16 21:16:20.742529
11,Chainlink-LINK,$7.60,+2.95%,$588.4m,$114.3m,+10.72%,0.51%,0.19,+0.0081%,+0.0093%,$955.4k,2022-09-16 21:16:20.742529
12,Cardano-ADA,$0.4661,-0.57%,$526.5m,$246.5m,-2.47%,1.10%,0.47,+0.0146%,+0.0213%,$867.1k,2022-09-16 21:16:20.742529
13,Binance Coin-BNB,$273.77,+0.72%,$506.0m,$257.1m,+2.90%,1.15%,0.51,+0.0037%,+0.0148%,$247.9k,2022-09-16 21:16:20.742529
14,Polygon-MATIC,$0.8068,-3.80%,$499.2m,$161.7m,-1.78%,0.72%,0.32,-0.0018%,-0.0019%,$832.2k,2022-09-16 21:16:20.742529
15,Litecoin-LTC,$55.82,-1.95%,$427.5m,$171.3m,-9.01%,0.76%,0.40,+0.0027%,+0.0077%,$1.0m,2022-09-16 21:16:20.742529
16,Avalanche-AVAX,$18.01,-2.55%,$427.0m,$134.2m,+3.99%,0.60%,0.31,-0.0270%,-0.0198%,$671.3k,2022-09-16 21:16:20.742529
17,Terra-LUNA,$3.20,+18.10%,$369.6m,$17.7m,+22.83%,0.08%,0.05,-0.0705%,-0.0300%,$1.7m,2022-09-16 21:16:20.742529
18,Optimism-OP,$1.10,-3.69%,$354.3m,$56.1m,+2.59%,0.25%,0.16,+0.0031%,+0.0076%,$809.5k,2022-09-16 21:16:20.742529
19,Polkadot-DOT,$6.86,-1.64%,$354.2m,$247.4m,+0.59%,1.10%,0.70,-0.0104%,+0.0057%,$768.0k,2022-09-16 21:16:20.742529
20,ApeCoin-APE,$4.67,-6.63%,$333.7m,$77.1m,+1.89%,0.34%,0.23,+0.0024%,-0.0044%,$779.2k,2022-09-16 21:16:20.742529
21,Terra Classic-LUNC,$0.0003,+26.59%,$291.8m,$47.0m,+32.97%,0.21%,0.16,-0.0139%,-0.0364%,$1.5m,2022-09-16 21:16:20.742529
22,NEAR Protocol-NEAR,$4.21,-0.75%,$274.3m,$103.8m,+1.42%,0.46%,0.38,-0.0099%,-0.0112%,$456.9k,2022-09-16 21:16:20.742529
23,STEPN-GMT,$0.6502,-3.41%,$258.0m,$94.1m,-0.94%,0.42%,0.36,-0.0018%,-0.0012%,$683.9k,2022-09-16 21:16:20.742529
24,Filecoin-FIL,$5.78,-0.22%,$239.1m,$105.1m,+2.47%,0.47%,0.44,-0.0113%,-0.0024%,$242.8k,2022-09-16 21:16:20.742529
25,Dogecoin-DOGE,$0.0599,+0.62%,$238.5m,$117.7m,-1.75%,0.52%,0.49,+0.0080%,-0.0057%,$441.6k,2022-09-16 21:16:20.742529
26,1000SHIB-1000SHIB,$0.0115,-2.50%,$211.8m,$40.5m,+0.09%,0.18%,0.19,+0.0052%,-0.0077%,$438.4k,2022-09-16 21:16:20.742529
27,Bitcoin Cash-BCH,$120.23,+0.35%,$206.6m,$159.9m,+0.85%,0.71%,0.77,+0.0057%,+0.0018%,$183.7k,2022-09-16 21:16:20.742529
28,Curve DAO Token-CRV,$1.05,-1.48%,$194.9m,$55.1m,-1.09%,0.25%,0.28,-0.0035%,+0.0225%,$271.5k,2022-09-16 21:16:20.742529
29,Reef-REEF,$0.0050,+5.08%,$161.8m,$18.4m,-1.22%,0.08%,0.11,-0.1231%,-0.1188%,$188.2k,2022-09-16 21:16:20.742529
30,The Sandbox-SAND,$0.8753,+0.88%,$160.2m,$67.1m,+4.34%,0.30%,0.42,+0.0127%,+0.0003%,$324.2k,2022-09-16 21:16:20.742529
31,Kyber Network Crystal-KNC,$1.89,-6.19%,$157.2m,$27.0m,-19.79%,0.12%,0.17,-0.0021%,-0.0336%,$263.1k,2022-09-16 21:16:20.742529
32,Ethereum Name Service-ENS,$14.66,+1.10%,$150.1m,$25.4m,+9.78%,0.11%,0.17,+0.0074%,-0.0036%,$76.0k,2022-09-16 21:16:20.742529
33,Axie Infinity-AXS,$12.63,-2.15%,$143.8m,$80.9m,+4.18%,0.36%,0.56,-0.0213%,-0.0424%,$333.2k,2022-09-16 21:16:20.742529
34,Tellor-TRB,$16.38,+1.49%,$130.9m,$27.0m,-5.21%,0.12%,0.21,-0.0024%,+0.0320%,$224.7k,2022-09-16 21:16:20.742529
35,Coti-COTI,$0.0997,+8.70%,$127.1m,$9.9m,+142.06%,0.04%,0.08,-0.4601%,-0.1257%,$385.3k,2022-09-16 21:16:20.742529
36,Helium-HNT,$4.17,+0.62%,$121.7m,$21.3m,-3.21%,0.09%,0.18,-0.0040%,+0.0068%,$174.2k,2022-09-16 21:16:20.742529
37,Aave-AAVE,$79.57,+0.22%,$108.1m,$45.5m,+6.57%,0.20%,0.42,-0.0027%,-0.0141%,$75.7k,2022-09-16 21:16:20.742529
38,Tron-TRX,$0.0611,-0.49%,$105.0m,$128.8m,-5.85%,0.57%,1.23,-0.0061%,-0.0097%,$11.7k,2022-09-16 21:16:20.742529
39,Compound-COMP,$55.43,-2.77%,$103.6m,$27.9m,-5.95%,0.12%,0.27,-0.0072%,+0.0057%,$242.5k,2022-09-16 21:16:20.742529
40,Fantom-FTM,$0.2464,+1.54%,$103.4m,$44.4m,+3.58%,0.20%,0.43,+0.0061%,+0.0073%,$63.1k,2022-09-16 21:16:20.742529
41,Decentraland-MANA,$0.7412,+2.09%,$96.9m,$39.0m,+1.48%,0.17%,0.40,+0.0053%,+0.0085%,$153.6k,2022-09-16 21:16:20.742529
42,Waves-WAVES,$4.32,+1.00%,$91.4m,$48.2m,+3.77%,0.21%,0.53,+0.0019%,+0.0082%,$122.2k,2022-09-16 21:16:20.742529
43,Uniswap-UNI,$5.81,-2.33%,$87.6m,$45.1m,+1.29%,0.20%,0.51,-0.0047%,+0.0069%,$116.4k,2022-09-16 21:16:20.742529
44,Unifi Protocol DAO-UNFI,$7.05,+0.95%,$81.5m,$16.7m,-0.27%,0.07%,0.20,+0.0100%,+0.0100%,$42.8k,2022-09-16 21:16:20.742529
45,FOOTBALL-FOOTBALL,$984.74,+1.77%,$80.0m,$8.2m,+27.90%,0.04%,0.10,+0.0419%,+0.1141%,$121.4k,2022-09-16 21:16:20.742529
46,Celsius-CEL,$1.55,-14.03%,$79.7m,$17.1m,-20.00%,0.08%,0.21,-0.2166%,+0.1615%,$630.5k,2022-09-16 21:16:20.742529
47,BinaryX-BNX,$151.93,-5.71%,$73.5m,$35.1m,-12.66%,0.16%,0.48,+0.0084%,+0.0093%,$172.3k,2022-09-16 21:16:20.742529
48,Gala-GALA,$0.0478,+0.59%,$72.9m,$33.6m,+2.09%,0.15%,0.46,+0.0095%,+0.0074%,$113.5k,2022-09-16 21:16:20.742529
49,Stargate Finance-STG,$0.5637,-0.27%,$71.0m,$13.0m,+7.26%,0.06%,0.18,+0.0037%,+0.0062%,$207.8k,2022-09-16 21:16:20.742529
50,dYdX-DYDX,$1.35,+0.81%,$70.8m,$33.0m,+0.79%,0.15%,0.47,+0.0031%,+0.0029%,$113.9k,2022-09-16 21:16:20.742529
51,yearn.finance-YFI,"$8,647.25",-0.10%,$65.2m,$29.3m,+0.50%,0.13%,0.45,-0.0286%,-0.0155%,$130.6k,2022-09-16 21:16:20.742529
52,ConstitutionDAO-PEOPLE,$0.0206,+2.23%,$60.8m,$25.9m,+8.11%,0.12%,0.43,-0.0018%,+0.0087%,$39.1k,2022-09-16 21:16:20.742529
53,1inch-1INCH,$0.6203,+3.23%,$59.7m,$24.0m,+12.35%,0.11%,0.40,-0.0158%,+0.0137%,$70.0k,2022-09-16 21:16:20.742529
54,THORChain-RUNE,$1.71,-0.90%,$58.4m,$21.7m,+3.17%,0.10%,0.37,+0.0072%,+0.0054%,$36.3k,2022-09-16 21:16:20.742529
55,Coin98-C98,$0.4406,+11.44%,$58.0m,$16.9m,+47.46%,0.08%,0.29,-0.0357%,-0.0343%,$113.8k,2022-09-16 21:16:20.742529
56,SHIBA INU-SHIB,$0.0000,-2.66%,$56.4m,$20.7m,+0.38%,0.09%,0.37,+0.0055%,+0.0031%,$177.2k,2022-09-16 21:16:20.742529
57,Monero-XMR,$148.30,+2.28%,$54.3m,$40.4m,+1.33%,0.18%,0.74,-0.0104%,+0.0134%,$48.1k,2022-09-16 21:16:20.742529
58,THETA-THETA,$1.08,-1.26%,$54.1m,$21.7m,+1.35%,0.10%,0.40,+0.0041%,+0.0092%,$20.2k,2022-09-16 21:16:20.742529
59,iExec RLC-RLC,$1.24,+1.32%,$52.4m,$5.7m,-1.73%,0.03%,0.11,-0.0289%,+0.0100%,$109.0k,2022-09-16 21:16:20.742529
60,SushiSwap-SUSHI,$1.14,+0.60%,$49.0m,$26.1m,+0.19%,0.12%,0.53,-0.0062%,+0.0122%,$70.5k,2022-09-16 21:16:20.742529
61,Algorand-ALGO,$0.2957,-0.28%,$47.9m,$29.0m,+0.95%,0.13%,0.61,+0.0105%,+0.0013%,$29.3k,2022-09-16 21:16:20.742529
62,ZCash-ZEC,$56.51,-4.42%,$47.8m,$21.5m,+6.20%,0.10%,0.45,+0.0349%,-0.0159%,$98.4k,2022-09-16 21:16:20.742529
63,Synthetix Network Token-SNX,$2.58,-1.67%,$46.1m,$28.0m,-0.64%,0.12%,0.61,-0.0094%,-0.0057%,$53.1k,2022-09-16 21:16:20.742529
64,Tether-USDT,$1.00,-0.02%,$44.2m,$302.5m,+4.29%,1.35%,6.85,-0.0001%,-0.0001%,$0.0,2022-09-16 21:16:20.742529
65,Lido DAO Token-LDO,$1.79,+2.05%,$44.0m,$18.8m,+8.86%,0.08%,0.43,-0.0054%,-0.0044%,$75.4k,2022-09-16 21:16:20.742529
66,Metal-MTL,$1.17,+3.45%,$42.7m,$7.0m,+28.65%,0.03%,0.16,-0.0280%,-0.0021%,$65.3k,2022-09-16 21:16:20.742529
67,Project Galaxy-GAL,$2.66,+3.78%,$42.3m,$13.7m,+8.90%,0.06%,0.32,+0.0090%,+0.0118%,$51.2k,2022-09-16 21:16:20.742529
68,Tezos-XTZ,$1.54,-0.58%,$41.1m,$26.8m,-2.23%,0.12%,0.65,-0.0167%,+0.0060%,$40.8k,2022-09-16 21:16:20.742529
69,The Graph-GRT,$0.1060,-3.35%,$40.5m,$22.5m,-1.71%,0.10%,0.56,+0.0015%,-0.0076%,$127.6k,2022-09-16 21:16:20.742529
70,Flow (Dapper labs)-FLOW,$1.77,-0.83%,$36.3m,$22.9m,+9.16%,0.10%,0.63,-0.0068%,-0.0275%,$142.1k,2022-09-16 21:16:20.742529
