,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,296.89",+9.66%,$49.4b,$10.5b,+8.49%,41.69%,0.21,+0.0049%,+0.0086%,$139.4m,2022-09-10 03:17:02.325241
1,Ethereum-ETH,"$1,734.97",+5.71%,$33.9b,$7.6b,+3.81%,30.27%,0.22,-0.0098%,-0.0079%,$78.5m,2022-09-10 03:17:02.325241
2,Ethereum Classic-ETC,$39.51,+6.82%,$3.3b,$518.2m,+3.70%,2.06%,0.16,+0.0039%,+0.0115%,$11.2m,2022-09-10 03:17:02.325241
3,Cosmos-ATOM,$15.93,+14.93%,$1.9b,$177.0m,-2.96%,0.70%,0.09,+0.0017%,+0.0080%,$6.0m,2022-09-10 03:17:02.325241
4,Terra-LUNA,$5.24,+169.15%,$1.8b,$20.0m,+162.63%,0.08%,0.01,-0.0206%,-0.0196%,$20.7m,2022-09-10 03:17:02.325241
5,Solana-SOL,$34.90,+1.96%,$1.7b,$415.8m,+0.37%,1.65%,0.25,+0.0093%,+0.0106%,$2.5m,2022-09-10 03:17:02.325241
6,Ravencoin-RVN,$0.0552,+46.54%,$1.2b,$44.3m,+127.37%,0.18%,0.04,+0.0164%,+0.0155%,$3.2m,2022-09-10 03:17:02.325241
7,EOS-EOS,$1.66,+2.68%,$1.1b,$200.9m,-4.72%,0.80%,0.18,+0.0065%,+0.0079%,$2.5m,2022-09-10 03:17:02.325241
8,Cardano-ADA,$0.5234,+8.27%,$1.1b,$317.4m,+11.12%,1.26%,0.29,+0.0054%,+0.0172%,$1.7m,2022-09-10 03:17:02.325241
9,Ripple-XRP,$0.3569,+4.23%,$899.2m,$340.9m,+2.25%,1.35%,0.38,+0.0059%,+0.0054%,$1.3m,2022-09-10 03:17:02.325241
10,LUNA2-LUNA2,n/a,n/a,$867.5m,$14.4m,+350.48%,0.06%,0.02,-0.0221%,-0.0210%,$4.2m,2022-09-10 03:17:02.325241
11,Optimism-OP,$1.38,+16.20%,$823.8m,$69.6m,+16.26%,0.28%,0.08,+0.0149%,+0.0211%,$2.5m,2022-09-10 03:17:02.325241
12,STEPN-GMT,$0.7818,+18.78%,$749.4m,$119.8m,+14.32%,0.48%,0.16,-0.0051%,-0.0070%,$2.3m,2022-09-10 03:17:02.325241
13,Binance Coin-BNB,$294.01,+4.25%,$726.1m,$280.3m,-1.03%,1.11%,0.39,+0.0086%,+0.0062%,$932.4k,2022-09-10 03:17:02.325241
14,ApeCoin-APE,$5.02,+9.90%,$652.7m,$72.5m,+12.64%,0.29%,0.11,+0.0060%,+0.0047%,$2.0m,2022-09-10 03:17:02.325241
15,Avalanche-AVAX,$20.64,+4.66%,$652.1m,$142.9m,+4.56%,0.57%,0.22,+0.0121%,+0.0097%,$731.5k,2022-09-10 03:17:02.325241
16,1000SHIB-1000SHIB,$0.0130,+5.08%,$605.1m,$47.7m,+10.52%,0.19%,0.08,+0.0100%,+0.0100%,$1.8m,2022-09-10 03:17:02.325241
17,Chiliz-CHZ,$0.2038,+4.19%,$583.0m,$81.8m,-3.27%,0.32%,0.14,+0.0170%,+0.0140%,$566.7k,2022-09-10 03:17:02.325241
18,Bitcoin Cash-BCH,$133.56,+5.58%,$568.3m,$203.5m,-0.61%,0.81%,0.36,-0.0025%,+0.0010%,$1.5m,2022-09-10 03:17:02.325241
19,Filecoin-FIL,$6.36,+7.10%,$553.9m,$113.2m,+7.02%,0.45%,0.20,-0.0103%,+0.0025%,$821.4k,2022-09-10 03:17:02.325241
20,Polkadot-DOT,$7.76,+4.23%,$527.3m,$281.8m,+2.59%,1.12%,0.53,-0.0009%,-0.0075%,$906.2k,2022-09-10 03:17:02.325241
21,Polygon-MATIC,$0.8883,+4.92%,$522.6m,$195.1m,+4.15%,0.77%,0.37,+0.0058%,+0.0071%,$828.8k,2022-09-10 03:17:02.325241
