,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,244.52",+2.68%,$33.5b,$11.0b,+3.16%,42.76%,0.33,+0.0042%,+0.0077%,$70.7m,2022-09-12 09:16:25.509794
1,Ethereum-ETH,"$1,755.96",-0.43%,$24.7b,$7.6b,-1.10%,29.67%,0.31,-0.0236%,-0.0276%,$43.4m,2022-09-12 09:16:25.509794
2,Ethereum Classic-ETC,$39.56,+1.95%,$2.0b,$510.2m,+5.46%,1.98%,0.25,-0.0084%,+0.0113%,$5.9m,2022-09-12 09:16:25.509794
3,Solana-SOL,$36.11,+4.19%,$1.3b,$422.4m,+6.36%,1.64%,0.33,+0.0066%,+0.0168%,$2.1m,2022-09-12 09:16:25.509794
4,ApeCoin-APE,$5.53,+6.41%,$1.1b,$91.4m,+13.85%,0.35%,0.08,+0.0057%,+0.0067%,$2.0m,2022-09-12 09:16:25.509794
5,LUNA2-LUNA2,$4.95,-19.79%,$1.0b,$35.2m,-8.54%,0.14%,0.03,+0.0053%,+0.0070%,$1.6m,2022-09-12 09:16:25.509794
6,EOS-EOS,$1.76,+0.04%,$756.7m,$207.8m,-4.20%,0.81%,0.27,+0.0084%,+0.0079%,$1.5m,2022-09-12 09:16:25.509794
7,Filecoin-FIL,$6.52,+3.26%,$745.1m,$123.0m,+8.26%,0.48%,0.17,-0.0071%,-0.0345%,$1.7m,2022-09-12 09:16:25.509794
8,Cardano-ADA,$0.5129,-0.84%,$734.5m,$300.9m,-4.12%,1.17%,0.41,+0.0002%,+0.0115%,$901.4k,2022-09-12 09:16:25.509794
9,Terra-LUNA,$4.94,-20.02%,$721.5m,$20.3m,-21.40%,0.08%,0.03,-0.0227%,-0.0102%,$4.1m,2022-09-12 09:16:25.509794
10,NEAR Protocol-NEAR,$5.15,+8.96%,$670.5m,$138.8m,+21.21%,0.54%,0.21,+0.0015%,+0.0057%,$1.4m,2022-09-12 09:16:25.509794
11,Cosmos-ATOM,$15.94,+0.51%,$543.8m,$161.0m,-4.72%,0.62%,0.30,+0.0014%,+0.0046%,$675.6k,2022-09-12 09:16:25.509794
12,Avalanche-AVAX,$21.03,+3.32%,$506.8m,$141.0m,+5.09%,0.55%,0.28,+0.0051%,+0.0171%,$732.5k,2022-09-12 09:16:25.509794
13,Optimism-OP,$1.38,+0.56%,$500.1m,$67.1m,+2.39%,0.26%,0.13,+0.0100%,+0.0083%,$756.1k,2022-09-12 09:16:25.509794
14,Ripple-XRP,$0.3567,+0.31%,$497.2m,$343.3m,+0.77%,1.33%,0.69,-0.0021%,-0.0082%,$441.3k,2022-09-12 09:16:25.509794
15,Binance Coin-BNB,$296.89,+0.45%,$478.5m,$282.1m,+0.30%,1.09%,0.59,+0.0014%,+0.0027%,$225.7k,2022-09-12 09:16:25.509794
16,Chainlink-LINK,$8.08,+0.82%,$467.0m,$129.8m,+1.58%,0.50%,0.28,+0.0072%,+0.0054%,$461.1k,2022-09-12 09:16:25.509794
17,Litecoin-LTC,$62.51,-0.89%,$432.0m,$208.2m,-4.58%,0.81%,0.48,+0.0104%,+0.0104%,$649.2k,2022-09-12 09:16:25.509794
18,Chiliz-CHZ,$0.2073,-3.76%,$422.7m,$81.2m,-10.50%,0.32%,0.19,+0.0084%,+0.0005%,$715.5k,2022-09-12 09:16:25.509794
19,STEPN-GMT,$0.7495,+0.96%,$401.1m,$109.0m,+0.23%,0.42%,0.27,-0.0053%,-0.0022%,$1.1m,2022-09-12 09:16:25.509794
20,Polkadot-DOT,$7.86,+1.81%,$390.1m,$277.8m,+1.22%,1.08%,0.71,+0.0045%,+0.0040%,$419.0k,2022-09-12 09:16:25.509794
21,Polygon-MATIC,$0.9015,+0.69%,$378.4m,$193.6m,-2.96%,0.75%,0.51,+0.0006%,+0.0055%,$583.3k,2022-09-12 09:16:25.509794
22,1000LUNC-1000LUNC,$0.3767,-14.74%,$353.9m,$21.7m,+40.27%,0.08%,0.06,-0.0214%,-0.0141%,$765.6k,2022-09-12 09:16:25.509794
23,Ravencoin-RVN,$0.0538,+3.45%,$345.1m,$36.8m,+6.32%,0.14%,0.11,+0.0110%,+0.0067%,$557.3k,2022-09-12 09:16:25.509794
24,Dogecoin-DOGE,$0.0642,+0.53%,$336.3m,$125.2m,+1.72%,0.49%,0.37,+0.0116%,+0.0080%,$378.7k,2022-09-12 09:16:25.509794
25,1000SHIB-1000SHIB,$0.0131,+1.44%,$270.5m,$48.7m,+7.45%,0.19%,0.18,+0.0100%,+0.0100%,$693.4k,2022-09-12 09:16:25.509794
26,Curve DAO Token-CRV,$1.20,-3.55%,$253.2m,$64.6m,-9.07%,0.25%,0.26,+0.0143%,-0.0020%,$281.6k,2022-09-12 09:16:25.509794
27,Helium-HNT,$5.43,+3.76%,$250.7m,$23.9m,-14.88%,0.09%,0.10,-0.0144%,-0.0145%,$413.9k,2022-09-12 09:16:25.509794
28,Bitcoin Cash-BCH,$131.63,+1.17%,$247.5m,$187.9m,-0.60%,0.73%,0.76,+0.0054%,+0.0113%,$255.3k,2022-09-12 09:16:25.509794
29,The Sandbox-SAND,$0.9844,+0.43%,$218.4m,$77.4m,-0.19%,0.30%,0.35,+0.0137%,+0.0088%,$180.8k,2022-09-12 09:16:25.509794
30,Terra Classic-LUNC,$0.0004,-14.88%,$199.2m,$41.5m,-6.45%,0.16%,0.21,+0.0068%,-0.0239%,$1.1m,2022-09-12 09:16:25.509794
31,Fantom-FTM,$0.2783,+2.08%,$180.2m,$50.5m,+2.89%,0.20%,0.28,+0.0088%,+0.0096%,$194.4k,2022-09-12 09:16:25.509794
32,Unifi Protocol DAO-UNFI,$7.92,+1.13%,$174.4m,$17.7m,+0.11%,0.07%,0.10,+0.0100%,+0.0100%,$199.1k,2022-09-12 09:16:25.509794
33,Injective Protocol-INJ,$1.81,+5.35%,$173.4m,$5.9m,+88.65%,0.02%,0.03,-0.0174%,-0.0123%,$347.0k,2022-09-12 09:16:25.509794
34,Axie Infinity-AXS,$15.49,+0.66%,$149.5m,$81.0m,-0.21%,0.31%,0.54,+0.0045%,+0.0048%,$169.8k,2022-09-12 09:16:25.509794
35,Uniswap-UNI,$6.86,+4.69%,$146.7m,$56.7m,+17.38%,0.22%,0.39,+0.0010%,+0.0039%,$95.0k,2022-09-12 09:16:25.509794
36,Waves-WAVES,$4.91,-1.27%,$126.9m,$54.6m,-5.28%,0.21%,0.43,+0.0072%,+0.0081%,$214.3k,2022-09-12 09:16:25.509794
37,Aave-AAVE,$93.13,+1.86%,$121.5m,$47.0m,+4.12%,0.18%,0.39,+0.0084%,+0.0121%,$21.0k,2022-09-12 09:16:25.509794
38,Tellor-TRB,$17.10,-1.36%,$119.1m,$33.9m,-3.30%,0.13%,0.28,-0.1609%,-0.1601%,$154.0k,2022-09-12 09:16:25.509794
39,Ethereum Name Service-ENS,$15.53,+1.31%,$117.9m,$29.5m,-4.87%,0.11%,0.25,+0.0026%,+0.0128%,$60.2k,2022-09-12 09:16:25.509794
40,ConstitutionDAO-PEOPLE,$0.0236,+0.21%,$117.6m,$28.4m,+2.89%,0.11%,0.24,+0.0041%,-0.0123%,$242.7k,2022-09-12 09:16:25.509794
41,dYdX-DYDX,$1.63,+0.83%,$115.0m,$36.8m,-1.32%,0.14%,0.32,+0.0090%,+0.0091%,$144.7k,2022-09-12 09:16:25.509794
42,SHIBA INU-SHIB,$0.0000,+0.92%,$108.0m,$24.6m,+10.53%,0.10%,0.23,+0.0077%,+0.0182%,$200.4k,2022-09-12 09:16:25.509794
43,Gala-GALA,$0.0526,+1.28%,$106.5m,$36.0m,+4.27%,0.14%,0.34,+0.0070%,+0.0089%,$100.9k,2022-09-12 09:16:25.509794
44,Project Galaxy-GAL,$3.09,-6.01%,$104.0m,$17.8m,-26.47%,0.07%,0.17,-0.0052%,-0.0047%,$350.7k,2022-09-12 09:16:25.509794
45,Celsius-CEL,$1.50,+7.81%,$101.3m,$22.1m,-2.99%,0.09%,0.22,-0.0364%,-0.0417%,$1.4m,2022-09-12 09:16:25.509794
46,Tron-TRX,$0.0644,+0.25%,$98.7m,$143.2m,-0.65%,0.56%,1.45,-0.0047%,-0.0014%,$12.3k,2022-09-12 09:16:25.509794
47,Stargate Finance-STG,$0.7203,-8.03%,$96.8m,$19.5m,-7.74%,0.08%,0.20,+0.0062%,+0.0059%,$157.3k,2022-09-12 09:16:25.509794
48,Decentraland-MANA,$0.8148,+0.70%,$92.6m,$41.5m,+2.29%,0.16%,0.45,+0.0072%,+0.0124%,$62.4k,2022-09-12 09:16:25.509794
49,Kyber Network Crystal-KNC,$1.97,-1.45%,$89.7m,$24.7m,-12.23%,0.10%,0.27,+0.0094%,+0.0124%,$118.1k,2022-09-12 09:16:25.509794
50,THETA-THETA,$1.20,+1.10%,$77.5m,$23.5m,+0.52%,0.09%,0.30,-0.0135%,-0.0082%,$60.1k,2022-09-12 09:16:25.509794
51,1000XEC-1000XEC,$0.0466,+5.17%,$75.5m,$6.7m,+59.32%,0.03%,0.09,+0.0098%,+0.0100%,$101.7k,2022-09-12 09:16:25.509794
52,SushiSwap-SUSHI,$1.34,+1.07%,$74.9m,$31.7m,-2.60%,0.12%,0.42,+0.0206%,-0.0021%,$59.2k,2022-09-12 09:16:25.509794
53,THORChain-RUNE,$2.07,+2.77%,$74.8m,$25.2m,+3.34%,0.10%,0.34,+0.0086%,+0.0088%,$127.1k,2022-09-12 09:16:25.509794
54,Algorand-ALGO,$0.3270,-0.04%,$72.6m,$32.6m,+0.46%,0.13%,0.45,+0.0027%,+0.0051%,$17.9k,2022-09-12 09:16:25.509794
55,Tezos-XTZ,$1.69,-0.25%,$69.1m,$33.3m,-3.42%,0.13%,0.48,-0.0032%,+0.0013%,$128.6k,2022-09-12 09:16:25.509794
56,Compound-COMP,$55.50,-0.66%,$64.7m,$28.6m,-4.19%,0.11%,0.44,-0.0141%,+0.0050%,$108.3k,2022-09-12 09:16:25.509794
57,yearn.finance-YFI,"$10,308.51",-0.12%,$58.2m,$36.0m,-3.70%,0.14%,0.62,-0.0059%,-0.0130%,$67.0k,2022-09-12 09:16:25.509794
58,Synthetix Network Token-SNX,$2.99,-0.52%,$57.2m,$32.1m,-4.21%,0.12%,0.56,-0.0002%,+0.0007%,$98.5k,2022-09-12 09:16:25.509794
59,Monero-XMR,$161.08,+2.50%,$55.4m,$44.9m,+5.31%,0.17%,0.81,-0.0009%,-0.0220%,$82.4k,2022-09-12 09:16:25.509794
60,1inch-1INCH,$0.6727,-0.17%,$54.3m,$21.9m,+1.04%,0.08%,0.40,+0.0012%,-0.0095%,$44.4k,2022-09-12 09:16:25.509794
61,Enjin Coin-ENJ,$0.5565,+2.09%,$51.4m,$16.9m,+5.34%,0.07%,0.33,+0.0098%,+0.0119%,$92.2k,2022-09-12 09:16:25.509794
62,Balancer-BAL,$7.37,-5.73%,$50.8m,$14.4m,-7.33%,0.06%,0.28,-0.0046%,+0.0010%,$141.4k,2022-09-12 09:16:25.509794
63,ZCash-ZEC,$65.10,+1.11%,$49.1m,$22.4m,+1.87%,0.09%,0.46,+0.0125%,+0.0196%,$129.3k,2022-09-12 09:16:25.509794
64,Jasmy-JASMY,$0.0094,+1.30%,$48.8m,$15.1m,+1.38%,0.06%,0.31,+0.0072%,+0.0075%,$51.5k,2022-09-12 09:16:25.509794
65,Lido DAO Token-LDO,$2.05,-1.19%,$46.1m,$20.0m,-2.48%,0.08%,0.43,+0.0042%,+0.0033%,$21.4k,2022-09-12 09:16:25.509794
66,The Graph-GRT,$0.1198,+1.93%,$44.3m,$24.7m,-4.12%,0.10%,0.56,+0.0135%,+0.0051%,$47.7k,2022-09-12 09:16:25.509794
67,Flow (Dapper labs)-FLOW,$2.14,+2.51%,$43.4m,$25.8m,+5.56%,0.10%,0.59,+0.0064%,+0.0059%,$12.8k,2022-09-12 09:16:25.509794
68,Oasis Network-ROSE,$0.0664,+0.72%,$41.7m,$13.9m,+1.76%,0.05%,0.33,+0.0081%,+0.0084%,$80.5k,2022-09-12 09:16:25.509794
69,Zilliqa-ZIL,$0.0380,+2.46%,$40.5m,$24.0m,+0.59%,0.09%,0.59,+0.0094%,+0.0071%,$24.9k,2022-09-12 09:16:25.509794
70,Stellar Lumens-XLM,$0.1161,+1.20%,$39.9m,$42.8m,+0.47%,0.17%,1.07,+0.0068%,+0.0067%,$49.6k,2022-09-12 09:16:25.509794
