,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,304.52",-9.11%,$58.2b,$9.6b,-13.16%,41.38%,0.16,-0.0049%,+0.0026%,$119.9m,2022-09-14 07:16:36.497176
1,Ethereum-ETH,"$1,611.41",-5.45%,$44.4b,$7.1b,-3.56%,30.79%,0.16,-0.1312%,-0.1772%,$110.1m,2022-09-14 07:16:36.497176
2,Ethereum Classic-ETC,$37.03,-2.60%,$2.7b,$438.1m,-3.31%,1.89%,0.16,-0.0083%,+0.0045%,$10.1m,2022-09-14 07:16:36.497176
3,Solana-SOL,$33.53,-12.47%,$2.5b,$405.9m,-18.51%,1.75%,0.16,-0.0162%,-0.0095%,$6.5m,2022-09-14 07:16:36.497176
4,LUNA2-LUNA2,$3.30,-22.54%,$1.4b,$42.5m,+20.55%,0.18%,0.03,-0.0167%,-0.0403%,$2.6m,2022-09-14 07:16:36.497176
5,Litecoin-LTC,$59.33,-3.90%,$1.3b,$219.5m,+3.65%,0.95%,0.18,+0.0062%,+0.0082%,$3.7m,2022-09-14 07:16:36.497176
6,Reef-REEF,$0.0053,+9.80%,$1.1b,$26.1m,+9.79%,0.11%,0.02,+0.0505%,-0.2413%,$2.5m,2022-09-14 07:16:36.497176
7,Ravencoin-RVN,$0.0643,+3.30%,$970.2m,$56.6m,-1.09%,0.24%,0.06,-0.0030%,-0.0091%,$2.6m,2022-09-14 07:16:36.497176
8,Cardano-ADA,$0.4733,-5.71%,$965.8m,$264.3m,-10.40%,1.14%,0.27,-0.0107%,-0.0024%,$2.2m,2022-09-14 07:16:36.497176
9,Binance Coin-BNB,$279.22,-4.72%,$890.5m,$245.5m,-10.29%,1.06%,0.28,-0.0155%,-0.0206%,$722.9k,2022-09-14 07:16:36.497176
10,EOS-EOS,$1.48,-10.86%,$885.7m,$160.4m,-14.46%,0.69%,0.18,-0.0199%,-0.0304%,$2.5m,2022-09-14 07:16:36.497176
11,Cosmos-ATOM,$14.32,-10.23%,$837.7m,$125.7m,-19.55%,0.54%,0.15,-0.0152%,-0.0070%,$2.2m,2022-09-14 07:16:36.497176
