,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,217.60",-9.32%,$58.2b,$9.6b,-13.19%,41.74%,0.16,+0.0025%,+0.0040%,$122.6m,2022-09-14 08:16:23.704811
1,Ethereum-ETH,"$1,593.65",-7.12%,$45.1b,$7.0b,-6.05%,30.51%,0.16,-0.1503%,-0.1551%,$112.4m,2022-09-14 08:16:23.704811
2,Ethereum Classic-ETC,$36.61,-3.96%,$2.8b,$434.3m,-4.51%,1.89%,0.16,+0.0058%,+0.0072%,$11.1m,2022-09-14 08:16:23.704811
3,Solana-SOL,$33.13,-13.71%,$2.5b,$398.6m,-20.41%,1.74%,0.16,-0.0076%,+0.0028%,$6.7m,2022-09-14 08:16:23.704811
4,LUNA2-LUNA2,$2.71,-36.56%,$1.9b,$51.7m,+47.24%,0.22%,0.03,-0.5981%,-0.7572%,$3.9m,2022-09-14 08:16:23.704811
5,Litecoin-LTC,$58.60,-6.65%,$1.2b,$216.5m,-0.70%,0.94%,0.17,+0.0110%,+0.0066%,$3.8m,2022-09-14 08:16:23.704811
6,Reef-REEF,$0.0049,+1.28%,$1.1b,$24.1m,-1.14%,0.11%,0.02,-0.2718%,-0.2537%,$2.7m,2022-09-14 08:16:23.704811
7,Terra-LUNA,$2.77,-35.01%,$1.0b,$24.5m,+30.30%,0.11%,0.02,-0.0266%,-1.1030%,$9.4m,2022-09-14 08:16:23.704811
8,Ravencoin-RVN,$0.0631,+2.20%,$981.7m,$54.1m,-4.65%,0.24%,0.06,-0.0083%,-0.0063%,$2.8m,2022-09-14 08:16:23.704811
9,Cardano-ADA,$0.4701,-6.57%,$973.6m,$261.9m,-11.43%,1.14%,0.27,-0.0029%,-0.0050%,$2.2m,2022-09-14 08:16:23.704811
10,Binance Coin-BNB,$278.21,-5.27%,$904.8m,$244.7m,-10.76%,1.07%,0.27,-0.0162%,-0.0137%,$777.5k,2022-09-14 08:16:23.704811
11,1000LUNC-1000LUNC,$0.2844,-15.81%,$889.4m,$31.5m,+32.48%,0.14%,0.04,-0.1047%,-0.1047%,$2.5m,2022-09-14 08:16:23.704811
12,EOS-EOS,$1.46,-12.25%,$876.3m,$158.7m,-15.73%,0.69%,0.18,-0.0319%,-0.0288%,$2.7m,2022-09-14 08:16:23.704811
13,Cosmos-ATOM,$14.04,-11.88%,$835.6m,$122.2m,-22.47%,0.53%,0.15,-0.0046%,-0.0027%,$2.3m,2022-09-14 08:16:23.704811
