,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,706.58",+1.47%,$23.6b,$10.7b,+1.60%,41.84%,0.45,+0.0057%,+0.0026%,$44.1m,2022-09-10 23:16:35.556102
1,Ethereum-ETH,"$1,779.84",+3.50%,$17.9b,$7.7b,+3.88%,30.29%,0.43,-0.0106%,-0.0093%,$56.1m,2022-09-10 23:16:35.556102
2,Ethereum Classic-ETC,$39.67,+0.75%,$1.8b,$498.2m,-1.09%,1.95%,0.27,-0.0023%,+0.0042%,$4.4m,2022-09-10 23:16:35.556102
3,LUNA2-LUNA2,$6.62,+30.73%,$1.7b,$34.7m,+168.67%,0.14%,0.02,-0.0313%,-0.0160%,$4.0m,2022-09-10 23:16:35.556102
4,EOS-EOS,$1.77,+6.02%,$1.3b,$216.3m,+9.03%,0.85%,0.17,+0.0074%,+0.0071%,$2.5m,2022-09-10 23:16:35.556102
5,Terra-LUNA,$6.57,+23.94%,$1.3b,$24.3m,+30.71%,0.10%,0.02,-0.0853%,-0.0240%,$7.7m,2022-09-10 23:16:35.556102
6,Cardano-ADA,$0.5142,+3.18%,$1.0b,$310.1m,+6.31%,1.21%,0.30,+0.0071%,+0.0018%,$1.4m,2022-09-10 23:16:35.556102
7,Solana-SOL,$35.20,+0.80%,$932.3m,$407.9m,-3.14%,1.60%,0.44,+0.0082%,+0.0057%,$1.1m,2022-09-10 23:16:35.556102
8,Cosmos-ATOM,$16.16,-0.02%,$813.8m,$178.2m,+0.28%,0.70%,0.22,+0.0089%,+0.0070%,$1.2m,2022-09-10 23:16:35.556102
9,Ravencoin-RVN,$0.0580,+2.41%,$601.3m,$43.5m,-5.63%,0.17%,0.07,+0.0083%,+0.0109%,$1.4m,2022-09-10 23:16:35.556102
10,Ripple-XRP,$0.3588,+0.82%,$568.5m,$344.3m,+1.35%,1.35%,0.61,+0.0042%,+0.0002%,$574.5k,2022-09-10 23:16:35.556102
11,Litecoin-LTC,$63.58,+3.88%,$552.9m,$220.5m,+11.18%,0.86%,0.40,+0.0089%,+0.0035%,$783.1k,2022-09-10 23:16:35.556102
12,Helium-HNT,$5.50,+17.19%,$540.1m,$29.9m,+15.05%,0.12%,0.06,+0.0058%,+0.0070%,$1.0m,2022-09-10 23:16:35.556102
13,Optimism-OP,$1.40,-0.45%,$529.3m,$67.6m,-3.85%,0.26%,0.13,+0.0174%,+0.0167%,$731.9k,2022-09-10 23:16:35.556102
14,Avalanche-AVAX,$20.62,+0.95%,$491.2m,$137.4m,-3.83%,0.54%,0.28,+0.0114%,+0.0118%,$540.5k,2022-09-10 23:16:35.556102
15,Binance Coin-BNB,$297.12,+1.35%,$489.7m,$284.5m,+2.48%,1.11%,0.58,+0.0085%,+0.0065%,$352.2k,2022-09-10 23:16:35.556102
16,Polygon-MATIC,$0.9068,+1.34%,$438.7m,$203.7m,+4.39%,0.80%,0.46,+0.0080%,+0.0061%,$630.4k,2022-09-10 23:16:35.556102
17,STEPN-GMT,$0.7534,-5.04%,$416.1m,$110.5m,-9.25%,0.43%,0.27,+0.0044%,-0.0025%,$611.5k,2022-09-10 23:16:35.556102
18,Filecoin-FIL,$6.38,-0.27%,$374.2m,$115.0m,+1.36%,0.45%,0.31,+0.0036%,-0.0037%,$306.5k,2022-09-10 23:16:35.556102
19,Dogecoin-DOGE,$0.0648,+1.05%,$371.5m,$126.6m,+4.09%,0.50%,0.34,+0.0116%,+0.0082%,$410.9k,2022-09-10 23:16:35.556102
20,1000LUNC-1000LUNC,$0.4264,-0.98%,$362.0m,$13.7m,+71.51%,0.05%,0.04,-0.0413%,-0.0690%,$1.2m,2022-09-10 23:16:35.556102
21,Polkadot-DOT,$7.79,-0.20%,$354.4m,$277.6m,-1.76%,1.09%,0.78,-0.0054%,-0.0072%,$183.4k,2022-09-10 23:16:35.556102
22,NEAR Protocol-NEAR,$4.84,-0.37%,$353.5m,$118.2m,-3.14%,0.46%,0.33,+0.0017%,+0.0029%,$669.2k,2022-09-10 23:16:35.556102
23,Chainlink-LINK,$7.96,+2.43%,$352.8m,$125.0m,+2.32%,0.49%,0.35,+0.0063%,+0.0047%,$368.6k,2022-09-10 23:16:35.556102
24,1000SHIB-1000SHIB,$0.0133,+2.12%,$335.6m,$49.1m,+5.20%,0.19%,0.15,+0.0100%,+0.0100%,$527.8k,2022-09-10 23:16:35.556102
25,Waves-WAVES,$4.96,+4.76%,$324.9m,$58.9m,+13.79%,0.23%,0.18,+0.0110%,+0.0058%,$668.8k,2022-09-10 23:16:35.556102
26,The Sandbox-SAND,$0.9860,+0.47%,$314.6m,$78.8m,+1.52%,0.31%,0.25,+0.0037%,+0.0133%,$300.4k,2022-09-10 23:16:35.556102
27,Chiliz-CHZ,$0.2022,-1.97%,$273.6m,$79.2m,-5.17%,0.31%,0.29,+0.0101%,+0.0074%,$145.1k,2022-09-10 23:16:35.556102
28,Curve DAO Token-CRV,$1.25,+3.79%,$259.7m,$70.1m,+8.43%,0.27%,0.27,-0.0026%,+0.0150%,$270.2k,2022-09-10 23:16:35.556102
29,Bitcoin Cash-BCH,$133.25,+0.32%,$252.8m,$197.8m,-1.84%,0.77%,0.78,+0.0025%,-0.0025%,$296.6k,2022-09-10 23:16:35.556102
30,ApeCoin-APE,$5.08,+0.76%,$252.3m,$74.6m,+0.93%,0.29%,0.30,+0.0074%,+0.0075%,$349.6k,2022-09-10 23:16:35.556102
31,Terra Classic-LUNC,$0.0004,-1.01%,$206.3m,$42.2m,+21.11%,0.17%,0.20,-0.1154%,-0.0216%,$658.2k,2022-09-10 23:16:35.556102
