,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,620.80",+0.19%,$20.8b,$10.7b,+0.11%,42.03%,0.51,+0.0020%,+0.0072%,$37.6m,2022-09-11 06:16:36.195715
1,Ethereum-ETH,"$1,766.78",+1.88%,$17.0b,$7.7b,+1.32%,30.39%,0.46,-0.0107%,-0.0085%,$58.1m,2022-09-11 06:16:36.195715
2,LUNA2-LUNA2,$6.15,+5.31%,$1.9b,$36.9m,+64.94%,0.15%,0.02,-0.0251%,-0.0246%,$3.6m,2022-09-11 06:16:36.195715
3,Ethereum Classic-ETC,$39.03,-1.63%,$1.5b,$492.2m,-5.12%,1.94%,0.34,+0.0047%,+0.0036%,$3.8m,2022-09-11 06:16:36.195715
4,EOS-EOS,$1.77,+5.13%,$1.4b,$217.6m,+6.81%,0.86%,0.16,+0.0086%,+0.0065%,$2.8m,2022-09-11 06:16:36.195715
5,Terra-LUNA,$6.17,+4.71%,$1.2b,$26.3m,+13.79%,0.10%,0.02,-0.0235%,-0.0624%,$7.2m,2022-09-11 06:16:36.195715
6,Solana-SOL,$34.74,-0.93%,$819.5m,$401.5m,-4.45%,1.58%,0.49,+0.0055%,+0.0023%,$990.2k,2022-09-11 06:16:36.195715
7,Cardano-ADA,$0.5145,-0.27%,$717.9m,$309.6m,-1.02%,1.22%,0.43,+0.0019%,+0.0045%,$482.9k,2022-09-11 06:16:36.195715
8,Cosmos-ATOM,$15.83,-1.87%,$668.8m,$169.3m,-5.99%,0.67%,0.25,+0.0068%,+0.0039%,$1.1m,2022-09-11 06:16:36.195715
9,Helium-HNT,$5.39,+11.74%,$550.3m,$28.3m,+13.39%,0.11%,0.05,+0.0064%,+0.0061%,$992.5k,2022-09-11 06:16:36.195715
10,Litecoin-LTC,$63.61,+2.60%,$542.0m,$221.2m,+7.04%,0.87%,0.41,+0.0039%,+0.0093%,$866.4k,2022-09-11 06:16:36.195715
