,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,700.64",+1.99%,$24.1b,$10.7b,+0.69%,42.04%,0.44,+0.0060%,+0.0038%,$51.7m,2022-09-10 22:16:31.714611
1,Ethereum-ETH,"$1,761.73",+2.61%,$16.9b,$7.6b,+1.78%,30.04%,0.45,-0.0118%,-0.0109%,$40.0m,2022-09-10 22:16:31.714611
2,Ethereum Classic-ETC,$39.18,+0.09%,$1.8b,$487.0m,-3.67%,1.92%,0.27,-0.0027%,+0.0007%,$4.1m,2022-09-10 22:16:31.714611
3,LUNA2-LUNA2,$6.07,+19.86%,$1.7b,$32.9m,+161.74%,0.13%,0.02,-0.0321%,-0.0188%,$3.9m,2022-09-10 22:16:31.714611
4,EOS-EOS,$1.75,+5.83%,$1.3b,$216.3m,+9.49%,0.85%,0.17,+0.0073%,+0.0069%,$2.5m,2022-09-10 22:16:31.714611
5,Terra-LUNA,$6.05,+20.34%,$1.3b,$23.1m,+27.11%,0.09%,0.02,-0.0853%,-0.0291%,$7.5m,2022-09-10 22:16:31.714611
6,Cardano-ADA,$0.5140,+3.96%,$1.1b,$310.3m,+6.95%,1.22%,0.29,+0.0072%,+0.0017%,$1.4m,2022-09-10 22:16:31.714611
7,Solana-SOL,$35.05,+0.95%,$938.5m,$406.4m,-4.33%,1.60%,0.43,+0.0080%,+0.0043%,$838.5k,2022-09-10 22:16:31.714611
8,Cosmos-ATOM,$16.28,+0.78%,$808.3m,$181.1m,+1.74%,0.71%,0.22,+0.0090%,+0.0071%,$1.2m,2022-09-10 22:16:31.714611
9,Ripple-XRP,$0.3581,+1.98%,$618.3m,$343.7m,+1.87%,1.35%,0.56,+0.0046%,+0.0009%,$750.0k,2022-09-10 22:16:31.714611
10,Ravencoin-RVN,$0.0581,+2.48%,$606.8m,$43.3m,-3.88%,0.17%,0.07,+0.0083%,+0.0102%,$1.4m,2022-09-10 22:16:31.714611
11,Litecoin-LTC,$63.81,+5.10%,$554.7m,$222.0m,+12.33%,0.87%,0.40,+0.0088%,+0.0028%,$782.4k,2022-09-10 22:16:31.714611
12,Optimism-OP,$1.39,-2.13%,$548.3m,$67.3m,-6.32%,0.27%,0.12,+0.0174%,+0.0161%,$765.9k,2022-09-10 22:16:31.714611
13,Helium-HNT,$5.57,+18.71%,$532.4m,$31.5m,+19.97%,0.12%,0.06,+0.0061%,+0.0059%,$962.9k,2022-09-10 22:16:31.714611
14,Avalanche-AVAX,$20.50,+1.03%,$503.5m,$136.7m,-3.71%,0.54%,0.27,+0.0114%,+0.0127%,$552.9k,2022-09-10 22:16:31.714611
