,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,256.81",+0.98%,$27.9b,$10.6b,+0.57%,41.72%,0.38,+0.0076%,+0.0085%,$49.0m,2022-09-10 13:16:33.388140
1,Ethereum-ETH,"$1,723.69",+0.31%,$19.7b,$7.6b,+0.98%,30.18%,0.39,-0.0100%,-0.0118%,$20.9m,2022-09-10 13:16:33.388140
2,Ethereum Classic-ETC,$39.20,-0.29%,$2.0b,$506.9m,-0.51%,2.00%,0.25,+0.0081%,+0.0019%,$3.5m,2022-09-10 13:16:33.388140
3,Terra-LUNA,$6.15,-4.19%,$1.8b,$25.0m,+10.89%,0.10%,0.01,-0.0385%,-0.1334%,$13.7m,2022-09-10 13:16:33.388140
4,LUNA2-LUNA2,$6.13,+21.00%,$1.5b,$34.1m,+172.09%,0.13%,0.02,-0.1182%,-0.1380%,$4.5m,2022-09-10 13:16:33.388140
5,Cosmos-ATOM,$15.88,-1.06%,$1.2b,$174.7m,-3.40%,0.69%,0.15,+0.0083%,+0.0079%,$1.3m,2022-09-10 13:16:33.388140
6,EOS-EOS,$1.84,+9.37%,$1.1b,$241.8m,+16.07%,0.96%,0.22,+0.0091%,+0.0077%,$2.4m,2022-09-10 13:16:33.388140
7,Solana-SOL,$34.66,-1.81%,$1.1b,$409.0m,-4.98%,1.62%,0.37,+0.0125%,+0.0049%,$975.7k,2022-09-10 13:16:33.388140
8,Ravencoin-RVN,$0.0532,+19.32%,$1.0b,$40.8m,+18.39%,0.16%,0.04,+0.0135%,+0.0079%,$2.8m,2022-09-10 13:16:33.388140
9,Cardano-ADA,$0.5151,+3.74%,$1.0b,$312.6m,+7.52%,1.24%,0.31,+0.0151%,+0.0071%,$1.5m,2022-09-10 13:16:33.388140
10,Optimism-OP,$1.43,+14.72%,$814.5m,$73.4m,+19.48%,0.29%,0.09,+0.0213%,+0.0181%,$1.8m,2022-09-10 13:16:33.388140
11,Ripple-XRP,$0.3553,+1.57%,$711.9m,$341.2m,+1.00%,1.35%,0.48,+0.0059%,+0.0094%,$714.8k,2022-09-10 13:16:33.388140
12,STEPN-GMT,$0.7494,+7.43%,$688.9m,$111.7m,+5.17%,0.44%,0.16,+0.0048%,+0.0024%,$1.9m,2022-09-10 13:16:33.388140
13,Avalanche-AVAX,$20.36,+1.02%,$547.0m,$138.4m,+0.42%,0.55%,0.25,+0.0085%,+0.0119%,$503.1k,2022-09-10 13:16:33.388140
