,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,571.23",+4.72%,$38.6b,$10.7b,+4.50%,42.03%,0.28,+0.0059%,+0.0075%,$99.8m,2022-09-10 06:17:22.747036
1,Ethereum-ETH,"$1,733.80",+1.80%,$26.9b,$7.6b,-0.34%,30.03%,0.28,-0.0112%,-0.0103%,$50.2m,2022-09-10 06:17:22.747036
2,Ethereum Classic-ETC,$39.60,+0.78%,$2.7b,$518.2m,-3.14%,2.04%,0.19,+0.0038%,+0.0096%,$7.5m,2022-09-10 06:17:22.747036
3,Terra-LUNA,$5.80,+194.27%,$2.0b,$22.9m,+184.95%,0.09%,0.01,-0.0087%,-0.0234%,$22.5m,2022-09-10 06:17:22.747036
4,Cosmos-ATOM,$16.14,+14.50%,$1.8b,$180.8m,-0.70%,0.71%,0.10,+0.0016%,+0.0077%,$5.6m,2022-09-10 06:17:22.747036
5,Solana-SOL,$35.05,-0.79%,$1.4b,$419.9m,-2.73%,1.65%,0.30,+0.0107%,+0.0152%,$1.3m,2022-09-10 06:17:22.747036
6,LUNA2-LUNA2,n/a,n/a,$1.1b,$22.2m,+587.70%,0.09%,0.02,-0.0359%,-0.0561%,$5.0m,2022-09-10 06:17:22.747036
7,Cardano-ADA,$0.5149,+5.09%,$1.1b,$312.7m,+7.55%,1.23%,0.29,+0.0078%,+0.0162%,$1.8m,2022-09-10 06:17:22.747036
8,Ravencoin-RVN,$0.0538,+20.26%,$1.1b,$43.4m,+28.61%,0.17%,0.04,+0.0164%,+0.0136%,$2.7m,2022-09-10 06:17:22.747036
9,EOS-EOS,$1.68,+1.70%,$947.7m,$203.9m,-3.99%,0.80%,0.22,+0.0065%,+0.0091%,$1.9m,2022-09-10 06:17:22.747036
10,Ripple-XRP,$0.3572,+2.22%,$816.1m,$341.9m,-0.41%,1.35%,0.42,+0.0069%,+0.0006%,$1.0m,2022-09-10 06:17:22.747036
11,Optimism-OP,$1.39,+8.86%,$758.3m,$69.7m,+3.66%,0.27%,0.09,+0.0207%,+0.0215%,$1.7m,2022-09-10 06:17:22.747036
12,STEPN-GMT,$0.7678,+12.89%,$744.0m,$115.0m,+7.11%,0.45%,0.15,-0.0018%,+0.0009%,$2.3m,2022-09-10 06:17:22.747036
13,1000SHIB-1000SHIB,$0.0133,+5.55%,$621.9m,$48.0m,+9.69%,0.19%,0.08,+0.0100%,+0.0067%,$1.9m,2022-09-10 06:17:22.747036
14,Binance Coin-BNB,$296.42,+2.23%,$612.9m,$284.5m,-0.06%,1.12%,0.46,+0.0059%,+0.0082%,$632.8k,2022-09-10 06:17:22.747036
15,Avalanche-AVAX,$20.69,+3.04%,$597.8m,$143.0m,+4.30%,0.56%,0.24,+0.0134%,+0.0060%,$604.1k,2022-09-10 06:17:22.747036
16,ApeCoin-APE,$5.02,+3.55%,$597.3m,$73.1m,+4.47%,0.29%,0.12,+0.0043%,+0.0072%,$1.6m,2022-09-10 06:17:22.747036
17,Chiliz-CHZ,$0.2030,+1.40%,$521.9m,$81.3m,-3.16%,0.32%,0.16,+0.0171%,+0.0103%,$503.9k,2022-09-10 06:17:22.747036
18,Filecoin-FIL,$6.38,+3.63%,$517.9m,$114.0m,+5.78%,0.45%,0.22,-0.0101%,-0.0014%,$691.2k,2022-09-10 06:17:22.747036
19,Dogecoin-DOGE,$0.0644,+2.14%,$490.6m,$123.8m,+2.63%,0.49%,0.25,+0.0086%,+0.0123%,$980.2k,2022-09-10 06:17:22.747036
20,Bitcoin Cash-BCH,$134.19,+3.25%,$490.1m,$204.9m,-1.09%,0.81%,0.42,-0.0024%,+0.0021%,$1.3m,2022-09-10 06:17:22.747036
21,Polkadot-DOT,$7.83,+2.48%,$482.9m,$283.6m,-0.02%,1.12%,0.59,-0.0051%,-0.0096%,$657.2k,2022-09-10 06:17:22.747036
22,Polygon-MATIC,$0.9057,+3.53%,$468.0m,$202.9m,+5.41%,0.80%,0.43,+0.0060%,+0.0082%,$686.1k,2022-09-10 06:17:22.747036
23,NEAR Protocol-NEAR,$4.81,+1.61%,$448.2m,$121.2m,-3.36%,0.48%,0.27,+0.0007%,-0.0030%,$1.2m,2022-09-10 06:17:22.747036
24,Chainlink-LINK,$7.77,-0.82%,$438.7m,$120.6m,-6.30%,0.47%,0.27,+0.0129%,+0.0112%,$1.0m,2022-09-10 06:17:22.747036
25,Litecoin-LTC,$61.99,+2.55%,$420.3m,$205.8m,+3.42%,0.81%,0.49,+0.0079%,+0.0055%,$469.3k,2022-09-10 06:17:22.747036
