,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,291.17",+9.68%,$46.0b,$10.6b,+9.97%,42.16%,0.23,+0.0024%,+0.0025%,$126.3m,2022-09-09 20:17:11.740001
1,Ethereum-ETH,"$1,722.48",+4.05%,$32.8b,$7.6b,+2.90%,30.02%,0.23,-0.0090%,-0.0143%,$72.9m,2022-09-09 20:17:11.740001
2,Ethereum Classic-ETC,$39.01,+5.37%,$3.1b,$503.0m,+1.63%,2.00%,0.16,+0.0106%,+0.0030%,$11.1m,2022-09-09 20:17:11.740001
3,Cosmos-ATOM,$16.10,+15.85%,$1.8b,$179.0m,-0.71%,0.71%,0.10,+0.0141%,+0.0008%,$5.9m,2022-09-09 20:17:11.740001
4,Solana-SOL,$34.79,+3.84%,$1.7b,$426.5m,+4.79%,1.69%,0.26,+0.0109%,+0.0057%,$2.9m,2022-09-09 20:17:11.740001
5,Terra-LUNA,$4.93,+153.96%,$1.6b,$17.5m,+137.44%,0.07%,0.01,-0.0983%,-0.0410%,$19.7m,2022-09-09 20:17:11.740001
6,EOS-EOS,$1.65,+1.38%,$1.2b,$197.9m,-10.16%,0.79%,0.17,+0.0088%,+0.0051%,$2.7m,2022-09-09 20:17:11.740001
7,Cardano-ADA,$0.4951,+3.06%,$896.7m,$289.9m,+3.49%,1.15%,0.32,+0.0096%,+0.0007%,$997.3k,2022-09-09 20:17:11.740001
8,Ravencoin-RVN,$0.0562,+54.52%,$844.5m,$46.8m,+170.02%,0.19%,0.06,+0.0095%,+0.0202%,$2.6m,2022-09-09 20:17:11.740001
9,Ripple-XRP,$0.3516,+2.91%,$808.1m,$338.2m,+3.21%,1.34%,0.42,+0.0100%,+0.0106%,$1.1m,2022-09-09 20:17:11.740001
10,Optimism-OP,$1.42,+21.05%,$723.2m,$71.8m,+23.22%,0.29%,0.10,+0.0145%,+0.0090%,$2.4m,2022-09-09 20:17:11.740001
11,LUNA2-LUNA2,n/a,n/a,$698.7m,$12.7m,+307.46%,0.05%,0.02,-0.2193%,-0.2193%,$3.5m,2022-09-09 20:17:11.740001
12,Binance Coin-BNB,$290.98,+3.34%,$663.0m,$282.3m,-0.05%,1.12%,0.43,+0.0129%,+0.0072%,$847.2k,2022-09-09 20:17:11.740001
13,Chiliz-CHZ,$0.2032,+8.64%,$622.1m,$82.7m,+7.08%,0.33%,0.13,+0.0161%,+0.0171%,$703.7k,2022-09-09 20:17:11.740001
14,Bitcoin Cash-BCH,$131.23,+2.18%,$589.1m,$203.2m,-1.59%,0.81%,0.34,+0.0060%,-0.0002%,$1.4m,2022-09-09 20:17:11.740001
15,ApeCoin-APE,$5.03,+11.85%,$588.5m,$76.1m,+21.26%,0.30%,0.13,+0.0061%,-0.0084%,$1.9m,2022-09-09 20:17:11.740001
16,1000SHIB-1000SHIB,$0.0129,+5.05%,$567.0m,$47.4m,+10.22%,0.19%,0.08,+0.0100%,+0.0100%,$1.7m,2022-09-09 20:17:11.740001
17,Avalanche-AVAX,$20.30,+6.59%,$561.5m,$142.5m,+6.64%,0.57%,0.25,+0.0077%,+0.0120%,$656.7k,2022-09-09 20:17:11.740001
18,Chainlink-LINK,$7.71,+3.17%,$544.7m,$122.9m,+3.60%,0.49%,0.23,+0.0083%,+0.0083%,$1.8m,2022-09-09 20:17:11.740001
19,Polkadot-DOT,$7.74,+4.22%,$511.2m,$281.7m,+4.25%,1.12%,0.55,-0.0080%,-0.0032%,$932.3k,2022-09-09 20:17:11.740001
20,Polygon-MATIC,$0.8870,+4.87%,$502.1m,$194.8m,+3.35%,0.77%,0.39,+0.0068%,+0.0044%,$779.0k,2022-09-09 20:17:11.740001
21,STEPN-GMT,$0.7580,+15.90%,$497.2m,$115.1m,+10.54%,0.46%,0.23,-0.0014%,-0.0019%,$1.6m,2022-09-09 20:17:11.740001
22,Filecoin-FIL,$6.32,+7.33%,$496.4m,$110.8m,+6.06%,0.44%,0.22,+0.0074%,-0.0097%,$816.3k,2022-09-09 20:17:11.740001
23,NEAR Protocol-NEAR,$4.79,+4.41%,$478.2m,$122.1m,+0.53%,0.48%,0.26,+0.0051%,+0.0046%,$1.2m,2022-09-09 20:17:11.740001
24,Dogecoin-DOGE,$0.0634,+3.70%,$474.4m,$120.6m,-0.34%,0.48%,0.25,+0.0114%,+0.0079%,$971.9k,2022-09-09 20:17:11.740001
25,Litecoin-LTC,$60.87,+4.04%,$468.5m,$199.3m,+4.34%,0.79%,0.43,+0.0045%,+0.0055%,$827.8k,2022-09-09 20:17:11.740001
