,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,364.04",+3.29%,$41.9b,$11.1b,+3.54%,43.54%,0.27,+0.0021%,+0.0050%,$81.4m,2022-09-12 23:16:33.648453
1,Ethereum-ETH,"$1,710.81",-2.09%,$30.0b,$7.5b,-2.28%,29.12%,0.25,-0.0392%,-0.0393%,$48.5m,2022-09-12 23:16:33.648453
2,Ethereum Classic-ETC,$38.41,+0.06%,$2.6b,$458.2m,-1.87%,1.79%,0.18,-0.0008%,-0.0067%,$8.9m,2022-09-12 23:16:33.648453
3,Solana-SOL,$37.39,+7.51%,$2.5b,$477.1m,+21.48%,1.86%,0.19,-0.0004%,+0.0031%,$3.3m,2022-09-12 23:16:33.648453
4,LUNA2-LUNA2,$4.14,-26.31%,$1.4b,$33.6m,-5.63%,0.13%,0.02,-0.0066%,-0.0083%,$2.4m,2022-09-12 23:16:33.648453
5,Ravencoin-RVN,$0.0695,+35.75%,$1.3b,$74.8m,+132.50%,0.29%,0.06,-0.0102%,-0.0169%,$2.7m,2022-09-12 23:16:33.648453
6,NEAR Protocol-NEAR,$5.10,+5.10%,$991.8m,$130.9m,+13.36%,0.51%,0.13,+0.0083%,+0.0009%,$1.7m,2022-09-12 23:16:33.648453
7,Avalanche-AVAX,$21.57,+5.00%,$883.7m,$151.1m,+10.85%,0.59%,0.17,+0.0143%,-0.0049%,$1.1m,2022-09-12 23:16:33.648453
8,Terra-LUNA,$4.13,-26.83%,$856.0m,$16.2m,-28.54%,0.06%,0.02,+0.0011%,-0.0019%,$5.6m,2022-09-12 23:16:33.648453
9,Cardano-ADA,$0.5050,+0.04%,$845.7m,$292.9m,-3.25%,1.14%,0.35,+0.0075%,+0.0018%,$1.3m,2022-09-12 23:16:33.648453
10,Polygon-MATIC,$0.9277,+4.47%,$823.6m,$208.0m,+7.59%,0.81%,0.25,+0.0085%,+0.0044%,$1.3m,2022-09-12 23:16:33.648453
11,EOS-EOS,$1.67,-2.02%,$802.7m,$190.8m,-4.87%,0.75%,0.24,+0.0023%,+0.0023%,$1.6m,2022-09-12 23:16:33.648453
12,Cosmos-ATOM,$15.55,-0.11%,$800.1m,$153.6m,-4.45%,0.60%,0.19,+0.0099%,+0.0030%,$1.1m,2022-09-12 23:16:33.648453
13,Filecoin-FIL,$6.58,+2.84%,$669.4m,$119.3m,+1.00%,0.47%,0.18,-0.0211%,-0.0054%,$787.9k,2022-09-12 23:16:33.648453
14,Binance Coin-BNB,$292.89,-0.27%,$626.6m,$271.5m,-2.02%,1.06%,0.43,+0.0044%,+0.0016%,$362.2k,2022-09-12 23:16:33.648453
15,ApeCoin-APE,$5.48,-2.72%,$614.1m,$84.6m,-17.47%,0.33%,0.14,+0.0084%,+0.0070%,$1.6m,2022-09-12 23:16:33.648453
16,Ripple-XRP,$0.3580,+1.31%,$541.6m,$345.2m,+3.02%,1.35%,0.64,-0.0024%,-0.0076%,$534.2k,2022-09-12 23:16:33.648453
17,Polkadot-DOT,$7.69,+0.53%,$522.7m,$271.0m,+0.06%,1.06%,0.52,+0.0004%,-0.0022%,$528.7k,2022-09-12 23:16:33.648453
18,Chainlink-LINK,$7.76,-2.22%,$490.6m,$119.7m,-4.66%,0.47%,0.24,+0.0015%,+0.0009%,$1.0m,2022-09-12 23:16:33.648453
19,1000LUNC-1000LUNC,$0.3195,-23.25%,$482.0m,$22.2m,-1.15%,0.09%,0.05,-0.0212%,-0.0369%,$1.2m,2022-09-12 23:16:33.648453
20,Optimism-OP,$1.28,-7.21%,$475.6m,$63.9m,-2.27%,0.25%,0.13,+0.0113%,+0.0097%,$985.3k,2022-09-12 23:16:33.648453
21,Reef-REEF,$0.0052,+36.45%,$475.1m,$23.7m,+379.99%,0.09%,0.05,-0.4717%,-0.4322%,$1.6m,2022-09-12 23:16:33.648453
22,Litecoin-LTC,$61.24,-1.12%,$457.3m,$207.5m,-0.82%,0.81%,0.45,+0.0032%,+0.0161%,$650.1k,2022-09-12 23:16:33.648453
23,STEPN-GMT,$0.7411,+1.70%,$384.0m,$108.3m,+3.49%,0.42%,0.28,+0.0045%,+0.0091%,$744.2k,2022-09-12 23:16:33.648453
