,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,647.04",-0.33%,$20.7b,$10.7b,+0.69%,42.50%,0.52,+0.0014%,+0.0039%,$30.5m,2022-09-11 22:16:23.911591
1,Ethereum-ETH,"$1,749.21",-0.75%,$18.3b,$7.6b,-0.18%,30.12%,0.42,-0.0260%,-0.0198%,$45.8m,2022-09-11 22:16:23.911591
2,Ethereum Classic-ETC,$38.40,-2.26%,$1.4b,$465.3m,-4.44%,1.84%,0.33,+0.0018%,-0.0014%,$4.3m,2022-09-11 22:16:23.911591
3,LUNA2-LUNA2,$5.53,-8.48%,$1.4b,$35.3m,+7.79%,0.14%,0.03,-0.0796%,-0.0872%,$2.0m,2022-09-11 22:16:23.911591
4,ApeCoin-APE,$5.66,+12.52%,$968.4m,$103.3m,+41.12%,0.41%,0.11,+0.0026%,-0.0008%,$1.7m,2022-09-11 22:16:23.911591
5,Solana-SOL,$34.81,-0.74%,$945.7m,$392.9m,-3.20%,1.56%,0.42,+0.0026%,+0.0019%,$1.7m,2022-09-11 22:16:23.911591
6,Terra-LUNA,$5.53,-8.79%,$875.8m,$21.5m,-6.90%,0.09%,0.02,-0.0657%,-0.0599%,$4.7m,2022-09-11 22:16:23.911591
7,EOS-EOS,$1.71,-2.97%,$855.3m,$200.8m,-6.98%,0.79%,0.23,+0.0162%,+0.0109%,$1.9m,2022-09-11 22:16:23.911591
8,Cardano-ADA,$0.5061,-1.48%,$703.8m,$302.7m,-2.45%,1.20%,0.43,+0.0024%,+0.0050%,$877.2k,2022-09-11 22:16:23.911591
9,Filecoin-FIL,$6.37,+0.35%,$597.8m,$117.6m,+2.56%,0.47%,0.20,+0.0069%,+0.0016%,$1.7m,2022-09-11 22:16:23.911591
10,Chiliz-CHZ,$0.2056,+1.99%,$585.2m,$77.7m,-1.21%,0.31%,0.13,+0.0094%,+0.0023%,$981.0k,2022-09-11 22:16:23.911591
11,Cosmos-ATOM,$15.58,-4.23%,$515.6m,$160.3m,-11.28%,0.63%,0.31,+0.0046%,+0.0010%,$713.9k,2022-09-11 22:16:23.911591
12,Optimism-OP,$1.38,-1.10%,$448.7m,$65.0m,-3.29%,0.26%,0.14,+0.0129%,+0.0085%,$717.4k,2022-09-11 22:16:23.911591
13,NEAR Protocol-NEAR,$4.87,+0.76%,$395.4m,$116.7m,-1.17%,0.46%,0.30,+0.0026%,+0.0015%,$916.3k,2022-09-11 22:16:23.911591
14,Binance Coin-BNB,$293.36,-0.75%,$393.3m,$277.1m,-2.23%,1.10%,0.70,+0.0062%,+0.0056%,$240.6k,2022-09-11 22:16:23.911591
15,Ripple-XRP,$0.3546,-1.00%,$385.5m,$336.7m,-1.44%,1.33%,0.87,+0.0032%,+0.0010%,$409.0k,2022-09-11 22:16:23.911591
16,Litecoin-LTC,$62.46,-2.11%,$383.3m,$210.9m,-4.23%,0.84%,0.55,+0.0104%,+0.0053%,$499.7k,2022-09-11 22:16:23.911591
17,STEPN-GMT,$0.7310,-1.87%,$361.4m,$104.7m,-4.16%,0.41%,0.29,-0.0025%,-0.0072%,$1.1m,2022-09-11 22:16:23.911591
18,Avalanche-AVAX,$20.55,+0.00%,$355.6m,$135.7m,-0.61%,0.54%,0.38,+0.0122%,+0.0109%,$378.6k,2022-09-11 22:16:23.911591
19,1000LUNC-1000LUNC,$0.4114,-6.58%,$341.6m,$22.1m,+61.69%,0.09%,0.06,-0.1345%,-0.1279%,$746.7k,2022-09-11 22:16:23.911591
20,Chainlink-LINK,$7.97,+0.58%,$340.2m,$126.0m,+1.60%,0.50%,0.37,+0.0097%,+0.0071%,$328.9k,2022-09-11 22:16:23.911591
21,Dogecoin-DOGE,$0.0634,-1.56%,$313.9m,$121.5m,-3.65%,0.48%,0.39,+0.0070%,+0.0112%,$502.0k,2022-09-11 22:16:23.911591
22,1000SHIB-1000SHIB,$0.0129,-2.57%,$304.2m,$46.2m,-5.12%,0.18%,0.15,+0.0072%,+0.0088%,$632.8k,2022-09-11 22:16:23.911591
23,Ravencoin-RVN,$0.0511,-11.58%,$302.9m,$32.2m,-26.61%,0.13%,0.11,+0.0131%,+0.0065%,$540.4k,2022-09-11 22:16:23.911591
24,Polygon-MATIC,$0.8872,-2.03%,$298.6m,$192.5m,-4.95%,0.76%,0.64,+0.0048%,+0.0038%,$597.8k,2022-09-11 22:16:23.911591
25,Polkadot-DOT,$7.66,-1.26%,$290.0m,$271.3m,-1.79%,1.07%,0.94,-0.0045%,-0.0061%,$400.3k,2022-09-11 22:16:23.911591
26,Curve DAO Token-CRV,$1.18,-5.77%,$235.9m,$63.1m,-9.52%,0.25%,0.27,+0.0247%,-0.0039%,$373.1k,2022-09-11 22:16:23.911591
27,Helium-HNT,$5.16,-7.48%,$228.3m,$23.6m,-25.27%,0.09%,0.10,-0.0058%,-0.0077%,$347.3k,2022-09-11 22:16:23.911591
28,Bitcoin Cash-BCH,$129.57,-2.07%,$197.4m,$186.6m,-4.41%,0.74%,0.94,-0.0015%,-0.0001%,$376.7k,2022-09-11 22:16:23.911591
29,The Sandbox-SAND,$0.9687,-1.89%,$190.8m,$76.4m,-1.58%,0.30%,0.40,+0.0152%,+0.0017%,$222.3k,2022-09-11 22:16:23.911591
30,Terra Classic-LUNC,$0.0004,-7.10%,$190.3m,$44.9m,+2.57%,0.18%,0.24,-0.0029%,-0.1242%,$651.1k,2022-09-11 22:16:23.911591
31,Waves-WAVES,$4.88,-1.78%,$180.1m,$54.8m,-6.11%,0.22%,0.30,+0.0070%,+0.0060%,$356.7k,2022-09-11 22:16:23.911591
32,Unifi Protocol DAO-UNFI,$7.85,-0.22%,$170.7m,$16.8m,-9.92%,0.07%,0.10,+0.0100%,+0.0100%,$197.9k,2022-09-11 22:16:23.911591
33,Project Galaxy-GAL,$3.00,+0.40%,$149.7m,$18.0m,-6.51%,0.07%,0.12,-0.0108%,-0.0035%,$453.7k,2022-09-11 22:16:23.911591
34,Kyber Network Crystal-KNC,$2.01,+0.55%,$129.4m,$27.9m,+1.40%,0.11%,0.22,-0.0011%,+0.0087%,$297.7k,2022-09-11 22:16:23.911591
35,Injective Protocol-INJ,$1.82,+12.11%,$126.4m,$8.3m,+194.79%,0.03%,0.07,-0.0025%,-0.1296%,$285.7k,2022-09-11 22:16:23.911591
36,SHIBA INU-SHIB,$0.0000,-2.13%,$126.1m,$23.4m,+1.52%,0.09%,0.19,+0.0075%,+0.0027%,$459.6k,2022-09-11 22:16:23.911591
37,Stargate Finance-STG,$0.7237,-6.31%,$121.2m,$17.7m,-18.35%,0.07%,0.15,+0.0063%,+0.0068%,$241.3k,2022-09-11 22:16:23.911591
38,Axie Infinity-AXS,$15.28,-1.93%,$119.9m,$79.8m,-4.14%,0.32%,0.67,-0.0106%,-0.0242%,$173.5k,2022-09-11 22:16:23.911591
39,Fantom-FTM,$0.2701,-1.69%,$115.7m,$48.1m,-2.77%,0.19%,0.42,+0.0096%,+0.0078%,$198.2k,2022-09-11 22:16:23.911591
40,Aave-AAVE,$90.78,-1.98%,$113.3m,$44.6m,-6.41%,0.18%,0.39,+0.0087%,+0.0055%,$93.1k,2022-09-11 22:16:23.911591
41,ConstitutionDAO-PEOPLE,$0.0233,+0.94%,$113.0m,$27.7m,+4.35%,0.11%,0.24,-0.0005%,+0.0024%,$227.9k,2022-09-11 22:16:23.911591
42,Uniswap-UNI,$6.47,-0.43%,$112.9m,$47.6m,-1.56%,0.19%,0.42,-0.0061%,-0.0049%,$55.0k,2022-09-11 22:16:23.911591
43,Tron-TRX,$0.0639,-0.66%,$97.4m,$142.2m,-0.29%,0.56%,1.46,-0.0026%,-0.0061%,$24.9k,2022-09-11 22:16:23.911591
44,dYdX-DYDX,$1.63,+1.41%,$94.0m,$36.6m,-3.22%,0.15%,0.39,+0.0012%,+0.0076%,$91.0k,2022-09-11 22:16:23.911591
45,Ethereum Name Service-ENS,$15.71,+1.07%,$91.5m,$30.8m,-3.40%,0.12%,0.34,+0.0063%,+0.0098%,$35.4k,2022-09-11 22:16:23.911591
46,Gala-GALA,$0.0518,-0.68%,$89.3m,$34.4m,-0.92%,0.14%,0.38,+0.0051%,+0.0074%,$103.7k,2022-09-11 22:16:23.911591
47,Tellor-TRB,$16.52,-5.29%,$83.5m,$32.5m,-8.63%,0.13%,0.39,-0.0718%,-0.2128%,$123.2k,2022-09-11 22:16:23.911591
48,Tezos-XTZ,$1.67,+0.38%,$73.5m,$33.8m,+3.33%,0.13%,0.46,+0.0037%,-0.0111%,$359.3k,2022-09-11 22:16:23.911591
49,Decentraland-MANA,$0.8016,-1.98%,$72.1m,$39.6m,-4.17%,0.16%,0.55,+0.0052%,+0.0080%,$68.1k,2022-09-11 22:16:23.911591
50,Celsius-CEL,$1.56,+12.68%,$70.5m,$24.3m,+6.45%,0.10%,0.34,-0.1330%,+0.0181%,$1.3m,2022-09-11 22:16:23.911591
51,SushiSwap-SUSHI,$1.30,-2.42%,$67.7m,$30.8m,-6.86%,0.12%,0.46,+0.0144%,-0.0150%,$49.8k,2022-09-11 22:16:23.911591
52,Algorand-ALGO,$0.3247,+0.54%,$65.4m,$32.1m,+1.82%,0.13%,0.49,+0.0348%,+0.0220%,$11.2k,2022-09-11 22:16:23.911591
53,Compound-COMP,$55.71,+3.08%,$65.1m,$30.4m,+12.87%,0.12%,0.47,+0.0008%,+0.0018%,$98.9k,2022-09-11 22:16:23.911591
54,yearn.finance-YFI,"$10,092.15",-3.67%,$62.2m,$35.2m,-12.11%,0.14%,0.57,-0.0085%,-0.0083%,$108.5k,2022-09-11 22:16:23.911591
