,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,571.51",+1.05%,$20.8b,$10.6b,+1.08%,42.02%,0.51,+0.0032%,+0.0030%,$42.6m,2022-09-11 08:16:31.549624
1,Ethereum-ETH,"$1,759.02",+2.52%,$17.0b,$7.7b,+1.67%,30.43%,0.45,-0.0129%,-0.0171%,$55.6m,2022-09-11 08:16:31.549624
2,LUNA2-LUNA2,$6.29,+9.00%,$1.9b,$38.2m,+61.03%,0.15%,0.02,-0.0273%,-0.0303%,$3.5m,2022-09-11 08:16:31.549624
3,EOS-EOS,$1.76,+5.16%,$1.4b,$216.8m,+7.64%,0.86%,0.15,+0.0080%,+0.0062%,$3.1m,2022-09-11 08:16:31.549624
4,Ethereum Classic-ETC,$38.68,-0.85%,$1.4b,$483.7m,-4.09%,1.91%,0.34,-0.0004%,-0.0002%,$4.8m,2022-09-11 08:16:31.549624
5,Terra-LUNA,$6.27,+8.83%,$1.2b,$26.6m,+12.68%,0.10%,0.02,-0.0440%,-0.0507%,$7.2m,2022-09-11 08:16:31.549624
6,Solana-SOL,$34.57,-0.03%,$820.8m,$396.9m,-3.32%,1.57%,0.48,+0.0024%,+0.0030%,$1.0m,2022-09-11 08:16:31.549624
7,Cardano-ADA,$0.5147,+0.85%,$739.1m,$309.3m,+0.46%,1.22%,0.42,+0.0034%,+0.0146%,$654.2k,2022-09-11 08:16:31.549624
8,Cosmos-ATOM,$15.93,+0.88%,$689.4m,$170.6m,-2.79%,0.67%,0.25,+0.0055%,+0.0133%,$1.2m,2022-09-11 08:16:31.549624
9,Helium-HNT,$5.28,+9.83%,$552.7m,$28.1m,+13.38%,0.11%,0.05,+0.0062%,+0.0054%,$1.0m,2022-09-11 08:16:31.549624
10,Litecoin-LTC,$62.96,+2.63%,$550.4m,$217.6m,+8.20%,0.86%,0.40,+0.0068%,+0.0052%,$766.6k,2022-09-11 08:16:31.549624
11,Ravencoin-RVN,$0.0518,-0.52%,$496.0m,$35.2m,-16.81%,0.14%,0.07,+0.0079%,+0.0221%,$1.2m,2022-09-11 08:16:31.549624
12,Optimism-OP,$1.35,-1.84%,$436.7m,$65.0m,-4.57%,0.26%,0.15,+0.0188%,+0.0200%,$654.0k,2022-09-11 08:16:31.549624
13,Binance Coin-BNB,$294.56,+0.31%,$413.3m,$280.3m,-0.40%,1.11%,0.68,+0.0012%,+0.0023%,$289.9k,2022-09-11 08:16:31.549624
14,Chiliz-CHZ,$0.2175,+8.22%,$403.7m,$93.5m,+17.50%,0.37%,0.23,+0.0100%,+0.0115%,$487.3k,2022-09-11 08:16:31.549624
15,1000LUNC-1000LUNC,$0.4425,+2.03%,$382.9m,$15.2m,+31.28%,0.06%,0.04,-0.0313%,-0.0309%,$1.1m,2022-09-11 08:16:31.549624
16,Avalanche-AVAX,$20.27,-0.89%,$379.0m,$133.9m,-4.24%,0.53%,0.35,+0.0101%,+0.0062%,$311.8k,2022-09-11 08:16:31.549624
17,Ripple-XRP,$0.3551,+0.05%,$373.7m,$341.4m,+1.08%,1.35%,0.91,-0.0009%,+0.0041%,$500.8k,2022-09-11 08:16:31.549624
18,Polygon-MATIC,$0.8944,+0.73%,$362.4m,$198.9m,+2.18%,0.79%,0.55,+0.0082%,+0.0095%,$730.9k,2022-09-11 08:16:31.549624
19,STEPN-GMT,$0.7373,-2.82%,$354.8m,$107.3m,-5.64%,0.42%,0.30,-0.0131%,-0.0038%,$720.0k,2022-09-11 08:16:31.549624
20,Chainlink-LINK,$7.92,+2.35%,$333.6m,$126.9m,+6.63%,0.50%,0.38,+0.0046%,+0.0186%,$313.6k,2022-09-11 08:16:31.549624
21,1000SHIB-1000SHIB,$0.0129,-0.77%,$304.2m,$45.9m,-0.14%,0.18%,0.15,+0.0029%,+0.0012%,$526.6k,2022-09-11 08:16:31.549624
22,Dogecoin-DOGE,$0.0638,-0.23%,$301.0m,$123.0m,+0.70%,0.49%,0.41,+0.0103%,+0.0119%,$367.6k,2022-09-11 08:16:31.549624
23,Filecoin-FIL,$6.28,-1.60%,$294.4m,$113.6m,-0.20%,0.45%,0.39,+0.0045%,+0.0121%,$364.6k,2022-09-11 08:16:31.549624
24,NEAR Protocol-NEAR,$4.71,-0.87%,$291.7m,$114.4m,-3.46%,0.45%,0.39,-0.0005%,+0.0023%,$466.3k,2022-09-11 08:16:31.549624
25,Polkadot-DOT,$7.70,-0.27%,$282.7m,$274.4m,-1.35%,1.08%,0.97,-0.0060%,-0.0053%,$198.0k,2022-09-11 08:16:31.549624
26,The Sandbox-SAND,$0.9759,-1.62%,$279.8m,$77.2m,-1.49%,0.30%,0.28,+0.0040%,+0.0134%,$317.0k,2022-09-11 08:16:31.549624
27,ApeCoin-APE,$5.12,+2.59%,$274.6m,$76.5m,+6.41%,0.30%,0.28,+0.0069%,+0.0167%,$632.0k,2022-09-11 08:16:31.549624
28,Curve DAO Token-CRV,$1.24,+4.24%,$252.6m,$70.7m,+10.58%,0.28%,0.28,-0.0134%,+0.0114%,$340.8k,2022-09-11 08:16:31.549624
29,Waves-WAVES,$4.94,-3.24%,$248.7m,$56.9m,-5.80%,0.22%,0.23,+0.0093%,+0.0089%,$401.2k,2022-09-11 08:16:31.549624
30,Bitcoin Cash-BCH,$130.16,-1.85%,$244.9m,$190.6m,-5.48%,0.75%,0.78,-0.0020%,-0.0057%,$389.8k,2022-09-11 08:16:31.549624
31,Terra Classic-LUNC,$0.0004,+2.01%,$205.4m,$45.1m,+17.04%,0.18%,0.22,-0.1033%,+0.0132%,$605.0k,2022-09-11 08:16:31.549624
32,Kyber Network Crystal-KNC,$2.01,+1.99%,$170.0m,$28.1m,+15.69%,0.11%,0.17,+0.0011%,-0.0049%,$513.0k,2022-09-11 08:16:31.549624
33,Axie Infinity-AXS,$15.32,-1.57%,$139.1m,$81.4m,-0.60%,0.32%,0.59,-0.0250%,-0.0257%,$75.3k,2022-09-11 08:16:31.549624
34,Project Galaxy-GAL,$3.26,+5.94%,$126.1m,$23.3m,+17.23%,0.09%,0.18,-0.0114%,-0.0139%,$254.3k,2022-09-11 08:16:31.549624
35,Tron-TRX,$0.0642,+1.13%,$124.4m,$144.0m,+3.70%,0.57%,1.16,-0.0001%,+0.0062%,$93.5k,2022-09-11 08:16:31.549624
36,Fantom-FTM,$0.2710,-1.76%,$123.6m,$49.2m,-1.36%,0.19%,0.40,+0.0088%,+0.0121%,$61.5k,2022-09-11 08:16:31.549624
37,Stargate Finance-STG,$0.7538,+0.15%,$119.6m,$19.6m,-11.22%,0.08%,0.16,+0.0064%,+0.0060%,$181.1k,2022-09-11 08:16:31.549624
38,SHIBA INU-SHIB,$0.0000,-0.89%,$117.8m,$22.4m,+1.23%,0.09%,0.19,+0.0064%,+0.0020%,$408.2k,2022-09-11 08:16:31.549624
