,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,474.70",-8.01%,$51.8b,$6.6b,-8.29%,29.51%,0.13,-0.0272%,-0.0025%,$140.0m,2022-09-16 01:16:14.409958
1,Bitcoin-BTC,"$19,772.24",-1.05%,$29.9b,$9.4b,-0.79%,42.25%,0.31,-0.0023%,+0.0042%,$35.2m,2022-09-16 01:16:14.409958
2,Ethereum Classic-ETC,$34.79,-9.61%,$6.1b,$405.5m,-16.17%,1.82%,0.07,-0.0191%,-0.0248%,$24.7m,2022-09-16 01:16:14.409958
3,Solana-SOL,$33.01,-1.61%,$1.6b,$389.1m,-2.83%,1.75%,0.24,+0.0082%,+0.0108%,$2.7m,2022-09-16 01:16:14.409958
4,Cosmos-ATOM,$15.13,+10.89%,$1.4b,$163.6m,+42.04%,0.73%,0.12,-0.0264%,-0.0213%,$2.3m,2022-09-16 01:16:14.409958
5,Ravencoin-RVN,$0.0565,-14.08%,$1.2b,$63.0m,-24.51%,0.28%,0.05,-0.0161%,+0.0121%,$2.8m,2022-09-16 01:16:14.409958
6,LUNA2-LUNA2,$2.92,+0.59%,$844.5m,$40.8m,-16.58%,0.18%,0.05,-0.0433%,-0.0482%,$1.2m,2022-09-16 01:16:14.409958
7,EOS-EOS,$1.43,-1.33%,$756.1m,$158.5m,-0.99%,0.71%,0.21,-0.0146%,-0.0191%,$2.0m,2022-09-16 01:16:14.409958
8,Cardano-ADA,$0.4668,-1.90%,$712.4m,$251.7m,-4.38%,1.13%,0.35,-0.0004%,-0.0016%,$919.9k,2022-09-16 01:16:14.409958
9,Ripple-XRP,$0.3263,-3.74%,$710.9m,$304.3m,-4.09%,1.37%,0.43,+0.0041%,+0.0075%,$1.2m,2022-09-16 01:16:14.409958
10,Binance Coin-BNB,$272.97,-1.18%,$668.2m,$256.2m,+5.63%,1.15%,0.38,-0.0129%,-0.0224%,$643.4k,2022-09-16 01:16:14.409958
11,Litecoin-LTC,$56.54,-4.70%,$629.0m,$183.4m,-15.42%,0.82%,0.29,-0.0065%,+0.0050%,$1.3m,2022-09-16 01:16:14.409958
12,Polygon-MATIC,$0.8244,-3.01%,$615.8m,$163.3m,-0.96%,0.73%,0.27,-0.0066%,+0.0003%,$1.1m,2022-09-16 01:16:14.409958
13,Optimism-OP,$1.13,-5.11%,$592.6m,$54.2m,+2.77%,0.24%,0.09,+0.0034%,+0.0048%,$1.3m,2022-09-16 01:16:14.409958
14,Chiliz-CHZ,$0.1931,+1.86%,$551.4m,$74.2m,+6.33%,0.33%,0.13,+0.0117%,+0.0138%,$1.0m,2022-09-16 01:16:14.409958
15,Chainlink-LINK,$7.57,+3.37%,$509.6m,$108.1m,+1.08%,0.49%,0.21,+0.0064%,+0.0112%,$997.0k,2022-09-16 01:16:14.409958
16,Avalanche-AVAX,$18.18,-3.32%,$508.1m,$130.4m,+1.83%,0.59%,0.26,-0.0229%,-0.0322%,$983.7k,2022-09-16 01:16:14.409958
17,1000LUNC-1000LUNC,$0.2857,+0.56%,$489.2m,$26.6m,-1.52%,0.12%,0.05,-0.0715%,-0.0725%,$1.3m,2022-09-16 01:16:14.409958
18,ApeCoin-APE,$4.92,-2.52%,$460.7m,$72.9m,-5.02%,0.33%,0.16,+0.0094%,+0.0017%,$775.0k,2022-09-16 01:16:14.409958
19,Polkadot-DOT,$6.94,-1.62%,$444.6m,$245.5m,-2.50%,1.10%,0.55,-0.0073%,-0.0070%,$630.5k,2022-09-16 01:16:14.409958
20,STEPN-GMT,$0.6653,+0.16%,$420.8m,$93.6m,-1.87%,0.42%,0.22,+0.0005%,+0.0054%,$849.5k,2022-09-16 01:16:14.409958
