,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,459.45",-8.76%,$35.5b,$6.6b,-7.99%,29.66%,0.19,+0.0051%,-0.0061%,$104.4m,2022-09-16 09:16:22.422051
1,Bitcoin-BTC,"$19,748.61",-1.93%,$24.8b,$9.4b,-1.09%,42.09%,0.38,+0.0019%,+0.0006%,$29.9m,2022-09-16 09:16:22.422051
2,Ethereum Classic-ETC,$33.90,-8.96%,$4.3b,$412.7m,-15.77%,1.85%,0.10,-0.1546%,-0.1580%,$12.0m,2022-09-16 09:16:22.422051
3,Cosmos-ATOM,$14.82,+3.60%,$1.3b,$157.5m,+30.73%,0.71%,0.12,-0.0146%,-0.0149%,$2.0m,2022-09-16 09:16:22.422051
4,Solana-SOL,$32.57,-3.93%,$1.2b,$388.1m,-1.48%,1.74%,0.32,+0.0081%,+0.0100%,$1.7m,2022-09-16 09:16:22.422051
5,Ravencoin-RVN,$0.0520,-17.66%,$906.1m,$60.8m,-10.04%,0.27%,0.07,+0.0078%,+0.0010%,$2.0m,2022-09-16 09:16:22.422051
6,EOS-EOS,$1.42,-2.32%,$659.3m,$156.4m,-2.38%,0.70%,0.24,-0.0062%,-0.0016%,$1.5m,2022-09-16 09:16:22.422051
7,Chiliz-CHZ,$0.1986,+6.62%,$630.0m,$81.9m,+16.80%,0.37%,0.13,+0.0041%,+0.0041%,$629.2k,2022-09-16 09:16:22.422051
8,LUNA2-LUNA2,$2.81,-5.80%,$629.9m,$40.3m,-17.49%,0.18%,0.06,-0.0750%,-0.0829%,$887.0k,2022-09-16 09:16:22.422051
9,Ripple-XRP,$0.3253,-4.07%,$599.9m,$300.9m,-4.45%,1.35%,0.50,+0.0049%,+0.0005%,$1.2m,2022-09-16 09:16:22.422051
10,Cardano-ADA,$0.4597,-3.20%,$558.4m,$246.0m,-6.33%,1.10%,0.44,+0.0032%,-0.0029%,$738.4k,2022-09-16 09:16:22.422051
11,1000LUNC-1000LUNC,$0.2820,+0.61%,$554.9m,$32.2m,+14.30%,0.14%,0.06,-0.0440%,-0.0399%,$1.2m,2022-09-16 09:16:22.422051
12,Litecoin-LTC,$55.32,-8.11%,$523.4m,$173.4m,-20.37%,0.78%,0.33,+0.0106%,+0.0063%,$1.4m,2022-09-16 09:16:22.422051
13,Binance Coin-BNB,$273.69,-0.69%,$504.2m,$253.2m,+2.99%,1.14%,0.50,-0.0153%,-0.0023%,$368.3k,2022-09-16 09:16:22.422051
14,Polygon-MATIC,$0.8089,-5.98%,$493.4m,$162.4m,-2.11%,0.73%,0.33,+0.0030%,-0.0031%,$1.1m,2022-09-16 09:16:22.422051
15,Chainlink-LINK,$7.56,+2.98%,$468.1m,$112.0m,+6.70%,0.50%,0.24,+0.0119%,+0.0115%,$869.4k,2022-09-16 09:16:22.422051
16,Optimism-OP,$1.08,-11.85%,$434.6m,$56.8m,+2.03%,0.25%,0.13,+0.0071%,+0.0059%,$1.0m,2022-09-16 09:16:22.422051
17,Avalanche-AVAX,$17.83,-6.02%,$430.9m,$129.3m,+1.47%,0.58%,0.30,-0.0101%,-0.0125%,$947.5k,2022-09-16 09:16:22.422051
18,STEPN-GMT,$0.6556,-1.67%,$358.0m,$94.5m,+1.52%,0.42%,0.26,+0.0051%,+0.0006%,$888.2k,2022-09-16 09:16:22.422051
19,Polkadot-DOT,$6.86,-3.44%,$336.8m,$246.2m,-2.19%,1.10%,0.73,-0.0053%,-0.0053%,$733.8k,2022-09-16 09:16:22.422051
20,ApeCoin-APE,$4.76,-7.06%,$336.5m,$73.0m,-6.22%,0.33%,0.22,+0.0026%,+0.0040%,$762.2k,2022-09-16 09:16:22.422051
21,Terra-LUNA,$2.83,-5.70%,$311.1m,$15.2m,-32.12%,0.07%,0.05,-0.0576%,-0.0917%,$940.7k,2022-09-16 09:16:22.422051
22,NEAR Protocol-NEAR,$4.17,-4.51%,$288.3m,$101.4m,+0.24%,0.45%,0.35,-0.0099%,-0.0127%,$592.5k,2022-09-16 09:16:22.422051
23,Dogecoin-DOGE,$0.0594,-2.07%,$256.2m,$118.0m,+0.12%,0.53%,0.46,-0.0002%,+0.0105%,$760.8k,2022-09-16 09:16:22.422051
24,Filecoin-FIL,$5.70,-3.01%,$244.6m,$104.1m,+1.18%,0.47%,0.43,+0.0128%,-0.0053%,$425.1k,2022-09-16 09:16:22.422051
25,Kyber Network Crystal-KNC,$1.94,-1.62%,$244.5m,$28.8m,+5.95%,0.13%,0.12,-0.0006%,-0.0007%,$342.5k,2022-09-16 09:16:22.422051
26,Bitcoin Cash-BCH,$116.94,-2.35%,$227.5m,$154.0m,-4.46%,0.69%,0.68,-0.0050%,+0.0016%,$317.0k,2022-09-16 09:16:22.422051
27,Curve DAO Token-CRV,$1.05,-1.40%,$218.1m,$54.5m,+2.73%,0.24%,0.25,+0.0277%,-0.0022%,$382.1k,2022-09-16 09:16:22.422051
28,1000SHIB-1000SHIB,$0.0117,-3.14%,$216.3m,$41.0m,+1.04%,0.18%,0.19,+0.0054%,+0.0039%,$349.9k,2022-09-16 09:16:22.422051
29,Terra Classic-LUNC,$0.0003,+0.56%,$202.6m,$40.3m,+7.65%,0.18%,0.20,-0.0155%,-0.0137%,$632.6k,2022-09-16 09:16:22.422051
30,Celsius-CEL,$1.77,-3.35%,$169.2m,$19.7m,-31.58%,0.09%,0.12,+0.2793%,-0.2366%,$1.2m,2022-09-16 09:16:22.422051
31,Reef-REEF,$0.0049,-2.21%,$168.3m,$19.2m,-19.82%,0.09%,0.11,-0.1326%,-0.1853%,$185.5k,2022-09-16 09:16:22.422051
32,Axie Infinity-AXS,$12.59,-4.07%,$151.8m,$78.3m,+1.03%,0.35%,0.52,-0.0482%,-0.0465%,$921.7k,2022-09-16 09:16:22.422051
33,Tellor-TRB,$15.68,-8.12%,$151.6m,$27.1m,-8.20%,0.12%,0.18,-0.0091%,-0.0449%,$293.0k,2022-09-16 09:16:22.422051
34,The Sandbox-SAND,$0.8554,-3.01%,$143.3m,$65.4m,+0.96%,0.29%,0.46,-0.0041%,+0.0055%,$333.6k,2022-09-16 09:16:22.422051
35,Helium-HNT,$4.06,-0.59%,$140.7m,$21.8m,-2.53%,0.10%,0.15,-0.0022%,+0.0004%,$274.9k,2022-09-16 09:16:22.422051
36,Compound-COMP,$53.25,-5.60%,$138.3m,$27.3m,-5.11%,0.12%,0.20,-0.0185%,-0.0246%,$305.3k,2022-09-16 09:16:22.422051
37,Ethereum Name Service-ENS,$14.65,+1.56%,$133.7m,$26.1m,+14.60%,0.12%,0.20,+0.0034%,+0.0135%,$51.5k,2022-09-16 09:16:22.422051
38,Aave-AAVE,$78.02,-4.52%,$112.2m,$42.9m,+1.29%,0.19%,0.38,-0.0032%,-0.0057%,$261.6k,2022-09-16 09:16:22.422051
39,Uniswap-UNI,$5.83,-3.89%,$96.8m,$44.0m,+0.48%,0.20%,0.45,-0.0145%,-0.0160%,$149.7k,2022-09-16 09:16:22.422051
40,Fantom-FTM,$0.2402,-2.20%,$93.1m,$43.2m,-0.67%,0.19%,0.46,+0.0060%,+0.0052%,$74.9k,2022-09-16 09:16:22.422051
41,Waves-WAVES,$4.21,-3.24%,$92.2m,$46.2m,+0.06%,0.21%,0.50,+0.0053%,-0.0017%,$225.2k,2022-09-16 09:16:22.422051
42,Unifi Protocol DAO-UNFI,$6.90,-1.25%,$86.6m,$16.7m,+1.28%,0.07%,0.19,+0.0100%,+0.0100%,$73.8k,2022-09-16 09:16:22.422051
43,Tron-TRX,$0.0612,-0.70%,$84.1m,$130.2m,-4.60%,0.58%,1.55,-0.0228%,-0.0110%,$41.4k,2022-09-16 09:16:22.422051
