,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,267.41",+3.26%,$40.9b,$11.2b,+5.17%,43.16%,0.27,+0.0041%,-0.0003%,$82.5m,2022-09-12 15:17:11.545464
1,Ethereum-ETH,"$1,728.17",-2.15%,$28.4b,$7.6b,-2.20%,29.24%,0.27,-0.0228%,-0.0380%,$42.5m,2022-09-12 15:17:11.545464
2,Ethereum Classic-ETC,$38.34,-0.58%,$2.6b,$471.1m,-2.05%,1.82%,0.18,-0.0085%,+0.0010%,$7.9m,2022-09-12 15:17:11.545464
3,Solana-SOL,$37.53,+7.44%,$2.4b,$487.3m,+20.63%,1.88%,0.20,-0.0009%,-0.0009%,$4.0m,2022-09-12 15:17:11.545464
4,LUNA2-LUNA2,$4.30,-21.99%,$1.1b,$37.9m,-4.34%,0.15%,0.04,+0.0049%,-0.0021%,$1.5m,2022-09-12 15:17:11.545464
5,NEAR Protocol-NEAR,$5.07,+5.78%,$1.0b,$146.9m,+26.90%,0.57%,0.14,+0.0022%,+0.0065%,$2.0m,2022-09-12 15:17:11.545464
6,EOS-EOS,$1.70,-1.45%,$793.8m,$200.6m,-4.46%,0.77%,0.25,+0.0037%,+0.0031%,$1.5m,2022-09-12 15:17:11.545464
7,Cardano-ADA,$0.5134,+0.54%,$789.1m,$305.9m,-1.96%,1.18%,0.39,+0.0019%,+0.0087%,$869.1k,2022-09-12 15:17:11.545464
8,Avalanche-AVAX,$21.61,+5.71%,$755.9m,$152.2m,+12.42%,0.59%,0.20,+0.0044%,+0.0153%,$1.2m,2022-09-12 15:17:11.545464
9,ApeCoin-APE,$5.43,-4.24%,$716.5m,$87.1m,-21.06%,0.34%,0.12,+0.0057%,+0.0084%,$1.4m,2022-09-12 15:17:11.545464
10,Cosmos-ATOM,$15.83,+0.71%,$712.4m,$163.2m,-2.21%,0.63%,0.23,+0.0014%,+0.0103%,$1.1m,2022-09-12 15:17:11.545464
11,Ravencoin-RVN,$0.0641,+22.10%,$705.9m,$58.2m,+66.86%,0.22%,0.08,+0.0094%,+0.0031%,$1.3m,2022-09-12 15:17:11.545464
12,Terra-LUNA,$4.30,-22.13%,$675.5m,$20.9m,-6.08%,0.08%,0.03,-0.0042%,-0.0023%,$3.9m,2022-09-12 15:17:11.545464
13,Polygon-MATIC,$0.9264,+3.45%,$658.7m,$205.4m,+4.37%,0.79%,0.31,+0.0007%,+0.0089%,$1.1m,2022-09-12 15:17:11.545464
14,Filecoin-FIL,$6.66,+0.39%,$626.7m,$126.3m,-0.91%,0.49%,0.20,-0.0070%,-0.0234%,$1.3m,2022-09-12 15:17:11.545464
15,Binance Coin-BNB,$296.34,+0.73%,$571.6m,$284.5m,+0.97%,1.10%,0.50,+0.0078%,+0.0066%,$266.7k,2022-09-12 15:17:11.545464
16,Ripple-XRP,$0.3544,-0.32%,$552.9m,$342.6m,+0.11%,1.32%,0.62,+0.0019%,-0.0033%,$522.4k,2022-09-12 15:17:11.545464
17,Chainlink-LINK,$7.82,-0.77%,$498.8m,$125.2m,-0.14%,0.48%,0.25,+0.0086%,+0.0015%,$674.1k,2022-09-12 15:17:11.545464
18,Litecoin-LTC,$61.14,-2.16%,$466.4m,$205.5m,-4.89%,0.79%,0.44,+0.0106%,+0.0014%,$653.8k,2022-09-12 15:17:11.545464
19,Polkadot-DOT,$7.87,+1.85%,$465.8m,$281.6m,+2.69%,1.09%,0.60,+0.0052%,-0.0011%,$469.2k,2022-09-12 15:17:11.545464
20,Optimism-OP,$1.32,-7.37%,$441.8m,$63.9m,-9.68%,0.25%,0.14,+0.0099%,+0.0109%,$771.7k,2022-09-12 15:17:11.545464
21,STEPN-GMT,$0.7436,-0.50%,$382.4m,$107.9m,-0.66%,0.42%,0.28,+0.0028%,+0.0045%,$825.2k,2022-09-12 15:17:11.545464
22,Dogecoin-DOGE,$0.0640,+0.07%,$374.2m,$126.6m,+2.36%,0.49%,0.34,+0.0112%,+0.0069%,$449.2k,2022-09-12 15:17:11.545464
23,1000LUNC-1000LUNC,$0.3496,-12.97%,$372.5m,$23.2m,+12.51%,0.09%,0.06,-0.0224%,+0.0017%,$798.3k,2022-09-12 15:17:11.545464
