,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,724.32",+0.49%,$30.4b,$10.5b,-2.17%,42.00%,0.34,+0.0039%,+0.0054%,$71.4m,2022-09-12 06:16:49.950740
1,Ethereum-ETH,"$1,725.14",-2.36%,$23.3b,$7.6b,-1.74%,30.46%,0.32,-0.0210%,-0.0232%,$43.1m,2022-09-12 06:16:49.950740
2,Ethereum Classic-ETC,$37.74,-3.19%,$1.6b,$456.3m,-7.30%,1.83%,0.28,-0.0021%,-0.0080%,$6.3m,2022-09-12 06:16:49.950740
3,Solana-SOL,$34.67,-0.06%,$1.2b,$386.4m,-3.83%,1.55%,0.33,+0.0032%,+0.0075%,$1.9m,2022-09-12 06:16:49.950740
4,ApeCoin-APE,$5.41,+6.27%,$1.1b,$88.0m,+15.41%,0.35%,0.08,+0.0014%,+0.0017%,$2.1m,2022-09-12 06:16:49.950740
5,LUNA2-LUNA2,$5.29,-13.67%,$1.0b,$35.1m,-4.58%,0.14%,0.03,-0.0371%,-0.0153%,$1.5m,2022-09-12 06:16:49.950740
6,Cardano-ADA,$0.5050,-1.77%,$813.8m,$296.0m,-4.25%,1.19%,0.36,+0.0044%,-0.0005%,$1.1m,2022-09-12 06:16:49.950740
7,EOS-EOS,$1.68,-5.01%,$756.3m,$196.6m,-8.97%,0.79%,0.26,+0.0088%,+0.0045%,$1.6m,2022-09-12 06:16:49.950740
8,Filecoin-FIL,$6.42,+1.64%,$729.0m,$120.9m,+4.88%,0.49%,0.17,+0.0024%,-0.0058%,$1.7m,2022-09-12 06:16:49.950740
9,Terra-LUNA,$5.30,-13.52%,$712.4m,$21.9m,-16.37%,0.09%,0.03,-0.0569%,-0.0128%,$3.5m,2022-09-12 06:16:49.950740
10,Chiliz-CHZ,$0.2047,+1.99%,$660.2m,$79.0m,+0.39%,0.32%,0.12,+0.0024%,+0.0104%,$1.1m,2022-09-12 06:16:49.950740
11,Cosmos-ATOM,$15.29,-3.48%,$574.4m,$155.0m,-8.46%,0.62%,0.27,+0.0013%,+0.0017%,$823.8k,2022-09-12 06:16:49.950740
12,Chainlink-LINK,$7.92,+0.22%,$502.4m,$126.4m,+2.04%,0.51%,0.25,+0.0073%,+0.0066%,$575.3k,2022-09-12 06:16:49.950740
13,NEAR Protocol-NEAR,$4.73,+0.23%,$499.1m,$110.7m,-3.42%,0.44%,0.22,+0.0022%,+0.0042%,$1.1m,2022-09-12 06:16:49.950740
14,Optimism-OP,$1.36,-0.64%,$498.2m,$66.1m,-0.62%,0.27%,0.13,+0.0091%,+0.0091%,$872.4k,2022-09-12 06:16:49.950740
15,Ripple-XRP,$0.3518,-0.96%,$475.5m,$336.7m,-1.39%,1.35%,0.71,-0.0020%,+0.0004%,$494.8k,2022-09-12 06:16:49.950740
16,Avalanche-AVAX,$20.29,-0.27%,$475.4m,$130.9m,-4.18%,0.53%,0.28,+0.0103%,-0.0006%,$572.9k,2022-09-12 06:16:49.950740
17,Binance Coin-BNB,$293.20,-0.55%,$463.4m,$275.4m,-1.88%,1.11%,0.59,+0.0050%,+0.0054%,$235.6k,2022-09-12 06:16:49.950740
18,Litecoin-LTC,$61.00,-4.04%,$441.1m,$202.5m,-8.31%,0.81%,0.46,+0.0056%,+0.0105%,$724.6k,2022-09-12 06:16:49.950740
19,STEPN-GMT,$0.7431,-1.23%,$418.7m,$108.3m,-0.61%,0.44%,0.26,-0.0064%,-0.0023%,$1.1m,2022-09-12 06:16:49.950740
20,Polkadot-DOT,$7.65,-0.98%,$367.5m,$270.2m,-1.78%,1.09%,0.74,-0.0008%,+0.0008%,$444.4k,2022-09-12 06:16:49.950740
21,Polygon-MATIC,$0.8808,-2.03%,$366.2m,$188.4m,-6.34%,0.76%,0.51,+0.0024%,-0.0015%,$752.7k,2022-09-12 06:16:49.950740
22,Dogecoin-DOGE,$0.0632,-1.42%,$331.2m,$122.3m,-1.96%,0.49%,0.37,+0.0075%,+0.0128%,$544.1k,2022-09-12 06:16:49.950740
23,Ravencoin-RVN,$0.0549,+4.54%,$326.3m,$37.8m,+2.75%,0.15%,0.12,+0.0064%,+0.0105%,$558.7k,2022-09-12 06:16:49.950740
24,1000LUNC-1000LUNC,$0.4078,-10.69%,$316.6m,$22.8m,+43.12%,0.09%,0.07,-0.0689%,-0.0713%,$674.6k,2022-09-12 06:16:49.950740
25,1000SHIB-1000SHIB,$0.0129,-0.91%,$272.7m,$45.8m,-6.56%,0.18%,0.17,+0.0080%,+0.0100%,$709.3k,2022-09-12 06:16:49.950740
26,Curve DAO Token-CRV,$1.17,-4.47%,$261.4m,$63.3m,-7.73%,0.25%,0.24,-0.0064%,+0.0114%,$352.5k,2022-09-12 06:16:49.950740
27,Bitcoin Cash-BCH,$128.16,-2.23%,$244.5m,$184.5m,-4.57%,0.74%,0.75,+0.0012%,+0.0039%,$375.8k,2022-09-12 06:16:49.950740
28,Helium-HNT,$5.36,-0.17%,$239.6m,$24.3m,-14.08%,0.10%,0.10,-0.0070%,-0.0032%,$389.8k,2022-09-12 06:16:49.950740
29,The Sandbox-SAND,$0.9646,-1.73%,$221.1m,$76.0m,-2.74%,0.31%,0.34,+0.0019%,+0.0119%,$259.1k,2022-09-12 06:16:49.950740
30,Terra Classic-LUNC,$0.0004,-10.29%,$183.6m,$45.0m,-1.81%,0.18%,0.25,-0.1147%,-0.0113%,$666.1k,2022-09-12 06:16:49.950740
31,Unifi Protocol DAO-UNFI,$7.81,-0.25%,$174.8m,$17.1m,-8.29%,0.07%,0.10,+0.0100%,+0.0100%,$220.2k,2022-09-12 06:16:49.950740
