,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,369.80",+3.47%,$42.3b,$11.1b,+3.20%,43.29%,0.26,+0.0046%,+0.0028%,$85.6m,2022-09-12 18:17:14.730630
1,Ethereum-ETH,"$1,729.72",-2.25%,$31.3b,$7.6b,-2.80%,29.41%,0.24,-0.0337%,-0.0437%,$51.8m,2022-09-12 18:17:14.730630
2,Ethereum Classic-ETC,$38.19,-1.94%,$2.7b,$462.2m,-5.80%,1.80%,0.17,-0.0017%,-0.0110%,$10.4m,2022-09-12 18:17:14.730630
3,Solana-SOL,$37.52,+6.33%,$2.5b,$481.0m,+16.37%,1.87%,0.19,+0.0014%,+0.0034%,$3.5m,2022-09-12 18:17:14.730630
4,LUNA2-LUNA2,$4.23,-23.92%,$1.4b,$36.6m,-0.31%,0.14%,0.03,-0.0195%,-0.0202%,$2.2m,2022-09-12 18:17:14.730630
5,NEAR Protocol-NEAR,$5.02,+1.14%,$1.0b,$133.5m,+6.32%,0.52%,0.13,+0.0083%,+0.0025%,$1.8m,2022-09-12 18:17:14.730630
6,Ravencoin-RVN,$0.0652,+24.34%,$889.6m,$60.2m,+75.20%,0.23%,0.07,-0.0008%,-0.0033%,$1.7m,2022-09-12 18:17:14.730630
7,Cardano-ADA,$0.5052,-1.64%,$879.6m,$297.0m,-5.03%,1.16%,0.34,+0.0090%,-0.0073%,$1.3m,2022-09-12 18:17:14.730630
8,EOS-EOS,$1.67,-3.57%,$856.6m,$192.5m,-8.98%,0.75%,0.22,+0.0023%,+0.0034%,$2.2m,2022-09-12 18:17:14.730630
9,Avalanche-AVAX,$21.10,+2.57%,$847.3m,$146.6m,+6.45%,0.57%,0.17,+0.0151%,+0.0053%,$1.3m,2022-09-12 18:17:14.730630
10,Terra-LUNA,$4.22,-24.21%,$831.7m,$16.6m,-25.10%,0.06%,0.02,-0.0082%,-0.0192%,$5.5m,2022-09-12 18:17:14.730630
11,Cosmos-ATOM,$15.42,-2.18%,$817.6m,$153.4m,-8.45%,0.60%,0.19,+0.0093%,+0.0082%,$1.4m,2022-09-12 18:17:14.730630
12,Polygon-MATIC,$0.9309,+3.69%,$757.0m,$206.2m,+4.65%,0.80%,0.27,+0.0092%,+0.0070%,$1.2m,2022-09-12 18:17:14.730630
13,ApeCoin-APE,$5.39,-3.63%,$692.6m,$83.3m,-21.59%,0.32%,0.12,+0.0083%,+0.0048%,$1.7m,2022-09-12 18:17:14.730630
14,Filecoin-FIL,$6.49,+0.13%,$681.8m,$118.3m,-4.04%,0.46%,0.17,-0.0213%,-0.0072%,$1.7m,2022-09-12 18:17:14.730630
15,Binance Coin-BNB,$292.77,-0.60%,$637.1m,$275.1m,-2.30%,1.07%,0.43,+0.0103%,+0.0070%,$414.5k,2022-09-12 18:17:14.730630
16,Ripple-XRP,$0.3540,-0.55%,$592.7m,$338.8m,-1.15%,1.32%,0.57,+0.0042%,+0.0077%,$644.3k,2022-09-12 18:17:14.730630
17,Polkadot-DOT,$7.72,-0.19%,$534.6m,$273.1m,-0.47%,1.06%,0.51,+0.0025%,-0.0104%,$645.8k,2022-09-12 18:17:14.730630
18,Chainlink-LINK,$7.79,-1.67%,$533.3m,$122.4m,-2.09%,0.48%,0.23,+0.0042%,-0.0042%,$1.0m,2022-09-12 18:17:14.730630
19,Litecoin-LTC,$61.34,-2.11%,$495.5m,$209.0m,-2.93%,0.81%,0.42,+0.0046%,+0.0132%,$773.6k,2022-09-12 18:17:14.730630
20,Optimism-OP,$1.29,-8.69%,$493.3m,$65.4m,-5.84%,0.25%,0.13,+0.0101%,+0.0067%,$1.2m,2022-09-12 18:17:14.730630
21,1000LUNC-1000LUNC,$0.3366,-16.39%,$476.1m,$23.0m,+5.61%,0.09%,0.05,-0.0390%,-0.0521%,$1.2m,2022-09-12 18:17:14.730630
22,STEPN-GMT,$0.7361,-0.47%,$403.4m,$106.9m,-0.12%,0.42%,0.26,+0.0004%,+0.0058%,$967.5k,2022-09-12 18:17:14.730630
23,Dogecoin-DOGE,$0.0637,-0.56%,$393.3m,$124.1m,-1.10%,0.48%,0.32,+0.0058%,+0.0130%,$588.7k,2022-09-12 18:17:14.730630
24,Chiliz-CHZ,$0.2002,-3.50%,$374.0m,$74.4m,-7.73%,0.29%,0.20,+0.0027%,+0.0036%,$803.0k,2022-09-12 18:17:14.730630
25,Reef-REEF,$0.0053,+36.58%,$355.7m,$25.6m,+400.05%,0.10%,0.07,-0.6918%,-0.9367%,$1.3m,2022-09-12 18:17:14.730630
26,Bitcoin Cash-BCH,$128.88,-2.41%,$303.1m,$180.4m,-6.57%,0.70%,0.60,+0.0015%,-0.0049%,$658.6k,2022-09-12 18:17:14.730630
27,Curve DAO Token-CRV,$1.16,-4.81%,$297.7m,$63.0m,-6.19%,0.25%,0.21,-0.0086%,+0.0115%,$462.7k,2022-09-12 18:17:14.730630
28,1000SHIB-1000SHIB,$0.0128,-1.80%,$280.9m,$46.9m,-1.96%,0.18%,0.17,+0.0100%,-0.0017%,$913.2k,2022-09-12 18:17:14.730630
29,The Sandbox-SAND,$0.9689,-1.57%,$263.2m,$74.8m,-5.63%,0.29%,0.28,+0.0025%,+0.0120%,$347.4k,2022-09-12 18:17:14.730630
30,Terra Classic-LUNC,$0.0003,-16.60%,$250.7m,$36.8m,-17.90%,0.14%,0.15,-0.0209%,-0.0125%,$1.6m,2022-09-12 18:17:14.730630
31,Fantom-FTM,$0.2685,-2.67%,$250.6m,$47.7m,-5.42%,0.19%,0.19,+0.0083%,+0.0048%,$463.8k,2022-09-12 18:17:14.730630
32,Helium-HNT,$5.11,-1.10%,$249.0m,$20.9m,-14.53%,0.08%,0.08,-0.0083%,-0.0160%,$553.5k,2022-09-12 18:17:14.730630
33,Uniswap-UNI,$6.76,+2.71%,$211.3m,$53.3m,+7.66%,0.21%,0.25,-0.0059%,+0.0012%,$178.6k,2022-09-12 18:17:14.730630
34,Axie Infinity-AXS,$15.18,-2.67%,$201.0m,$79.7m,-3.63%,0.31%,0.40,-0.0192%,-0.0130%,$274.2k,2022-09-12 18:17:14.730630
35,Aave-AAVE,$91.81,-0.73%,$183.9m,$47.7m,+0.20%,0.19%,0.26,+0.0096%,+0.0042%,$205.1k,2022-09-12 18:17:14.730630
36,Waves-WAVES,$4.82,-2.15%,$152.4m,$53.2m,-6.68%,0.21%,0.35,+0.0063%,+0.0051%,$311.2k,2022-09-12 18:17:14.730630
37,Stargate Finance-STG,$0.6462,-12.40%,$144.0m,$13.6m,-29.02%,0.05%,0.09,-0.0072%,-0.0188%,$351.9k,2022-09-12 18:17:14.730630
38,Unifi Protocol DAO-UNFI,$7.77,-3.16%,$142.9m,$16.5m,-6.17%,0.06%,0.12,+0.0097%,+0.0084%,$289.2k,2022-09-12 18:17:14.730630
39,Injective Protocol-INJ,$1.86,+0.27%,$135.8m,$7.5m,+26.29%,0.03%,0.06,+0.0100%,+0.0100%,$251.0k,2022-09-12 18:17:14.730630
40,Tellor-TRB,$16.47,-2.40%,$134.4m,$32.7m,-3.53%,0.13%,0.24,-0.1162%,-0.2813%,$207.3k,2022-09-12 18:17:14.730630
41,Ethereum Name Service-ENS,$15.05,-3.27%,$129.4m,$26.7m,-12.92%,0.10%,0.21,+0.0099%,-0.0048%,$131.7k,2022-09-12 18:17:14.730630
42,Tron-TRX,$0.0636,-0.95%,$128.9m,$140.6m,-1.99%,0.55%,1.09,-0.0011%,-0.0087%,$13.1k,2022-09-12 18:17:14.730630
43,Decentraland-MANA,$0.7959,-1.89%,$123.9m,$41.0m,+0.64%,0.16%,0.33,+0.0082%,+0.0009%,$159.5k,2022-09-12 18:17:14.730630
44,dYdX-DYDX,$1.56,-4.94%,$122.5m,$34.2m,-10.28%,0.13%,0.28,+0.0080%,+0.0059%,$323.8k,2022-09-12 18:17:14.730630
45,The Graph-GRT,$0.1283,+10.47%,$120.9m,$29.6m,+18.68%,0.12%,0.24,-0.0081%,-0.0088%,$344.8k,2022-09-12 18:17:14.730630
46,Gala-GALA,$0.0511,-2.27%,$115.3m,$34.9m,-1.13%,0.14%,0.30,+0.0086%,+0.0004%,$157.3k,2022-09-12 18:17:14.730630
47,SHIBA INU-SHIB,$0.0000,-1.27%,$115.1m,$24.2m,+0.22%,0.09%,0.21,+0.0152%,-0.0046%,$292.7k,2022-09-12 18:17:14.730630
48,THETA-THETA,$1.18,-1.20%,$103.0m,$22.8m,-4.08%,0.09%,0.22,-0.0112%,-0.0220%,$112.2k,2022-09-12 18:17:14.730630
49,Kyber Network Crystal-KNC,$1.93,-3.68%,$100.4m,$22.8m,-19.44%,0.09%,0.23,+0.0084%,-0.0067%,$158.1k,2022-09-12 18:17:14.730630
50,ConstitutionDAO-PEOPLE,$0.0230,-3.38%,$100.1m,$25.9m,-9.71%,0.10%,0.26,-0.0020%,+0.0057%,$184.7k,2022-09-12 18:17:14.730630
51,THORChain-RUNE,$2.00,-0.69%,$94.7m,$24.8m,+2.09%,0.10%,0.26,+0.0082%,+0.0080%,$178.7k,2022-09-12 18:17:14.730630
52,SushiSwap-SUSHI,$1.28,-3.22%,$93.1m,$29.7m,-7.25%,0.12%,0.32,-0.0308%,-0.0077%,$102.0k,2022-09-12 18:17:14.730630
53,Flow (Dapper labs)-FLOW,$2.10,-0.74%,$85.9m,$25.1m,+1.65%,0.10%,0.29,+0.0039%,+0.0038%,$135.6k,2022-09-12 18:17:14.730630
54,Project Galaxy-GAL,$2.94,-3.50%,$82.2m,$16.7m,-13.40%,0.06%,0.20,-0.0013%,-0.0071%,$306.2k,2022-09-12 18:17:14.730630
55,Hedera-HBAR,$0.0675,+5.15%,$78.8m,$13.4m,+52.84%,0.05%,0.17,-0.0385%,-0.0691%,$174.0k,2022-09-12 18:17:14.730630
56,Algorand-ALGO,$0.3211,-1.34%,$75.3m,$31.9m,-1.49%,0.12%,0.42,+0.0073%,-0.0231%,$29.1k,2022-09-12 18:17:14.730630
57,Monero-XMR,$161.66,+3.26%,$72.8m,$46.5m,+8.17%,0.18%,0.64,-0.0211%,-0.0349%,$118.0k,2022-09-12 18:17:14.730630
58,Harmony-ONE,$0.0225,+3.18%,$71.8m,$15.9m,+5.76%,0.06%,0.22,+0.0063%,+0.0053%,$175.5k,2022-09-12 18:17:14.730630
59,yearn.finance-YFI,"$9,976.72",-2.46%,$71.5m,$33.4m,-9.04%,0.13%,0.47,-0.0048%,-0.0278%,$134.3k,2022-09-12 18:17:14.730630
60,Synthetix Network Token-SNX,$2.97,-0.51%,$71.2m,$31.4m,-5.66%,0.12%,0.44,-0.0075%,-0.0158%,$165.5k,2022-09-12 18:17:14.730630
61,Tezos-XTZ,$1.65,-3.61%,$70.3m,$31.1m,-11.15%,0.12%,0.44,+0.0049%,-0.0041%,$192.2k,2022-09-12 18:17:14.730630
62,Celsius-CEL,$1.45,-10.04%,$69.3m,$21.0m,-15.44%,0.08%,0.30,-0.0179%,-0.0545%,$323.2k,2022-09-12 18:17:14.730630
63,Compound-COMP,$54.35,-3.95%,$66.8m,$26.2m,-15.72%,0.10%,0.39,-0.0007%,-0.0148%,$130.1k,2022-09-12 18:17:14.730630
64,Enjin Coin-ENJ,$0.5406,-1.67%,$63.9m,$15.3m,-8.01%,0.06%,0.24,+0.0070%,-0.0033%,$137.7k,2022-09-12 18:17:14.730630
65,1inch-1INCH,$0.6606,-1.82%,$62.4m,$20.7m,-4.73%,0.08%,0.33,-0.0125%,-0.0022%,$73.3k,2022-09-12 18:17:14.730630
66,Serum-SRM,$0.8617,-0.16%,$57.4m,$27.3m,+0.11%,0.11%,0.48,-0.0122%,+0.0121%,$125.8k,2022-09-12 18:17:14.730630
67,ZCash-ZEC,$63.40,-2.29%,$55.4m,$22.2m,+0.02%,0.09%,0.40,+0.0016%,+0.0110%,$64.3k,2022-09-12 18:17:14.730630
68,Lido DAO Token-LDO,$2.02,-3.71%,$54.6m,$19.8m,-7.29%,0.08%,0.36,-0.0082%,-0.0061%,$44.0k,2022-09-12 18:17:14.730630
69,Balancer-BAL,$7.16,-7.94%,$54.1m,$14.3m,-12.29%,0.06%,0.26,-0.0369%,-0.0612%,$169.1k,2022-09-12 18:17:14.730630
70,Stellar Lumens-XLM,$0.1142,+0.11%,$52.5m,$41.5m,-1.88%,0.16%,0.79,+0.0075%,+0.0029%,$80.4k,2022-09-12 18:17:14.730630
71,Jasmy-JASMY,$0.0091,-4.30%,$51.4m,$15.2m,-2.49%,0.06%,0.30,-0.0037%,-0.0096%,$153.3k,2022-09-12 18:17:14.730630
72,Zilliqa-ZIL,$0.0374,+0.07%,$51.2m,$23.4m,-0.61%,0.09%,0.46,+0.0072%,+0.0001%,$42.7k,2022-09-12 18:17:14.730630
73,Oasis Network-ROSE,$0.0647,-2.14%,$51.1m,$13.0m,-9.06%,0.05%,0.25,+0.0079%,+0.0083%,$179.3k,2022-09-12 18:17:14.730630
74,Elrond-EGLD,$52.22,-2.50%,$49.4m,$16.1m,-7.97%,0.06%,0.32,+0.0072%,-0.0043%,$111.2k,2022-09-12 18:17:14.730630
75,iExec RLC-RLC,$1.34,+1.11%,$48.9m,$6.6m,+1.36%,0.03%,0.14,-0.1127%,-0.1076%,$227.6k,2022-09-12 18:17:14.730630
76,1000XEC-1000XEC,$0.0448,-1.37%,$45.7m,$4.7m,-13.97%,0.02%,0.10,+0.0100%,+0.0100%,$62.7k,2022-09-12 18:17:14.730630
77,Kusama-KSM,$52.12,-1.77%,$45.0m,$15.5m,-5.94%,0.06%,0.35,+0.0139%,-0.0208%,$53.6k,2022-09-12 18:17:14.730630
78,VeChain-VET,$0.0257,-0.25%,$44.4m,$18.1m,+0.42%,0.07%,0.41,+0.0081%,+0.0077%,$21.3k,2022-09-12 18:17:14.730630
79,OmiseGO-OMG,$1.94,-0.49%,$44.3m,$13.3m,+0.95%,0.05%,0.30,+0.0088%,+0.0029%,$86.8k,2022-09-12 18:17:14.730630
80,Linear-LINA,$0.0087,+0.99%,$42.5m,$5.6m,-4.04%,0.02%,0.13,-0.0001%,-0.0054%,$202.3k,2022-09-12 18:17:14.730630
81,Dash-DASH,$47.64,-1.77%,$42.1m,$14.1m,-5.64%,0.06%,0.34,+0.0054%,+0.0053%,$65.9k,2022-09-12 18:17:14.730630
82,Immutable X-IMX,$0.8563,-1.62%,$41.9m,$9.4m,+1.56%,0.04%,0.22,+0.0110%,+0.0023%,$62.3k,2022-09-12 18:17:14.730630
83,Flamingo-FLM,$0.1172,-2.92%,$41.2m,$18.1m,-3.75%,0.07%,0.44,-0.1417%,-0.2953%,$134.6k,2022-09-12 18:17:14.730630
84,Storj-STORJ,$0.5619,+0.41%,$40.6m,$11.2m,+1.64%,0.04%,0.27,+0.0085%,+0.0024%,$52.8k,2022-09-12 18:17:14.730630
85,BinaryX-BNX,$155.44,+1.81%,$39.3m,$33.3m,+4.00%,0.13%,0.85,+0.0100%,+0.0100%,$204.3k,2022-09-12 18:17:14.730630
86,NEO-NEO,$9.91,+0.61%,$38.8m,$14.6m,-0.28%,0.06%,0.38,-0.0001%,-0.0025%,$32.8k,2022-09-12 18:17:14.730630
87,Metal-MTL,$1.28,+2.29%,$38.5m,$7.4m,+9.99%,0.03%,0.19,-0.0284%,-0.0117%,$68.0k,2022-09-12 18:17:14.730630
88,Loopring-LRC,$0.3522,-3.38%,$38.1m,$14.5m,-4.44%,0.06%,0.38,+0.0110%,-0.0072%,$62.5k,2022-09-12 18:17:14.730630
89,FTX Token-FTT,$27.89,+0.63%,$34.4m,$71.0m,+1.59%,0.28%,2.07,+0.0072%,+0.0064%,$16.2k,2022-09-12 18:17:14.730630
90,Raydium-RAY,$0.6794,+0.01%,$34.2m,$9.0m,+4.87%,0.04%,0.26,+0.0063%,+0.0061%,$131.0k,2022-09-12 18:17:14.730630
91,Reserve Rights-RSR,$0.0063,-0.13%,$33.9m,$13.1m,-1.45%,0.05%,0.39,+0.0103%,+0.0026%,$117.7k,2022-09-12 18:17:14.730630
92,Holo-HOT,$0.0023,+4.38%,$33.8m,$6.5m,+23.27%,0.03%,0.19,-0.0520%,-0.0729%,$74.3k,2022-09-12 18:17:14.730630
93,Coin98-C98,$0.4399,-1.86%,$33.1m,$13.5m,-6.16%,0.05%,0.41,+0.0066%,+0.0067%,$54.2k,2022-09-12 18:17:14.730630
94,0x-ZRX,$0.3199,+1.54%,$33.1m,$9.0m,+0.28%,0.04%,0.27,+0.0057%,+0.0059%,$120.4k,2022-09-12 18:17:14.730630
95,Step App-FITFI,$0.0789,-2.49%,$33.0m,$2.8m,-6.37%,0.01%,0.09,+0.0126%,-0.0093%,$198.2k,2022-09-12 18:17:14.730630
96,Kava-KAVA,$1.70,-1.78%,$31.0m,$10.2m,-5.20%,0.04%,0.33,-0.0038%,-0.0094%,$33.1k,2022-09-12 18:17:14.730630
97,Audius-AUDIO,$0.2891,+0.01%,$30.7m,$8.6m,+1.90%,0.03%,0.28,-0.0043%,-0.0050%,$15.1k,2022-09-12 18:17:14.730630
98,Ren-REN,$0.1347,+1.44%,$30.6m,$8.8m,+8.29%,0.03%,0.29,+0.0086%,+0.0103%,$112.3k,2022-09-12 18:17:14.730630
99,Dent-DENT,$0.0010,+0.11%,$30.4m,$5.6m,+12.71%,0.02%,0.18,-0.0034%,+0.0039%,$132.1k,2022-09-12 18:17:14.730630
100,Ocean Protocol-OCEAN,$0.1792,-2.25%,$29.1m,$4.0m,-16.23%,0.02%,0.14,-0.0146%,-0.0186%,$121.4k,2022-09-12 18:17:14.730630
101,Chromia-CHR,$0.1845,-1.26%,$28.4m,$8.2m,-4.62%,0.03%,0.29,-0.0015%,-0.0019%,$74.2k,2022-09-12 18:17:14.730630
102,NEM-XEM,$0.0468,+0.23%,$27.8m,$9.1m,+2.07%,0.04%,0.33,+0.0145%,-0.0044%,$28.8k,2022-09-12 18:17:14.730630
103,Litentry-LIT,$0.7220,-4.24%,$27.3m,$5.1m,-10.14%,0.02%,0.19,+0.0100%,+0.0100%,$79.2k,2022-09-12 18:17:14.730630
104,Ankr-ANKR,$0.0377,-0.93%,$27.3m,$12.6m,-8.26%,0.05%,0.46,+0.0098%,+0.0087%,$56.4k,2022-09-12 18:17:14.730630
105,FOOTBALL-FOOTBALL,"$1,104.66",-2.33%,$27.2m,$8.0m,-15.87%,0.03%,0.30,+0.0100%,+0.0100%,$81.2k,2022-09-12 18:17:14.730630
106,Arweave-AR,$10.91,-2.25%,$26.9m,$12.6m,-10.70%,0.05%,0.47,+0.0074%,+0.0075%,$56.9k,2022-09-12 18:17:14.730630
107,Maker-MKR,$739.29,-3.27%,$26.8m,$16.2m,-4.51%,0.06%,0.60,+0.0030%,+0.0007%,$30.1k,2022-09-12 18:17:14.730630
108,Qtum-QTUM,$3.31,-0.08%,$25.6m,$15.9m,-1.01%,0.06%,0.62,+0.0013%,+0.0030%,$30.2k,2022-09-12 18:17:14.730630
109,MyNeighborAlice-ALICE,$2.18,-1.03%,$25.2m,$10.6m,-3.66%,0.04%,0.42,+0.0074%,+0.0063%,$13.1k,2022-09-12 18:17:14.730630
110,BakeryToken-BAKE,$0.2627,-3.38%,$24.9m,$5.1m,+4.55%,0.02%,0.20,+0.0100%,+0.0100%,$62.7k,2022-09-12 18:17:14.730630
111,API3-API3,$1.88,-1.73%,$24.9m,$5.8m,-3.42%,0.02%,0.23,-0.0355%,-0.0629%,$47.5k,2022-09-12 18:17:14.730630
112,Bitcoin SV-BSV,$54.73,-0.15%,$24.8m,$34.0m,+0.57%,0.13%,1.37,-0.0388%,-0.0578%,$9.9k,2022-09-12 18:17:14.730630
113,Basic Attention Token-BAT,$0.3540,-0.43%,$24.0m,$11.1m,-3.32%,0.04%,0.46,+0.0115%,-0.0030%,$38.4k,2022-09-12 18:17:14.730630
114,Iota-IOTA,$0.2922,-0.19%,$23.7m,$10.5m,-2.91%,0.04%,0.44,+0.0030%,-0.0113%,$24.9k,2022-09-12 18:17:14.730630
115,Swipe-SXP,$0.3874,-0.22%,$22.3m,$9.3m,+6.68%,0.04%,0.42,+0.0065%,+0.0067%,$22.8k,2022-09-12 18:17:14.730630
116,Bluzelle-BLZ,$0.0882,-0.34%,$22.0m,$5.4m,-0.42%,0.02%,0.25,+0.0057%,+0.0094%,$109.6k,2022-09-12 18:17:14.730630
117,Ontology-ONT,$0.2519,-0.59%,$21.8m,$8.4m,-2.21%,0.03%,0.39,+0.0102%,-0.0024%,$15.7k,2022-09-12 18:17:14.730630
118,Bella Protocol-BEL,$0.6723,-1.21%,$21.3m,$4.6m,-0.73%,0.02%,0.21,+0.0070%,+0.0070%,$34.5k,2022-09-12 18:17:14.730630
119,Aragon-ANT,$1.93,-2.86%,$20.7m,$5.6m,+1.48%,0.02%,0.27,-0.0056%,-0.0013%,$104.7k,2022-09-12 18:17:14.730630
120,Celo-CELO,$0.8852,+0.50%,$20.4m,$9.9m,-0.85%,0.04%,0.48,+0.0102%,+0.0057%,$20.8k,2022-09-12 18:17:14.730630
121,Horizen-ZEN,$16.37,-1.07%,$20.1m,$7.0m,-1.45%,0.03%,0.35,+0.0346%,-0.0186%,$38.2k,2022-09-12 18:17:14.730630
122,Internet Computer-ICP,$6.98,-2.93%,$19.7m,$14.7m,-7.05%,0.06%,0.75,+0.0061%,+0.0016%,$13.1k,2022-09-12 18:17:14.730630
123,DFI.Money-YFII,"$1,005.21",-1.38%,$19.5m,$17.9m,-3.30%,0.07%,0.92,-0.0814%,-0.1030%,$51.7k,2022-09-12 18:17:14.730630
124,Gitcoin-GTC,$2.20,-5.29%,$19.2m,$5.1m,-3.49%,0.02%,0.26,+0.0100%,+0.0100%,$118.9k,2022-09-12 18:17:14.730630
125,Mask Network-MASK,$1.42,-3.83%,$19.0m,$7.4m,-9.56%,0.03%,0.39,+0.0128%,-0.0054%,$45.9k,2022-09-12 18:17:14.730630
126,SKALE Network-SKL,$0.0556,-2.14%,$18.8m,$7.2m,-3.91%,0.03%,0.38,+0.0071%,+0.0067%,$30.6k,2022-09-12 18:17:14.730630
127,Band Protocol-BAND,$1.38,-1.56%,$17.9m,$5.8m,+0.46%,0.02%,0.33,-0.0022%,+0.0091%,$74.9k,2022-09-12 18:17:14.730630
128,NKN-NKN,$0.1040,-0.33%,$17.5m,$2.9m,-4.95%,0.01%,0.16,+0.0085%,+0.0013%,$21.5k,2022-09-12 18:17:14.730630
129,Coti-COTI,$0.1017,+1.46%,$17.4m,$4.9m,-4.68%,0.02%,0.28,-0.0134%,-0.0163%,$73.9k,2022-09-12 18:17:14.730630
