,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$19,700.12",-5.04%,$35.7b,$9.5b,-6.00%,41.57%,0.27,-0.0028%,-0.0016%,$92.1m,2022-09-14 18:16:27.249966
1,Ethereum-ETH,"$1,566.75",-3.07%,$30.5b,$7.0b,-0.11%,30.60%,0.23,-0.1916%,-0.2342%,$61.5m,2022-09-14 18:16:27.249966
2,Ethereum Classic-ETC,$36.42,+1.71%,$2.7b,$436.7m,+4.30%,1.90%,0.16,-0.0144%,-0.0248%,$8.0m,2022-09-14 18:16:27.249966
3,LUNA2-LUNA2,$2.96,-30.08%,$2.6b,$55.0m,+73.15%,0.24%,0.02,-0.4045%,-0.3275%,$4.1m,2022-09-14 18:16:27.249966
4,Solana-SOL,$32.88,-5.71%,$1.5b,$398.1m,-6.74%,1.73%,0.26,+0.0001%,-0.0019%,$4.0m,2022-09-14 18:16:27.249966
5,Ravencoin-RVN,$0.0713,+15.91%,$1.4b,$99.8m,+101.45%,0.43%,0.07,-0.0709%,-0.0939%,$2.7m,2022-09-14 18:16:27.249966
6,Terra-LUNA,$2.98,-29.66%,$1.2b,$26.3m,+78.54%,0.11%,0.02,-0.9235%,-0.1461%,$10.5m,2022-09-14 18:16:27.249966
7,Cardano-ADA,$0.4746,-0.12%,$762.3m,$264.2m,-1.49%,1.15%,0.35,-0.0047%,-0.0068%,$1.1m,2022-09-14 18:16:27.249966
8,1000LUNC-1000LUNC,$0.2853,-20.08%,$739.3m,$28.2m,-9.55%,0.12%,0.04,-0.0370%,-0.0375%,$1.8m,2022-09-14 18:16:27.249966
9,Reef-REEF,$0.0050,-17.50%,$726.4m,$28.1m,-41.87%,0.12%,0.04,-1.1848%,-1.1840%,$1.5m,2022-09-14 18:16:27.249966
10,EOS-EOS,$1.42,-8.14%,$677.7m,$157.1m,-6.60%,0.68%,0.23,-0.0170%,-0.0187%,$1.8m,2022-09-14 18:16:27.249966
11,Binance Coin-BNB,$274.68,-2.99%,$638.7m,$242.2m,-2.87%,1.05%,0.38,-0.0043%,+0.0011%,$732.7k,2022-09-14 18:16:27.249966
12,Litecoin-LTC,$58.82,-4.57%,$636.4m,$216.6m,-8.60%,0.94%,0.34,+0.0094%,+0.0137%,$1.7m,2022-09-14 18:16:27.249966
