,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,325.25",+3.46%,$38.3b,$11.1b,+4.29%,42.82%,0.29,+0.0042%,-0.0005%,$79.5m,2022-09-12 13:16:29.333333
1,Ethereum-ETH,"$1,745.69",-1.26%,$26.9b,$7.6b,-2.29%,29.17%,0.28,-0.0266%,-0.0320%,$41.4m,2022-09-12 13:16:29.333333
2,Ethereum Classic-ETC,$38.82,+0.93%,$2.4b,$486.3m,+1.55%,1.87%,0.21,-0.0082%,+0.0053%,$7.0m,2022-09-12 13:16:29.333333
3,Solana-SOL,$37.92,+9.37%,$2.2b,$505.2m,+27.05%,1.94%,0.23,-0.0005%,-0.0008%,$3.6m,2022-09-12 13:16:29.333333
4,LUNA2-LUNA2,$4.85,-11.88%,$985.1m,$38.9m,+7.91%,0.15%,0.04,+0.0047%,+0.0072%,$1.2m,2022-09-12 13:16:29.333333
5,NEAR Protocol-NEAR,$5.20,+10.83%,$946.6m,$156.8m,+38.17%,0.60%,0.17,+0.0015%,+0.0034%,$1.8m,2022-09-12 13:16:29.333333
6,ApeCoin-APE,$5.55,-1.55%,$784.5m,$92.6m,-15.24%,0.36%,0.12,+0.0057%,+0.0092%,$1.3m,2022-09-12 13:16:29.333333
7,EOS-EOS,$1.72,-0.60%,$783.4m,$203.0m,-4.48%,0.78%,0.26,+0.0045%,+0.0054%,$1.6m,2022-09-12 13:16:29.333333
8,Cardano-ADA,$0.5181,+0.98%,$778.3m,$307.4m,-2.35%,1.18%,0.39,+0.0021%,+0.0155%,$911.2k,2022-09-12 13:16:29.333333
9,Avalanche-AVAX,$21.81,+6.79%,$689.8m,$153.9m,+13.76%,0.59%,0.22,+0.0055%,+0.0203%,$1.1m,2022-09-12 13:16:29.333333
10,Cosmos-ATOM,$16.15,+3.31%,$685.0m,$169.1m,+2.52%,0.65%,0.25,+0.0016%,+0.0120%,$948.1k,2022-09-12 13:16:29.333333
11,Terra-LUNA,$4.84,-12.01%,$647.0m,$21.9m,+0.66%,0.08%,0.03,-0.0042%,-0.0047%,$3.2m,2022-09-12 13:16:29.333333
12,Filecoin-FIL,$6.54,-2.93%,$595.5m,$122.6m,-5.82%,0.47%,0.21,-0.0071%,-0.0272%,$1.3m,2022-09-12 13:16:29.333333
13,Polygon-MATIC,$0.9261,+3.46%,$574.6m,$208.2m,+5.05%,0.80%,0.36,+0.0013%,+0.0097%,$1.0m,2022-09-12 13:16:29.333333
14,Binance Coin-BNB,$297.96,+1.11%,$552.2m,$288.0m,+2.02%,1.11%,0.52,+0.0077%,+0.0051%,$255.4k,2022-09-12 13:16:29.333333
15,Ripple-XRP,$0.3560,+0.42%,$529.3m,$343.8m,+0.63%,1.32%,0.65,+0.0012%,-0.0051%,$474.6k,2022-09-12 13:16:29.333333
16,Optimism-OP,$1.39,+0.83%,$492.9m,$67.3m,+1.22%,0.26%,0.14,+0.0099%,+0.0106%,$685.5k,2022-09-12 13:16:29.333333
17,Chainlink-LINK,$8.00,+0.77%,$485.3m,$128.4m,+1.48%,0.49%,0.26,+0.0086%,+0.0052%,$466.3k,2022-09-12 13:16:29.333333
18,Litecoin-LTC,$61.82,-0.97%,$448.8m,$206.5m,-4.95%,0.79%,0.46,+0.0106%,+0.0008%,$623.9k,2022-09-12 13:16:29.333333
