,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,494.05",-5.37%,$53.1b,$6.6b,-6.21%,29.64%,0.12,-0.0041%,-0.0449%,$141.8m,2022-09-15 19:16:32.409110
1,Bitcoin-BTC,"$19,713.93",-0.51%,$31.8b,$9.4b,-1.49%,41.98%,0.29,+0.0004%,-0.0066%,$37.6m,2022-09-15 19:16:32.409110
2,Ethereum Classic-ETC,$37.41,+0.13%,$6.2b,$467.5m,+4.13%,2.10%,0.07,+0.0060%,-0.0070%,$21.1m,2022-09-15 19:16:32.409110
3,Solana-SOL,$33.27,+0.27%,$1.6b,$386.4m,-3.24%,1.73%,0.23,+0.0028%,+0.0083%,$3.4m,2022-09-15 19:16:32.409110
4,Ravencoin-RVN,$0.0565,-22.14%,$1.5b,$62.5m,-40.80%,0.28%,0.04,-0.0308%,-0.0783%,$3.7m,2022-09-15 19:16:32.409110
5,Cosmos-ATOM,$15.21,+12.18%,$1.1b,$149.7m,+28.50%,0.67%,0.13,-0.0151%,-0.0125%,$2.0m,2022-09-15 19:16:32.409110
6,LUNA2-LUNA2,$2.65,-13.64%,$919.7m,$39.1m,-31.43%,0.18%,0.04,-0.0430%,-0.0223%,$1.2m,2022-09-15 19:16:32.409110
7,Ripple-XRP,$0.3279,-2.76%,$740.8m,$310.1m,-2.60%,1.39%,0.42,+0.0086%,+0.0062%,$1.2m,2022-09-15 19:16:32.409110
8,Cardano-ADA,$0.4672,-2.30%,$739.9m,$253.1m,-4.92%,1.13%,0.34,+0.0082%,+0.0027%,$797.3k,2022-09-15 19:16:32.409110
9,EOS-EOS,$1.41,-1.18%,$679.5m,$153.1m,-2.43%,0.69%,0.23,-0.0101%,-0.0142%,$1.2m,2022-09-15 19:16:32.409110
10,Binance Coin-BNB,$270.68,-1.98%,$662.9m,$249.0m,+2.53%,1.12%,0.38,-0.0161%,-0.0188%,$613.7k,2022-09-15 19:16:32.409110
11,Litecoin-LTC,$56.46,-4.92%,$620.6m,$189.3m,-12.44%,0.85%,0.31,+0.0098%,-0.0134%,$1.1m,2022-09-15 19:16:32.409110
12,Polygon-MATIC,$0.8341,-1.05%,$605.4m,$163.9m,-1.32%,0.73%,0.27,+0.0027%,-0.0014%,$1.1m,2022-09-15 19:16:32.409110
13,Optimism-OP,$1.14,-3.25%,$580.5m,$54.6m,+0.59%,0.24%,0.09,+0.0081%,+0.0049%,$1.2m,2022-09-15 19:16:32.409110
