,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,246.88",+9.91%,$45.9b,$10.6b,+10.10%,42.13%,0.23,+0.0026%,+0.0028%,$122.9m,2022-09-09 21:17:48.968128
1,Ethereum-ETH,"$1,718.49",+4.85%,$32.6b,$7.5b,+3.31%,29.97%,0.23,-0.0071%,-0.0122%,$72.8m,2022-09-09 21:17:48.968128
2,Ethereum Classic-ETC,$38.92,+5.59%,$3.1b,$500.9m,+1.58%,2.00%,0.16,+0.0110%,+0.0025%,$11.1m,2022-09-09 21:17:48.968128
3,Cosmos-ATOM,$16.21,+16.86%,$1.8b,$180.0m,+0.37%,0.72%,0.10,+0.0141%,+0.0005%,$5.8m,2022-09-09 21:17:48.968128
4,Solana-SOL,$34.70,+3.72%,$1.6b,$424.3m,+4.98%,1.69%,0.26,+0.0109%,+0.0094%,$2.9m,2022-09-09 21:17:48.968128
5,Terra-LUNA,$5.00,+159.02%,$1.6b,$17.9m,+142.08%,0.07%,0.01,-0.0983%,-0.0298%,$20.0m,2022-09-09 21:17:48.968128
6,EOS-EOS,$1.65,+1.95%,$1.2b,$197.0m,-10.03%,0.79%,0.16,+0.0087%,+0.0051%,$2.7m,2022-09-09 21:17:48.968128
7,Ravencoin-RVN,$0.0563,+54.78%,$916.4m,$47.4m,+171.02%,0.19%,0.05,+0.0095%,+0.0180%,$2.7m,2022-09-09 21:17:48.968128
8,Cardano-ADA,$0.4948,+3.55%,$880.8m,$289.3m,+3.51%,1.15%,0.33,+0.0096%,+0.0016%,$997.6k,2022-09-09 21:17:48.968128
9,Ripple-XRP,$0.3522,+3.75%,$801.2m,$337.7m,+3.35%,1.35%,0.42,+0.0091%,+0.0089%,$1.1m,2022-09-09 21:17:48.968128
10,Optimism-OP,$1.42,+21.39%,$737.8m,$71.4m,+21.94%,0.28%,0.10,+0.0146%,+0.0112%,$2.4m,2022-09-09 21:17:48.968128
11,LUNA2-LUNA2,n/a,n/a,$731.4m,$12.3m,+295.23%,0.05%,0.02,-0.1765%,-0.1765%,$3.7m,2022-09-09 21:17:48.968128
12,Binance Coin-BNB,$290.36,+3.53%,$657.9m,$281.1m,-0.04%,1.12%,0.43,+0.0129%,+0.0111%,$849.1k,2022-09-09 21:17:48.968128
13,Chiliz-CHZ,$0.2056,+10.30%,$628.4m,$83.7m,+9.29%,0.33%,0.13,+0.0167%,+0.0147%,$706.1k,2022-09-09 21:17:48.968128
14,STEPN-GMT,$0.8096,+24.17%,$593.2m,$126.2m,+21.66%,0.50%,0.21,-0.0015%,-0.0016%,$2.1m,2022-09-09 21:17:48.968128
15,ApeCoin-APE,$5.02,+11.91%,$592.3m,$75.3m,+20.74%,0.30%,0.13,+0.0061%,-0.0051%,$1.9m,2022-09-09 21:17:48.968128
16,Bitcoin Cash-BCH,$131.62,+2.74%,$587.8m,$202.2m,-2.33%,0.81%,0.34,+0.0058%,-0.0028%,$1.4m,2022-09-09 21:17:48.968128
17,1000SHIB-1000SHIB,$0.0129,+6.13%,$572.8m,$47.1m,+11.63%,0.19%,0.08,+0.0100%,+0.0100%,$1.7m,2022-09-09 21:17:48.968128
18,Avalanche-AVAX,$20.20,+6.56%,$557.7m,$140.4m,+6.34%,0.56%,0.25,+0.0081%,+0.0151%,$657.2k,2022-09-09 21:17:48.968128
19,Chainlink-LINK,$7.71,+3.48%,$542.6m,$122.6m,+2.78%,0.49%,0.23,+0.0083%,+0.0123%,$1.8m,2022-09-09 21:17:48.968128
20,Filecoin-FIL,$6.40,+8.99%,$509.5m,$112.5m,+8.03%,0.45%,0.22,+0.0076%,-0.0104%,$817.7k,2022-09-09 21:17:48.968128
21,Polkadot-DOT,$7.76,+4.60%,$506.9m,$282.0m,+4.03%,1.12%,0.56,-0.0084%,-0.0056%,$933.3k,2022-09-09 21:17:48.968128
22,Polygon-MATIC,$0.8896,+5.57%,$502.6m,$194.9m,+3.83%,0.78%,0.39,+0.0067%,+0.0045%,$786.4k,2022-09-09 21:17:48.968128
23,NEAR Protocol-NEAR,$4.79,+4.76%,$478.7m,$121.4m,+0.26%,0.48%,0.25,+0.0055%,+0.0042%,$1.2m,2022-09-09 21:17:48.968128
24,Dogecoin-DOGE,$0.0635,+4.34%,$473.5m,$120.7m,+0.72%,0.48%,0.25,+0.0115%,+0.0079%,$1.0m,2022-09-09 21:17:48.968128
25,Litecoin-LTC,$60.83,+4.57%,$464.9m,$199.0m,+5.47%,0.79%,0.43,+0.0045%,+0.0051%,$822.8k,2022-09-09 21:17:48.968128
26,Stargate Finance-STG,$0.8280,+3.59%,$319.6m,$26.7m,-9.62%,0.11%,0.08,+0.0066%,+0.0071%,$702.2k,2022-09-09 21:17:48.968128
27,Unifi Protocol DAO-UNFI,$7.92,+12.24%,$318.7m,$16.8m,-3.50%,0.07%,0.05,+0.0100%,+0.0100%,$522.0k,2022-09-09 21:17:48.968128
28,Curve DAO Token-CRV,$1.20,+6.12%,$317.4m,$64.9m,+10.05%,0.26%,0.20,+0.0254%,-0.0031%,$503.6k,2022-09-09 21:17:48.968128
29,Helium-HNT,$4.66,-3.58%,$300.5m,$26.1m,-23.07%,0.10%,0.09,+0.0006%,+0.0020%,$443.4k,2022-09-09 21:17:48.968128
30,Axie Infinity-AXS,$15.70,+5.68%,$295.7m,$83.0m,+8.05%,0.33%,0.28,-0.0241%,-0.0202%,$534.0k,2022-09-09 21:17:48.968128
31,Terra Classic-LUNC,$0.0004,-20.42%,$288.9m,$33.5m,+5.00%,0.13%,0.12,-0.0493%,-0.1665%,$1.9m,2022-09-09 21:17:48.968128
32,yearn.finance-YFI,"$10,447.81",+12.46%,$266.0m,$42.5m,+18.90%,0.17%,0.16,+0.0104%,-0.0019%,$464.7k,2022-09-09 21:17:48.968128
33,The Sandbox-SAND,$0.9792,+7.32%,$262.5m,$77.1m,+6.95%,0.31%,0.29,+0.0106%,+0.0076%,$503.4k,2022-09-09 21:17:48.968128
34,Tellor-TRB,$17.20,+6.60%,$194.5m,$38.1m,+2.32%,0.15%,0.20,+0.0087%,+0.0029%,$415.5k,2022-09-09 21:17:48.968128
35,Fantom-FTM,$0.2693,+6.43%,$192.4m,$49.2m,+6.92%,0.20%,0.26,+0.0096%,+0.0094%,$244.3k,2022-09-09 21:17:48.968128
36,Project Galaxy-GAL,$3.21,+29.24%,$185.1m,$21.8m,+64.30%,0.09%,0.12,-0.0107%,-0.0041%,$398.4k,2022-09-09 21:17:48.968128
37,SHIBA INU-SHIB,$0.0000,+5.74%,$180.3m,$21.7m,+6.64%,0.09%,0.12,+0.0056%,+0.0125%,$492.5k,2022-09-09 21:17:48.968128
38,Uniswap-UNI,$6.46,+4.08%,$159.7m,$47.3m,+2.74%,0.19%,0.30,-0.0039%,-0.0083%,$151.5k,2022-09-09 21:17:48.968128
39,Ethereum Name Service-ENS,$15.48,-0.50%,$158.7m,$34.7m,-8.76%,0.14%,0.22,+0.0104%,+0.0065%,$396.6k,2022-09-09 21:17:48.968128
40,SushiSwap-SUSHI,$1.33,+1.75%,$152.3m,$35.3m,-9.19%,0.14%,0.23,+0.0159%,+0.0040%,$299.6k,2022-09-09 21:17:48.968128
41,ConstitutionDAO-PEOPLE,$0.0235,+12.25%,$146.6m,$28.2m,+16.43%,0.11%,0.19,+0.0046%,+0.0021%,$273.0k,2022-09-09 21:17:48.968128
42,Tron-TRX,$0.0634,+3.88%,$130.3m,$137.9m,-2.90%,0.55%,1.06,+0.0041%,+0.0020%,$312.1k,2022-09-09 21:17:48.968128
43,Gala-GALA,$0.0516,+3.06%,$120.6m,$34.6m,+1.81%,0.14%,0.29,+0.0084%,+0.0053%,$192.0k,2022-09-09 21:17:48.968128
44,Decentraland-MANA,$0.8014,+4.01%,$118.1m,$40.2m,+4.36%,0.16%,0.34,+0.0093%,+0.0034%,$248.1k,2022-09-09 21:17:48.968128
45,Waves-WAVES,$4.67,+5.00%,$114.7m,$51.4m,+3.18%,0.20%,0.45,+0.0080%,+0.0078%,$265.7k,2022-09-09 21:17:48.968128
46,Aave-AAVE,$90.14,+1.80%,$114.1m,$46.3m,+0.41%,0.18%,0.41,+0.0100%,-0.0019%,$186.8k,2022-09-09 21:17:48.968128
47,Flow (Dapper labs)-FLOW,$2.09,+6.48%,$109.7m,$25.7m,+3.19%,0.10%,0.23,+0.0042%,+0.0046%,$102.2k,2022-09-09 21:17:48.968128
