,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,383.04",+3.63%,$42.8b,$11.2b,+3.92%,43.46%,0.26,+0.0045%,+0.0026%,$86.2m,2022-09-12 19:16:37.242942
1,Ethereum-ETH,"$1,722.54",-2.30%,$31.4b,$7.5b,-2.79%,29.29%,0.24,-0.0336%,-0.0441%,$51.4m,2022-09-12 19:16:37.242942
2,Ethereum Classic-ETC,$38.17,-1.60%,$2.7b,$460.2m,-5.50%,1.79%,0.17,-0.0018%,-0.0103%,$10.4m,2022-09-12 19:16:37.242942
3,Solana-SOL,$37.60,+6.21%,$2.5b,$481.7m,+16.49%,1.87%,0.19,+0.0008%,+0.0020%,$3.6m,2022-09-12 19:16:37.242942
4,LUNA2-LUNA2,$4.13,-25.96%,$1.4b,$35.5m,-2.73%,0.14%,0.03,-0.0183%,-0.0169%,$2.3m,2022-09-12 19:16:37.242942
5,NEAR Protocol-NEAR,$4.98,+1.04%,$994.8m,$131.5m,+6.39%,0.51%,0.13,+0.0084%,+0.0023%,$1.8m,2022-09-12 19:16:37.242942
6,Ravencoin-RVN,$0.0675,+29.80%,$947.4m,$64.7m,+94.16%,0.25%,0.07,-0.0016%,-0.0033%,$1.8m,2022-09-12 19:16:37.242942
7,Avalanche-AVAX,$21.32,+4.08%,$885.7m,$150.8m,+10.63%,0.59%,0.17,+0.0150%,+0.0036%,$1.3m,2022-09-12 19:16:37.242942
8,Cardano-ADA,$0.5045,-1.45%,$880.8m,$295.4m,-5.09%,1.15%,0.34,+0.0090%,-0.0084%,$1.5m,2022-09-12 19:16:37.242942
9,EOS-EOS,$1.66,-3.84%,$857.8m,$191.1m,-8.79%,0.74%,0.22,+0.0018%,+0.0014%,$2.3m,2022-09-12 19:16:37.242942
10,Terra-LUNA,$4.13,-26.01%,$845.0m,$16.2m,-27.83%,0.06%,0.02,-0.0082%,-0.0165%,$5.5m,2022-09-12 19:16:37.242942
