,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,470.99",+1.10%,$21.6b,$10.6b,+0.62%,41.86%,0.49,+0.0077%,+0.0067%,$34.5m,2022-09-10 19:16:29.901021
1,Ethereum-ETH,"$1,735.76",+1.42%,$15.5b,$7.7b,+1.70%,30.19%,0.49,-0.0100%,-0.0113%,$19.3m,2022-09-10 19:16:29.901021
2,Ethereum Classic-ETC,$38.71,-0.24%,$1.8b,$486.9m,-2.98%,1.92%,0.27,-0.0033%,-0.0020%,$3.6m,2022-09-10 19:16:29.901021
3,LUNA2-LUNA2,$6.21,+22.69%,$1.6b,$35.1m,+162.31%,0.14%,0.02,-0.0315%,-0.0189%,$4.0m,2022-09-10 19:16:29.901021
4,Terra-LUNA,$6.23,+28.46%,$1.3b,$23.4m,+27.86%,0.09%,0.02,-0.0492%,-0.0444%,$7.9m,2022-09-10 19:16:29.901021
5,EOS-EOS,$1.75,+6.25%,$1.2b,$223.2m,+14.20%,0.88%,0.18,+0.0072%,+0.0052%,$2.4m,2022-09-10 19:16:29.901021
6,Cardano-ADA,$0.5093,+3.18%,$1.0b,$308.5m,+6.53%,1.22%,0.30,+0.0099%,+0.0014%,$1.4m,2022-09-10 19:16:29.901021
7,Solana-SOL,$34.85,+0.56%,$917.2m,$408.2m,-4.13%,1.61%,0.45,+0.0104%,+0.0077%,$741.2k,2022-09-10 19:16:29.901021
8,Ravencoin-RVN,$0.0542,+5.57%,$840.2m,$39.6m,-5.51%,0.16%,0.05,+0.0083%,+0.0085%,$2.0m,2022-09-10 19:16:29.901021
9,Cosmos-ATOM,$15.99,+0.20%,$823.6m,$180.0m,+0.41%,0.71%,0.22,+0.0091%,+0.0057%,$1.2m,2022-09-10 19:16:29.901021
