,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,278.53",-8.92%,$60.2b,$9.7b,-12.40%,42.17%,0.16,-0.0037%,+0.0014%,$120.7m,2022-09-14 01:16:16.179994
1,Ethereum-ETH,"$1,575.57",-6.92%,$44.4b,$6.9b,-5.97%,30.19%,0.16,-0.1142%,-0.1115%,$112.1m,2022-09-14 01:16:16.179994
2,Solana-SOL,$33.31,-10.19%,$2.9b,$396.3m,-14.91%,1.72%,0.14,-0.0185%,-0.0212%,$7.5m,2022-09-14 01:16:16.179994
3,Ethereum Classic-ETC,$35.67,-6.23%,$2.3b,$409.4m,-9.24%,1.78%,0.18,-0.0079%,+0.0043%,$9.5m,2022-09-14 01:16:16.179994
4,Litecoin-LTC,$59.25,-2.74%,$1.3b,$219.7m,+7.35%,0.95%,0.18,+0.0057%,+0.0077%,$3.6m,2022-09-14 01:16:16.179994
5,LUNA2-LUNA2,$4.43,+6.02%,$1.2b,$32.7m,-5.91%,0.14%,0.03,-0.0016%,-0.0016%,$2.0m,2022-09-14 01:16:16.179994
6,Reef-REEF,$0.0050,-2.92%,$1.1b,$27.0m,+10.09%,0.12%,0.02,+0.0938%,+0.0049%,$2.6m,2022-09-14 01:16:16.179994
7,Cardano-ADA,$0.4683,-5.85%,$1.0b,$262.2m,-9.27%,1.14%,0.26,-0.0027%,+0.0016%,$2.3m,2022-09-14 01:16:16.179994
8,Ravencoin-RVN,$0.0611,-9.01%,$922.4m,$48.6m,-31.37%,0.21%,0.05,+0.0006%,-0.0017%,$2.5m,2022-09-14 01:16:16.179994
9,Polygon-MATIC,$0.8531,-7.50%,$920.0m,$171.6m,-16.94%,0.75%,0.19,+0.0037%,+0.0047%,$2.6m,2022-09-14 01:16:16.179994
10,Cosmos-ATOM,$14.04,-8.45%,$906.6m,$122.7m,-18.11%,0.53%,0.14,-0.0135%,-0.0043%,$2.3m,2022-09-14 01:16:16.179994
11,ApeCoin-APE,$5.21,-3.80%,$905.1m,$81.1m,-1.58%,0.35%,0.09,+0.0019%,+0.0165%,$2.1m,2022-09-14 01:16:16.179994
12,EOS-EOS,$1.47,-10.97%,$889.0m,$158.1m,-14.98%,0.69%,0.18,-0.0204%,-0.0344%,$2.5m,2022-09-14 01:16:16.179994
13,Binance Coin-BNB,$277.08,-4.53%,$888.9m,$240.4m,-10.40%,1.04%,0.27,-0.0131%,-0.0175%,$737.8k,2022-09-14 01:16:16.179994
14,Avalanche-AVAX,$18.99,-9.75%,$823.9m,$128.5m,-10.76%,0.56%,0.16,-0.0148%,-0.0266%,$2.0m,2022-09-14 01:16:16.179994
15,Ripple-XRP,$0.3331,-6.61%,$757.4m,$317.7m,-8.37%,1.38%,0.42,-0.0041%,-0.0056%,$1.4m,2022-09-14 01:16:16.179994
16,Terra-LUNA,$4.40,+5.99%,$741.7m,$17.0m,-3.71%,0.07%,0.02,+0.0104%,-0.0014%,$3.4m,2022-09-14 01:16:16.179994
17,1000LUNC-1000LUNC,$0.3596,+13.33%,$718.3m,$34.2m,+52.23%,0.15%,0.05,-0.1144%,-0.1164%,$2.0m,2022-09-14 01:16:16.179994
18,NEAR Protocol-NEAR,$4.45,-11.06%,$654.4m,$101.1m,-20.92%,0.44%,0.15,-0.0089%,-0.0096%,$1.5m,2022-09-14 01:16:16.179994
19,Chiliz-CHZ,$0.1962,-1.87%,$597.4m,$72.0m,-3.85%,0.31%,0.12,+0.0024%,+0.0013%,$1.1m,2022-09-14 01:16:16.179994
20,Optimism-OP,$1.20,-3.83%,$528.9m,$57.8m,-8.15%,0.25%,0.11,+0.0079%,+0.0096%,$1.3m,2022-09-14 01:16:16.179994
21,Polkadot-DOT,$7.11,-6.05%,$521.1m,$251.4m,-5.95%,1.09%,0.48,-0.0017%,+0.0028%,$1.2m,2022-09-14 01:16:16.179994
22,Dogecoin-DOGE,$0.0601,-5.16%,$502.4m,$116.6m,-5.48%,0.51%,0.23,+0.0038%,+0.0078%,$1.5m,2022-09-14 01:16:16.179994
23,Filecoin-FIL,$5.92,-8.20%,$485.8m,$107.1m,-8.16%,0.47%,0.22,-0.0131%,-0.0159%,$1.8m,2022-09-14 01:16:16.179994
24,STEPN-GMT,$0.6686,-8.69%,$418.8m,$96.6m,-9.89%,0.42%,0.23,-0.0027%,+0.0014%,$1.1m,2022-09-14 01:16:16.179994
25,Chainlink-LINK,$7.08,-7.26%,$402.2m,$101.6m,-12.66%,0.44%,0.25,+0.0008%,+0.0056%,$1.7m,2022-09-14 01:16:16.179994
26,Terra Classic-LUNC,$0.0004,+13.39%,$401.7m,$50.1m,+39.69%,0.22%,0.12,-0.0622%,-0.0504%,$1.6m,2022-09-14 01:16:16.179994
27,Bitcoin Cash-BCH,$118.30,-7.38%,$364.8m,$162.3m,-7.52%,0.71%,0.44,-0.0249%,-0.0076%,$1.4m,2022-09-14 01:16:16.179994
28,Curve DAO Token-CRV,$1.08,-3.44%,$297.1m,$54.4m,-8.12%,0.24%,0.18,-0.0232%,+0.0044%,$756.6k,2022-09-14 01:16:16.179994
29,1000SHIB-1000SHIB,$0.0122,-3.60%,$271.7m,$40.5m,-7.73%,0.18%,0.15,-0.0040%,-0.0031%,$812.5k,2022-09-14 01:16:16.179994
30,The Sandbox-SAND,$0.8824,-6.62%,$264.6m,$66.2m,-7.51%,0.29%,0.25,-0.0036%,-0.0054%,$920.8k,2022-09-14 01:16:16.179994
31,Axie Infinity-AXS,$14.15,-5.04%,$232.9m,$77.7m,-0.15%,0.34%,0.33,-0.0116%,-0.0369%,$889.7k,2022-09-14 01:16:16.179994
32,Aave-AAVE,$83.68,-7.06%,$214.1m,$40.8m,-10.14%,0.18%,0.19,+0.0043%,+0.0059%,$241.9k,2022-09-14 01:16:16.179994
33,Fantom-FTM,$0.2505,-5.71%,$186.5m,$43.9m,-5.26%,0.19%,0.24,+0.0068%,+0.0052%,$400.7k,2022-09-14 01:16:16.179994
34,Helium-HNT,$4.59,-12.33%,$180.2m,$21.1m,-3.67%,0.09%,0.12,+0.0063%,+0.0059%,$550.4k,2022-09-14 01:16:16.179994
35,Unifi Protocol DAO-UNFI,$7.17,-9.55%,$172.5m,$16.8m,-2.27%,0.07%,0.10,+0.0078%,+0.0066%,$375.7k,2022-09-14 01:16:16.179994
36,Kyber Network Crystal-KNC,$1.94,+4.76%,$159.3m,$25.1m,+20.88%,0.11%,0.16,+0.0109%,+0.0091%,$244.3k,2022-09-14 01:16:16.179994
37,Uniswap-UNI,$6.12,-7.01%,$150.8m,$44.7m,-11.51%,0.19%,0.30,-0.0114%,+0.0075%,$292.6k,2022-09-14 01:16:16.179994
38,Waves-WAVES,$4.40,-7.49%,$148.7m,$46.2m,-11.99%,0.20%,0.31,+0.0008%,+0.0041%,$426.9k,2022-09-14 01:16:16.179994
39,Decentraland-MANA,$0.7326,-6.21%,$130.2m,$38.7m,-5.13%,0.17%,0.30,+0.0030%,+0.0019%,$527.2k,2022-09-14 01:16:16.179994
40,SHIBA INU-SHIB,$0.0000,-3.55%,$130.0m,$21.6m,-7.30%,0.09%,0.17,+0.0047%,+0.0052%,$668.0k,2022-09-14 01:16:16.179994
41,Gala-GALA,$0.0483,-4.57%,$125.7m,$32.7m,-4.82%,0.14%,0.26,-0.0008%,-0.0023%,$349.7k,2022-09-14 01:16:16.179994
42,Stargate Finance-STG,$0.6513,+2.38%,$124.2m,$13.9m,+7.53%,0.06%,0.11,+0.0065%,+0.0060%,$238.2k,2022-09-14 01:16:16.179994
43,Ethereum Name Service-ENS,$14.57,-2.49%,$121.8m,$24.2m,-7.94%,0.11%,0.20,+0.0068%,+0.0061%,$234.1k,2022-09-14 01:16:16.179994
44,Tellor-TRB,$15.55,-5.57%,$114.7m,$29.7m,-6.92%,0.13%,0.26,-0.0530%,-0.0288%,$329.2k,2022-09-14 01:16:16.179994
45,dYdX-DYDX,$1.41,-9.07%,$110.4m,$31.6m,-4.09%,0.14%,0.29,+0.0071%,+0.0099%,$319.8k,2022-09-14 01:16:16.179994
46,Tron-TRX,$0.0610,-3.45%,$107.9m,$136.2m,-1.89%,0.59%,1.26,-0.0502%,-0.0511%,$252.7k,2022-09-14 01:16:16.179994
47,Injective Protocol-INJ,$1.72,-5.21%,$107.8m,$4.4m,-29.44%,0.02%,0.04,+0.0100%,+0.0100%,$612.3k,2022-09-14 01:16:16.179994
48,FTX Token-FTT,$25.99,-7.92%,$107.7m,$69.5m,-7.79%,0.30%,0.65,+0.0027%,+0.0045%,$755.7k,2022-09-14 01:16:16.179994
49,THORChain-RUNE,$1.79,-7.11%,$105.3m,$21.2m,-7.58%,0.09%,0.20,+0.0060%,+0.0073%,$263.0k,2022-09-14 01:16:16.179994
50,Monero-XMR,$145.84,-10.63%,$100.9m,$40.9m,-17.19%,0.18%,0.41,-0.0651%,-0.0830%,$226.0k,2022-09-14 01:16:16.179994
51,THETA-THETA,$1.10,-5.67%,$99.5m,$21.7m,-3.75%,0.09%,0.22,-0.0113%,+0.0055%,$398.6k,2022-09-14 01:16:16.179994
52,The Graph-GRT,$0.1090,-13.49%,$95.7m,$23.5m,-17.35%,0.10%,0.25,-0.0081%,+0.0046%,$250.8k,2022-09-14 01:16:16.179994
53,Compound-COMP,$54.60,+1.00%,$95.3m,$26.1m,+3.57%,0.11%,0.27,-0.0051%,+0.0041%,$289.8k,2022-09-14 01:16:16.179994
54,SushiSwap-SUSHI,$1.19,-4.39%,$93.5m,$27.4m,-5.53%,0.12%,0.29,-0.0032%,+0.0096%,$272.4k,2022-09-14 01:16:16.179994
55,1000XEC-1000XEC,$0.0445,-2.65%,$86.9m,$4.5m,-1.90%,0.02%,0.05,+0.0028%,+0.0070%,$215.4k,2022-09-14 01:16:16.179994
56,ConstitutionDAO-PEOPLE,$0.0206,-8.23%,$86.4m,$23.0m,-8.71%,0.10%,0.27,+0.0029%,+0.0058%,$299.1k,2022-09-14 01:16:16.179994
57,Tezos-XTZ,$1.54,-5.49%,$83.7m,$27.4m,-8.76%,0.12%,0.33,-0.0004%,+0.0087%,$445.6k,2022-09-14 01:16:16.179994
58,Hedera-HBAR,$0.0645,-7.97%,$83.6m,$13.4m,-24.62%,0.06%,0.16,+0.0078%,+0.0074%,$359.0k,2022-09-14 01:16:16.179994
59,yearn.finance-YFI,"$9,107.30",-5.22%,$82.3m,$30.8m,-1.92%,0.13%,0.37,-0.0054%,-0.0043%,$256.1k,2022-09-14 01:16:16.179994
60,Algorand-ALGO,$0.3002,-5.61%,$81.7m,$28.9m,-7.23%,0.13%,0.35,+0.0168%,+0.0039%,$179.3k,2022-09-14 01:16:16.179994
61,Synthetix Network Token-SNX,$2.74,-6.26%,$75.3m,$29.3m,-4.43%,0.13%,0.39,-0.0433%,-0.0554%,$170.5k,2022-09-14 01:16:16.179994
62,iExec RLC-RLC,$1.26,-8.29%,$73.7m,$6.4m,-3.73%,0.03%,0.09,-0.0260%,-0.0074%,$171.6k,2022-09-14 01:16:16.179994
63,Project Galaxy-GAL,$2.76,-5.94%,$72.7m,$14.0m,-13.26%,0.06%,0.19,-0.0071%,+0.0039%,$423.6k,2022-09-14 01:16:16.179994
64,Flow (Dapper labs)-FLOW,$1.84,-10.65%,$71.4m,$22.0m,-7.73%,0.10%,0.31,+0.0027%,+0.0009%,$343.3k,2022-09-14 01:16:16.179994
65,ZCash-ZEC,$59.33,-4.44%,$67.3m,$20.6m,-2.06%,0.09%,0.31,-0.0101%,-0.0160%,$218.3k,2022-09-14 01:16:16.179994
66,IOST-IOST,$0.0128,-3.82%,$64.3m,$11.7m,+6.35%,0.05%,0.18,-0.0560%,-0.0504%,$186.6k,2022-09-14 01:16:16.179994
