,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,329.73",-9.94%,$56.0b,$9.7b,-13.84%,41.68%,0.17,+0.0001%,-0.0021%,$117.0m,2022-09-14 11:16:25.726085
1,Ethereum-ETH,"$1,601.65",-7.85%,$44.7b,$7.1b,-5.98%,30.45%,0.16,-0.1516%,-0.1652%,$110.4m,2022-09-14 11:16:25.726085
2,Ethereum Classic-ETC,$36.79,-4.75%,$2.8b,$436.5m,-6.97%,1.88%,0.16,+0.0054%,-0.0012%,$10.9m,2022-09-14 11:16:25.726085
3,LUNA2-LUNA2,$2.81,-36.83%,$2.4b,$58.1m,+63.25%,0.25%,0.02,-0.6057%,-0.7786%,$4.5m,2022-09-14 11:16:25.726085
4,Solana-SOL,$33.47,-13.39%,$2.4b,$406.7m,-19.56%,1.75%,0.17,-0.0089%,-0.0029%,$6.6m,2022-09-14 11:16:25.726085
5,Terra-LUNA,$2.84,-35.93%,$1.2b,$23.1m,+28.52%,0.10%,0.02,-0.0266%,-1.2379%,$10.4m,2022-09-14 11:16:25.726085
6,Reef-REEF,$0.0052,-4.54%,$1.2b,$28.2m,+3.70%,0.12%,0.02,-0.5404%,-0.8582%,$2.6m,2022-09-14 11:16:25.726085
7,Litecoin-LTC,$59.36,-9.48%,$1.1b,$218.5m,-10.18%,0.94%,0.20,+0.0114%,+0.0068%,$3.2m,2022-09-14 11:16:25.726085
8,Ravencoin-RVN,$0.0673,+9.65%,$1.1b,$63.9m,+17.74%,0.28%,0.06,-0.0142%,-0.0163%,$2.9m,2022-09-14 11:16:25.726085
9,Cardano-ADA,$0.4740,-5.94%,$972.1m,$263.6m,-11.36%,1.14%,0.27,-0.0038%,-0.0022%,$2.2m,2022-09-14 11:16:25.726085
10,Binance Coin-BNB,$280.11,-5.08%,$905.2m,$247.1m,-9.60%,1.06%,0.27,-0.0155%,-0.0087%,$752.0k,2022-09-14 11:16:25.726085
11,1000LUNC-1000LUNC,$0.2959,-19.26%,$893.5m,$31.8m,+6.99%,0.14%,0.04,-0.1132%,-0.1223%,$2.5m,2022-09-14 11:16:25.726085
12,EOS-EOS,$1.49,-11.20%,$869.8m,$161.5m,-15.45%,0.70%,0.19,-0.0310%,-0.0233%,$2.6m,2022-09-14 11:16:25.726085
13,Cosmos-ATOM,$14.26,-10.69%,$820.3m,$125.0m,-20.12%,0.54%,0.15,-0.0046%,+0.0054%,$2.3m,2022-09-14 11:16:25.726085
14,Polygon-MATIC,$0.8567,-7.90%,$791.7m,$170.5m,-19.50%,0.73%,0.22,+0.0006%,+0.0054%,$2.4m,2022-09-14 11:16:25.726085
15,Ripple-XRP,$0.3361,-5.50%,$727.5m,$318.1m,-7.17%,1.37%,0.44,-0.0095%,-0.0167%,$1.5m,2022-09-14 11:16:25.726085
16,Avalanche-AVAX,$19.08,-11.83%,$692.9m,$129.6m,-15.11%,0.56%,0.19,-0.0256%,-0.0126%,$2.2m,2022-09-14 11:16:25.726085
17,ApeCoin-APE,$5.08,-12.20%,$685.2m,$81.2m,-19.10%,0.35%,0.12,+0.0147%,+0.0200%,$1.7m,2022-09-14 11:16:25.726085
18,Chiliz-CHZ,$0.1927,-4.75%,$618.5m,$71.2m,-4.10%,0.31%,0.12,+0.0050%,+0.0048%,$1.4m,2022-09-14 11:16:25.726085
19,NEAR Protocol-NEAR,$4.46,-10.63%,$578.3m,$102.2m,-19.81%,0.44%,0.18,-0.0094%,-0.0041%,$1.5m,2022-09-14 11:16:25.726085
20,Dogecoin-DOGE,$0.0608,-4.63%,$536.9m,$118.0m,-6.28%,0.51%,0.22,+0.0088%,+0.0094%,$1.6m,2022-09-14 11:16:25.726085
21,Optimism-OP,$1.19,-8.08%,$481.9m,$55.7m,-19.92%,0.24%,0.12,+0.0030%,+0.0048%,$1.3m,2022-09-14 11:16:25.726085
22,Polkadot-DOT,$7.18,-8.13%,$462.4m,$253.7m,-7.83%,1.09%,0.55,-0.0073%,-0.0075%,$1.2m,2022-09-14 11:16:25.726085
23,Terra Classic-LUNC,$0.0003,-18.89%,$457.2m,$42.5m,-6.92%,0.18%,0.09,-0.0523%,-0.0650%,$2.4m,2022-09-14 11:16:25.726085
24,Filecoin-FIL,$5.89,-8.74%,$444.8m,$105.6m,-11.75%,0.45%,0.24,-0.0099%,-0.0125%,$2.0m,2022-09-14 11:16:25.726085
25,Chainlink-LINK,$7.28,-7.09%,$412.9m,$104.5m,-11.85%,0.45%,0.25,-0.0020%,+0.0033%,$1.7m,2022-09-14 11:16:25.726085
26,STEPN-GMT,$0.6647,-10.89%,$374.8m,$97.0m,-11.43%,0.42%,0.26,+0.0010%,+0.0027%,$1.1m,2022-09-14 11:16:25.726085
27,Bitcoin Cash-BCH,$119.40,-8.69%,$355.5m,$162.9m,-10.47%,0.70%,0.46,-0.0119%,-0.0128%,$1.6m,2022-09-14 11:16:25.726085
28,Curve DAO Token-CRV,$1.10,-3.95%,$300.9m,$55.8m,-9.19%,0.24%,0.19,+0.0159%,-0.0070%,$785.4k,2022-09-14 11:16:25.726085
29,1000SHIB-1000SHIB,$0.0122,-5.66%,$272.7m,$40.3m,-12.76%,0.17%,0.15,+0.0100%,+0.0100%,$1.1m,2022-09-14 11:16:25.726085
30,The Sandbox-SAND,$0.8917,-7.30%,$233.1m,$66.6m,-7.71%,0.29%,0.29,-0.0007%,+0.0051%,$531.9k,2022-09-14 11:16:25.726085
31,Axie Infinity-AXS,$14.19,-6.82%,$214.1m,$79.1m,-5.79%,0.34%,0.37,-0.0253%,-0.0265%,$814.2k,2022-09-14 11:16:25.726085
32,Kyber Network Crystal-KNC,$1.91,+2.12%,$182.6m,$24.4m,+24.84%,0.10%,0.13,-0.0316%,-0.0060%,$371.1k,2022-09-14 11:16:25.726085
33,Fantom-FTM,$0.2498,-7.75%,$172.0m,$43.7m,-8.72%,0.19%,0.25,+0.0051%,+0.0071%,$437.7k,2022-09-14 11:16:25.726085
34,1000XEC-1000XEC,$0.0501,+4.51%,$161.1m,$9.4m,+64.89%,0.04%,0.06,-0.0349%,-0.0384%,$412.3k,2022-09-14 11:16:25.726085
35,Helium-HNT,$4.43,-13.35%,$158.6m,$21.9m,+4.31%,0.09%,0.14,+0.0066%,+0.0056%,$574.0k,2022-09-14 11:16:25.726085
36,Aave-AAVE,$84.49,-8.13%,$155.6m,$41.9m,-8.68%,0.18%,0.27,+0.0021%,-0.0006%,$233.7k,2022-09-14 11:16:25.726085
37,Ethereum Name Service-ENS,$14.83,-0.50%,$152.3m,$25.7m,+0.38%,0.11%,0.17,-0.0013%,+0.0105%,$254.8k,2022-09-14 11:16:25.726085
38,Stargate Finance-STG,$0.6112,-6.46%,$149.5m,$13.1m,-10.00%,0.06%,0.09,-0.0217%,-0.0420%,$543.1k,2022-09-14 11:16:25.726085
39,Unifi Protocol DAO-UNFI,$7.08,-11.33%,$145.0m,$16.8m,-2.34%,0.07%,0.12,+0.0057%,+0.0076%,$459.2k,2022-09-14 11:16:25.726085
40,Waves-WAVES,$4.42,-8.23%,$140.8m,$46.7m,-13.67%,0.20%,0.33,+0.0043%,+0.0034%,$529.2k,2022-09-14 11:16:25.726085
41,Uniswap-UNI,$6.13,-8.11%,$135.7m,$45.6m,-11.67%,0.20%,0.34,+0.0048%,-0.0030%,$284.5k,2022-09-14 11:16:25.726085
42,SHIBA INU-SHIB,$0.0000,-5.12%,$129.8m,$21.3m,-9.36%,0.09%,0.16,+0.0046%,+0.0014%,$666.4k,2022-09-14 11:16:25.726085
43,dYdX-DYDX,$1.39,-13.41%,$127.5m,$32.7m,-3.72%,0.14%,0.26,+0.0045%,-0.0003%,$453.5k,2022-09-14 11:16:25.726085
44,Decentraland-MANA,$0.7376,-7.42%,$122.7m,$39.3m,-2.86%,0.17%,0.32,+0.0061%,-0.0023%,$461.6k,2022-09-14 11:16:25.726085
45,Gala-GALA,$0.0482,-5.84%,$117.2m,$32.5m,-6.04%,0.14%,0.28,+0.0004%,+0.0036%,$376.6k,2022-09-14 11:16:25.726085
46,Tellor-TRB,$15.67,-5.44%,$113.1m,$29.1m,-12.90%,0.13%,0.26,-0.0359%,+0.0121%,$382.5k,2022-09-14 11:16:25.726085
47,Tron-TRX,$0.0613,-3.74%,$112.5m,$137.2m,-1.24%,0.59%,1.22,-0.0266%,-0.0410%,$260.1k,2022-09-14 11:16:25.726085
48,THORChain-RUNE,$1.80,-6.98%,$97.7m,$21.6m,-6.84%,0.09%,0.22,+0.0070%,+0.0075%,$277.8k,2022-09-14 11:16:25.726085
49,Compound-COMP,$52.95,-6.00%,$92.3m,$24.9m,-8.47%,0.11%,0.27,-0.0088%,-0.0148%,$292.3k,2022-09-14 11:16:25.726085
50,THETA-THETA,$1.10,-7.87%,$91.7m,$22.0m,-5.43%,0.09%,0.24,+0.0115%,-0.0217%,$374.0k,2022-09-14 11:16:25.726085
51,SushiSwap-SUSHI,$1.19,-5.83%,$85.1m,$27.4m,-5.75%,0.12%,0.32,+0.0136%,-0.0009%,$255.6k,2022-09-14 11:16:25.726085
52,FTX Token-FTT,$25.90,-10.89%,$84.4m,$69.6m,-13.51%,0.30%,0.82,+0.0048%,+0.0038%,$787.0k,2022-09-14 11:16:25.726085
53,Monero-XMR,$147.80,-8.05%,$84.1m,$42.0m,-12.86%,0.18%,0.50,+0.0114%,-0.0254%,$229.3k,2022-09-14 11:16:25.726085
54,The Graph-GRT,$0.1106,-8.78%,$82.1m,$23.5m,-12.60%,0.10%,0.29,+0.0008%,-0.0053%,$231.5k,2022-09-14 11:16:25.726085
55,yearn.finance-YFI,"$9,176.43",-8.50%,$81.8m,$31.0m,-6.59%,0.13%,0.38,-0.0035%,-0.0159%,$274.7k,2022-09-14 11:16:25.726085
56,ConstitutionDAO-PEOPLE,$0.0204,-9.20%,$79.6m,$22.8m,-7.10%,0.10%,0.29,+0.0016%,+0.0075%,$497.5k,2022-09-14 11:16:25.726085
57,Synthetix Network Token-SNX,$2.74,-7.13%,$74.2m,$29.0m,-7.05%,0.12%,0.39,-0.0299%,-0.0428%,$185.9k,2022-09-14 11:16:25.726085
58,Tezos-XTZ,$1.54,-7.51%,$74.2m,$27.1m,-13.55%,0.12%,0.37,+0.0005%,-0.0128%,$440.6k,2022-09-14 11:16:25.726085
59,Celsius-CEL,$1.75,+18.46%,$73.9m,$24.3m,+10.96%,0.10%,0.33,-0.0059%,+0.0062%,$2.2m,2022-09-14 11:16:25.726085
60,Algorand-ALGO,$0.3012,-5.99%,$73.5m,$29.2m,-8.40%,0.13%,0.40,-0.0022%,+0.0062%,$189.5k,2022-09-14 11:16:25.726085
61,Project Galaxy-GAL,$2.69,-8.42%,$70.5m,$13.7m,-17.20%,0.06%,0.19,+0.0012%,+0.0008%,$468.6k,2022-09-14 11:16:25.726085
62,Flow (Dapper labs)-FLOW,$1.86,-10.26%,$69.3m,$22.3m,-7.32%,0.10%,0.32,-0.0014%,-0.0031%,$350.8k,2022-09-14 11:16:25.726085
63,BinaryX-BNX,$158.83,+0.27%,$66.9m,$36.0m,+5.23%,0.15%,0.54,+0.0100%,+0.0100%,$297.7k,2022-09-14 11:16:25.726085
64,Stellar Lumens-XLM,$0.1046,-7.79%,$63.9m,$36.3m,-9.49%,0.16%,0.57,-0.0138%,-0.0179%,$117.5k,2022-09-14 11:16:25.726085
65,Hedera-HBAR,$0.0640,-7.45%,$61.4m,$12.1m,-30.27%,0.05%,0.20,+0.0082%,+0.0084%,$391.0k,2022-09-14 11:16:25.726085
66,ZCash-ZEC,$59.72,-5.19%,$59.4m,$21.2m,-8.04%,0.09%,0.36,-0.0022%,+0.0147%,$187.1k,2022-09-14 11:16:25.726085
67,Injective Protocol-INJ,$1.74,-9.96%,$57.3m,$4.4m,-54.78%,0.02%,0.08,-0.0054%,-0.0092%,$479.9k,2022-09-14 11:16:25.726085
68,1inch-1INCH,$0.6056,-7.63%,$54.2m,$20.7m,-0.03%,0.09%,0.38,-0.0026%,-0.0493%,$172.3k,2022-09-14 11:16:25.726085
