,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,241.02",+2.69%,$42.9b,$11.1b,+3.12%,43.29%,0.26,+0.0051%,+0.0044%,$87.0m,2022-09-12 17:16:26.106838
1,Ethereum-ETH,"$1,713.52",-3.24%,$31.4b,$7.5b,-3.28%,29.44%,0.24,-0.0344%,-0.0398%,$53.0m,2022-09-12 17:16:26.106838
2,Ethereum Classic-ETC,$38.05,-3.00%,$2.7b,$461.5m,-6.75%,1.80%,0.17,-0.0015%,-0.0115%,$10.5m,2022-09-12 17:16:26.106838
3,Solana-SOL,$37.34,+4.58%,$2.5b,$482.0m,+13.52%,1.88%,0.20,+0.0028%,+0.0036%,$3.5m,2022-09-12 17:16:26.106838
4,LUNA2-LUNA2,$4.26,-24.08%,$1.3b,$36.1m,-1.67%,0.14%,0.03,-0.0259%,-0.0283%,$2.2m,2022-09-12 17:16:26.106838
5,NEAR Protocol-NEAR,$4.96,-0.25%,$1.0b,$135.2m,+9.13%,0.53%,0.13,+0.0083%,+0.0034%,$1.8m,2022-09-12 17:16:26.106838
6,Cardano-ADA,$0.5016,-2.60%,$879.9m,$297.6m,-5.00%,1.16%,0.34,+0.0093%,-0.0069%,$1.3m,2022-09-12 17:16:26.106838
7,EOS-EOS,$1.66,-4.69%,$850.3m,$192.9m,-8.77%,0.75%,0.23,+0.0028%,+0.0063%,$2.2m,2022-09-12 17:16:26.106838
8,Ravencoin-RVN,$0.0632,+19.45%,$837.2m,$57.1m,+61.80%,0.22%,0.07,+0.0017%,-0.0002%,$1.6m,2022-09-12 17:16:26.106838
9,Avalanche-AVAX,$20.97,+0.69%,$833.1m,$145.1m,+3.34%,0.57%,0.17,+0.0151%,+0.0060%,$1.3m,2022-09-12 17:16:26.106838
10,Terra-LUNA,$4.27,-24.02%,$812.6m,$17.3m,-23.68%,0.07%,0.02,-0.0082%,-0.0238%,$5.4m,2022-09-12 17:16:26.106838
11,Cosmos-ATOM,$15.42,-3.19%,$812.3m,$152.7m,-10.25%,0.60%,0.19,+0.0095%,+0.0098%,$1.4m,2022-09-12 17:16:26.106838
