,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,357.64",+2.05%,$35.9b,$11.1b,+5.28%,43.44%,0.31,+0.0052%,+0.0078%,$39.1m,2022-09-13 07:16:59.533759
1,Ethereum-ETH,"$1,705.86",-2.08%,$27.6b,$7.4b,-2.53%,29.08%,0.27,-0.0436%,-0.0518%,$41.7m,2022-09-13 07:16:59.533759
2,Solana-SOL,$38.40,+9.17%,$2.8b,$493.4m,+25.95%,1.94%,0.18,-0.0007%,-0.0095%,$4.1m,2022-09-13 07:16:59.533759
3,Ethereum Classic-ETC,$38.05,+0.01%,$2.4b,$452.4m,-1.64%,1.78%,0.19,-0.0051%,+0.0104%,$7.2m,2022-09-13 07:16:59.533759
4,LUNA2-LUNA2,$4.26,-17.80%,$1.5b,$35.2m,-0.57%,0.14%,0.02,-0.0013%,+0.0005%,$2.6m,2022-09-13 07:16:59.533759
5,Ravencoin-RVN,$0.0624,+12.71%,$1.5b,$57.2m,+45.03%,0.22%,0.04,-0.0090%,+0.0009%,$3.3m,2022-09-13 07:16:59.533759
6,NEAR Protocol-NEAR,$5.01,+4.55%,$987.3m,$128.3m,+14.62%,0.50%,0.13,+0.0001%,-0.0157%,$1.7m,2022-09-13 07:16:59.533759
7,Polygon-MATIC,$0.9268,+4.56%,$896.4m,$208.5m,+10.41%,0.82%,0.23,+0.0051%,+0.0053%,$1.3m,2022-09-13 07:16:59.533759
8,Terra-LUNA,$4.26,-18.12%,$894.6m,$19.2m,-11.71%,0.08%,0.02,-0.0019%,+0.0156%,$5.4m,2022-09-13 07:16:59.533759
9,Avalanche-AVAX,$21.37,+4.00%,$894.3m,$147.6m,+11.43%,0.58%,0.17,-0.0041%,+0.0033%,$1.1m,2022-09-13 07:16:59.533759
10,Cardano-ADA,$0.5023,-1.05%,$806.5m,$294.5m,-0.78%,1.16%,0.37,+0.0014%,+0.0099%,$1.1m,2022-09-13 07:16:59.533759
11,Cosmos-ATOM,$15.96,+3.52%,$787.3m,$156.9m,+1.43%,0.62%,0.20,+0.0015%,+0.0054%,$1.0m,2022-09-13 07:16:59.533759
12,EOS-EOS,$1.66,-2.09%,$741.6m,$187.2m,-4.46%,0.74%,0.25,+0.0032%,+0.0041%,$1.6m,2022-09-13 07:16:59.533759
13,Reef-REEF,$0.0048,+23.67%,$685.3m,$23.6m,+363.25%,0.09%,0.03,-0.3035%,-0.2959%,$2.2m,2022-09-13 07:16:59.533759
14,ApeCoin-APE,$5.75,+6.23%,$638.1m,$97.7m,+11.19%,0.38%,0.15,+0.0073%,+0.0068%,$1.6m,2022-09-13 07:16:59.533759
15,Filecoin-FIL,$6.43,-0.94%,$606.4m,$117.6m,-3.38%,0.46%,0.19,-0.0049%,-0.0071%,$830.5k,2022-09-13 07:16:59.533759
16,Binance Coin-BNB,$293.23,-0.48%,$598.9m,$273.2m,-1.06%,1.07%,0.46,+0.0002%,+0.0069%,$381.9k,2022-09-13 07:16:59.533759
17,1000LUNC-1000LUNC,$0.3286,-18.18%,$583.0m,$24.2m,+6.41%,0.10%,0.04,-0.0412%,-0.0351%,$1.9m,2022-09-13 07:16:59.533759
