,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,197.61",-9.59%,$58.7b,$9.7b,-12.88%,42.16%,0.17,+0.0072%,-0.0047%,$111.6m,2022-09-13 21:16:35.065348
1,Ethereum-ETH,"$1,601.56",-6.37%,$43.1b,$6.9b,-6.97%,29.97%,0.16,-0.0603%,-0.1129%,$101.1m,2022-09-13 21:16:35.065348
2,Solana-SOL,$34.03,-9.36%,$2.8b,$405.3m,-14.66%,1.76%,0.14,-0.0009%,-0.0198%,$6.6m,2022-09-13 21:16:35.065348
3,Ethereum Classic-ETC,$35.83,-6.36%,$2.3b,$412.0m,-9.51%,1.79%,0.18,-0.0110%,-0.0196%,$9.4m,2022-09-13 21:16:35.065348
4,LUNA2-LUNA2,$4.18,-0.74%,$1.2b,$30.2m,-8.70%,0.13%,0.02,-0.0038%,+0.0026%,$2.2m,2022-09-13 21:16:35.065348
5,Litecoin-LTC,$59.32,-3.10%,$1.2b,$221.5m,+7.18%,0.96%,0.18,+0.0153%,+0.0040%,$3.4m,2022-09-13 21:16:35.065348
6,Reef-REEF,$0.0058,+12.75%,$1.1b,$40.8m,+81.10%,0.18%,0.04,-0.6510%,+0.0348%,$2.6m,2022-09-13 21:16:35.065348
7,Ravencoin-RVN,$0.0628,-12.61%,$1.1b,$51.7m,-29.83%,0.22%,0.05,+0.0083%,+0.0056%,$2.6m,2022-09-13 21:16:35.065348
8,Cardano-ADA,$0.4709,-7.55%,$1.0b,$264.0m,-10.42%,1.15%,0.26,+0.0007%,-0.0203%,$2.1m,2022-09-13 21:16:35.065348
9,Polygon-MATIC,$0.8552,-8.10%,$937.2m,$173.9m,-16.41%,0.75%,0.19,+0.0031%,+0.0034%,$2.5m,2022-09-13 21:16:35.065348
10,ApeCoin-APE,$5.23,-3.76%,$885.8m,$82.0m,-2.31%,0.36%,0.09,+0.0077%,+0.0073%,$2.1m,2022-09-13 21:16:35.065348
