,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,702.88",+4.07%,$38.7b,$7.7b,+7.71%,30.79%,0.20,-0.0058%,-0.0033%,$75.8m,2022-09-09 06:17:01.142387
1,Bitcoin-BTC,"$20,603.18",+6.58%,$35.3b,$10.2b,+6.33%,41.11%,0.29,+0.0012%,+0.0027%,$65.8m,2022-09-09 06:17:01.142387
2,Ethereum Classic-ETC,$39.32,+4.97%,$3.7b,$533.5m,+2.81%,2.15%,0.15,-0.0060%,-0.0167%,$11.7m,2022-09-09 06:17:01.142387
3,Solana-SOL,$35.21,+8.22%,$1.7b,$431.7m,+12.14%,1.74%,0.25,+0.0023%,-0.0031%,$3.2m,2022-09-09 06:17:01.142387
4,EOS-EOS,$1.65,-1.78%,$1.4b,$212.4m,-17.76%,0.85%,0.15,+0.0058%,+0.0054%,$2.3m,2022-09-09 06:17:01.142387
5,Cosmos-ATOM,$14.09,+9.34%,$1.1b,$182.3m,+40.22%,0.73%,0.16,-0.0041%,-0.0248%,$1.8m,2022-09-09 06:17:01.142387
6,Cardano-ADA,$0.4900,+2.99%,$873.8m,$290.2m,+4.07%,1.17%,0.33,+0.0105%,+0.0041%,$878.5k,2022-09-09 06:17:01.142387
7,Ripple-XRP,$0.3495,+4.19%,$799.5m,$342.9m,+4.12%,1.38%,0.43,-0.0033%,-0.0047%,$1.0m,2022-09-09 06:17:01.142387
8,Binance Coin-BNB,$290.00,+3.90%,$750.2m,$284.6m,+1.23%,1.15%,0.38,+0.0116%,+0.0120%,$593.6k,2022-09-09 06:17:01.142387
9,NEAR Protocol-NEAR,$4.74,+5.87%,$697.2m,$125.6m,+17.17%,0.51%,0.18,+0.0024%,+0.0033%,$1.4m,2022-09-09 06:17:01.142387
10,Bitcoin Cash-BCH,$130.20,+10.10%,$676.9m,$206.6m,+23.32%,0.83%,0.31,+0.0037%,-0.0018%,$1.2m,2022-09-09 06:17:01.142387
11,Polygon-MATIC,$0.8754,+4.24%,$594.9m,$192.6m,+0.73%,0.78%,0.32,-0.0115%,-0.0068%,$851.7k,2022-09-09 06:17:01.142387
12,Helium-HNT,$4.83,-6.68%,$592.1m,$31.2m,-26.92%,0.13%,0.05,+0.0025%,+0.0030%,$808.4k,2022-09-09 06:17:01.142387
13,Avalanche-AVAX,$20.06,+5.67%,$573.2m,$137.4m,+4.91%,0.55%,0.24,+0.0098%,+0.0150%,$613.0k,2022-09-09 06:17:01.142387
14,Chainlink-LINK,$7.84,+10.07%,$530.7m,$128.6m,+20.27%,0.52%,0.24,+0.0102%,+0.0106%,$1.5m,2022-09-09 06:17:01.142387
15,Litecoin-LTC,$60.48,+5.70%,$526.2m,$199.9m,+3.78%,0.80%,0.38,+0.0029%,+0.0072%,$878.1k,2022-09-09 06:17:01.142387
16,Polkadot-DOT,$7.64,+6.11%,$514.2m,$283.6m,+6.51%,1.14%,0.55,+0.0030%,+0.0036%,$858.5k,2022-09-09 06:17:01.142387
17,Chiliz-CHZ,$0.2005,+4.45%,$507.6m,$83.9m,+9.18%,0.34%,0.17,+0.0042%,+0.0065%,$603.8k,2022-09-09 06:17:01.142387
18,Optimism-OP,$1.28,+8.50%,$399.8m,$67.4m,+12.48%,0.27%,0.17,+0.0086%,+0.0142%,$1.2m,2022-09-09 06:17:01.142387
19,Dogecoin-DOGE,$0.0630,+3.25%,$370.5m,$120.8m,+1.70%,0.49%,0.33,+0.0113%,+0.0070%,$542.8k,2022-09-09 06:17:01.142387
20,Filecoin-FIL,$6.15,+4.53%,$341.6m,$107.8m,+4.34%,0.43%,0.32,+0.0065%,+0.0066%,$492.9k,2022-09-09 06:17:01.142387
21,Stargate Finance-STG,$0.8305,+5.11%,$308.3m,$30.0m,-9.72%,0.12%,0.10,+0.0060%,+0.0070%,$695.7k,2022-09-09 06:17:01.142387
22,Curve DAO Token-CRV,$1.16,+1.03%,$280.9m,$59.5m,-6.65%,0.24%,0.21,+0.0207%,-0.0050%,$476.7k,2022-09-09 06:17:01.142387
23,STEPN-GMT,$0.6817,+4.84%,$277.7m,$107.8m,+2.36%,0.43%,0.39,+0.0027%,+0.0070%,$396.0k,2022-09-09 06:17:01.142387
24,Ravencoin-RVN,$0.0450,+23.16%,$260.8m,$33.6m,+75.61%,0.14%,0.13,+0.0050%,+0.0095%,$781.5k,2022-09-09 06:17:01.142387
25,1000SHIB-1000SHIB,$0.0126,+2.27%,$258.0m,$43.7m,+1.30%,0.18%,0.17,+0.0097%,+0.0100%,$370.5k,2022-09-09 06:17:01.142387
26,ApeCoin-APE,$4.90,+8.87%,$253.5m,$69.0m,+5.16%,0.28%,0.27,-0.0002%,-0.0146%,$592.6k,2022-09-09 06:17:01.142387
27,The Sandbox-SAND,$0.9555,+5.43%,$229.5m,$73.4m,+0.19%,0.30%,0.32,+0.0057%,+0.0024%,$315.9k,2022-09-09 06:17:01.142387
28,Axie Infinity-AXS,$13.92,+3.36%,$222.0m,$80.2m,+0.21%,0.32%,0.36,-0.0175%,-0.0170%,$200.8k,2022-09-09 06:17:01.142387
29,Terra Classic-LUNC,$0.0005,-5.37%,$221.7m,$31.8m,+243.94%,0.13%,0.14,-0.2681%,-0.1998%,$698.6k,2022-09-09 06:17:01.142387
30,Ethereum Name Service-ENS,$15.75,+6.35%,$200.0m,$37.6m,+24.58%,0.15%,0.19,+0.0093%,+0.0059%,$314.5k,2022-09-09 06:17:01.142387
31,SushiSwap-SUSHI,$1.31,+5.83%,$172.9m,$37.9m,+17.97%,0.15%,0.22,+0.0030%,+0.0000%,$270.0k,2022-09-09 06:17:01.142387
32,Fantom-FTM,$0.2638,+3.47%,$166.0m,$48.8m,+3.40%,0.20%,0.29,+0.0049%,+0.0080%,$119.9k,2022-09-09 06:17:01.142387
33,Tellor-TRB,$17.18,+2.02%,$145.6m,$40.7m,+1.37%,0.16%,0.28,-0.0186%,-0.0042%,$170.8k,2022-09-09 06:17:01.142387
34,Uniswap-UNI,$6.51,+6.16%,$139.6m,$49.0m,+9.03%,0.20%,0.35,+0.0007%,+0.0002%,$109.5k,2022-09-09 06:17:01.142387
35,Unifi Protocol DAO-UNFI,$8.05,+12.06%,$136.0m,$21.3m,+21.00%,0.09%,0.16,+0.0100%,+0.0100%,$299.3k,2022-09-09 06:17:01.142387
36,Tron-TRX,$0.0628,+3.03%,$124.9m,$143.5m,+1.99%,0.58%,1.15,-0.0122%,-0.0064%,$170.8k,2022-09-09 06:17:01.142387
37,Aave-AAVE,$91.63,+4.11%,$122.4m,$47.1m,+3.57%,0.19%,0.38,+0.0131%,+0.0031%,$121.8k,2022-09-09 06:17:01.142387
38,Balancer-BAL,$7.56,+0.41%,$118.1m,$15.7m,-6.72%,0.06%,0.13,-0.0066%,+0.0016%,$182.3k,2022-09-09 06:17:01.142387
39,dYdX-DYDX,$1.51,+3.10%,$102.5m,$37.0m,-1.62%,0.15%,0.36,+0.0059%,+0.0040%,$143.1k,2022-09-09 06:17:01.142387
40,Terra-LUNA,$1.97,-1.88%,$102.5m,$8.0m,-1.22%,0.03%,0.08,-0.0141%,-0.0097%,$305.7k,2022-09-09 06:17:01.142387
41,Decentraland-MANA,$0.7957,+3.83%,$102.2m,$40.0m,+6.06%,0.16%,0.39,+0.0086%,+0.0072%,$152.1k,2022-09-09 06:17:01.142387
42,Gala-GALA,$0.0509,+4.07%,$99.8m,$33.9m,+1.56%,0.14%,0.34,+0.0057%,+0.0060%,$163.4k,2022-09-09 06:17:01.142387
43,Flow (Dapper labs)-FLOW,$2.04,+7.60%,$95.9m,$25.7m,+5.17%,0.10%,0.27,+0.0053%,+0.0059%,$90.8k,2022-09-09 06:17:01.142387
44,Waves-WAVES,$4.61,+4.62%,$95.3m,$51.6m,+5.39%,0.21%,0.54,+0.0080%,+0.0059%,$123.1k,2022-09-09 06:17:01.142387
45,Tezos-XTZ,$1.62,+8.20%,$89.5m,$32.2m,+17.74%,0.13%,0.36,+0.0084%,+0.0108%,$184.9k,2022-09-09 06:17:01.142387
46,THORChain-RUNE,$1.94,+4.64%,$83.6m,$23.4m,+12.69%,0.09%,0.28,+0.0085%,+0.0088%,$98.8k,2022-09-09 06:17:01.142387
47,ConstitutionDAO-PEOPLE,$0.0217,+2.60%,$80.5m,$25.4m,+1.74%,0.10%,0.32,+0.0084%,-0.0023%,$95.1k,2022-09-09 06:17:01.142387
48,Algorand-ALGO,$0.3166,+6.07%,$80.3m,$31.8m,+10.42%,0.13%,0.40,-0.0009%,+0.0083%,$87.2k,2022-09-09 06:17:01.142387
49,yearn.finance-YFI,"$9,615.22",+2.94%,$79.7m,$35.8m,-1.12%,0.14%,0.45,+0.0041%,-0.0018%,$95.6k,2022-09-09 06:17:01.142387
50,iExec RLC-RLC,$1.25,+1.35%,$73.4m,$6.7m,-17.97%,0.03%,0.09,-0.0226%,-0.0713%,$187.8k,2022-09-09 06:17:01.142387
51,Synthetix Network Token-SNX,$3.03,+4.15%,$69.7m,$32.9m,+2.31%,0.13%,0.47,-0.0061%,+0.0044%,$78.3k,2022-09-09 06:17:01.142387
