,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,333.62",-8.45%,$61.3b,$9.6b,-12.14%,41.58%,0.16,-0.0048%,+0.0014%,$123.2m,2022-09-14 04:16:24.605783
1,Ethereum-ETH,"$1,595.34",-6.71%,$44.8b,$7.1b,-5.23%,30.50%,0.16,-0.1366%,-0.1917%,$111.1m,2022-09-14 04:16:24.605783
2,Solana-SOL,$33.58,-12.53%,$2.7b,$402.5m,-19.03%,1.74%,0.15,-0.0158%,-0.0162%,$6.7m,2022-09-14 04:16:24.605783
3,Ethereum Classic-ETC,$37.36,-1.97%,$2.6b,$447.1m,-0.83%,1.93%,0.17,-0.0084%,+0.0033%,$10.2m,2022-09-14 04:16:24.605783
4,Litecoin-LTC,$59.86,-2.99%,$1.2b,$221.9m,+4.94%,0.96%,0.18,+0.0057%,+0.0063%,$3.7m,2022-09-14 04:16:24.605783
5,LUNA2-LUNA2,$4.39,+3.96%,$1.1b,$33.8m,-8.35%,0.15%,0.03,-0.0002%,+0.0011%,$2.0m,2022-09-14 04:16:24.605783
6,Reef-REEF,$0.0049,+0.04%,$1.1b,$24.4m,+4.80%,0.11%,0.02,+0.0919%,-0.0776%,$2.5m,2022-09-14 04:16:24.605783
7,Cardano-ADA,$0.4726,-5.11%,$984.9m,$264.9m,-9.11%,1.14%,0.27,-0.0091%,+0.0015%,$2.1m,2022-09-14 04:16:24.605783
8,Ravencoin-RVN,$0.0658,-1.14%,$955.1m,$56.4m,-15.85%,0.24%,0.06,-0.0015%,-0.0101%,$2.6m,2022-09-14 04:16:24.605783
9,EOS-EOS,$1.50,-9.73%,$898.7m,$164.7m,-13.04%,0.71%,0.18,-0.0207%,-0.0370%,$2.5m,2022-09-14 04:16:24.605783
10,Cosmos-ATOM,$14.17,-9.57%,$886.4m,$124.1m,-18.38%,0.54%,0.14,-0.0148%,-0.0092%,$2.2m,2022-09-14 04:16:24.605783
11,Binance Coin-BNB,$279.79,-4.34%,$885.1m,$243.8m,-9.90%,1.05%,0.28,-0.0161%,-0.0248%,$708.6k,2022-09-14 04:16:24.605783
12,Polygon-MATIC,$0.8606,-7.73%,$864.4m,$172.7m,-17.40%,0.75%,0.20,+0.0025%,-0.0051%,$2.5m,2022-09-14 04:16:24.605783
13,ApeCoin-APE,$5.18,-9.32%,$834.4m,$81.7m,-14.14%,0.35%,0.10,+0.0162%,+0.0243%,$1.9m,2022-09-14 04:16:24.605783
14,Avalanche-AVAX,$19.14,-10.09%,$797.7m,$130.6m,-10.40%,0.56%,0.16,-0.0168%,-0.0300%,$2.0m,2022-09-14 04:16:24.605783
15,Ripple-XRP,$0.3353,-5.34%,$740.0m,$320.0m,-6.28%,1.38%,0.43,-0.0044%,-0.0015%,$1.3m,2022-09-14 04:16:24.605783
16,1000LUNC-1000LUNC,$0.3366,+2.87%,$719.1m,$31.5m,+31.98%,0.14%,0.04,-0.0640%,-0.0604%,$1.9m,2022-09-14 04:16:24.605783
17,Terra-LUNA,$4.39,+4.46%,$698.8m,$16.8m,-7.89%,0.07%,0.02,+0.0104%,-0.0011%,$3.2m,2022-09-14 04:16:24.605783
18,NEAR Protocol-NEAR,$4.48,-10.42%,$638.5m,$101.2m,-21.58%,0.44%,0.16,-0.0077%,-0.0124%,$1.5m,2022-09-14 04:16:24.605783
19,Chiliz-CHZ,$0.1962,-2.87%,$589.2m,$72.0m,-2.56%,0.31%,0.12,+0.0062%,+0.0050%,$1.1m,2022-09-14 04:16:24.605783
20,Optimism-OP,$1.21,-3.58%,$508.0m,$59.1m,-7.44%,0.26%,0.12,+0.0094%,+0.0021%,$1.3m,2022-09-14 04:16:24.605783
21,Polkadot-DOT,$7.20,-5.10%,$502.8m,$254.5m,-4.79%,1.10%,0.51,-0.0024%,-0.0026%,$1.2m,2022-09-14 04:16:24.605783
22,Dogecoin-DOGE,$0.0606,-4.39%,$489.4m,$117.7m,-4.89%,0.51%,0.24,+0.0045%,+0.0160%,$1.5m,2022-09-14 04:16:24.605783
23,Filecoin-FIL,$5.94,-7.62%,$464.8m,$107.3m,-8.26%,0.46%,0.23,-0.0132%,-0.0184%,$1.8m,2022-09-14 04:16:24.605783
24,Chainlink-LINK,$7.26,-5.68%,$411.2m,$105.3m,-9.29%,0.45%,0.26,-0.0059%,-0.0010%,$1.6m,2022-09-14 04:16:24.605783
25,Terra Classic-LUNC,$0.0003,+3.06%,$400.3m,$47.3m,+25.63%,0.20%,0.12,-0.0575%,-0.0610%,$1.6m,2022-09-14 04:16:24.605783
26,STEPN-GMT,$0.6746,-9.34%,$384.5m,$98.0m,-10.44%,0.42%,0.25,-0.0009%,+0.0038%,$1.0m,2022-09-14 04:16:24.605783
27,Bitcoin Cash-BCH,$120.28,-6.41%,$368.6m,$165.1m,-6.49%,0.71%,0.45,-0.0249%,-0.0111%,$1.4m,2022-09-14 04:16:24.605783
28,Curve DAO Token-CRV,$1.08,-4.06%,$299.6m,$54.4m,-9.31%,0.23%,0.18,-0.0296%,-0.0014%,$771.3k,2022-09-14 04:16:24.605783
29,1000SHIB-1000SHIB,$0.0123,-4.15%,$273.0m,$40.2m,-8.92%,0.17%,0.15,-0.0004%,+0.0023%,$808.3k,2022-09-14 04:16:24.605783
30,The Sandbox-SAND,$0.8912,-6.28%,$248.6m,$67.3m,-6.54%,0.29%,0.27,-0.0026%,-0.0001%,$514.0k,2022-09-14 04:16:24.605783
31,Axie Infinity-AXS,$14.17,-5.67%,$226.2m,$78.2m,-1.36%,0.34%,0.35,-0.0086%,-0.0326%,$717.0k,2022-09-14 04:16:24.605783
32,Fantom-FTM,$0.2516,-6.23%,$182.5m,$44.1m,-5.77%,0.19%,0.24,+0.0068%,+0.0054%,$399.2k,2022-09-14 04:16:24.605783
33,Helium-HNT,$4.62,-11.92%,$170.4m,$22.5m,+2.03%,0.10%,0.13,+0.0074%,+0.0073%,$542.3k,2022-09-14 04:16:24.605783
34,Aave-AAVE,$84.51,-6.99%,$165.9m,$41.5m,-9.20%,0.18%,0.25,+0.0039%,+0.0021%,$224.0k,2022-09-14 04:16:24.605783
35,Kyber Network Crystal-KNC,$1.93,+3.86%,$162.8m,$24.9m,+24.95%,0.11%,0.15,+0.0092%,-0.0120%,$240.1k,2022-09-14 04:16:24.605783
36,Uniswap-UNI,$6.17,-7.36%,$147.8m,$45.4m,-10.86%,0.20%,0.31,-0.0129%,+0.0046%,$292.7k,2022-09-14 04:16:24.605783
37,Unifi Protocol DAO-UNFI,$7.28,-10.82%,$146.8m,$17.6m,+0.02%,0.08%,0.12,+0.0078%,+0.0048%,$378.5k,2022-09-14 04:16:24.605783
38,Waves-WAVES,$4.42,-7.46%,$145.6m,$46.6m,-11.58%,0.20%,0.32,+0.0008%,+0.0057%,$413.4k,2022-09-14 04:16:24.605783
39,SHIBA INU-SHIB,$0.0000,-4.59%,$130.8m,$21.6m,-7.36%,0.09%,0.17,+0.0047%,+0.0058%,$649.6k,2022-09-14 04:16:24.605783
40,Decentraland-MANA,$0.7392,-6.22%,$127.8m,$39.1m,-3.89%,0.17%,0.31,+0.0037%,+0.0074%,$427.0k,2022-09-14 04:16:24.605783
41,Stargate Finance-STG,$0.6507,+0.50%,$124.4m,$14.3m,+5.71%,0.06%,0.12,+0.0067%,+0.0060%,$234.4k,2022-09-14 04:16:24.605783
42,Ethereum Name Service-ENS,$14.74,-0.49%,$124.3m,$24.5m,-3.37%,0.11%,0.20,+0.0069%,+0.0011%,$239.3k,2022-09-14 04:16:24.605783
43,Gala-GALA,$0.0485,-4.72%,$123.4m,$32.9m,-4.46%,0.14%,0.27,+0.0003%,-0.0025%,$349.1k,2022-09-14 04:16:24.605783
44,Tellor-TRB,$15.84,-4.71%,$113.4m,$30.3m,-9.21%,0.13%,0.27,-0.0809%,-0.1209%,$306.2k,2022-09-14 04:16:24.605783
45,dYdX-DYDX,$1.40,-11.52%,$110.9m,$32.5m,-3.47%,0.14%,0.29,+0.0075%,+0.0115%,$318.6k,2022-09-14 04:16:24.605783
46,Tron-TRX,$0.0612,-3.53%,$107.2m,$136.6m,-1.63%,0.59%,1.27,-0.0486%,-0.0394%,$251.8k,2022-09-14 04:16:24.605783
47,FTX Token-FTT,$26.09,-7.92%,$105.5m,$69.9m,-7.69%,0.30%,0.66,+0.0030%,+0.0055%,$749.8k,2022-09-14 04:16:24.605783
48,THORChain-RUNE,$1.81,-6.69%,$104.3m,$21.6m,-5.49%,0.09%,0.21,+0.0064%,+0.0070%,$255.8k,2022-09-14 04:16:24.605783
49,Injective Protocol-INJ,$1.73,-7.58%,$103.1m,$4.6m,-31.07%,0.02%,0.04,+0.0085%,+0.0085%,$607.0k,2022-09-14 04:16:24.605783
50,THETA-THETA,$1.11,-6.07%,$98.1m,$21.8m,-4.09%,0.09%,0.22,-0.0112%,+0.0122%,$348.7k,2022-09-14 04:16:24.605783
51,Monero-XMR,$146.82,-9.91%,$94.7m,$41.7m,-16.91%,0.18%,0.44,-0.0603%,-0.0078%,$225.7k,2022-09-14 04:16:24.605783
52,Compound-COMP,$52.94,-4.91%,$94.3m,$25.1m,-3.79%,0.11%,0.27,-0.0075%,-0.0013%,$295.6k,2022-09-14 04:16:24.605783
53,The Graph-GRT,$0.1108,-10.94%,$93.7m,$23.6m,-14.98%,0.10%,0.25,-0.0085%,+0.0009%,$242.4k,2022-09-14 04:16:24.605783
54,SushiSwap-SUSHI,$1.20,-4.57%,$91.2m,$27.5m,-5.63%,0.12%,0.30,-0.0032%,+0.0162%,$251.2k,2022-09-14 04:16:24.605783
55,ConstitutionDAO-PEOPLE,$0.0207,-7.87%,$85.3m,$22.9m,-7.99%,0.10%,0.27,+0.0031%,-0.0057%,$289.9k,2022-09-14 04:16:24.605783
56,yearn.finance-YFI,"$9,246.83",-5.37%,$84.4m,$31.5m,-1.74%,0.14%,0.37,-0.0052%,-0.0032%,$258.7k,2022-09-14 04:16:24.605783
57,1000XEC-1000XEC,$0.0459,-1.94%,$84.2m,$5.3m,+0.99%,0.02%,0.06,+0.0028%,+0.0100%,$193.9k,2022-09-14 04:16:24.605783
58,Tezos-XTZ,$1.54,-6.40%,$82.9m,$27.3m,-10.16%,0.12%,0.33,-0.0006%,+0.0081%,$444.0k,2022-09-14 04:16:24.605783
59,Algorand-ALGO,$0.3005,-5.83%,$79.7m,$29.0m,-7.68%,0.13%,0.36,+0.0167%,-0.0003%,$175.1k,2022-09-14 04:16:24.605783
60,Synthetix Network Token-SNX,$2.75,-6.60%,$76.4m,$29.1m,-5.98%,0.13%,0.38,-0.0379%,-0.0469%,$165.0k,2022-09-14 04:16:24.605783
61,Hedera-HBAR,$0.0649,-5.58%,$73.1m,$13.1m,-25.42%,0.06%,0.18,+0.0078%,+0.0077%,$336.9k,2022-09-14 04:16:24.605783
