,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,626.09",+1.32%,$22.2b,$10.8b,+2.22%,41.97%,0.48,+0.0008%,+0.0008%,$40.6m,2022-09-11 18:16:30.714444
1,Ethereum-ETH,"$1,770.92",+2.36%,$18.6b,$7.8b,+1.75%,30.30%,0.42,-0.0235%,-0.0227%,$62.0m,2022-09-11 18:16:30.714444
2,LUNA2-LUNA2,$5.56,-7.22%,$1.5b,$36.5m,+7.99%,0.14%,0.03,-0.0768%,-0.0850%,$2.3m,2022-09-11 18:16:30.714444
3,Ethereum Classic-ETC,$38.97,+0.82%,$1.3b,$490.8m,+0.64%,1.91%,0.37,+0.0019%,+0.0065%,$3.3m,2022-09-11 18:16:30.714444
4,Terra-LUNA,$5.57,-7.90%,$922.0m,$22.1m,-3.16%,0.09%,0.02,-0.0510%,-0.0707%,$5.0m,2022-09-11 18:16:30.714444
5,Solana-SOL,$35.29,+1.49%,$897.2m,$413.3m,+1.33%,1.61%,0.46,+0.0064%,+0.0079%,$1.6m,2022-09-11 18:16:30.714444
6,ApeCoin-APE,$5.58,+11.17%,$882.5m,$106.4m,+44.29%,0.41%,0.12,+0.0081%,+0.0031%,$1.6m,2022-09-11 18:16:30.714444
7,EOS-EOS,$1.74,-0.93%,$867.6m,$211.1m,-7.19%,0.82%,0.24,+0.0099%,+0.0163%,$1.4m,2022-09-11 18:16:30.714444
8,Cardano-ADA,$0.5135,+0.58%,$680.5m,$312.2m,+0.84%,1.22%,0.46,+0.0029%,+0.0093%,$640.7k,2022-09-11 18:16:30.714444
9,Chiliz-CHZ,$0.2075,+3.93%,$574.2m,$80.6m,+2.12%,0.31%,0.14,+0.0101%,+0.0077%,$757.0k,2022-09-11 18:16:30.714444
10,Filecoin-FIL,$6.48,+3.17%,$546.1m,$123.5m,+8.56%,0.48%,0.23,+0.0069%,+0.0059%,$844.2k,2022-09-11 18:16:30.714444
11,Cosmos-ATOM,$15.77,-2.48%,$543.5m,$167.5m,-8.52%,0.65%,0.31,+0.0049%,+0.0031%,$508.1k,2022-09-11 18:16:30.714444
12,Optimism-OP,$1.42,+3.61%,$440.1m,$70.1m,+5.00%,0.27%,0.16,+0.0130%,+0.0117%,$550.5k,2022-09-11 18:16:30.714444
13,Litecoin-LTC,$62.66,-1.88%,$385.9m,$215.4m,-4.60%,0.84%,0.56,+0.0085%,+0.0081%,$463.3k,2022-09-11 18:16:30.714444
14,Binance Coin-BNB,$294.53,+0.34%,$382.1m,$281.8m,-0.41%,1.10%,0.74,+0.0085%,+0.0058%,$230.4k,2022-09-11 18:16:30.714444
15,Ravencoin-RVN,$0.0528,-2.66%,$372.2m,$34.4m,-16.11%,0.13%,0.09,+0.0131%,+0.0097%,$684.7k,2022-09-11 18:16:30.714444
16,NEAR Protocol-NEAR,$4.97,+5.50%,$368.1m,$125.5m,+7.63%,0.49%,0.34,+0.0030%,+0.0049%,$776.2k,2022-09-11 18:16:30.714444
17,STEPN-GMT,$0.7382,-0.12%,$360.3m,$107.0m,-2.94%,0.42%,0.30,-0.0036%,-0.0070%,$866.1k,2022-09-11 18:16:30.714444
18,Avalanche-AVAX,$20.57,+1.47%,$350.5m,$137.7m,+0.73%,0.54%,0.39,+0.0100%,+0.0209%,$293.5k,2022-09-11 18:16:30.714444
19,1000LUNC-1000LUNC,$0.4083,-10.75%,$331.8m,$21.5m,+49.06%,0.08%,0.06,-0.0801%,-0.0847%,$700.6k,2022-09-11 18:16:30.714444
20,Chainlink-LINK,$7.92,-0.21%,$324.5m,$125.0m,+0.52%,0.49%,0.39,+0.0110%,+0.0125%,$315.2k,2022-09-11 18:16:30.714444
