,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,374.01",+5.66%,$42.9b,$10.6b,+7.87%,41.68%,0.25,+0.0062%,+0.0081%,$111.0m,2022-09-10 04:16:36.874755
1,Ethereum-ETH,"$1,742.38",+3.19%,$30.4b,$7.7b,+1.68%,30.26%,0.25,-0.0094%,-0.0068%,$64.9m,2022-09-10 04:16:36.874755
2,Ethereum Classic-ETC,$40.15,+5.50%,$3.1b,$530.4m,+2.22%,2.10%,0.17,+0.0040%,+0.0126%,$11.0m,2022-09-10 04:16:36.874755
3,Terra-LUNA,$6.04,+207.97%,$1.9b,$24.4m,+219.08%,0.10%,0.01,-0.0087%,-0.0101%,$21.7m,2022-09-10 04:16:36.874755
4,Cosmos-ATOM,$16.00,+13.77%,$1.8b,$179.0m,-2.91%,0.71%,0.10,+0.0015%,+0.0064%,$5.8m,2022-09-10 04:16:36.874755
5,Solana-SOL,$34.95,+0.05%,$1.5b,$417.1m,-0.81%,1.65%,0.28,+0.0103%,+0.0162%,$2.0m,2022-09-10 04:16:36.874755
6,Ravencoin-RVN,$0.0540,+30.17%,$1.2b,$43.7m,+75.21%,0.17%,0.04,+0.0164%,+0.0139%,$3.0m,2022-09-10 04:16:36.874755
7,Cardano-ADA,$0.5200,+5.69%,$1.1b,$317.0m,+9.53%,1.25%,0.30,+0.0080%,+0.0208%,$1.7m,2022-09-10 04:16:36.874755
8,EOS-EOS,$1.66,+0.89%,$1.0b,$201.6m,-6.10%,0.80%,0.20,+0.0064%,+0.0082%,$2.3m,2022-09-10 04:16:36.874755
9,LUNA2-LUNA2,n/a,n/a,$946.3m,$19.5m,+519.87%,0.08%,0.02,-0.0263%,-0.0262%,$4.6m,2022-09-10 04:16:36.874755
10,Ripple-XRP,$0.3566,+2.47%,$844.3m,$340.9m,+0.47%,1.35%,0.40,+0.0060%,+0.0000%,$1.1m,2022-09-10 04:16:36.874755
11,Optimism-OP,$1.38,+13.22%,$806.9m,$70.1m,+10.84%,0.28%,0.09,+0.0208%,+0.0214%,$2.2m,2022-09-10 04:16:36.874755
12,STEPN-GMT,$0.7899,+17.84%,$741.8m,$120.5m,+13.13%,0.48%,0.16,-0.0026%,-0.0046%,$2.3m,2022-09-10 04:16:36.874755
13,Binance Coin-BNB,$296.42,+2.95%,$646.9m,$283.5m,-0.56%,1.12%,0.44,+0.0056%,+0.0104%,$779.4k,2022-09-10 04:16:36.874755
14,ApeCoin-APE,$5.02,+7.91%,$633.0m,$72.7m,+9.49%,0.29%,0.11,+0.0045%,+0.0073%,$1.9m,2022-09-10 04:16:36.874755
15,Avalanche-AVAX,$20.74,+3.52%,$618.6m,$143.7m,+4.72%,0.57%,0.23,+0.0136%,+0.0063%,$643.8k,2022-09-10 04:16:36.874755
16,1000SHIB-1000SHIB,$0.0131,+4.58%,$600.4m,$48.1m,+9.55%,0.19%,0.08,+0.0100%,+0.0100%,$1.9m,2022-09-10 04:16:36.874755
17,Chiliz-CHZ,$0.2040,+3.34%,$557.6m,$81.9m,-1.15%,0.32%,0.15,+0.0172%,+0.0119%,$547.0k,2022-09-10 04:16:36.874755
18,Filecoin-FIL,$6.38,+5.40%,$535.1m,$114.0m,+6.29%,0.45%,0.21,-0.0100%,+0.0036%,$738.1k,2022-09-10 04:16:36.874755
19,Bitcoin Cash-BCH,$134.04,+3.34%,$521.5m,$204.5m,-1.45%,0.81%,0.39,-0.0024%,+0.0015%,$1.4m,2022-09-10 04:16:36.874755
20,Polkadot-DOT,$7.79,+2.40%,$487.8m,$282.6m,+0.34%,1.12%,0.58,-0.0049%,-0.0101%,$714.5k,2022-09-10 04:16:36.874755
