,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,590.08",-0.74%,$45.6b,$7.1b,+0.89%,30.94%,0.16,-0.2145%,+0.0083%,$98.6m,2022-09-15 11:16:27.396069
1,Bitcoin-BTC,"$20,137.80",-0.90%,$33.0b,$9.5b,-1.75%,41.20%,0.29,+0.0000%,+0.0010%,$43.0m,2022-09-15 11:16:27.396069
2,Ethereum Classic-ETC,$37.65,+2.36%,$5.8b,$495.8m,+13.86%,2.15%,0.09,-0.0303%,-0.0140%,$21.6m,2022-09-15 11:16:27.396069
3,Ravencoin-RVN,$0.0633,-5.64%,$1.9b,$69.3m,+7.00%,0.30%,0.04,-0.0247%,-0.0517%,$3.9m,2022-09-15 11:16:27.396069
4,Solana-SOL,$33.80,+0.96%,$1.6b,$393.5m,-3.08%,1.71%,0.25,-0.0026%,-0.0014%,$2.9m,2022-09-15 11:16:27.396069
5,LUNA2-LUNA2,$2.93,+3.83%,$1.4b,$46.9m,-18.20%,0.20%,0.03,-0.1472%,-0.1141%,$1.4m,2022-09-15 11:16:27.396069
6,Cardano-ADA,$0.4720,-0.41%,$850.4m,$261.4m,-0.81%,1.14%,0.31,-0.0058%,-0.0017%,$898.6k,2022-09-15 11:16:27.396069
7,Cosmos-ATOM,$14.41,+1.05%,$744.9m,$124.1m,-0.80%,0.54%,0.17,+0.0016%,-0.0079%,$1.0m,2022-09-15 11:16:27.396069
8,Binance Coin-BNB,$274.61,-1.90%,$695.0m,$244.6m,-1.03%,1.06%,0.35,-0.0018%,-0.0173%,$783.7k,2022-09-15 11:16:27.396069
9,EOS-EOS,$1.45,-2.32%,$683.7m,$159.2m,-1.33%,0.69%,0.23,-0.0087%,-0.0158%,$1.2m,2022-09-15 11:16:27.396069
10,Ripple-XRP,$0.3354,-0.14%,$634.0m,$314.6m,-1.07%,1.37%,0.50,-0.0048%,-0.0011%,$657.6k,2022-09-15 11:16:27.396069
11,Terra-LUNA,$2.93,+2.25%,$610.3m,$21.7m,-5.25%,0.09%,0.04,-0.3369%,-0.0858%,$3.0m,2022-09-15 11:16:27.396069
12,Polygon-MATIC,$0.8547,-0.11%,$581.5m,$164.6m,-3.28%,0.72%,0.28,-0.0019%,+0.0004%,$855.0k,2022-09-15 11:16:27.396069
13,Litecoin-LTC,$59.59,+0.42%,$579.0m,$214.7m,-1.59%,0.93%,0.37,+0.0050%,+0.0123%,$746.6k,2022-09-15 11:16:27.396069
14,Optimism-OP,$1.19,-0.07%,$557.3m,$55.4m,-0.47%,0.24%,0.10,+0.0023%,+0.0096%,$1.4m,2022-09-15 11:16:27.396069
15,Avalanche-AVAX,$18.82,-1.13%,$523.5m,$127.5m,-1.57%,0.55%,0.24,-0.0089%,+0.0037%,$865.2k,2022-09-15 11:16:27.396069
16,ApeCoin-APE,$5.08,+0.17%,$502.7m,$76.3m,-5.89%,0.33%,0.15,+0.0076%,+0.0066%,$1.0m,2022-09-15 11:16:27.396069
17,Tellor-TRB,$16.89,+7.74%,$484.1m,$29.9m,+2.75%,0.13%,0.06,-0.0056%,+0.0052%,$739.8k,2022-09-15 11:16:27.396069
18,Chainlink-LINK,$7.27,-0.56%,$463.9m,$102.7m,-1.56%,0.45%,0.22,+0.0063%,+0.0020%,$720.6k,2022-09-15 11:16:27.396069
19,Polkadot-DOT,$7.07,-1.65%,$455.8m,$251.2m,-0.97%,1.09%,0.55,-0.0086%,-0.0093%,$343.6k,2022-09-15 11:16:27.396069
20,1000LUNC-1000LUNC,$0.2752,-7.84%,$435.6m,$27.5m,-12.55%,0.12%,0.06,-0.0212%,-0.0165%,$997.0k,2022-09-15 11:16:27.396069
21,Chiliz-CHZ,$0.1863,-2.98%,$416.3m,$70.5m,-0.85%,0.31%,0.17,+0.0039%,+0.0038%,$1.0m,2022-09-15 11:16:27.396069
22,NEAR Protocol-NEAR,$4.34,-2.73%,$407.1m,$101.6m,-0.70%,0.44%,0.25,+0.0061%,+0.0065%,$902.2k,2022-09-15 11:16:27.396069
23,Dogecoin-DOGE,$0.0604,-0.62%,$367.4m,$118.1m,+0.12%,0.51%,0.32,-0.0055%,-0.0018%,$621.1k,2022-09-15 11:16:27.396069
24,STEPN-GMT,$0.6621,-0.01%,$354.6m,$92.2m,-4.76%,0.40%,0.26,+0.0027%,+0.0081%,$791.4k,2022-09-15 11:16:27.396069
25,Reef-REEF,$0.0049,-5.30%,$339.2m,$24.0m,-15.42%,0.10%,0.07,-0.3441%,-0.2489%,$401.3k,2022-09-15 11:16:27.396069
26,Filecoin-FIL,$5.85,-0.67%,$336.7m,$102.9m,-2.47%,0.45%,0.31,+0.0023%,+0.0050%,$425.5k,2022-09-15 11:16:27.396069
27,Curve DAO Token-CRV,$1.06,-3.84%,$295.4m,$53.0m,-4.90%,0.23%,0.18,-0.0190%,+0.0277%,$740.7k,2022-09-15 11:16:27.396069
28,1000SHIB-1000SHIB,$0.0120,-1.44%,$263.9m,$40.8m,+1.18%,0.18%,0.15,-0.0119%,-0.0028%,$802.8k,2022-09-15 11:16:27.396069
29,Celsius-CEL,$1.96,+11.50%,$246.4m,$27.3m,+13.84%,0.12%,0.11,-2.9764%,-0.7820%,$4.9m,2022-09-15 11:16:27.396069
30,Bitcoin Cash-BCH,$119.28,-0.07%,$221.3m,$162.4m,+0.15%,0.71%,0.73,-0.0102%,-0.0135%,$271.1k,2022-09-15 11:16:27.396069
31,The Sandbox-SAND,$0.8760,-1.73%,$201.3m,$64.2m,-3.47%,0.28%,0.32,+0.0104%,-0.0029%,$323.8k,2022-09-15 11:16:27.396069
32,Compound-COMP,$54.37,+2.63%,$181.4m,$27.4m,+10.34%,0.12%,0.15,-0.0013%,-0.0072%,$437.7k,2022-09-15 11:16:27.396069
33,Axie Infinity-AXS,$12.93,-2.49%,$175.4m,$77.4m,-2.00%,0.34%,0.44,-0.0164%,-0.0344%,$266.8k,2022-09-15 11:16:27.396069
34,Terra Classic-LUNC,$0.0003,-7.24%,$172.5m,$36.7m,-12.94%,0.16%,0.21,-0.0194%,+0.0038%,$442.6k,2022-09-15 11:16:27.396069
35,Aave-AAVE,$81.09,-4.00%,$161.8m,$42.2m,+0.81%,0.18%,0.26,+0.0039%,+0.0047%,$184.0k,2022-09-15 11:16:27.396069
36,Helium-HNT,$4.06,-8.47%,$151.0m,$22.2m,+1.16%,0.10%,0.15,+0.0048%,-0.0022%,$303.5k,2022-09-15 11:16:27.396069
37,Uniswap-UNI,$6.08,-0.71%,$143.3m,$44.7m,-1.81%,0.19%,0.31,-0.0624%,-0.0951%,$141.7k,2022-09-15 11:16:27.396069
38,Fantom-FTM,$0.2445,-1.84%,$139.2m,$43.1m,-1.13%,0.19%,0.31,+0.0043%,+0.0025%,$521.6k,2022-09-15 11:16:27.396069
39,Kyber Network Crystal-KNC,$1.97,+2.93%,$128.6m,$27.1m,+11.38%,0.12%,0.21,-0.0045%,-0.0321%,$106.5k,2022-09-15 11:16:27.396069
40,Ethereum Name Service-ENS,$14.35,-2.82%,$128.3m,$22.5m,-12.53%,0.10%,0.18,+0.0020%,+0.0059%,$221.3k,2022-09-15 11:16:27.396069
41,Decentraland-MANA,$0.7294,-0.99%,$125.3m,$38.5m,-2.02%,0.17%,0.31,-0.0014%,+0.0004%,$306.8k,2022-09-15 11:16:27.396069
42,dYdX-DYDX,$1.35,-3.13%,$112.2m,$32.8m,+0.19%,0.14%,0.29,+0.0013%,+0.0030%,$200.5k,2022-09-15 11:16:27.396069
43,Tron-TRX,$0.0615,+0.30%,$108.6m,$136.6m,-0.32%,0.59%,1.26,-0.0246%,-0.0204%,$80.5k,2022-09-15 11:16:27.396069
44,Waves-WAVES,$4.31,-2.46%,$105.5m,$47.7m,+2.19%,0.21%,0.45,-0.0030%,-0.0003%,$167.1k,2022-09-15 11:16:27.396069
45,Stargate Finance-STG,$0.5776,-5.24%,$104.0m,$12.9m,-0.69%,0.06%,0.12,-0.0013%,+0.0038%,$257.2k,2022-09-15 11:16:27.396069
46,Unifi Protocol DAO-UNFI,$6.95,-2.13%,$103.8m,$16.6m,-1.01%,0.07%,0.16,+0.0077%,+0.0056%,$98.4k,2022-09-15 11:16:27.396069
47,Gala-GALA,$0.0477,-0.99%,$99.7m,$32.8m,+1.08%,0.14%,0.33,-0.0006%,+0.0025%,$81.9k,2022-09-15 11:16:27.396069
48,THORChain-RUNE,$1.73,-3.86%,$98.5m,$21.3m,-1.32%,0.09%,0.22,+0.0013%,+0.0074%,$155.0k,2022-09-15 11:16:27.396069
49,Lido DAO Token-LDO,$1.83,+1.92%,$94.2m,$19.2m,+13.11%,0.08%,0.20,+0.0047%,+0.0050%,$303.1k,2022-09-15 11:16:27.396069
50,SHIBA INU-SHIB,$0.0000,-1.89%,$92.9m,$21.3m,-0.23%,0.09%,0.23,-0.0030%,+0.0022%,$375.2k,2022-09-15 11:16:27.396069
51,1000XEC-1000XEC,$0.0434,-13.42%,$90.2m,$5.1m,-46.35%,0.02%,0.06,-0.1110%,-0.1746%,$193.8k,2022-09-15 11:16:27.396069
52,THETA-THETA,$1.09,-0.79%,$87.1m,$21.3m,-3.21%,0.09%,0.24,-0.0076%,+0.0093%,$89.3k,2022-09-15 11:16:27.396069
