,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,472.93",+1.01%,$22.8b,$10.7b,+0.81%,41.97%,0.47,+0.0063%,+0.0017%,$36.3m,2022-09-10 21:16:31.503097
1,Ethereum-ETH,"$1,736.82",+1.06%,$15.5b,$7.7b,+2.37%,30.24%,0.50,-0.0113%,-0.0128%,$19.1m,2022-09-10 21:16:31.503097
2,Ethereum Classic-ETC,$38.75,-0.46%,$1.8b,$480.8m,-4.01%,1.89%,0.27,-0.0031%,-0.0015%,$3.7m,2022-09-10 21:16:31.503097
3,LUNA2-LUNA2,$5.96,+17.74%,$1.6b,$32.4m,+164.93%,0.13%,0.02,-0.0322%,-0.0176%,$3.9m,2022-09-10 21:16:31.503097
4,Terra-LUNA,$5.95,+18.63%,$1.3b,$22.5m,+27.23%,0.09%,0.02,-0.0853%,-0.0296%,$7.5m,2022-09-10 21:16:31.503097
5,EOS-EOS,$1.74,+5.69%,$1.3b,$218.1m,+10.68%,0.86%,0.17,+0.0074%,+0.0061%,$2.4m,2022-09-10 21:16:31.503097
6,Cardano-ADA,$0.5110,+3.31%,$1.1b,$308.6m,+6.76%,1.22%,0.29,+0.0072%,+0.0010%,$1.4m,2022-09-10 21:16:31.503097
7,Solana-SOL,$34.77,+0.17%,$924.5m,$403.5m,-4.79%,1.59%,0.44,+0.0077%,+0.0017%,$691.1k,2022-09-10 21:16:31.503097
8,Cosmos-ATOM,$16.22,+0.28%,$812.2m,$181.3m,+0.69%,0.71%,0.22,+0.0090%,+0.0064%,$1.2m,2022-09-10 21:16:31.503097
9,Ravencoin-RVN,$0.0547,-3.03%,$705.3m,$40.6m,-15.22%,0.16%,0.06,+0.0083%,+0.0093%,$1.6m,2022-09-10 21:16:31.503097
10,Ripple-XRP,$0.3564,+1.42%,$618.6m,$343.1m,+1.54%,1.35%,0.55,+0.0040%,-0.0006%,$587.4k,2022-09-10 21:16:31.503097
11,Optimism-OP,$1.38,-2.66%,$561.5m,$66.9m,-6.50%,0.26%,0.12,+0.0173%,+0.0141%,$780.5k,2022-09-10 21:16:31.503097
12,Litecoin-LTC,$63.69,+4.70%,$544.1m,$223.0m,+12.56%,0.88%,0.41,+0.0090%,+0.0034%,$722.5k,2022-09-10 21:16:31.503097
13,Helium-HNT,$5.57,+19.42%,$529.6m,$32.0m,+22.75%,0.13%,0.06,+0.0067%,+0.0062%,$952.5k,2022-09-10 21:16:31.503097
14,Avalanche-AVAX,$20.31,+0.54%,$497.6m,$135.6m,-3.22%,0.53%,0.27,+0.0113%,+0.0112%,$546.2k,2022-09-10 21:16:31.503097
15,Binance Coin-BNB,$293.83,+1.21%,$475.5m,$282.6m,+0.55%,1.11%,0.59,+0.0085%,+0.0050%,$326.7k,2022-09-10 21:16:31.503097
16,STEPN-GMT,$0.7367,-7.78%,$474.4m,$108.3m,-15.01%,0.43%,0.23,+0.0049%,-0.0012%,$692.0k,2022-09-10 21:16:31.503097
17,Polygon-MATIC,$0.9060,+1.89%,$425.5m,$203.2m,+4.33%,0.80%,0.48,+0.0075%,+0.0042%,$584.2k,2022-09-10 21:16:31.503097
18,Filecoin-FIL,$6.29,-1.68%,$381.3m,$114.0m,+1.43%,0.45%,0.30,+0.0036%,-0.0052%,$292.7k,2022-09-10 21:16:31.503097
19,Dogecoin-DOGE,$0.0641,+0.95%,$366.6m,$124.2m,+3.00%,0.49%,0.34,+0.0115%,+0.0088%,$485.7k,2022-09-10 21:16:31.503097
20,NEAR Protocol-NEAR,$4.78,-0.24%,$361.8m,$117.4m,-3.20%,0.46%,0.32,+0.0015%,+0.0005%,$716.4k,2022-09-10 21:16:31.503097
21,1000LUNC-1000LUNC,$0.4474,+5.89%,$361.3m,$13.2m,+83.10%,0.05%,0.04,-0.0505%,-0.0664%,$1.2m,2022-09-10 21:16:31.503097
22,Polkadot-DOT,$7.70,-0.78%,$356.8m,$276.9m,-1.81%,1.09%,0.78,-0.0058%,-0.0102%,$179.6k,2022-09-10 21:16:31.503097
23,Chainlink-LINK,$7.88,+2.11%,$346.9m,$124.0m,+1.29%,0.49%,0.36,+0.0064%,+0.0017%,$382.6k,2022-09-10 21:16:31.503097
24,1000SHIB-1000SHIB,$0.0131,+0.93%,$329.4m,$47.7m,+0.89%,0.19%,0.14,+0.0100%,+0.0100%,$523.6k,2022-09-10 21:16:31.503097
25,Waves-WAVES,$4.92,+5.25%,$322.6m,$58.2m,+13.17%,0.23%,0.18,+0.0113%,+0.0067%,$649.1k,2022-09-10 21:16:31.503097
26,The Sandbox-SAND,$0.9835,+0.47%,$305.4m,$77.0m,-0.08%,0.30%,0.25,+0.0037%,+0.0109%,$357.5k,2022-09-10 21:16:31.503097
27,Chiliz-CHZ,$0.2000,-2.72%,$301.6m,$78.5m,-5.78%,0.31%,0.26,+0.0100%,+0.0090%,$175.4k,2022-09-10 21:16:31.503097
28,ApeCoin-APE,$5.00,-0.45%,$262.8m,$73.2m,-2.88%,0.29%,0.28,+0.0073%,+0.0112%,$343.4k,2022-09-10 21:16:31.503097
29,Bitcoin Cash-BCH,$131.76,+0.06%,$253.6m,$196.4m,-2.27%,0.77%,0.77,+0.0019%,-0.0048%,$301.6k,2022-09-10 21:16:31.503097
30,Curve DAO Token-CRV,$1.25,+3.73%,$250.4m,$70.6m,+8.73%,0.28%,0.28,-0.0023%,+0.0122%,$241.8k,2022-09-10 21:16:31.503097
31,Terra Classic-LUNC,$0.0004,+6.29%,$207.8m,$44.4m,+33.05%,0.17%,0.21,-0.1137%,-0.0230%,$625.8k,2022-09-10 21:16:31.503097
