,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,475.54",-7.67%,$51.2b,$6.6b,-6.51%,29.82%,0.13,-0.1329%,+0.0323%,$144.1m,2022-09-15 15:16:29.599650
1,Bitcoin-BTC,"$19,559.06",-3.58%,$33.5b,$9.4b,-2.99%,42.09%,0.28,-0.0012%,+0.0003%,$49.2m,2022-09-15 15:16:29.599650
2,Ethereum Classic-ETC,$36.47,-1.74%,$6.3b,$465.3m,+4.88%,2.09%,0.07,-0.0276%,+0.0027%,$21.6m,2022-09-15 15:16:29.599650
3,Ravencoin-RVN,$0.0578,-19.03%,$1.7b,$65.3m,-27.16%,0.29%,0.04,-0.0195%,-0.0142%,$3.8m,2022-09-15 15:16:29.599650
4,Solana-SOL,$32.65,-2.75%,$1.6b,$381.8m,-6.97%,1.71%,0.24,-0.0017%,+0.0012%,$3.5m,2022-09-15 15:16:29.599650
5,LUNA2-LUNA2,$2.66,-8.14%,$1.2b,$42.0m,-30.60%,0.19%,0.04,-0.1355%,-0.0867%,$1.4m,2022-09-15 15:16:29.599650
6,Cosmos-ATOM,$14.45,+2.22%,$955.9m,$135.4m,+10.65%,0.61%,0.14,+0.0002%,-0.0112%,$2.0m,2022-09-15 15:16:29.599650
7,Cardano-ADA,$0.4639,-4.11%,$796.2m,$254.6m,-5.85%,1.14%,0.32,-0.0039%,+0.0005%,$909.1k,2022-09-15 15:16:29.599650
8,Ripple-XRP,$0.3252,-3.61%,$721.9m,$310.2m,-3.10%,1.39%,0.43,+0.0012%,+0.0108%,$1.2m,2022-09-15 15:16:29.599650
9,EOS-EOS,$1.40,-5.16%,$689.5m,$153.0m,-4.69%,0.69%,0.22,-0.0070%,-0.0078%,$1.4m,2022-09-15 15:16:29.599650
10,Binance Coin-BNB,$267.13,-4.79%,$673.0m,$241.6m,-1.88%,1.08%,0.36,-0.0061%,-0.0178%,$735.0k,2022-09-15 15:16:29.599650
11,Polygon-MATIC,$0.8217,-3.78%,$608.0m,$159.1m,-6.17%,0.71%,0.26,-0.0017%,+0.0005%,$1.2m,2022-09-15 15:16:29.599650
12,Litecoin-LTC,$57.20,-5.56%,$594.4m,$197.3m,-11.91%,0.89%,0.33,+0.0060%,+0.0108%,$1.0m,2022-09-15 15:16:29.599650
13,Optimism-OP,$1.14,-3.51%,$580.9m,$52.9m,-5.07%,0.24%,0.09,+0.0022%,+0.0087%,$1.5m,2022-09-15 15:16:29.599650
14,Avalanche-AVAX,$18.25,-4.37%,$549.3m,$126.0m,-3.93%,0.57%,0.23,-0.0053%,+0.0000%,$1.1m,2022-09-15 15:16:29.599650
15,Terra-LUNA,$2.68,-8.12%,$522.7m,$16.1m,-40.11%,0.07%,0.03,-0.4079%,-0.2130%,$2.4m,2022-09-15 15:16:29.599650
16,ApeCoin-APE,$4.93,-1.54%,$498.9m,$73.9m,-5.40%,0.33%,0.15,+0.0048%,+0.0146%,$1.0m,2022-09-15 15:16:29.599650
17,Tellor-TRB,$16.03,-2.34%,$490.3m,$27.9m,-12.19%,0.13%,0.06,-0.0056%,+0.0076%,$754.4k,2022-09-15 15:16:29.599650
18,Chiliz-CHZ,$0.1886,-2.05%,$472.5m,$72.8m,+2.51%,0.33%,0.15,+0.0018%,-0.0029%,$1.0m,2022-09-15 15:16:29.599650
19,Polkadot-DOT,$6.91,-4.32%,$459.6m,$247.1m,-2.41%,1.11%,0.54,-0.0100%,-0.0127%,$591.7k,2022-09-15 15:16:29.599650
20,Chainlink-LINK,$7.05,-5.02%,$454.5m,$97.7m,-8.52%,0.44%,0.21,+0.0068%,+0.0025%,$803.5k,2022-09-15 15:16:29.599650
21,1000LUNC-1000LUNC,$0.2508,-14.02%,$426.2m,$24.9m,-20.39%,0.11%,0.06,-0.0293%,-0.0164%,$1.1m,2022-09-15 15:16:29.599650
22,NEAR Protocol-NEAR,$4.21,-5.94%,$398.1m,$99.8m,-1.80%,0.45%,0.25,+0.0061%,+0.0068%,$1.1m,2022-09-15 15:16:29.599650
