,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,473.50",-7.62%,$48.5b,$6.6b,-9.86%,29.57%,0.14,-0.0268%,+0.0035%,$127.7m,2022-09-16 05:16:28.977546
1,Bitcoin-BTC,"$19,807.89",-1.10%,$28.5b,$9.4b,-0.62%,42.13%,0.33,-0.0017%,+0.0053%,$33.6m,2022-09-16 05:16:28.977546
2,Ethereum Classic-ETC,$34.10,-5.46%,$5.9b,$414.4m,-6.56%,1.85%,0.07,-0.0308%,-0.0971%,$17.4m,2022-09-16 05:16:28.977546
3,Solana-SOL,$32.92,-0.61%,$1.6b,$390.4m,-1.70%,1.74%,0.25,+0.0094%,+0.0093%,$2.6m,2022-09-16 05:16:28.977546
4,Cosmos-ATOM,$15.00,+11.70%,$1.4b,$165.8m,+46.90%,0.74%,0.12,-0.0262%,-0.0152%,$2.2m,2022-09-16 05:16:28.977546
5,Ravencoin-RVN,$0.0545,-14.49%,$1.1b,$61.8m,-10.03%,0.28%,0.05,-0.0165%,+0.0065%,$2.5m,2022-09-16 05:16:28.977546
6,LUNA2-LUNA2,$2.87,-0.44%,$760.4m,$39.7m,-21.42%,0.18%,0.05,-0.0288%,-0.0256%,$1.0m,2022-09-16 05:16:28.977546
7,EOS-EOS,$1.43,-0.08%,$741.5m,$156.7m,-0.89%,0.70%,0.21,-0.0111%,-0.0133%,$1.9m,2022-09-16 05:16:28.977546
8,Ripple-XRP,$0.3279,-2.80%,$669.6m,$304.1m,-4.69%,1.36%,0.45,+0.0036%,+0.0023%,$1.3m,2022-09-16 05:16:28.977546
9,Cardano-ADA,$0.4677,-0.14%,$650.0m,$250.5m,-3.66%,1.12%,0.39,+0.0010%,+0.0039%,$824.6k,2022-09-16 05:16:28.977546
10,Binance Coin-BNB,$272.60,-0.43%,$613.5m,$254.5m,+4.97%,1.14%,0.41,-0.0087%,-0.0064%,$562.5k,2022-09-16 05:16:28.977546
11,Chiliz-CHZ,$0.2014,+11.13%,$609.1m,$85.5m,+23.19%,0.38%,0.14,+0.0066%,-0.0015%,$637.4k,2022-09-16 05:16:28.977546
12,Litecoin-LTC,$56.07,-5.15%,$600.3m,$180.1m,-16.11%,0.80%,0.30,-0.0070%,+0.0187%,$1.6m,2022-09-16 05:16:28.977546
13,Polygon-MATIC,$0.8216,-2.46%,$590.1m,$162.9m,-0.25%,0.73%,0.28,-0.0067%,+0.0025%,$1.0m,2022-09-16 05:16:28.977546
14,Optimism-OP,$1.11,-3.25%,$585.7m,$55.8m,+6.99%,0.25%,0.10,+0.0035%,+0.0056%,$1.3m,2022-09-16 05:16:28.977546
15,1000LUNC-1000LUNC,$0.2913,+8.94%,$514.3m,$29.9m,+7.22%,0.13%,0.06,-0.0521%,-0.0629%,$1.3m,2022-09-16 05:16:28.977546
16,Avalanche-AVAX,$18.20,-2.55%,$498.0m,$132.0m,+2.94%,0.59%,0.27,-0.0243%,-0.0146%,$915.4k,2022-09-16 05:16:28.977546
17,Chainlink-LINK,$7.50,+4.10%,$492.1m,$108.1m,+4.44%,0.48%,0.22,+0.0112%,+0.0105%,$888.3k,2022-09-16 05:16:28.977546
18,ApeCoin-APE,$4.91,-2.28%,$435.2m,$72.9m,-5.40%,0.33%,0.17,+0.0027%,-0.0090%,$792.9k,2022-09-16 05:16:28.977546
19,Polkadot-DOT,$6.91,-1.62%,$410.1m,$246.4m,-1.93%,1.10%,0.60,-0.0025%,-0.0041%,$551.8k,2022-09-16 05:16:28.977546
20,STEPN-GMT,$0.6642,+1.70%,$409.7m,$94.6m,+1.02%,0.42%,0.23,+0.0018%,+0.0034%,$924.3k,2022-09-16 05:16:28.977546
21,Terra-LUNA,$2.87,-0.25%,$358.1m,$16.3m,-28.31%,0.07%,0.05,-0.1304%,-0.0151%,$1.1m,2022-09-16 05:16:28.977546
22,NEAR Protocol-NEAR,$4.22,-3.29%,$355.4m,$103.3m,+3.32%,0.46%,0.29,-0.0078%,-0.0086%,$812.3k,2022-09-16 05:16:28.977546
23,Dogecoin-DOGE,$0.0595,-1.19%,$315.6m,$118.7m,+0.16%,0.53%,0.38,-0.0006%,+0.0046%,$817.7k,2022-09-16 05:16:28.977546
24,Celsius-CEL,$1.82,-7.52%,$296.9m,$20.1m,-38.50%,0.09%,0.07,-0.4232%,+0.2825%,$5.0m,2022-09-16 05:16:28.977546
25,Filecoin-FIL,$5.74,-1.36%,$288.0m,$104.6m,+1.25%,0.47%,0.36,-0.0048%,+0.0137%,$420.9k,2022-09-16 05:16:28.977546
26,Curve DAO Token-CRV,$1.05,+1.82%,$260.8m,$54.2m,+5.38%,0.24%,0.21,-0.0122%,+0.0291%,$438.3k,2022-09-16 05:16:28.977546
27,Kyber Network Crystal-KNC,$1.97,+3.42%,$254.1m,$31.9m,+35.09%,0.14%,0.13,-0.0150%,-0.0099%,$337.1k,2022-09-16 05:16:28.977546
28,Bitcoin Cash-BCH,$118.33,+0.77%,$253.5m,$157.1m,-1.84%,0.70%,0.62,-0.0202%,-0.0084%,$323.5k,2022-09-16 05:16:28.977546
29,1000SHIB-1000SHIB,$0.0117,-0.84%,$251.9m,$40.9m,+0.21%,0.18%,0.16,+0.0007%,+0.0064%,$389.8k,2022-09-16 05:16:28.977546
30,Tellor-TRB,$15.90,-7.32%,$196.7m,$27.8m,-9.31%,0.12%,0.14,-0.0295%,-0.0055%,$308.4k,2022-09-16 05:16:28.977546
31,Terra Classic-LUNC,$0.0003,+8.33%,$193.4m,$39.7m,+9.59%,0.18%,0.21,-0.0131%,-0.0184%,$641.6k,2022-09-16 05:16:28.977546
32,The Sandbox-SAND,$0.8570,-1.51%,$181.2m,$64.9m,-0.47%,0.29%,0.36,+0.0074%,-0.0060%,$360.4k,2022-09-16 05:16:28.977546
33,Reef-REEF,$0.0048,-2.06%,$179.4m,$18.0m,-25.27%,0.08%,0.10,-0.1492%,-0.1303%,$154.4k,2022-09-16 05:16:28.977546
34,Axie Infinity-AXS,$12.59,-2.64%,$175.3m,$78.0m,+1.84%,0.35%,0.44,-0.0329%,-0.0338%,$927.4k,2022-09-16 05:16:28.977546
35,Compound-COMP,$53.58,-4.28%,$158.3m,$26.8m,-6.10%,0.12%,0.17,-0.0346%,-0.0195%,$317.2k,2022-09-16 05:16:28.977546
36,Aave-AAVE,$78.88,-2.39%,$145.0m,$43.2m,+2.03%,0.19%,0.30,+0.0010%,-0.0002%,$275.4k,2022-09-16 05:16:28.977546
37,Helium-HNT,$4.13,+0.78%,$142.0m,$21.9m,-2.82%,0.10%,0.15,+0.0058%,+0.0015%,$277.7k,2022-09-16 05:16:28.977546
38,Ethereum Name Service-ENS,$14.81,+5.12%,$141.7m,$25.4m,+14.90%,0.11%,0.18,+0.0015%,+0.0001%,$71.2k,2022-09-16 05:16:28.977546
39,Uniswap-UNI,$5.90,-0.93%,$124.6m,$44.1m,-0.17%,0.20%,0.35,-0.0114%,-0.0132%,$167.9k,2022-09-16 05:16:28.977546
40,Fantom-FTM,$0.2415,-0.42%,$118.0m,$43.0m,+1.27%,0.19%,0.36,+0.0059%,+0.0052%,$79.3k,2022-09-16 05:16:28.977546
41,Waves-WAVES,$4.25,-1.53%,$113.1m,$46.4m,+2.15%,0.21%,0.41,+0.0032%,+0.0009%,$235.5k,2022-09-16 05:16:28.977546
42,Lido DAO Token-LDO,$1.75,+2.92%,$107.2m,$17.8m,+6.25%,0.08%,0.17,-0.0748%,-0.0735%,$454.0k,2022-09-16 05:16:28.977546
43,Tron-TRX,$0.0615,+0.97%,$100.8m,$137.1m,+0.84%,0.61%,1.36,-0.0164%,-0.0248%,$115.6k,2022-09-16 05:16:28.977546
44,Unifi Protocol DAO-UNFI,$7.04,+3.11%,$99.5m,$17.4m,+5.71%,0.08%,0.17,+0.0100%,+0.0100%,$80.9k,2022-09-16 05:16:28.977546
45,Decentraland-MANA,$0.7231,+0.10%,$97.8m,$38.7m,+1.24%,0.17%,0.40,+0.0029%,+0.0070%,$170.5k,2022-09-16 05:16:28.977546
46,THORChain-RUNE,$1.73,-0.23%,$94.2m,$21.2m,+1.33%,0.09%,0.22,+0.0029%,+0.0078%,$170.2k,2022-09-16 05:16:28.977546
47,dYdX-DYDX,$1.34,+0.38%,$91.4m,$32.7m,+2.07%,0.15%,0.36,+0.0001%,+0.0023%,$145.9k,2022-09-16 05:16:28.977546
48,SHIBA INU-SHIB,$0.0000,-0.66%,$81.4m,$20.6m,-4.12%,0.09%,0.25,+0.0020%,+0.0069%,$337.1k,2022-09-16 05:16:28.977546
