,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,431.27",-4.22%,$31.0b,$6.5b,-1.74%,29.03%,0.21,-0.0039%,+0.0059%,$63.7m,2022-09-16 19:16:23.483758
1,Bitcoin-BTC,"$19,581.55",-0.69%,$23.8b,$9.5b,+1.18%,42.34%,0.40,+0.0020%,+0.0065%,$23.7m,2022-09-16 19:16:23.483758
2,Ethereum Classic-ETC,$33.75,-9.80%,$3.5b,$429.8m,-8.08%,1.92%,0.12,-0.1267%,-0.1405%,$10.2m,2022-09-16 19:16:23.483758
3,Cosmos-ATOM,$15.65,+2.87%,$1.6b,$187.4m,+25.62%,0.84%,0.12,-0.0068%,-0.0055%,$2.7m,2022-09-16 19:16:23.483758
4,Solana-SOL,$31.97,-3.98%,$1.2b,$383.0m,-0.83%,1.71%,0.33,+0.0093%,+0.0074%,$1.7m,2022-09-16 19:16:23.483758
5,1000LUNC-1000LUNC,$0.3101,+25.44%,$817.2m,$41.4m,+68.19%,0.18%,0.05,-0.0929%,-0.0983%,$1.8m,2022-09-16 19:16:23.483758
6,Ravencoin-RVN,$0.0503,-11.01%,$811.5m,$56.5m,-9.43%,0.25%,0.07,-0.0024%,-0.0138%,$1.8m,2022-09-16 19:16:23.483758
7,LUNA2-LUNA2,$3.17,+19.16%,$794.3m,$44.4m,+14.09%,0.20%,0.06,-0.1223%,-0.1443%,$1.5m,2022-09-16 19:16:23.483758
8,Chiliz-CHZ,$0.2027,+4.53%,$728.7m,$85.4m,+14.66%,0.38%,0.12,+0.0028%,+0.0092%,$786.6k,2022-09-16 19:16:23.483758
9,EOS-EOS,$1.40,-1.01%,$690.8m,$159.3m,+3.99%,0.71%,0.23,-0.0063%,-0.0160%,$1.7m,2022-09-16 19:16:23.483758
10,Ripple-XRP,$0.3387,+3.23%,$626.0m,$307.4m,-0.85%,1.37%,0.49,-0.0057%,+0.0001%,$1.0m,2022-09-16 19:16:23.483758
11,Chainlink-LINK,$7.63,+4.27%,$588.2m,$115.0m,+12.40%,0.51%,0.20,+0.0126%,+0.0071%,$978.3k,2022-09-16 19:16:23.483758
12,Cardano-ADA,$0.4601,-1.50%,$516.7m,$245.3m,-3.02%,1.10%,0.47,+0.0149%,+0.0149%,$830.2k,2022-09-16 19:16:23.483758
