,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,638.85",+1.71%,$39.7b,$7.4b,+3.94%,31.68%,0.19,-0.3094%,-0.3264%,$82.6m,2022-09-15 07:16:24.217874
1,Bitcoin-BTC,"$20,244.47",-0.24%,$32.3b,$9.5b,-1.18%,40.49%,0.29,-0.0026%,+0.0039%,$45.4m,2022-09-15 07:16:24.217874
2,Ethereum Classic-ETC,$39.23,+5.93%,$4.8b,$508.1m,+15.69%,2.17%,0.11,-0.0069%,-0.0296%,$19.6m,2022-09-15 07:16:24.217874
3,LUNA2-LUNA2,$3.06,-7.13%,$2.5b,$51.0m,+17.26%,0.22%,0.02,-0.2108%,-0.2171%,$3.4m,2022-09-15 07:16:24.217874
4,Ravencoin-RVN,$0.0681,+6.25%,$1.9b,$69.0m,+21.62%,0.29%,0.04,-0.0111%,-0.0118%,$3.9m,2022-09-15 07:16:24.217874
5,Solana-SOL,$34.29,+2.41%,$1.5b,$400.7m,-0.90%,1.71%,0.27,+0.0012%,-0.0024%,$2.8m,2022-09-15 07:16:24.217874
6,Terra-LUNA,$3.06,-7.36%,$1.1b,$23.1m,+9.61%,0.10%,0.02,+0.0816%,-0.3527%,$8.9m,2022-09-15 07:16:24.217874
7,Cardano-ADA,$0.4782,+1.18%,$835.7m,$264.5m,+0.24%,1.13%,0.32,-0.0016%,-0.0064%,$931.9k,2022-09-15 07:16:24.217874
8,EOS-EOS,$1.46,-0.85%,$691.3m,$162.0m,+1.21%,0.69%,0.23,-0.0142%,-0.0075%,$1.4m,2022-09-15 07:16:24.217874
9,Binance Coin-BNB,$276.81,-0.87%,$690.9m,$245.1m,+0.01%,1.05%,0.35,-0.0041%,-0.0020%,$774.6k,2022-09-15 07:16:24.217874
10,1000LUNC-1000LUNC,$0.2813,-10.27%,$660.5m,$28.0m,-17.25%,0.12%,0.04,-0.0351%,-0.0405%,$1.7m,2022-09-15 07:16:24.217874
