,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,465.41",-9.53%,$35.8b,$6.6b,-8.61%,29.69%,0.18,+0.0046%,-0.0061%,$102.1m,2022-09-16 08:16:29.508349
1,Bitcoin-BTC,"$19,720.49",-2.15%,$24.7b,$9.3b,-1.29%,41.97%,0.38,+0.0033%,+0.0045%,$30.4m,2022-09-16 08:16:29.508349
2,Ethereum Classic-ETC,$34.01,-12.10%,$4.5b,$414.3m,-18.70%,1.86%,0.09,-0.1658%,-0.2078%,$13.0m,2022-09-16 08:16:29.508349
3,Cosmos-ATOM,$14.80,+2.19%,$1.4b,$157.9m,+32.37%,0.71%,0.12,-0.0126%,-0.0088%,$2.0m,2022-09-16 08:16:29.508349
4,Solana-SOL,$32.78,-5.14%,$1.2b,$389.4m,-3.51%,1.75%,0.31,+0.0078%,+0.0091%,$1.7m,2022-09-16 08:16:29.508349
5,Ravencoin-RVN,$0.0531,-18.49%,$944.2m,$60.6m,-8.38%,0.27%,0.06,+0.0077%,+0.0006%,$2.0m,2022-09-16 08:16:29.508349
6,LUNA2-LUNA2,$2.85,-6.03%,$647.6m,$41.1m,-17.28%,0.18%,0.06,-0.0911%,-0.0936%,$893.2k,2022-09-16 08:16:29.508349
7,EOS-EOS,$1.41,-3.21%,$645.2m,$153.5m,-4.22%,0.69%,0.24,-0.0063%,-0.0068%,$1.4m,2022-09-16 08:16:29.508349
8,Chiliz-CHZ,$0.1992,+6.59%,$608.7m,$81.9m,+16.10%,0.37%,0.13,+0.0021%,-0.0025%,$603.7k,2022-09-16 08:16:29.508349
9,Ripple-XRP,$0.3253,-4.31%,$589.3m,$300.3m,-5.00%,1.35%,0.51,+0.0054%,-0.0016%,$1.2m,2022-09-16 08:16:29.508349
10,1000LUNC-1000LUNC,$0.2877,+2.13%,$537.8m,$33.5m,+20.86%,0.15%,0.06,-0.0647%,-0.0638%,$1.2m,2022-09-16 08:16:29.508349
11,Cardano-ADA,$0.4643,-2.27%,$526.6m,$245.9m,-6.15%,1.10%,0.47,+0.0023%,+0.0006%,$657.5k,2022-09-16 08:16:29.508349
12,Litecoin-LTC,$55.35,-7.94%,$521.6m,$172.9m,-20.31%,0.78%,0.33,+0.0106%,+0.0105%,$1.3m,2022-09-16 08:16:29.508349
13,Binance Coin-BNB,$273.31,-0.77%,$495.8m,$253.3m,+3.80%,1.14%,0.51,-0.0161%,-0.0059%,$384.0k,2022-09-16 08:16:29.508349
14,Polygon-MATIC,$0.8125,-5.77%,$478.9m,$162.8m,-1.35%,0.73%,0.34,+0.0015%,-0.0036%,$837.0k,2022-09-16 08:16:29.508349
15,Chainlink-LINK,$7.59,+3.06%,$450.8m,$111.7m,+6.78%,0.50%,0.25,+0.0120%,+0.0132%,$817.6k,2022-09-16 08:16:29.508349
16,Optimism-OP,$1.10,-13.06%,$438.5m,$57.6m,+0.23%,0.26%,0.13,+0.0072%,+0.0061%,$805.8k,2022-09-16 08:16:29.508349
17,Avalanche-AVAX,$18.12,-4.76%,$406.8m,$130.4m,+1.93%,0.59%,0.32,-0.0098%,-0.0034%,$832.1k,2022-09-16 08:16:29.508349
18,STEPN-GMT,$0.6615,-1.56%,$350.6m,$94.7m,+0.94%,0.43%,0.27,+0.0050%,+0.0049%,$855.1k,2022-09-16 08:16:29.508349
19,Polkadot-DOT,$6.89,-3.48%,$328.6m,$246.3m,-2.22%,1.11%,0.75,-0.0046%,-0.0113%,$507.0k,2022-09-16 08:16:29.508349
20,ApeCoin-APE,$4.85,-6.13%,$325.6m,$73.2m,-6.45%,0.33%,0.22,+0.0005%,+0.0000%,$605.1k,2022-09-16 08:16:29.508349
21,Terra-LUNA,$2.85,-5.60%,$315.3m,$16.2m,-28.71%,0.07%,0.05,-0.0576%,-0.0904%,$942.5k,2022-09-16 08:16:29.508349
22,NEAR Protocol-NEAR,$4.20,-4.49%,$286.7m,$102.5m,+1.24%,0.46%,0.36,-0.0118%,-0.0169%,$645.7k,2022-09-16 08:16:29.508349
23,Dogecoin-DOGE,$0.0594,-2.02%,$254.6m,$118.0m,+0.76%,0.53%,0.46,-0.0002%,+0.0030%,$745.8k,2022-09-16 08:16:29.508349
24,Kyber Network Crystal-KNC,$1.94,-1.62%,$243.3m,$29.3m,+10.05%,0.13%,0.12,-0.0041%,-0.0126%,$343.2k,2022-09-16 08:16:29.508349
25,Filecoin-FIL,$5.72,-2.96%,$240.3m,$103.7m,+1.05%,0.47%,0.43,+0.0129%,-0.0014%,$375.8k,2022-09-16 08:16:29.508349
26,Bitcoin Cash-BCH,$117.50,-1.81%,$222.6m,$153.4m,-5.04%,0.69%,0.69,-0.0052%,+0.0048%,$302.6k,2022-09-16 08:16:29.508349
27,Curve DAO Token-CRV,$1.05,-1.44%,$216.9m,$54.4m,+1.85%,0.24%,0.25,+0.0275%,+0.0025%,$375.3k,2022-09-16 08:16:29.508349
28,1000SHIB-1000SHIB,$0.0117,-2.85%,$214.8m,$40.6m,+0.42%,0.18%,0.19,+0.0054%,+0.0044%,$355.8k,2022-09-16 08:16:29.508349
29,Celsius-CEL,$1.78,-15.05%,$204.5m,$19.7m,-39.09%,0.09%,0.10,+0.2828%,-0.2186%,$2.0m,2022-09-16 08:16:29.508349
