,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,589.66",-0.65%,$31.2b,$7.2b,+1.65%,31.40%,0.23,-0.3476%,-0.4403%,$64.5m,2022-09-15 03:16:45.161319
1,Bitcoin-BTC,"$19,991.37",-1.91%,$29.6b,$9.5b,-1.68%,41.23%,0.32,-0.0019%,-0.0031%,$44.4m,2022-09-15 03:16:45.161319
2,Ethereum Classic-ETC,$35.64,-5.04%,$3.7b,$434.6m,-3.12%,1.89%,0.12,-0.0027%,-0.0100%,$16.5m,2022-09-15 03:16:45.161319
3,LUNA2-LUNA2,$2.83,-35.62%,$2.7b,$48.0m,+48.00%,0.21%,0.02,-0.2585%,-0.3045%,$3.9m,2022-09-15 03:16:45.161319
4,Ravencoin-RVN,$0.0626,-4.58%,$1.8b,$70.8m,+34.13%,0.31%,0.04,-0.0110%,-0.0052%,$3.8m,2022-09-15 03:16:45.161319
5,Solana-SOL,$32.98,-2.12%,$1.3b,$391.8m,-2.50%,1.71%,0.31,+0.0036%,-0.0012%,$2.2m,2022-09-15 03:16:45.161319
6,Terra-LUNA,$2.84,-35.34%,$1.2b,$21.1m,+25.31%,0.09%,0.02,-0.0320%,-0.3586%,$10.7m,2022-09-15 03:16:45.161319
7,Cardano-ADA,$0.4690,-0.76%,$737.4m,$258.6m,-2.59%,1.13%,0.35,-0.0017%,-0.0014%,$797.5k,2022-09-15 03:16:45.161319
8,1000LUNC-1000LUNC,$0.2678,-23.29%,$694.3m,$26.6m,-17.17%,0.12%,0.04,-0.0188%,-0.0282%,$1.8m,2022-09-15 03:16:45.161319
9,EOS-EOS,$1.42,-5.08%,$608.0m,$156.5m,-3.79%,0.68%,0.26,-0.0149%,-0.0103%,$1.0m,2022-09-15 03:16:45.161319
10,Binance Coin-BNB,$275.04,-1.59%,$578.8m,$242.3m,-0.68%,1.06%,0.42,-0.0020%,+0.0064%,$639.3k,2022-09-15 03:16:45.161319
11,Ripple-XRP,$0.3335,-0.46%,$535.2m,$315.5m,-1.09%,1.38%,0.59,-0.0038%,-0.0045%,$646.0k,2022-09-15 03:16:45.161319
12,Litecoin-LTC,$58.75,-1.81%,$535.0m,$213.4m,-4.08%,0.93%,0.40,+0.0139%,+0.0068%,$679.4k,2022-09-15 03:16:45.161319
13,Reef-REEF,$0.0050,-0.25%,$519.5m,$25.6m,+1.59%,0.11%,0.05,-0.7185%,-0.5468%,$996.1k,2022-09-15 03:16:45.161319
14,Cosmos-ATOM,$13.38,-5.77%,$509.5m,$112.0m,-9.94%,0.49%,0.22,-0.0135%,-0.0067%,$852.6k,2022-09-15 03:16:45.161319
15,Polygon-MATIC,$0.8414,-2.53%,$462.6m,$162.5m,-6.55%,0.71%,0.35,+0.0006%,-0.0102%,$656.2k,2022-09-15 03:16:45.161319
16,Avalanche-AVAX,$18.63,-2.95%,$441.7m,$126.9m,-3.28%,0.55%,0.29,-0.0110%,-0.0229%,$964.9k,2022-09-15 03:16:45.161319
17,Tellor-TRB,$17.38,+9.86%,$409.3m,$32.0m,+5.96%,0.14%,0.08,+0.0040%,-0.0126%,$682.4k,2022-09-15 03:16:45.161319
18,Chainlink-LINK,$7.17,-0.65%,$405.6m,$103.2m,-1.08%,0.45%,0.25,+0.0020%,-0.0011%,$670.3k,2022-09-15 03:16:45.161319
19,ApeCoin-APE,$4.96,-3.90%,$399.4m,$74.8m,-7.67%,0.33%,0.19,+0.0121%,+0.0069%,$942.5k,2022-09-15 03:16:45.161319
20,Chiliz-CHZ,$0.1802,-8.20%,$383.1m,$67.5m,-6.58%,0.29%,0.18,+0.0081%,+0.0082%,$1.2m,2022-09-15 03:16:45.161319
21,Polkadot-DOT,$7.00,-2.67%,$373.5m,$248.7m,-2.15%,1.08%,0.67,-0.0034%,-0.0067%,$352.3k,2022-09-15 03:16:45.161319
22,Dogecoin-DOGE,$0.0601,-0.49%,$371.5m,$117.1m,-0.30%,0.51%,0.32,+0.0026%,-0.0036%,$674.5k,2022-09-15 03:16:45.161319
23,NEAR Protocol-NEAR,$4.35,-2.95%,$366.8m,$98.8m,-2.98%,0.43%,0.27,+0.0012%,+0.0049%,$804.6k,2022-09-15 03:16:45.161319
24,Optimism-OP,$1.16,-4.22%,$343.0m,$50.1m,-14.56%,0.22%,0.15,+0.0059%,+0.0036%,$775.9k,2022-09-15 03:16:45.161319
25,STEPN-GMT,$0.6480,-3.69%,$320.3m,$92.6m,-3.57%,0.40%,0.29,+0.0059%,+0.0018%,$883.8k,2022-09-15 03:16:45.161319
26,Filecoin-FIL,$5.79,-2.54%,$306.8m,$102.5m,-4.49%,0.45%,0.33,-0.0011%,+0.0028%,$603.1k,2022-09-15 03:16:45.161319
27,Terra Classic-LUNC,$0.0003,-23.03%,$291.8m,$35.2m,-28.13%,0.15%,0.12,-0.0006%,-0.0240%,$1.6m,2022-09-15 03:16:45.161319
28,Curve DAO Token-CRV,$1.02,-5.95%,$250.5m,$51.5m,-5.20%,0.22%,0.21,+0.0187%,-0.0320%,$673.2k,2022-09-15 03:16:45.161319
29,1000SHIB-1000SHIB,$0.0118,-3.94%,$224.4m,$40.1m,-1.23%,0.17%,0.18,-0.0033%,-0.0042%,$1.0m,2022-09-15 03:16:45.161319
30,Bitcoin Cash-BCH,$116.69,-2.82%,$187.5m,$158.2m,-3.80%,0.69%,0.84,-0.0094%,-0.0126%,$456.3k,2022-09-15 03:16:45.161319
31,1000XEC-1000XEC,$0.0442,-3.64%,$184.0m,$4.7m,-11.25%,0.02%,0.03,-0.0114%,-0.0372%,$400.1k,2022-09-15 03:16:45.161319
32,The Sandbox-SAND,$0.8679,-2.57%,$166.0m,$64.0m,-5.08%,0.28%,0.39,+0.0003%,+0.0111%,$314.6k,2022-09-15 03:16:45.161319
33,Axie Infinity-AXS,$12.76,-4.01%,$149.2m,$75.7m,-3.58%,0.33%,0.51,-0.0188%,-0.0156%,$339.8k,2022-09-15 03:16:45.161319
34,Compound-COMP,$55.43,+4.82%,$142.9m,$27.7m,+10.37%,0.12%,0.19,+0.0016%,+0.0012%,$363.6k,2022-09-15 03:16:45.161319
35,Helium-HNT,$4.10,-10.57%,$135.6m,$22.0m,+0.02%,0.10%,0.16,+0.0044%,+0.0056%,$352.7k,2022-09-15 03:16:45.161319
36,Ethereum Name Service-ENS,$14.08,-4.09%,$131.3m,$22.0m,-9.70%,0.10%,0.17,+0.0056%,+0.0061%,$218.7k,2022-09-15 03:16:45.161319
37,Stargate Finance-STG,$0.5574,-14.53%,$120.7m,$12.3m,-13.34%,0.05%,0.10,+0.0055%,-0.0008%,$579.6k,2022-09-15 03:16:45.161319
38,Aave-AAVE,$80.95,-4.44%,$119.8m,$41.9m,+1.01%,0.18%,0.35,+0.0086%,+0.0006%,$141.6k,2022-09-15 03:16:45.161319
39,Kyber Network Crystal-KNC,$1.89,-2.73%,$116.8m,$23.4m,-6.02%,0.10%,0.20,-0.0148%,-0.0005%,$193.6k,2022-09-15 03:16:45.161319
40,Fantom-FTM,$0.2421,-3.64%,$115.1m,$42.2m,-4.22%,0.18%,0.37,+0.0063%,+0.0051%,$534.8k,2022-09-15 03:16:45.161319
41,dYdX-DYDX,$1.32,-7.41%,$111.4m,$31.8m,-1.68%,0.14%,0.29,+0.0068%,+0.0063%,$333.2k,2022-09-15 03:16:45.161319
42,Unifi Protocol DAO-UNFI,$6.85,-5.77%,$107.0m,$16.1m,-8.13%,0.07%,0.15,+0.0068%,+0.0079%,$208.9k,2022-09-15 03:16:45.161319
43,Uniswap-UNI,$6.01,-2.39%,$106.7m,$44.1m,-2.47%,0.19%,0.41,+0.0021%,-0.0153%,$109.2k,2022-09-15 03:16:45.161319
44,Decentraland-MANA,$0.7184,-2.59%,$106.0m,$37.9m,-3.54%,0.17%,0.36,+0.0061%,+0.0025%,$353.3k,2022-09-15 03:16:45.161319
45,Celsius-CEL,$1.91,+27.25%,$100.8m,$30.3m,+33.92%,0.13%,0.30,+0.0264%,-0.0075%,$2.5m,2022-09-15 03:16:45.161319
46,Tron-TRX,$0.0607,-0.86%,$93.0m,$135.1m,-1.03%,0.59%,1.45,-0.0166%,-0.0246%,$14.3k,2022-09-15 03:16:45.161319
47,Gala-GALA,$0.0473,-2.96%,$83.2m,$32.0m,-2.74%,0.14%,0.38,+0.0065%,+0.0000%,$106.3k,2022-09-15 03:16:45.161319
48,Waves-WAVES,$4.29,-3.08%,$78.1m,$44.6m,-4.44%,0.19%,0.57,+0.0091%,+0.0000%,$256.5k,2022-09-15 03:16:45.161319
49,SHIBA INU-SHIB,$0.0000,-3.33%,$75.8m,$20.7m,-4.46%,0.09%,0.27,+0.0094%,+0.0035%,$398.0k,2022-09-15 03:16:45.161319
50,THORChain-RUNE,$1.74,-3.84%,$72.1m,$20.6m,-4.44%,0.09%,0.29,+0.0054%,-0.0003%,$120.2k,2022-09-15 03:16:45.161319
51,THETA-THETA,$1.08,-2.81%,$71.2m,$21.2m,-2.68%,0.09%,0.30,+0.0054%,-0.0129%,$94.9k,2022-09-15 03:16:45.161319
52,Monero-XMR,$148.11,+0.85%,$71.1m,$40.9m,-1.60%,0.18%,0.58,+0.0106%,-0.0099%,$70.0k,2022-09-15 03:16:45.161319
53,Tezos-XTZ,$1.53,-0.89%,$60.3m,$27.4m,+5.13%,0.12%,0.45,+0.0117%,-0.0029%,$160.0k,2022-09-15 03:16:45.161319
54,ConstitutionDAO-PEOPLE,$0.0194,-6.82%,$59.7m,$22.4m,-2.51%,0.10%,0.37,+0.0031%,+0.0043%,$451.8k,2022-09-15 03:16:45.161319
55,yearn.finance-YFI,"$8,879.01",-4.07%,$59.5m,$29.2m,-6.36%,0.13%,0.49,-0.0078%,-0.0164%,$158.1k,2022-09-15 03:16:45.161319
56,ZCash-ZEC,$59.98,+0.44%,$56.9m,$19.9m,-4.77%,0.09%,0.35,+0.0008%,+0.0227%,$86.5k,2022-09-15 03:16:45.161319
57,SushiSwap-SUSHI,$1.15,-3.41%,$56.8m,$26.2m,-5.14%,0.11%,0.46,+0.0031%,-0.0233%,$118.0k,2022-09-15 03:16:45.161319
58,Synthetix Network Token-SNX,$2.64,-4.00%,$56.2m,$28.2m,-3.92%,0.12%,0.50,-0.0182%,-0.0206%,$125.5k,2022-09-15 03:16:45.161319
59,1inch-1INCH,$0.5976,-1.81%,$54.8m,$20.8m,+6.41%,0.09%,0.38,+0.0103%,-0.0262%,$61.2k,2022-09-15 03:16:45.161319
60,Algorand-ALGO,$0.2933,-2.30%,$49.2m,$28.3m,-2.47%,0.12%,0.57,+0.0045%,+0.0075%,$58.7k,2022-09-15 03:16:45.161319
61,The Graph-GRT,$0.1100,-0.71%,$48.2m,$22.4m,-5.70%,0.10%,0.47,+0.0074%,-0.0101%,$82.8k,2022-09-15 03:16:45.161319
