,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,437.34",-3.39%,$28.7b,$6.6b,-2.37%,29.43%,0.23,-0.0036%,+0.0009%,$52.8m,2022-09-16 16:16:46.429762
1,Bitcoin-BTC,"$19,570.92",-0.50%,$21.7b,$9.4b,-0.20%,41.99%,0.43,+0.0009%,+0.0016%,$17.9m,2022-09-16 16:16:46.429762
2,Ethereum Classic-ETC,$33.41,-10.52%,$3.4b,$424.1m,-9.23%,1.90%,0.13,-0.1252%,-0.1460%,$9.3m,2022-09-16 16:16:46.429762
3,Cosmos-ATOM,$16.00,+8.41%,$1.6b,$197.1m,+40.98%,0.88%,0.13,-0.0099%,-0.0133%,$2.8m,2022-09-16 16:16:46.429762
4,Solana-SOL,$32.00,-2.77%,$1.1b,$378.0m,-1.45%,1.69%,0.34,+0.0095%,+0.0068%,$1.2m,2022-09-16 16:16:46.429762
5,Ravencoin-RVN,$0.0495,-15.57%,$825.8m,$58.0m,-11.60%,0.26%,0.07,-0.0037%,-0.0357%,$1.8m,2022-09-16 16:16:46.429762
6,Chiliz-CHZ,$0.2055,+8.13%,$688.7m,$88.5m,+19.21%,0.40%,0.13,+0.0030%,+0.0085%,$645.4k,2022-09-16 16:16:46.429762
7,1000LUNC-1000LUNC,$0.2909,+14.08%,$665.7m,$35.8m,+39.93%,0.16%,0.05,-0.0542%,-0.0532%,$1.4m,2022-09-16 16:16:46.429762
8,EOS-EOS,$1.43,+1.69%,$637.6m,$155.0m,+0.36%,0.69%,0.24,-0.0038%,-0.0059%,$1.5m,2022-09-16 16:16:46.429762
9,LUNA2-LUNA2,$2.83,+3.70%,$582.4m,$39.9m,-5.98%,0.18%,0.07,-0.1004%,-0.0984%,$907.2k,2022-09-16 16:16:46.429762
10,Chainlink-LINK,$7.69,+7.36%,$560.8m,$118.3m,+17.88%,0.53%,0.21,+0.0119%,+0.0010%,$934.6k,2022-09-16 16:16:46.429762
11,Ripple-XRP,$0.3327,+2.16%,$518.9m,$303.7m,-2.65%,1.36%,0.59,-0.0055%,-0.0038%,$635.6k,2022-09-16 16:16:46.429762
12,Cardano-ADA,$0.4590,-1.71%,$490.7m,$245.3m,-4.26%,1.10%,0.50,+0.0039%,-0.0002%,$764.7k,2022-09-16 16:16:46.429762
13,Binance Coin-BNB,$273.53,+1.59%,$470.6m,$254.5m,+3.76%,1.14%,0.54,+0.0055%,+0.0077%,$202.3k,2022-09-16 16:16:46.429762
14,Polygon-MATIC,$0.7986,-3.23%,$465.9m,$160.2m,-0.99%,0.72%,0.34,-0.0012%,-0.0005%,$791.3k,2022-09-16 16:16:46.429762
15,Litecoin-LTC,$55.46,-1.77%,$433.8m,$173.8m,-9.87%,0.78%,0.40,+0.0032%,+0.0079%,$848.1k,2022-09-16 16:16:46.429762
16,Avalanche-AVAX,$17.84,-2.86%,$387.8m,$129.8m,+0.63%,0.58%,0.33,-0.0284%,-0.0266%,$520.4k,2022-09-16 16:16:46.429762
17,Optimism-OP,$1.08,-6.33%,$357.5m,$56.3m,+2.51%,0.25%,0.16,+0.0021%,+0.0042%,$733.4k,2022-09-16 16:16:46.429762
18,ApeCoin-APE,$4.65,-6.54%,$305.2m,$73.2m,-2.17%,0.33%,0.24,+0.0005%,-0.0071%,$628.1k,2022-09-16 16:16:46.429762
19,Polkadot-DOT,$6.80,-1.87%,$298.9m,$246.7m,+0.36%,1.10%,0.83,-0.0103%,-0.0141%,$594.7k,2022-09-16 16:16:46.429762
20,Terra-LUNA,$2.84,+4.14%,$292.1m,$15.6m,-2.59%,0.07%,0.05,-0.1004%,-0.0501%,$1.0m,2022-09-16 16:16:46.429762
21,STEPN-GMT,$0.6478,-1.85%,$283.8m,$93.3m,-1.27%,0.42%,0.33,+0.0028%,-0.0028%,$637.2k,2022-09-16 16:16:46.429762
22,NEAR Protocol-NEAR,$4.15,-2.22%,$253.7m,$102.0m,+0.36%,0.46%,0.40,-0.0126%,-0.0087%,$365.7k,2022-09-16 16:16:46.429762
23,Terra Classic-LUNC,$0.0003,+14.10%,$242.1m,$42.9m,+19.93%,0.19%,0.18,-0.0120%,-0.1525%,$856.1k,2022-09-16 16:16:46.429762
24,Dogecoin-DOGE,$0.0594,+1.01%,$225.0m,$116.5m,-2.52%,0.52%,0.52,+0.0108%,+0.0038%,$343.2k,2022-09-16 16:16:46.429762
25,Filecoin-FIL,$5.72,+0.18%,$221.1m,$104.4m,+1.43%,0.47%,0.47,-0.0114%,-0.0090%,$157.6k,2022-09-16 16:16:46.429762
26,Bitcoin Cash-BCH,$118.22,+0.37%,$194.5m,$155.8m,-1.67%,0.70%,0.80,+0.0058%,-0.0041%,$161.8k,2022-09-16 16:16:46.429762
