,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,660.39",+2.12%,$21.8b,$10.7b,+1.64%,41.84%,0.49,+0.0025%,+0.0050%,$40.2m,2022-09-11 16:16:26.373201
1,Ethereum-ETH,"$1,771.13",+3.39%,$18.0b,$7.8b,+1.99%,30.32%,0.43,-0.0260%,-0.0233%,$60.4m,2022-09-11 16:16:26.373201
2,LUNA2-LUNA2,$5.76,-2.51%,$1.5b,$36.9m,+13.14%,0.14%,0.02,-0.0598%,-0.0611%,$2.4m,2022-09-11 16:16:26.373201
3,Ethereum Classic-ETC,$38.60,+0.69%,$1.3b,$482.6m,-0.77%,1.88%,0.38,+0.0006%,+0.0041%,$3.2m,2022-09-11 16:16:26.373201
4,Terra-LUNA,$5.79,-2.09%,$944.9m,$23.5m,+3.46%,0.09%,0.02,-0.0510%,-0.0483%,$5.2m,2022-09-11 16:16:26.373201
5,EOS-EOS,$1.73,-3.45%,$928.3m,$210.5m,-10.89%,0.82%,0.23,+0.0099%,+0.0218%,$1.4m,2022-09-11 16:16:26.373201
6,ApeCoin-APE,$5.69,+13.80%,$844.1m,$110.3m,+49.83%,0.43%,0.13,+0.0069%,+0.0040%,$1.6m,2022-09-11 16:16:26.373201
7,Solana-SOL,$35.42,+2.73%,$810.7m,$416.9m,+2.72%,1.63%,0.51,+0.0061%,+0.0082%,$1.3m,2022-09-11 16:16:26.373201
8,Cardano-ADA,$0.5126,-0.27%,$689.7m,$312.1m,-0.19%,1.22%,0.45,+0.0033%,+0.0126%,$626.2k,2022-09-11 16:16:26.373201
9,Cosmos-ATOM,$15.82,+0.92%,$596.5m,$168.1m,-2.55%,0.66%,0.28,+0.0048%,+0.0073%,$911.5k,2022-09-11 16:16:26.373201
10,Chiliz-CHZ,$0.2091,+4.85%,$567.6m,$81.3m,+1.29%,0.32%,0.14,+0.0103%,+0.0085%,$739.1k,2022-09-11 16:16:26.373201
11,Filecoin-FIL,$6.63,+6.12%,$513.3m,$126.7m,+12.28%,0.49%,0.25,+0.0070%,+0.0110%,$705.3k,2022-09-11 16:16:26.373201
12,Optimism-OP,$1.42,+4.33%,$434.0m,$70.3m,+5.98%,0.27%,0.16,+0.0130%,+0.0170%,$551.1k,2022-09-11 16:16:26.373201
13,Litecoin-LTC,$63.05,-1.51%,$412.9m,$218.3m,-3.02%,0.85%,0.53,+0.0085%,+0.0122%,$488.5k,2022-09-11 16:16:26.373201
14,Ravencoin-RVN,$0.0525,+0.67%,$405.4m,$34.4m,-11.81%,0.13%,0.08,+0.0131%,+0.0025%,$808.1k,2022-09-11 16:16:26.373201
15,Binance Coin-BNB,$294.48,+0.63%,$384.4m,$282.3m,+0.09%,1.10%,0.73,+0.0089%,+0.0056%,$239.1k,2022-09-11 16:16:26.373201
16,Chainlink-LINK,$7.90,+1.91%,$377.4m,$125.7m,+3.69%,0.49%,0.33,+0.0114%,+0.0170%,$399.7k,2022-09-11 16:16:26.373201
17,STEPN-GMT,$0.7454,+0.57%,$367.8m,$108.2m,-2.07%,0.42%,0.29,-0.0036%,+0.0011%,$844.7k,2022-09-11 16:16:26.373201
18,1000LUNC-1000LUNC,$0.4096,-10.90%,$335.2m,$20.9m,+48.99%,0.08%,0.06,-0.1005%,-0.1013%,$770.0k,2022-09-11 16:16:26.373201
19,Avalanche-AVAX,$20.57,+1.76%,$333.9m,$137.6m,+1.12%,0.54%,0.41,+0.0105%,+0.0242%,$253.0k,2022-09-11 16:16:26.373201
20,Ripple-XRP,$0.3557,+0.09%,$327.6m,$342.3m,+0.37%,1.34%,1.04,+0.0032%,+0.0020%,$427.7k,2022-09-11 16:16:26.373201
21,1000SHIB-1000SHIB,$0.0130,+0.42%,$324.7m,$47.4m,+2.90%,0.19%,0.15,+0.0072%,+0.0068%,$604.9k,2022-09-11 16:16:26.373201
22,Polygon-MATIC,$0.8986,+1.29%,$319.9m,$197.5m,+0.63%,0.77%,0.62,+0.0052%,+0.0088%,$667.7k,2022-09-11 16:16:26.373201
23,Dogecoin-DOGE,$0.0644,+1.03%,$306.1m,$125.5m,+2.47%,0.49%,0.41,+0.0108%,+0.0090%,$331.6k,2022-09-11 16:16:26.373201
24,Helium-HNT,$5.23,-7.57%,$291.9m,$25.8m,-27.07%,0.10%,0.09,-0.0077%,-0.0077%,$460.5k,2022-09-11 16:16:26.373201
25,Polkadot-DOT,$7.76,+1.32%,$280.0m,$274.7m,-0.65%,1.07%,0.98,-0.0005%,+0.0054%,$299.3k,2022-09-11 16:16:26.373201
26,NEAR Protocol-NEAR,$4.80,+2.53%,$277.1m,$116.2m,+0.18%,0.45%,0.42,+0.0038%,+0.0043%,$363.3k,2022-09-11 16:16:26.373201
27,Curve DAO Token-CRV,$1.22,+3.38%,$244.7m,$67.5m,+6.94%,0.26%,0.28,+0.0246%,+0.0023%,$347.5k,2022-09-11 16:16:26.373201
28,The Sandbox-SAND,$0.9830,+0.28%,$197.3m,$79.5m,+2.29%,0.31%,0.40,+0.0153%,+0.0119%,$134.1k,2022-09-11 16:16:26.373201
29,Bitcoin Cash-BCH,$131.39,-0.86%,$194.3m,$192.1m,-4.81%,0.75%,0.99,-0.0030%,+0.0125%,$323.6k,2022-09-11 16:16:26.373201
30,Terra Classic-LUNC,$0.0004,-11.01%,$185.3m,$42.8m,-6.53%,0.17%,0.23,-0.0045%,-0.1324%,$653.5k,2022-09-11 16:16:26.373201
31,Waves-WAVES,$4.92,+1.29%,$184.8m,$56.8m,-0.01%,0.22%,0.31,+0.0071%,+0.0126%,$322.9k,2022-09-11 16:16:26.373201
32,Unifi Protocol DAO-UNFI,$8.21,+5.48%,$157.1m,$19.5m,+12.64%,0.08%,0.12,+0.0100%,+0.0100%,$109.9k,2022-09-11 16:16:26.373201
33,Kyber Network Crystal-KNC,$2.02,+3.37%,$153.6m,$28.2m,+17.08%,0.11%,0.18,-0.0012%,+0.0133%,$489.8k,2022-09-11 16:16:26.373201
34,Project Galaxy-GAL,$3.13,+6.03%,$136.6m,$20.7m,+10.24%,0.08%,0.15,-0.0126%,-0.0115%,$271.2k,2022-09-11 16:16:26.373201
35,SHIBA INU-SHIB,$0.0000,+0.27%,$131.1m,$24.0m,+8.73%,0.09%,0.18,+0.0075%,+0.0068%,$440.7k,2022-09-11 16:16:26.373201
36,Stargate Finance-STG,$0.7490,+0.23%,$119.4m,$19.4m,-6.76%,0.08%,0.16,+0.0064%,+0.0066%,$205.2k,2022-09-11 16:16:26.373201
37,Tron-TRX,$0.0643,+0.62%,$113.1m,$143.9m,+2.17%,0.56%,1.27,-0.0032%,-0.0007%,$72.1k,2022-09-11 16:16:26.373201
38,Axie Infinity-AXS,$15.53,+0.83%,$109.2m,$82.9m,+1.64%,0.32%,0.76,-0.0145%,-0.0179%,$64.5k,2022-09-11 16:16:26.373201
39,ConstitutionDAO-PEOPLE,$0.0241,+6.20%,$106.7m,$29.2m,+11.90%,0.11%,0.27,-0.0007%,+0.0180%,$192.0k,2022-09-11 16:16:26.373201
40,Uniswap-UNI,$6.62,+1.83%,$105.2m,$49.6m,+3.50%,0.19%,0.47,-0.0061%,+0.0048%,$33.4k,2022-09-11 16:16:26.373201
41,Fantom-FTM,$0.2748,+0.72%,$103.7m,$50.4m,+1.62%,0.20%,0.49,+0.0097%,+0.0120%,$39.2k,2022-09-11 16:16:26.373201
42,Aave-AAVE,$91.79,+1.80%,$99.8m,$46.0m,+0.88%,0.18%,0.46,+0.0091%,+0.0086%,$83.1k,2022-09-11 16:16:26.373201
43,dYdX-DYDX,$1.65,+3.87%,$91.6m,$38.7m,+2.34%,0.15%,0.42,+0.0019%,+0.0090%,$66.4k,2022-09-11 16:16:26.373201
44,Ethereum Name Service-ENS,$15.65,+1.72%,$83.7m,$30.5m,-5.82%,0.12%,0.36,+0.0063%,+0.0129%,$43.7k,2022-09-11 16:16:26.373201
45,SushiSwap-SUSHI,$1.32,-0.43%,$83.2m,$32.2m,-5.64%,0.13%,0.39,+0.0145%,+0.0245%,$140.4k,2022-09-11 16:16:26.373201
46,Gala-GALA,$0.0527,+2.33%,$73.1m,$35.8m,+4.37%,0.14%,0.49,+0.0054%,+0.0114%,$49.7k,2022-09-11 16:16:26.373201
47,yearn.finance-YFI,"$10,295.26",+0.97%,$72.9m,$37.0m,-3.80%,0.14%,0.51,-0.0082%,-0.0228%,$68.9k,2022-09-11 16:16:26.373201
48,Tellor-TRB,$17.05,-2.45%,$72.8m,$34.8m,-4.66%,0.14%,0.48,-0.0408%,-0.0657%,$62.7k,2022-09-11 16:16:26.373201
49,Decentraland-MANA,$0.8115,+0.19%,$69.7m,$41.2m,+1.62%,0.16%,0.59,+0.0052%,+0.0130%,$52.5k,2022-09-11 16:16:26.373201
50,Injective Protocol-INJ,$1.77,+10.34%,$69.2m,$5.6m,+97.89%,0.02%,0.08,+0.0100%,+0.0100%,$216.4k,2022-09-11 16:16:26.373201
51,Tezos-XTZ,$1.72,+3.29%,$67.6m,$35.1m,+5.91%,0.14%,0.52,+0.0061%,+0.0042%,$351.5k,2022-09-11 16:16:26.373201
52,Algorand-ALGO,$0.3262,+1.79%,$62.8m,$32.7m,+5.54%,0.13%,0.52,+0.0345%,+0.0413%,$9.9k,2022-09-11 16:16:26.373201
53,THETA-THETA,$1.20,+2.47%,$57.7m,$24.2m,+2.83%,0.09%,0.42,+0.0128%,+0.0206%,$101.2k,2022-09-11 16:16:26.373201
54,FOOTBALL-FOOTBALL,"$1,135.01",+1.76%,$56.2m,$9.6m,+38.89%,0.04%,0.17,+0.0350%,+0.0407%,$150.6k,2022-09-11 16:16:26.373201
55,THORChain-RUNE,$2.02,+2.09%,$54.8m,$24.4m,-1.92%,0.10%,0.45,+0.0086%,+0.0085%,$46.9k,2022-09-11 16:16:26.373201
56,Compound-COMP,$56.04,+5.97%,$54.7m,$30.2m,+15.54%,0.12%,0.55,+0.0036%,+0.0066%,$73.7k,2022-09-11 16:16:26.373201
57,The Graph-GRT,$0.1174,+3.42%,$53.1m,$25.5m,+8.80%,0.10%,0.48,+0.0022%,+0.0152%,$57.4k,2022-09-11 16:16:26.373201
58,Synthetix Network Token-SNX,$3.02,+1.28%,$47.1m,$33.5m,+2.78%,0.13%,0.71,-0.0088%,+0.0102%,$20.3k,2022-09-11 16:16:26.373201
