,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,348.97",+1.60%,$29.1b,$10.6b,+0.87%,41.75%,0.36,+0.0075%,+0.0093%,$70.7m,2022-09-10 12:16:26.215070
1,Ethereum-ETH,"$1,731.34",+1.51%,$22.8b,$7.7b,+0.77%,30.14%,0.34,-0.0103%,-0.0100%,$46.8m,2022-09-10 12:16:26.215070
2,Ethereum Classic-ETC,$39.26,+1.01%,$2.3b,$508.0m,-0.57%,2.00%,0.22,+0.0084%,+0.0014%,$7.6m,2022-09-10 12:16:26.215070
3,Terra-LUNA,$6.33,+39.75%,$2.0b,$27.0m,+45.42%,0.11%,0.01,-0.0385%,-0.1461%,$19.4m,2022-09-10 12:16:26.215070
4,LUNA2-LUNA2,$6.31,+24.58%,$1.5b,$34.5m,+258.01%,0.14%,0.02,-0.1326%,-0.1583%,$5.2m,2022-09-10 12:16:26.215070
5,Cosmos-ATOM,$16.05,+1.39%,$1.3b,$177.0m,-2.03%,0.70%,0.14,+0.0083%,+0.0081%,$1.7m,2022-09-10 12:16:26.215070
6,Solana-SOL,$34.88,-1.41%,$1.2b,$412.4m,-4.87%,1.62%,0.35,+0.0124%,+0.0057%,$1.1m,2022-09-10 12:16:26.215070
7,Cardano-ADA,$0.5155,+3.76%,$1.0b,$313.4m,+7.68%,1.23%,0.30,+0.0151%,+0.0074%,$1.7m,2022-09-10 12:16:26.215070
8,Ravencoin-RVN,$0.0546,+23.00%,$1.0b,$41.8m,+20.77%,0.16%,0.04,+0.0135%,+0.0071%,$2.8m,2022-09-10 12:16:26.215070
9,EOS-EOS,$1.81,+7.03%,$977.9m,$233.7m,+10.75%,0.92%,0.24,+0.0093%,+0.0094%,$2.1m,2022-09-10 12:16:26.215070
10,Optimism-OP,$1.40,+12.32%,$802.9m,$70.2m,+12.33%,0.28%,0.09,+0.0214%,+0.0173%,$1.8m,2022-09-10 12:16:26.215070
