,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,370.35",-8.96%,$57.6b,$9.7b,-12.30%,41.77%,0.17,-0.0003%,-0.0011%,$122.0m,2022-09-14 10:16:31.042472
1,Ethereum-ETH,"$1,601.60",-6.88%,$45.5b,$7.1b,-5.94%,30.41%,0.16,-0.1529%,-0.1690%,$113.1m,2022-09-14 10:16:31.042472
2,Ethereum Classic-ETC,$36.92,-2.87%,$2.9b,$436.9m,-4.35%,1.88%,0.15,+0.0052%,+0.0002%,$11.1m,2022-09-14 10:16:31.042472
3,Solana-SOL,$33.50,-12.56%,$2.5b,$406.0m,-19.02%,1.75%,0.17,-0.0089%,-0.0012%,$6.8m,2022-09-14 10:16:31.042472
4,LUNA2-LUNA2,$2.83,-36.73%,$2.4b,$56.8m,+51.74%,0.24%,0.02,-0.6224%,-0.7721%,$4.4m,2022-09-14 10:16:31.042472
5,Litecoin-LTC,$59.48,-5.05%,$1.2b,$218.7m,+0.48%,0.94%,0.18,+0.0108%,+0.0073%,$3.9m,2022-09-14 10:16:31.042472
6,Reef-REEF,$0.0054,+14.75%,$1.2b,$28.4m,+25.68%,0.12%,0.02,-0.5593%,-0.9092%,$2.9m,2022-09-14 10:16:31.042472
7,Terra-LUNA,$2.84,-36.71%,$1.2b,$23.0m,+16.15%,0.10%,0.02,-0.0266%,-1.3008%,$10.3m,2022-09-14 10:16:31.042472
8,Ravencoin-RVN,$0.0641,+4.93%,$986.1m,$54.3m,-0.78%,0.23%,0.06,-0.0093%,-0.0109%,$2.7m,2022-09-14 10:16:31.042472
9,Cardano-ADA,$0.4728,-5.59%,$978.8m,$262.9m,-10.82%,1.13%,0.27,-0.0027%,-0.0024%,$2.2m,2022-09-14 10:16:31.042472
10,Binance Coin-BNB,$279.76,-4.40%,$914.8m,$246.2m,-9.46%,1.06%,0.27,-0.0155%,-0.0098%,$795.7k,2022-09-14 10:16:31.042472
11,EOS-EOS,$1.48,-10.09%,$880.8m,$160.7m,-14.64%,0.69%,0.18,-0.0316%,-0.0273%,$2.7m,2022-09-14 10:16:31.042472
12,1000LUNC-1000LUNC,$0.2908,-20.98%,$877.3m,$31.7m,+6.43%,0.14%,0.04,-0.1001%,-0.1019%,$2.4m,2022-09-14 10:16:31.042472
13,Cosmos-ATOM,$14.26,-9.44%,$833.0m,$124.5m,-20.25%,0.54%,0.15,-0.0045%,+0.0030%,$2.3m,2022-09-14 10:16:31.042472
14,Polygon-MATIC,$0.8595,-6.98%,$811.7m,$171.3m,-18.01%,0.74%,0.21,+0.0005%,+0.0048%,$2.4m,2022-09-14 10:16:31.042472
15,Ripple-XRP,$0.3364,-4.86%,$730.0m,$318.3m,-6.85%,1.37%,0.44,-0.0099%,-0.0189%,$1.5m,2022-09-14 10:16:31.042472
16,ApeCoin-APE,$5.08,-11.65%,$724.7m,$81.1m,-17.78%,0.35%,0.11,+0.0146%,+0.0206%,$1.8m,2022-09-14 10:16:31.042472
17,Avalanche-AVAX,$19.15,-10.93%,$708.1m,$130.0m,-15.04%,0.56%,0.18,-0.0259%,-0.0156%,$2.2m,2022-09-14 10:16:31.042472
18,Chiliz-CHZ,$0.1928,-4.38%,$619.8m,$71.4m,-3.39%,0.31%,0.12,+0.0049%,+0.0044%,$1.4m,2022-09-14 10:16:31.042472
19,NEAR Protocol-NEAR,$4.47,-10.07%,$585.6m,$102.0m,-20.05%,0.44%,0.17,-0.0094%,-0.0042%,$1.5m,2022-09-14 10:16:31.042472
20,Dogecoin-DOGE,$0.0606,-4.37%,$532.8m,$117.2m,-6.20%,0.51%,0.22,+0.0088%,+0.0080%,$1.6m,2022-09-14 10:16:31.042472
21,Optimism-OP,$1.20,-5.71%,$501.8m,$56.1m,-15.55%,0.24%,0.11,+0.0032%,+0.0047%,$1.3m,2022-09-14 10:16:31.042472
