,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,599.45",+0.52%,$45.6b,$7.1b,+0.74%,30.80%,0.16,-0.1300%,+0.0383%,$98.3m,2022-09-15 12:16:30.315711
1,Bitcoin-BTC,"$20,147.43",+0.05%,$31.7b,$9.5b,-1.72%,41.12%,0.30,+0.0016%,-0.0032%,$40.1m,2022-09-15 12:16:30.315711
2,Ethereum Classic-ETC,$38.38,+6.44%,$5.9b,$513.5m,+20.17%,2.23%,0.09,-0.0303%,-0.0117%,$19.9m,2022-09-15 12:16:30.315711
3,Ravencoin-RVN,$0.0630,-5.47%,$1.9b,$69.3m,+3.94%,0.30%,0.04,-0.0219%,-0.0360%,$3.8m,2022-09-15 12:16:30.315711
4,Solana-SOL,$33.86,+2.40%,$1.5b,$394.0m,-3.20%,1.71%,0.26,-0.0017%,-0.0020%,$2.9m,2022-09-15 12:16:30.315711
5,LUNA2-LUNA2,$2.90,+2.13%,$1.3b,$45.7m,-21.19%,0.20%,0.03,-0.1489%,-0.1189%,$1.3m,2022-09-15 12:16:30.315711
6,Cardano-ADA,$0.4748,+0.89%,$836.9m,$261.5m,-0.26%,1.14%,0.31,-0.0036%,-0.0025%,$860.0k,2022-09-15 12:16:30.315711
7,Cosmos-ATOM,$14.67,+4.65%,$776.3m,$128.6m,+4.54%,0.56%,0.17,+0.0016%,-0.0080%,$1.1m,2022-09-15 12:16:30.315711
8,Binance Coin-BNB,$275.95,-0.85%,$679.9m,$245.8m,-0.28%,1.07%,0.36,-0.0057%,-0.0176%,$777.6k,2022-09-15 12:16:30.315711
9,EOS-EOS,$1.45,-0.91%,$670.6m,$159.2m,-0.16%,0.69%,0.24,-0.0073%,-0.0109%,$1.1m,2022-09-15 12:16:30.315711
10,Ripple-XRP,$0.3350,+0.11%,$630.4m,$314.4m,-0.88%,1.37%,0.50,+0.0009%,+0.0046%,$651.7k,2022-09-15 12:16:30.315711
11,Terra-LUNA,$2.92,+1.56%,$577.9m,$21.5m,-10.24%,0.09%,0.04,-0.4079%,-0.0289%,$2.9m,2022-09-15 12:16:30.315711
12,Polygon-MATIC,$0.8594,+1.65%,$568.5m,$164.9m,-2.32%,0.72%,0.29,-0.0018%,-0.0031%,$827.8k,2022-09-15 12:16:30.315711
13,Litecoin-LTC,$59.63,+0.95%,$567.5m,$214.1m,-1.86%,0.93%,0.38,+0.0060%,+0.0119%,$736.7k,2022-09-15 12:16:30.315711
14,Optimism-OP,$1.21,+2.22%,$563.7m,$57.3m,+4.33%,0.25%,0.10,+0.0022%,+0.0095%,$1.4m,2022-09-15 12:16:30.315711
15,Avalanche-AVAX,$18.97,+0.53%,$516.4m,$127.7m,-1.01%,0.55%,0.25,-0.0053%,+0.0001%,$802.8k,2022-09-15 12:16:30.315711
16,Tellor-TRB,$16.79,+8.17%,$486.3m,$29.9m,+3.73%,0.13%,0.06,-0.0056%,+0.0040%,$740.1k,2022-09-15 12:16:30.315711
17,ApeCoin-APE,$5.12,+2.75%,$486.0m,$77.6m,-1.83%,0.34%,0.16,+0.0050%,+0.0067%,$980.9k,2022-09-15 12:16:30.315711
18,Chainlink-LINK,$7.31,+0.86%,$459.9m,$102.7m,-1.43%,0.45%,0.22,+0.0069%,+0.0041%,$700.7k,2022-09-15 12:16:30.315711
19,Polkadot-DOT,$7.10,-0.49%,$450.5m,$252.0m,-0.36%,1.09%,0.56,-0.0098%,-0.0070%,$336.7k,2022-09-15 12:16:30.315711
20,1000LUNC-1000LUNC,$0.2785,-5.94%,$422.5m,$28.4m,-11.68%,0.12%,0.07,-0.0198%,-0.0101%,$960.6k,2022-09-15 12:16:30.315711
21,Chiliz-CHZ,$0.1928,+1.97%,$419.8m,$73.0m,+3.81%,0.32%,0.17,+0.0036%,+0.0036%,$929.5k,2022-09-15 12:16:30.315711
22,NEAR Protocol-NEAR,$4.36,-1.22%,$392.8m,$102.5m,+0.92%,0.45%,0.26,+0.0061%,+0.0067%,$885.5k,2022-09-15 12:16:30.315711
23,Dogecoin-DOGE,$0.0606,+0.50%,$352.8m,$118.7m,+0.57%,0.52%,0.34,-0.0027%,-0.0012%,$620.1k,2022-09-15 12:16:30.315711
24,STEPN-GMT,$0.6679,+2.05%,$348.0m,$93.3m,-2.67%,0.41%,0.27,+0.0005%,+0.0054%,$742.9k,2022-09-15 12:16:30.315711
25,Filecoin-FIL,$5.88,+0.68%,$327.5m,$103.3m,-1.68%,0.45%,0.32,+0.0024%,+0.0066%,$417.3k,2022-09-15 12:16:30.315711
26,Reef-REEF,$0.0050,-4.19%,$312.4m,$23.9m,-18.49%,0.10%,0.08,-0.3510%,-0.2402%,$337.8k,2022-09-15 12:16:30.315711
