,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,430.88",-2.34%,$26.5b,$6.6b,+0.69%,29.21%,0.25,+0.0023%,-0.0037%,$47.5m,2022-09-17 08:16:45.141316
1,Bitcoin-BTC,"$19,859.96",+0.74%,$24.0b,$9.6b,+2.66%,42.17%,0.40,-0.0036%,+0.0002%,$26.5m,2022-09-17 08:16:45.141316
2,Ethereum Classic-ETC,$33.90,-0.34%,$2.3b,$420.1m,+1.72%,1.85%,0.18,-0.0611%,-0.0657%,$3.7m,2022-09-17 08:16:45.141316
3,Cosmos-ATOM,$16.26,+9.79%,$1.5b,$206.0m,+31.02%,0.91%,0.13,-0.0097%,-0.0122%,$2.9m,2022-09-17 08:16:45.141316
4,Solana-SOL,$32.83,+0.21%,$1.0b,$387.1m,-0.41%,1.70%,0.38,+0.0097%,+0.0055%,$1.7m,2022-09-17 08:16:45.141316
5,Ripple-XRP,$0.3481,+6.99%,$953.8m,$319.0m,+6.49%,1.40%,0.33,+0.0017%,+0.0019%,$2.2m,2022-09-17 08:16:45.141316
6,LUNA2-LUNA2,$3.14,+10.71%,$903.2m,$43.4m,+6.29%,0.19%,0.05,-0.3149%,-0.3200%,$1.5m,2022-09-17 08:16:45.141316
7,1000LUNC-1000LUNC,$0.3195,+11.75%,$838.4m,$43.2m,+29.72%,0.19%,0.05,-0.1003%,-0.0967%,$1.6m,2022-09-17 08:16:45.141316
8,Ravencoin-RVN,$0.0481,-9.46%,$739.6m,$53.0m,-12.19%,0.23%,0.07,-0.0193%,-0.0052%,$1.8m,2022-09-17 08:16:45.141316
9,Chiliz-CHZ,$0.2147,+7.79%,$688.7m,$99.7m,+22.16%,0.44%,0.14,+0.0027%,+0.0040%,$1.1m,2022-09-17 08:16:45.141316
10,Cardano-ADA,$0.4757,+2.52%,$574.8m,$250.1m,+1.84%,1.10%,0.44,-0.0021%,-0.0042%,$761.5k,2022-09-17 08:16:45.141316
11,Chainlink-LINK,$8.01,+5.45%,$535.4m,$128.4m,+15.61%,0.57%,0.24,+0.0099%,+0.0041%,$835.7k,2022-09-17 08:16:45.141316
12,EOS-EOS,$1.43,+1.37%,$509.2m,$161.0m,+5.20%,0.71%,0.32,+0.0000%,-0.0054%,$923.4k,2022-09-17 08:16:45.141316
13,Binance Coin-BNB,$276.42,+1.22%,$452.4m,$258.2m,+2.12%,1.14%,0.57,-0.0003%,-0.0019%,$226.8k,2022-09-17 08:16:45.141316
14,Polygon-MATIC,$0.8125,+0.04%,$438.4m,$160.0m,-1.21%,0.70%,0.37,-0.0027%,-0.0013%,$807.0k,2022-09-17 08:16:45.141316
15,Avalanche-AVAX,$18.20,+0.54%,$377.5m,$135.0m,+3.90%,0.59%,0.36,-0.0132%,+0.0023%,$867.7k,2022-09-17 08:16:45.141316
16,Terra-LUNA,$3.16,+11.53%,$371.7m,$18.9m,+17.60%,0.08%,0.05,-0.1417%,-0.1873%,$1.6m,2022-09-17 08:16:45.141316
17,Litecoin-LTC,$56.32,+1.75%,$350.9m,$172.5m,+0.02%,0.76%,0.49,-0.0017%,+0.0057%,$445.8k,2022-09-17 08:16:45.141316
18,Polkadot-DOT,$7.02,+1.95%,$338.4m,$248.9m,+1.28%,1.10%,0.74,+0.0028%,+0.0030%,$643.4k,2022-09-17 08:16:45.141316
19,ApeCoin-APE,$4.77,-1.65%,$321.7m,$81.6m,+11.55%,0.36%,0.25,-0.0037%,-0.0073%,$742.7k,2022-09-17 08:16:45.141316
20,Optimism-OP,$1.10,+0.06%,$281.8m,$54.6m,-4.62%,0.24%,0.19,+0.0072%,+0.0120%,$519.9k,2022-09-17 08:16:45.141316
21,Terra Classic-LUNC,$0.0003,+11.63%,$279.0m,$47.1m,+15.39%,0.21%,0.17,-0.1207%,-0.1116%,$1.3m,2022-09-17 08:16:45.141316
22,NEAR Protocol-NEAR,$4.29,+2.11%,$246.1m,$104.1m,+2.06%,0.46%,0.42,-0.0185%,-0.0081%,$324.8k,2022-09-17 08:16:45.141316
23,Filecoin-FIL,$5.83,+1.88%,$220.0m,$107.5m,+3.83%,0.47%,0.49,-0.0050%,-0.0124%,$277.6k,2022-09-17 08:16:45.141316
24,Bitcoin Cash-BCH,$120.71,+2.69%,$214.6m,$160.7m,+5.78%,0.71%,0.75,+0.0011%,-0.0105%,$125.6k,2022-09-17 08:16:45.141316
25,Dogecoin-DOGE,$0.0607,+2.19%,$203.1m,$117.3m,-0.36%,0.52%,0.58,-0.0240%,-0.0238%,$263.5k,2022-09-17 08:16:45.141316
26,STEPN-GMT,$0.6594,-0.31%,$202.4m,$94.6m,+0.18%,0.42%,0.47,-0.0025%,-0.0015%,$266.3k,2022-09-17 08:16:45.141316
27,1000SHIB-1000SHIB,$0.0117,-0.03%,$196.2m,$40.0m,-0.91%,0.18%,0.20,+0.0078%,+0.0078%,$364.5k,2022-09-17 08:16:45.141316
28,Reef-REEF,$0.0052,+2.90%,$164.5m,$21.2m,+10.44%,0.09%,0.13,-0.0863%,-0.0649%,$218.3k,2022-09-17 08:16:45.141316
29,The Sandbox-SAND,$0.8793,+2.51%,$155.4m,$65.6m,+0.67%,0.29%,0.42,+0.0055%,+0.0016%,$196.6k,2022-09-17 08:16:45.141316
30,Curve DAO Token-CRV,$1.06,+1.22%,$150.6m,$55.0m,+1.60%,0.24%,0.37,+0.0027%,+0.0084%,$177.6k,2022-09-17 08:16:45.141316
31,Tellor-TRB,$17.14,+8.97%,$147.0m,$27.6m,+1.19%,0.12%,0.19,-0.0066%,+0.0044%,$188.6k,2022-09-17 08:16:45.141316
32,ETHPoW-ETHW,$10.05,-23.86%,$145.3m,$11.5m,+852.68%,0.05%,0.08,-1.0859%,-1.1108%,$2.2m,2022-09-17 08:16:45.141316
33,Coti-COTI,$0.0949,+4.82%,$145.0m,$7.4m,+88.71%,0.03%,0.05,-0.0049%,-0.0039%,$434.2k,2022-09-17 08:16:45.141316
