,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,090.06",-10.11%,$60.0b,$9.6b,-13.86%,42.06%,0.16,+0.0069%,-0.0064%,$120.5m,2022-09-13 22:16:24.163957
1,Ethereum-ETH,"$1,585.96",-7.34%,$44.0b,$6.9b,-7.71%,30.14%,0.16,-0.0570%,-0.1066%,$105.6m,2022-09-13 22:16:24.163957
2,Solana-SOL,$33.53,-10.13%,$2.9b,$399.5m,-16.05%,1.75%,0.14,-0.0010%,-0.0206%,$6.7m,2022-09-13 22:16:24.163957
3,Ethereum Classic-ETC,$35.46,-7.18%,$2.4b,$407.1m,-10.55%,1.78%,0.17,-0.0103%,-0.0155%,$9.5m,2022-09-13 22:16:24.163957
4,Litecoin-LTC,$58.74,-4.07%,$1.3b,$218.7m,+5.68%,0.96%,0.17,+0.0153%,+0.0030%,$3.6m,2022-09-13 22:16:24.163957
5,LUNA2-LUNA2,$4.13,+0.75%,$1.2b,$29.5m,-9.98%,0.13%,0.02,-0.0018%,+0.0024%,$2.2m,2022-09-13 22:16:24.163957
6,Reef-REEF,$0.0057,+11.28%,$1.1b,$39.3m,+74.37%,0.17%,0.04,-0.6459%,+0.0477%,$2.7m,2022-09-13 22:16:24.163957
7,Cardano-ADA,$0.4673,-7.71%,$1.0b,$261.7m,-11.07%,1.15%,0.26,+0.0010%,-0.0166%,$2.1m,2022-09-13 22:16:24.163957
8,Ravencoin-RVN,$0.0588,-16.85%,$1.0b,$46.7m,-37.53%,0.20%,0.05,+0.0085%,+0.0026%,$2.6m,2022-09-13 22:16:24.163957
9,Polygon-MATIC,$0.8489,-8.47%,$931.9m,$171.3m,-17.29%,0.75%,0.18,+0.0032%,+0.0037%,$2.7m,2022-09-13 22:16:24.163957
10,Binance Coin-BNB,$277.60,-4.98%,$903.1m,$241.3m,-10.74%,1.06%,0.27,-0.0069%,-0.0126%,$737.5k,2022-09-13 22:16:24.163957
11,ApeCoin-APE,$5.18,-5.82%,$896.2m,$80.9m,-4.56%,0.35%,0.09,+0.0076%,+0.0071%,$2.1m,2022-09-13 22:16:24.163957
12,EOS-EOS,$1.47,-11.29%,$879.7m,$155.4m,-17.55%,0.68%,0.18,+0.0046%,-0.0071%,$2.4m,2022-09-13 22:16:24.163957
13,Cosmos-ATOM,$14.13,-8.63%,$879.4m,$123.4m,-19.25%,0.54%,0.14,+0.0061%,-0.0130%,$2.2m,2022-09-13 22:16:24.163957
14,Avalanche-AVAX,$19.00,-10.65%,$856.8m,$128.5m,-13.42%,0.56%,0.15,-0.0131%,-0.0110%,$2.1m,2022-09-13 22:16:24.163957
15,Terra-LUNA,$4.13,-0.02%,$767.5m,$13.7m,-14.26%,0.06%,0.02,-0.0004%,+0.0080%,$3.5m,2022-09-13 22:16:24.163957
16,Ripple-XRP,$0.3331,-6.90%,$762.6m,$317.0m,-7.85%,1.39%,0.42,+0.0079%,-0.0058%,$1.3m,2022-09-13 22:16:24.163957
17,1000LUNC-1000LUNC,$0.3516,+6.58%,$735.8m,$31.4m,+40.12%,0.14%,0.04,-0.1297%,-0.1472%,$2.4m,2022-09-13 22:16:24.163957
18,NEAR Protocol-NEAR,$4.44,-12.59%,$678.5m,$99.0m,-24.30%,0.43%,0.15,-0.0069%,-0.0094%,$1.6m,2022-09-13 22:16:24.163957
19,Chiliz-CHZ,$0.1935,-3.76%,$632.8m,$70.2m,-4.46%,0.31%,0.11,+0.0055%,+0.0094%,$1.2m,2022-09-13 22:16:24.163957
20,Optimism-OP,$1.18,-7.99%,$542.7m,$56.1m,-12.71%,0.25%,0.10,+0.0044%,+0.0079%,$1.4m,2022-09-13 22:16:24.163957
21,Polkadot-DOT,$7.08,-7.77%,$537.1m,$249.8m,-7.93%,1.09%,0.47,-0.0031%,+0.0017%,$1.2m,2022-09-13 22:16:24.163957
22,Filecoin-FIL,$5.84,-11.49%,$522.0m,$104.5m,-12.64%,0.46%,0.20,-0.0069%,-0.0117%,$1.7m,2022-09-13 22:16:24.163957
23,Dogecoin-DOGE,$0.0599,-6.08%,$450.2m,$116.6m,-4.97%,0.51%,0.26,+0.0126%,+0.0023%,$1.5m,2022-09-13 22:16:24.163957
24,STEPN-GMT,$0.6688,-9.64%,$415.2m,$95.8m,-11.43%,0.42%,0.23,+0.0020%,-0.0007%,$989.3k,2022-09-13 22:16:24.163957
25,Terra Classic-LUNC,$0.0004,+7.03%,$412.1m,$49.0m,+34.31%,0.21%,0.12,-0.0401%,-0.0695%,$1.8m,2022-09-13 22:16:24.163957
26,Chainlink-LINK,$7.12,-8.16%,$407.0m,$103.6m,-13.50%,0.45%,0.25,+0.0100%,-0.0018%,$1.6m,2022-09-13 22:16:24.163957
27,Bitcoin Cash-BCH,$117.63,-8.66%,$360.4m,$162.3m,-9.05%,0.71%,0.45,-0.0087%,-0.0254%,$1.2m,2022-09-13 22:16:24.163957
28,Curve DAO Token-CRV,$1.06,-7.26%,$308.5m,$54.7m,-11.46%,0.24%,0.18,+0.0169%,-0.0233%,$846.3k,2022-09-13 22:16:24.163957
29,The Sandbox-SAND,$0.8815,-8.88%,$274.5m,$66.3m,-10.11%,0.29%,0.24,+0.0085%,-0.0015%,$950.7k,2022-09-13 22:16:24.163957
30,1000SHIB-1000SHIB,$0.0121,-6.42%,$269.6m,$39.9m,-12.55%,0.17%,0.15,-0.0034%,+0.0043%,$874.2k,2022-09-13 22:16:24.163957
31,Axie Infinity-AXS,$14.09,-6.61%,$239.0m,$77.2m,-4.42%,0.34%,0.32,-0.0277%,-0.0009%,$871.7k,2022-09-13 22:16:24.163957
